season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025273,10,2,Leeds_United,Away,886930,434752,Jaka Bijol,jaka-bijol,D,False,,,5.0,18.0,63.0,81.0,,1.0,,6.0,,,,1.0,,,2.0,1.0,,,0.00657027,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,5.0,,,6.2,,,,,3.0,,,,7.0,,22.0,64.0,86.0,,,0,,89.0,,,,
2025-26,14025273,10,2,Leeds_United,Away,889861,466525,Anton Stach,anton-stach,M,True,,,2.0,11.0,13.0,24.0,,2.0,,1.0,,,,,,,,4.0,,,0.0124735,0.0852,0.6196,,0.0,,,,,1.0,,,,,,,,30.0,1.0,,,,,,,5.0,,,7.2,,,,,1.0,2.0,3.0,,3.0,,13.0,13.0,26.0,,,1,,34.0,,,2.0,
2025-26,14025273,10,2,Leeds_United,Away,911679,486520,Ilia Gruev,ilia-gruev,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025273,10,2,Leeds_United,Away,929132,226182,Jayden Bogle,jayden-bogle,D,False,1.0,,1.0,10.0,11.0,21.0,,,,1.0,,,,1.0,,,2.0,,1.0,,0.0119096,,,,0.0,,,,,,,,,,,,,77.0,,,,,,,,11.0,,,5.3,,,,,1.0,1.0,3.0,,3.0,,11.0,14.0,25.0,,,0,,39.0,4.0,,,
2025-26,14025273,10,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,,,,13.0,11.0,24.0,1.0,1.0,,1.0,,,,1.0,,3.0,7.0,3.0,,,0.154783,,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,11.0,,,6.1,,,,,,2.0,,,,,13.0,13.0,26.0,,,0,,41.0,4.0,2.0,,
2025-26,14025051,11,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025051,11,2,Leeds_United,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,2.0,1.0,3.0,1.0,2.0,,,,1.0,,,,,3.0,2.0,,,0.00138581,0.2211,0.0339,1.0,0.0,,,,,,,,,,,,,16.0,1.0,,,,,,,1.0,,,6.3,,,1.0,,,1.0,,,,,2.0,1.0,3.0,,,2,,7.0,,,,
2025-26,14025051,11,2,Leeds_United,Away,803185,174594,Lukas Nmecha,lukas-nmecha,F,False,,,,2.0,2.0,4.0,,1.0,,,,,,,,2.0,3.0,2.0,,,0.00679827,0.3205,0.5955,1.0,0.0,1.0,,,,,,,,,,,,74.0,1.0,,,,,,,6.0,,,7.7,,,1.0,,2.0,,2.0,,,,3.0,2.0,5.0,,,2,1.0,20.0,1.0,,,1.0
2025-26,14025051,11,2,Leeds_United,Away,827681,220627,James Justin,james-justin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025051,11,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,True,,,,1.0,,1.0,,,,2.0,,,,,,1.0,2.0,,,,0.00969825,0.0564,0.2966,1.0,0.0,,,,,,1.0,,,,,,,16.0,1.0,,,,,,,9.0,,,6.5,,,1.0,,,,1.0,,1.0,,4.0,1.0,5.0,,,2,,12.0,1.0,,,
2025-26,14025051,11,2,Leeds_United,Away,828640,214225,Joe Rodon,joe-rodon,D,False,,,3.0,18.0,48.0,66.0,5.0,5.0,,3.0,,,,1.0,,,6.0,7.0,,,0.0078904,,,,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,15.0,,,6.6,,,,,5.0,,,,7.0,,26.0,54.0,80.0,,,0,2.0,95.0,1.0,,,1.0
2025-26,14025051,11,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,True,,,,5.0,2.0,7.0,,,,,,,,2.0,,,4.0,,,,0.0020824,,,1.0,0.0,,,,,,,,,,,,,8.0,,,,1.0,,,,4.0,,,5.9,,,,,,1.0,2.0,,,,5.0,3.0,8.0,,,0,,15.0,,,,
2025-26,14025051,11,2,Leeds_United,Away,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,,,1.0,5.0,14.0,19.0,2.0,,,3.0,,,,,,2.0,6.0,4.0,,,0.00253454,0.0106,,1.0,0.0,,,,,1.0,,,,,,,,82.0,,,,,,,,9.0,,,6.2,,,1.0,,4.0,3.0,,,2.0,,8.0,15.0,23.0,,,1,1.0,44.0,,1.0,2.0,1.0
2025-26,14025051,11,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,True,,,,9.0,4.0,13.0,,,,2.0,,,,,,,,,,,0.00429738,,,,0.0,,,,,,,,,,,,,8.0,,1.0,,,,,,3.0,,,6.4,,,,,,,,,2.0,,11.0,5.0,16.0,,,0,,17.0,,,,
2025-26,14025051,11,2,Leeds_United,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,1.0,13.0,19.0,32.0,1.0,1.0,,4.0,,,1.0,1.0,,,5.0,4.0,,,0.030512,0.0344,,3.0,0.0,,,,,3.0,,,,,,,,90.0,,,,,,,,15.0,,,6.4,,,,,1.0,,1.0,,5.0,,19.0,23.0,42.0,,,1,2.0,58.0,1.0,1.0,,1.0
2025-26,14025051,11,2,Leeds_United,Away,850823,235826,Joël Piroe,joel-piroe,F,True,,,2.0,3.0,6.0,9.0,,,,,,,,,,,,,,,0.00400526,,,,0.0,,,,,,,,,,,,,16.0,,,,,,,,,,,6.6,,,,,,,,,2.0,,3.0,6.0,9.0,,,0,,9.0,,,,
2025-26,14025051,11,2,Leeds_United,Away,865523,435997,Noah Okafor,noah-okafor,F,False,1.0,,1.0,6.0,3.0,9.0,,1.0,,3.0,1.0,,,,,,5.0,2.0,,,0.108463,,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,15.0,,,6.5,,,,,2.0,4.0,1.0,,1.0,,13.0,3.0,16.0,,,0,,31.0,3.0,1.0,,
2025-26,14025051,11,2,Leeds_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,False,,,1.0,8.0,16.0,24.0,1.0,1.0,,2.0,,,,2.0,,,4.0,5.0,,,0.00306283,,,,0.0,,,,,3.0,,,,,,,,74.0,,1.0,,,,,,13.0,,,6.5,,,,,,1.0,4.0,,5.0,,14.0,17.0,31.0,,,0,2.0,48.0,1.0,2.0,,2.0
2025-26,14025051,11,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,False,,,1.0,,29.0,29.0,,,,7.0,,,,,,,,,,,8.161e-05,,,,0.0,,0.4153,1.0,,,,,,,,,,90.0,,,,,1.0,,,7.0,,,6.3,1.0,3.0,,,1.0,,,,8.0,,7.0,29.0,36.0,,,0,,46.0,,,,
2025-26,14025051,11,2,Leeds_United,Away,871886,248056,Ao Tanaka,ao-tanaka,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025051,11,2,Leeds_United,Away,886930,434752,Jaka Bijol,jaka-bijol,D,False,,,2.0,12.0,53.0,65.0,2.0,2.0,,1.0,,,,,,,2.0,4.0,,,0.00287901,,,,0.0,,,,,1.0,,,,,,,,82.0,,,,,,,,6.0,,,6.7,,,,,4.0,1.0,,,6.0,,17.0,54.0,71.0,,,0,1.0,79.0,,,1.0,1.0
2025-26,14025051,11,2,Leeds_United,Away,889861,466525,Anton Stach,anton-stach,M,False,1.0,,5.0,13.0,23.0,36.0,,5.0,,5.0,,,,,,1.0,4.0,7.0,,,0.114947,,,1.0,0.0,,,,,,2.0,,,,,,,90.0,,,,,,,,15.0,,,7.0,,,,,6.0,2.0,1.0,,10.0,,21.0,25.0,46.0,,,0,1.0,68.0,2.0,1.0,,1.0
2025-26,14025051,11,2,Leeds_United,Away,911679,486520,Ilia Gruev,ilia-gruev,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025051,11,2,Leeds_United,Away,929132,226182,Jayden Bogle,jayden-bogle,D,False,,,1.0,9.0,13.0,22.0,1.0,1.0,,3.0,,,,,,2.0,6.0,4.0,,,0.00515464,,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,15.0,,,6.5,,,,,3.0,3.0,1.0,,5.0,1.0,12.0,17.0,29.0,,,0,2.0,52.0,1.0,,1.0,1.0
2025-26,14025051,11,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,,,1.0,6.0,8.0,14.0,,,,10.0,,,1.0,1.0,,1.0,8.0,8.0,,,0.00877391,0.0443,,,1.0,,,,,,1.0,,,,,,,74.0,,1.0,,,,,,10.0,,,7.1,,,1.0,,,7.0,,,1.0,,7.0,8.0,15.0,,,2,3.0,39.0,2.0,4.0,1.0,1.0
2025-26,14025078,12,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025078,12,2,Leeds_United,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,1.0,,1.0,3.0,1.0,,1.0,,,1.0,,,,3.0,3.0,,,0.00048077,0.0673,,2.0,0.0,,,,,,,,,,,,,19.0,,,,,,,,1.0,,,6.4,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,2,1.0,7.0,1.0,,1.0,
2025-26,14025078,12,2,Leeds_United,Home,803185,174594,Lukas Nmecha,lukas-nmecha,F,False,,,,6.0,2.0,8.0,6.0,3.0,,,,,,,,2.0,11.0,4.0,,,0.240082,0.7865,0.9925,2.0,0.0,1.0,,,,,1.0,,,,,,,71.0,1.0,,,,,,,13.0,,,7.7,,,,,,2.0,,,,,9.0,4.0,13.0,,,1,1.0,28.0,4.0,,,1.0
2025-26,14025078,12,2,Leeds_United,Home,827681,220627,James Justin,james-justin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025078,12,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,True,,,,9.0,,9.0,,,,2.0,,1.0,1.0,,,,,2.0,,,0.00917889,0.2187,0.1706,,0.0,,,,,,1.0,,,,,,,19.0,1.0,,,,,,,6.0,,,6.6,,,1.0,,,1.0,5.0,,,,9.0,,9.0,,,3,,21.0,,1.0,1.0,
2025-26,14025078,12,2,Leeds_United,Home,828640,214225,Joe Rodon,joe-rodon,D,False,,,1.0,13.0,27.0,40.0,2.0,1.0,,7.0,1.0,,,1.0,,,4.0,3.0,,,0.0105878,,,1.0,0.0,,,,,4.0,2.0,,,,,,,90.0,,1.0,,,,,,3.0,,,6.7,,,,,5.0,,,,2.0,,13.0,30.0,43.0,,,0,2.0,57.0,,,,2.0
2025-26,14025078,12,2,Leeds_United,Home,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,,,,11.0,11.0,22.0,,,,4.0,,,,2.0,,,3.0,9.0,,,0.00591623,0.1884,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,,,,14.0,,,6.8,,,1.0,,3.0,2.0,4.0,,4.0,,15.0,14.0,29.0,,,1,5.0,54.0,2.0,2.0,2.0,3.0
2025-26,14025078,12,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,4.0,21.0,40.0,61.0,3.0,3.0,,8.0,,1.0,,1.0,,,5.0,3.0,,,0.00991873,0.0922,0.4471,1.0,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,6.0,,,6.7,,,,,5.0,,,,6.0,,24.0,41.0,65.0,,,1,,75.0,1.0,,,
2025-26,14025078,12,2,Leeds_United,Home,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,2.0,19.0,29.0,48.0,,,,10.0,,,,,,1.0,2.0,6.0,,,0.0154361,,,1.0,0.0,,,,,2.0,2.0,,,,,,,90.0,,,,,,,,9.0,,,7.1,,,,,1.0,,,,5.0,,22.0,32.0,54.0,,,0,5.0,70.0,1.0,1.0,,5.0
2025-26,14025078,12,2,Leeds_United,Home,850823,235826,Joël Piroe,joel-piroe,F,True,,,1.0,4.0,,4.0,,,,,,,1.0,,,,,,,,0.00524483,0.0224,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,2.0,,,6.5,,,,,,,,,1.0,1.0,6.0,,6.0,,,1,,8.0,,,,
2025-26,14025078,12,2,Leeds_United,Home,865523,435997,Noah Okafor,noah-okafor,F,False,1.0,,2.0,5.0,5.0,10.0,1.0,,,5.0,,,,2.0,,1.0,7.0,5.0,,,0.0376817,,,1.0,0.0,,,,,1.0,,,,,,,,80.0,,,,,,,,13.0,,,7.0,,,,,2.0,4.0,2.0,,2.0,,9.0,5.0,14.0,,,0,2.0,35.0,4.0,1.0,2.0,1.0
2025-26,14025078,12,2,Leeds_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,False,2.0,,3.0,22.0,15.0,37.0,,,,4.0,1.0,,,2.0,,,5.0,5.0,,,0.353011,0.0649,,3.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,,13.0,,,7.2,,,1.0,,2.0,1.0,8.0,,4.0,,25.0,17.0,42.0,,,1,3.0,61.0,1.0,2.0,,1.0
2025-26,14025078,12,2,Leeds_United,Home,871290,201595,Lucas Perri,lucas-perri,G,False,,,1.0,1.0,8.0,9.0,,,,2.0,,,,,,,,,,,0.00024975,,,,0.0,,-1.5362,,,,,,,,,,,90.0,,,,,,,,11.0,,,5.8,1.0,2.0,,,1.0,,,,12.0,,8.0,12.0,20.0,,,0,,24.0,,,,
2025-26,14025078,12,2,Leeds_United,Home,871886,248056,Ao Tanaka,ao-tanaka,M,True,,,,15.0,14.0,29.0,,,,5.0,,,,2.0,,,5.0,6.0,,,0.0136894,,,2.0,0.0,,,,,3.0,1.0,,,,,,,48.0,,1.0,,,,,,3.0,,,7.1,,,,,1.0,2.0,,,,,16.0,14.0,30.0,,,0,3.0,44.0,1.0,2.0,1.0,1.0
2025-26,14025078,12,2,Leeds_United,Home,886930,434752,Jaka Bijol,jaka-bijol,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025078,12,2,Leeds_United,Home,889861,466525,Anton Stach,anton-stach,M,False,,,,5.0,5.0,10.0,,1.0,,1.0,,,,1.0,,1.0,4.0,2.0,,,0.00362747,0.212,,1.0,0.0,,,,,,,,,,,,,23.0,1.0,,,,,,,2.0,,,6.5,,,,,,1.0,,,,,5.0,5.0,10.0,,,1,,15.0,,1.0,,
2025-26,14025078,12,2,Leeds_United,Home,911679,486520,Ilia Gruev,ilia-gruev,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025078,12,2,Leeds_United,Home,929132,226182,Jayden Bogle,jayden-bogle,D,False,1.0,,5.0,17.0,9.0,26.0,,1.0,,5.0,,,,,,,3.0,6.0,,,0.0694906,,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,21.0,,,6.9,,,,,1.0,3.0,4.0,,10.0,1.0,21.0,14.0,35.0,,,0,1.0,62.0,1.0,3.0,1.0,
2025-26,14025078,12,2,Leeds_United,Home,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,,,1.0,8.0,11.0,19.0,,1.0,,5.0,,,1.0,1.0,,2.0,8.0,6.0,,,0.00561088,0.3054,0.103,1.0,0.0,,,,,,,,,,,,,80.0,1.0,,,,,,,12.0,,,6.3,,,1.0,,,5.0,1.0,,2.0,1.0,9.0,13.0,22.0,,,3,3.0,40.0,1.0,1.0,1.0,2.0
2025-26,14025078,12,2,Leeds_United,Home,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,5.0,1.0,6.0,,,,,,,,,,,1.0,2.0,,,0.0150235,,,1.0,0.0,,,,,,1.0,,,,,,,10.0,,,,,,,,3.0,,,6.7,,,,,,,2.0,,,,6.0,1.0,7.0,,,0,,11.0,,2.0,,
2025-26,14025108,13,2,Leeds_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025108,13,2,Leeds_United,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,1.0,,1.0,7.0,2.0,2.0,1.0,,,,,,,8.0,6.0,,,0.00015231,0.1316,0.6409,1.0,0.0,1.0,,,,,,,,,,,,45.0,1.0,,,,,,1.0,6.0,,,7.9,,,,12.444716473222,1.0,1.0,1.0,,,2.0,4.0,,4.0,5.565,,1,,15.0,2.0,3.0,1.0,
2025-26,14025108,13,2,Leeds_United,Away,803185,174594,Lukas Nmecha,lukas-nmecha,F,False,,,,2.0,5.0,7.0,2.0,5.0,7.0,1.0,,1.0,,,,,4.0,7.0,,,0.00023564,1.0146,1.6474,2.0,0.0,1.0,,,,,,,,,,,,82.0,2.0,,,,,1.0,,7.0,,,6.4,,,1.0,77.243913750417,1.0,,,,,1.0,4.0,6.0,10.0,29.19,,3,1.0,22.0,4.0,1.0,,
2025-26,14025108,13,2,Leeds_United,Away,827681,220627,James Justin,james-justin,D,False,,,3.0,4.0,17.0,21.0,,2.0,13.0,2.0,,,,,,,,4.0,,,0.00110864,,,,0.0,,,,,1.0,,,,,,,,69.0,,2.0,,,,,,7.0,,,6.9,,,,87.961496366898,2.0,,,,5.0,,8.0,20.0,28.0,-22.68,,0,,37.0,,3.0,,
2025-26,14025108,13,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,2.0,,2.0,,,4.0,,,,,,,1.0,1.0,4.0,,,0.0209682,,,,0.0,,,,,1.0,,,,,,,,45.0,,,,,,,,4.0,,,6.8,,,,29.608656253057,,1.0,1.0,,,1.0,2.0,1.0,3.0,-22.575,,0,2.0,12.0,1.0,1.0,1.0,1.0
2025-26,14025108,13,2,Leeds_United,Away,828640,214225,Joe Rodon,joe-rodon,D,False,,,1.0,7.0,27.0,34.0,,,18.0,3.0,,,,1.0,,,1.0,3.0,,,0.00784042,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,5.0,,,6.3,,,,99.823221008933,5.0,,,,3.0,,11.0,28.0,39.0,4.83,,0,3.0,49.0,,,,2.0
2025-26,14025108,13,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025108,13,2,Leeds_United,Away,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,True,,,,2.0,,2.0,,1.0,1.0,,,,1.0,,,,,5.0,,,0.00574997,0.0084,,,0.0,,,,,,,,,,,,,21.0,,,,,,,,4.0,,,6.7,,,,34.777193230622,1.0,1.0,1.0,,,,3.0,,3.0,-34.545,,1,2.0,12.0,2.0,1.0,1.0,2.0
2025-26,14025108,13,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,1.0,1.0,24.0,25.0,4.0,4.0,9.0,1.0,,,1.0,1.0,,,5.0,7.0,,,0.00026164,0.1131,,,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,,,,3.0,,,6.7,,,1.0,55.749331662344,6.0,,,,2.0,,3.0,25.0,28.0,-2.415,,2,1.0,43.0,,2.0,,1.0
2025-26,14025108,13,2,Leeds_United,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,2.0,15.0,31.0,46.0,,,16.0,4.0,,,,,,,1.0,2.0,,,0.0167716,0.1509,,,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,15.0,,,6.5,,,,109.09760401232,,2.0,,,3.0,,21.0,33.0,54.0,-22.155,,1,,69.0,1.0,1.0,1.0,
2025-26,14025108,13,2,Leeds_United,Away,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025108,13,2,Leeds_United,Away,865523,435997,Noah Okafor,noah-okafor,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,2.0,,,6.4,,,,,,,,,,,,,,,,0,,3.0,1.0,,,
2025-26,14025108,13,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,False,,1.0,8.0,6.0,17.0,23.0,1.0,,14.0,8.0,,,,,,,1.0,,,,0.00439164,,,,0.0,,0.6775,,,,,,,,,,,90.0,,,,,,,,24.0,,,7.6,5.0,6.0,,64.340389315893,1.0,,,1.0,30.0,,25.0,20.0,45.0,-29.505,,0,,57.0,,,,
2025-26,14025108,13,2,Leeds_United,Away,871886,248056,Ao Tanaka,ao-tanaka,M,False,,,,8.0,10.0,18.0,1.0,2.0,7.0,5.0,,,,3.0,,,5.0,7.0,,,0.262392,,,1.0,0.0,,,,,1.0,,,,,,,,89.0,,,,,,,,12.0,,,6.5,,,,44.916745331975,2.0,,2.0,,1.0,,10.0,15.0,25.0,2.52,,0,5.0,40.0,2.0,,,3.0
2025-26,14025108,13,2,Leeds_United,Away,886930,434752,Jaka Bijol,jaka-bijol,D,True,,,2.0,2.0,18.0,20.0,2.0,,8.0,2.0,,,,,,,3.0,2.0,,,0.00451105,0.118,,1.0,0.0,,,,,1.0,,,,,,,,45.0,,,,,,,,5.0,,,6.4,,,1.0,71.318667528939,1.0,,,,5.0,,5.0,19.0,24.0,-27.72,,1,2.0,32.0,1.0,,,
2025-26,14025108,13,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025108,13,2,Leeds_United,Away,911679,486520,Ilia Gruev,ilia-gruev,M,False,2.0,,2.0,14.0,24.0,38.0,1.0,,3.0,5.0,,,,1.0,,,7.0,4.0,,,0.207335,,,4.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,1.0,,,,,,8.0,,,6.9,,,,21.855154694158,,1.0,5.0,,2.0,,15.0,25.0,40.0,-2.625,,0,4.0,56.0,2.0,,,1.0
2025-26,14025108,13,2,Leeds_United,Away,929132,226182,Jayden Bogle,jayden-bogle,D,False,1.0,,,7.0,11.0,18.0,,1.0,10.0,6.0,,,,1.0,,,3.0,4.0,,,0.0119454,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,16.0,,,5.8,,,,69.412635921218,1.0,1.0,2.0,,3.0,,17.0,13.0,30.0,-14.385,,0,1.0,46.0,1.0,2.0,,1.0
2025-26,14025108,13,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,True,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,3.0,,,0.00018473,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,6.0,,,6.7,,,,11.694115443248,,,1.0,,1.0,,4.0,,4.0,-11.34,,0,2.0,10.0,2.0,,,1.0
2025-26,14025108,13,2,Leeds_United,Away,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,False,,,1.0,6.0,3.0,9.0,2.0,,9.0,3.0,,,,,,2.0,5.0,6.0,,,0.027406,,,1.0,0.0,,,,,,1.0,,,,,,,45.0,,,,,,,,8.0,,,6.9,,,,59.53858652029,,,1.0,,1.0,,7.0,4.0,11.0,3.78,,0,3.0,24.0,3.0,3.0,,2.0
2025-26,14025138,14,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025138,14,2,Leeds_United,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,1.0,5.0,4.0,9.0,3.0,6.0,10.0,4.0,,,,,,1.0,4.0,11.0,,,0.0167188,1.3757,0.9946,,0.0,1.0,,,,,1.0,,,,,,,86.0,1.0,,,,,,,16.0,,,8.3,,,2.0,74.86400570538,,1.0,1.0,,1.0,1.0,12.0,7.0,19.0,36.435,,3,1.0,35.0,2.0,3.0,1.0,
2025-26,14025138,14,2,Leeds_United,Home,803185,174594,Lukas Nmecha,lukas-nmecha,F,False,,,2.0,7.0,3.0,10.0,3.0,,6.0,3.0,,1.0,,,,1.0,6.0,2.0,,,0.00328291,0.4639,0.3178,1.0,0.0,,,,,,,,,,,,,67.0,1.0,,,,,,,6.0,,,6.2,,,1.0,32.325836853755,,1.0,,,2.0,,9.0,4.0,13.0,-2.625,,2,1.0,24.0,1.0,1.0,,1.0
2025-26,14025138,14,2,Leeds_United,Home,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,7.555e-05,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,,,0,,3.0,,,,
2025-26,14025138,14,2,Leeds_United,Home,827681,220627,James Justin,james-justin,D,True,,,,1.0,2.0,3.0,,,2.0,2.0,,,,,,,,,,,0.00171425,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,1.0,,,6.7,,,,9.1014958414141,1.0,,,,,,2.0,2.0,4.0,0.945,,0,,5.0,,,,
2025-26,14025138,14,2,Leeds_United,Home,828640,214225,Joe Rodon,joe-rodon,D,False,,,,2.0,6.0,8.0,2.0,1.0,3.0,,,,,,,,2.0,2.0,,,0.00060797,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,5.0,,,6.5,,,,12.862564761078,6.0,,,,,,5.0,7.0,12.0,-12.705,,0,,25.0,,1.0,,
2025-26,14025138,14,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
