season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385511,1,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385511,1,36,Brighton_and_Hove_Albion,Away,920546,215059,Robert Sánchez,robert-sanchez,G,False,,,6.0,6.0,2.0,8.0,,,6.0,,,,,,,,,,,0.00105836,0.0,0.0,,,,-0.1539,,,,,,90.0,,,,,,,,21.0,1.0,7.2,4.0,5.0,,,2.0,,,,26.0,,25.0,3.0,28.0,0,,37.0,,,,
2022-23,10385743,2,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,36,Brighton_and_Hove_Albion,Home,920546,215059,Robert Sánchez,robert-sanchez,G,False,,1.0,6.0,5.0,5.0,10.0,,,8.0,,,,,,,,,,,0.00131618,0.0,0.0,,,,0.0622,1.0,,,,,90.0,,,,,,,,13.0,,7.1,,1.0,,,,,,1.0,18.0,,17.0,5.0,22.0,0,,28.0,,,,
2022-23,10385538,3,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385538,3,36,Brighton_and_Hove_Albion,Away,920546,215059,Robert Sánchez,robert-sanchez,G,False,,,6.0,3.0,14.0,17.0,,2.0,14.0,,,,,,,,2.0,,,0.00354051,0.0,0.0,,,,0.5256,3.0,,,,,90.0,,,,,,,,17.0,,7.5,2.0,3.0,,,,,,,23.0,,17.0,17.0,34.0,0,,46.0,,,,
2022-23,10385557,4,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385557,4,36,Brighton_and_Hove_Albion,Home,920546,215059,Robert Sánchez,robert-sanchez,G,False,,,5.0,4.0,12.0,16.0,,,8.0,,,,,,,,,,,0.00291546,0.0,0.0,,,,0.497,,,,,,90.0,,,,,,,,12.0,1.0,7.3,2.0,2.0,,,1.0,,,,17.0,,14.0,14.0,28.0,0,,36.0,,,,
2022-23,10385559,5,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,36,Brighton_and_Hove_Albion,Away,920546,215059,Robert Sánchez,robert-sanchez,G,False,,,2.0,2.0,32.0,34.0,,,6.0,,,,,,,,,,1.0,0.0001362,0.0,0.0,,,,-1.6664,,,,,,90.0,,,,,,,,5.0,,6.1,1.0,2.0,,,,,,,7.0,,7.0,32.0,39.0,0,,47.0,,,,
