season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352252,1,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,False,,,3.0,1.0,33.0,34.0,,,8.0,,,,,,,,,,,0.00020135,0.0,0.0,,,,0.1127,,,,,,90.0,,,,,1.0,,,,,7.0,2.0,2.0,,,,,,,3.0,,1.0,33.0,34.0,0,,41.0,,,,
2023-24,11352252,1,36,Brighton_and_Hove_Albion,Home,994363,489639,Bart Verbruggen,bart-verbruggen,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352428,2,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,False,,1.0,5.0,,33.0,33.0,,1.0,14.0,,,,,,,,1.0,,,0.00016729,0.0,0.0,,,,1.4786,1.0,,,,,90.0,,,,,,,,9.0,1.0,7.3,4.0,4.0,,,2.0,,,1.0,11.0,,3.0,38.0,41.0,0,,52.0,,,,
2023-24,11352428,2,36,Brighton_and_Hove_Albion,Away,994363,489639,Bart Verbruggen,bart-verbruggen,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352466,3,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352466,3,36,Brighton_and_Hove_Albion,Home,994363,489639,Bart Verbruggen,bart-verbruggen,G,False,,,2.0,1.0,24.0,25.0,,,7.0,,,,,,,,,,,0.00039816,0.0,0.0,,,,-0.0591,1.0,,,,,90.0,,,,,,,,,,6.8,2.0,4.0,,,1.0,,,,2.0,,1.0,24.0,25.0,0,,37.0,,,,
2023-24,11352551,4,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352551,4,36,Brighton_and_Hove_Albion,Home,994363,489639,Bart Verbruggen,bart-verbruggen,G,False,,,10.0,2.0,48.0,50.0,,1.0,6.0,,,,,,,,2.0,,,0.0003516,0.0,0.0,,,,-0.5951,1.0,,,,,90.0,,,,,,,,7.0,1.0,7.2,1.0,2.0,,,1.0,1.0,,,16.0,,7.0,50.0,57.0,0,,66.0,,,1.0,
2023-24,11352611,5,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,False,,1.0,9.0,1.0,47.0,48.0,,,8.0,,,,,,,,,,,,,,,0.0,,,,,,,,90.0,,,,,,,,5.0,,6.9,1.0,3.0,,,,,,1.0,13.0,,3.0,50.0,53.0,0,,60.0,,,,
2023-24,11352611,5,36,Brighton_and_Hove_Albion,Away,994363,489639,Bart Verbruggen,bart-verbruggen,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352629,6,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352629,6,36,Brighton_and_Hove_Albion,Home,994363,489639,Bart Verbruggen,bart-verbruggen,G,False,,,8.0,7.0,26.0,33.0,,,5.0,,,,,,,,,1.0,,0.00239312,0.0,0.0,,,,-0.3817,1.0,,,,,90.0,,,,,,,,16.0,,6.2,2.0,2.0,,,,,,,22.0,,19.0,30.0,49.0,0,,55.0,,,,
2023-24,11352638,7,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,False,,,2.0,1.0,24.0,25.0,,,7.0,,,,,,,,1.0,,,8.379e-05,0.0,0.0,,,,-2.7523,1.0,,,,,90.0,,,,,,,,,,5.7,4.0,4.0,,,,,,,2.0,,1.0,24.0,25.0,0,,35.0,,1.0,,
2023-24,11352638,7,36,Brighton_and_Hove_Albion,Away,994363,489639,Bart Verbruggen,bart-verbruggen,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352648,8,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
