season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,False,,1.0,2.0,1.0,54.0,55.0,1.0,1.0,21.0,13.0,,,,,,,,1.0,1.0,,,0.00015778,,,,0.0,,0.0498,,,,,,90.0,,,,,,,6.0,0.0,2.0,7.2,1.0,1.0,,,132.17218134067,2.0,,,1.0,7.0,,4.0,57.0,61.0,68.508068113608,,0,,65.0,,,,
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,1005800,472739,Carl Rushworth,carl-rushworth,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,False,,1.0,12.0,1.0,38.0,39.0,,,,12.0,,,,,,,,,1.0,,,0.00030364,,,,0.0,,-0.5734,2.0,,,,,90.0,,,,,,,5.0,,,7.1,1.0,2.0,,,,1.0,,,1.0,16.0,,4.0,40.0,44.0,,,0,,56.0,,1.0,,
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,1005800,472739,Carl Rushworth,carl-rushworth,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,994363,489639,Bart Verbruggen,bart-verbruggen,G,False,,1.0,10.0,3.0,20.0,23.0,,,,13.0,,,,,,,,,,,,0.00106777,,,,0.0,,1.3586,,,,,,90.0,,,,,,,5.0,,,8.1,6.0,6.0,,,,,,,1.0,15.0,,6.0,22.0,28.0,,,0,,40.0,,,,
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,994363,489639,Bart Verbruggen,bart-verbruggen,G,False,,,5.0,,34.0,34.0,,,,7.0,,,,,,,,,,,,6.85e-05,,,,0.0,,0.0692,1.0,,,,,90.0,,,,,,,1.0,,,7.0,,1.0,,,,,,,,6.0,,1.0,34.0,35.0,,,0,,40.0,,,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,994363,489639,Bart Verbruggen,bart-verbruggen,G,False,,3.0,2.0,1.0,25.0,26.0,,1.0,,12.0,,,,,,,,,1.0,,,0.00038973,,,,0.0,,-0.3173,1.0,,,,,90.0,,,,,1.0,,2.0,,1.0,7.1,1.0,2.0,,,,3.0,,,3.0,3.0,,2.0,25.0,27.0,,,0,,42.0,,,,
