season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827867,1,36,Brighton_and_Hove_Albion,Away,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827867,1,36,Brighton_and_Hove_Albion,Away,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,9.0,6.0,8.0,14.0,,1.0,10.0,,,,,,,,,1.0,,,,,,2.0,,,,,90.0,,,,,,,18.0,,6.3,2.0,3.0,,,,,,,27.0,,19.0,13.0,32.0,0,,41.0,,,,
2018-19,7827896,2,36,Brighton_and_Hove_Albion,Home,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827896,2,36,Brighton_and_Hove_Albion,Home,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,9.0,8.0,1.0,9.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,1.0,,,14.0,,6.0,,1.0,,,,,,,23.0,,21.0,2.0,23.0,0,,26.0,,,,
2018-19,7827908,3,36,Brighton_and_Hove_Albion,Away,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827908,3,36,Brighton_and_Hove_Albion,Away,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,4.0,4.0,,4.0,,,9.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,18.0,,7.7,6.0,6.0,,,,,,,21.0,,21.0,,21.0,0,,30.0,,1.0,,
2018-19,7827914,4,36,Brighton_and_Hove_Albion,Home,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827914,4,36,Brighton_and_Hove_Albion,Home,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,13.0,9.0,7.0,16.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,14.0,,6.2,2.0,3.0,,,,,,,27.0,,22.0,8.0,30.0,0,,37.0,,,,
2018-19,7827924,5,36,Brighton_and_Hove_Albion,Away,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827924,5,36,Brighton_and_Hove_Albion,Away,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,11.0,10.0,10.0,20.0,,,9.0,,,,,,,,,,,1.0,,,,,,,,,90.0,,,,1.0,,,19.0,1.0,6.1,1.0,2.0,,,1.0,,,,30.0,,24.0,15.0,39.0,0,,44.0,,,,
2018-19,7827949,6,36,Brighton_and_Hove_Albion,Home,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827949,6,36,Brighton_and_Hove_Albion,Home,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,18.0,14.0,5.0,19.0,,,13.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,1.0,,,11.0,,7.0,4.0,5.0,,,,,,,28.0,,22.0,8.0,30.0,0,,39.0,,,,
2018-19,7827977,7,36,Brighton_and_Hove_Albion,Away,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827977,7,36,Brighton_and_Hove_Albion,Away,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,10.0,9.0,6.0,15.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,18.0,,7.1,2.0,6.0,,,1.0,,,,28.0,,25.0,8.0,33.0,0,,41.0,,,,
2018-19,7827987,8,36,Brighton_and_Hove_Albion,Home,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827987,8,36,Brighton_and_Hove_Albion,Home,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,12.0,10.0,2.0,12.0,,1.0,9.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,11.0,,7.6,2.0,4.0,,,1.0,,,,23.0,,20.0,3.0,23.0,0,,30.0,,1.0,,
2018-19,7828014,9,36,Brighton_and_Hove_Albion,Away,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828014,9,36,Brighton_and_Hove_Albion,Away,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,8.0,6.0,3.0,9.0,,1.0,9.0,,,,,,,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,23.0,1.0,8.6,3.0,6.0,,,2.0,,,,31.0,,28.0,4.0,32.0,0,,45.0,,1.0,,
2018-19,7827928,10,36,Brighton_and_Hove_Albion,Home,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827928,10,36,Brighton_and_Hove_Albion,Home,134029,131897,Mathew Ryan,mathew-ryan,G,False,,,11.0,8.0,5.0,13.0,,,11.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,18.0,1.0,8.4,3.0,7.0,,,1.0,,,,28.0,,21.0,10.0,31.0,0,,41.0,,,,
2018-19,7827953,11,36,Brighton_and_Hove_Albion,Away,31867,49262,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
