matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645199,1,2026-08-22 15:00:00,56,Sunderland,Away,282.0,15.0,1.0,4.0,3.0,,,211.0,6.0,5.0,2.0,14.0,32.0,489.0,,1.0,23.0,14.0,14.0,8.0,1.0,3.0,1.0,1.0,,,1.0,1.0,,6.0,0.0,,,,8.0,8.0,2.0,5.0,6.0,98.0,47.0,2.0,2.0,,1.0,5.0,4.0,11.0,,5.0,9.0,10.0,0.0,14.0,61.0,51.0,1.0,13.0,11.0,2.0,1.0,0.822541,0.6644,0.0633,0.3462,1.6288,66.0,14.0,12.0,1.0,2.0,1.0,1.0,159.0,,,,6.0,0.0,1.0,,11.0,,9.0,9.0,2.0,0.0,5.0,157.0,74.0,43.0,3.0,1.0,3.0,6.0,4.0,533.0,1.0,0.0,89.0,67.0,30.0,,134.0,134.0,2.0,21.0,17.0,62.2,,,1.0,13.0,0.0,143.0,1.0,1.0,2.0,1.0,3.0,,0.0,5.0,99.0,468.0,5.0,9.0,291.0,36.0,13.0,18.0,3.0,23.0,20.0,1.0,139.0,1.0,289.0,1.0,15.0,14.0,57.0,4.0,557.0,2.0,0.0,11.0,16.0,2.0,28.0,3.0,750.0,18.0,15.0,0.0,10.0,5.0,7.0,0.0
2645213,2,2026-08-30 14:00:00,56,Sunderland,Home,163.0,21.0,,8.0,8.0,2.0,2.0,171.0,2.0,5.0,6.0,7.0,28.0,326.0,,2.0,11.0,13.0,22.0,6.0,2.0,1.0,1.0,0.0,,,,,1.0,8.0,0.0,1.0,,3.0,3.0,7.0,4.0,9.0,3.0,57.0,43.0,4.0,3.0,1.0,2.0,11.0,2.0,11.0,,3.0,9.0,4.0,0.0,3.0,44.0,56.0,2.0,39.0,21.0,,1.0,0.844013,2.0243,,1.3319,,47.0,10.0,14.0,,1.0,4.0,,123.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,21.0,1.0,7.0,7.0,1.0,0.0,5.0,109.0,47.0,28.0,4.0,0.0,4.0,5.0,4.0,371.0,8.0,0.0,51.0,55.0,24.0,,107.0,107.0,2.0,17.0,18.0,41.4,1.0,,2.0,18.0,0.0,101.0,,,,1.0,6.0,,1.0,4.0,77.0,314.0,11.0,9.0,186.0,36.0,39.0,15.0,1.0,18.0,17.0,1.0,104.0,4.0,222.0,2.0,15.0,7.0,46.0,1.0,390.0,1.0,0.0,12.0,13.0,6.0,14.0,0.0,587.0,19.0,18.0,0.0,7.0,3.0,7.0,0.0
2645216,3,2026-09-05 15:00:00,56,Sunderland,Away,139.0,25.0,1.0,2.0,1.0,3.0,,153.0,5.0,7.0,8.0,9.0,35.0,290.0,1.0,,10.0,26.0,28.0,5.0,2.0,1.0,,0.0,1.0,1.0,2.0,,1.0,7.0,1.0,,1.0,1.0,6.0,7.0,5.0,10.0,4.0,77.0,58.0,2.0,2.0,1.0,1.0,9.0,3.0,6.0,1.0,3.0,5.0,2.0,0.0,5.0,50.0,73.0,1.0,28.0,21.0,,,0.717995,1.7102,0.1306,0.8933,1.0749,69.0,9.0,19.0,,3.0,4.0,2.0,145.0,,,,6.0,0.0,1.0,,21.0,1.0,5.0,5.0,1.0,0.0,7.0,92.0,65.0,35.0,4.0,1.0,2.0,5.0,5.0,364.0,4.0,0.0,66.0,36.0,31.0,1.0,140.0,140.0,5.0,20.0,22.0,50.8,1.0,1.0,1.0,20.0,0.0,70.0,1.0,1.0,2.0,,6.0,1.0,0.0,3.0,81.0,277.0,9.0,7.0,156.0,43.0,28.0,12.0,3.0,14.0,11.0,,136.0,10.0,242.0,2.0,27.0,10.0,65.0,3.0,384.0,3.0,0.0,14.0,19.0,1.0,13.0,2.0,579.0,33.0,18.0,0.0,7.0,3.0,13.0,0.0
