matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562002,11,2025-11-08 17:30:00,56,Sunderland,Home,109.0,9.0,,,,1.0,,117.0,,,3.0,6.0,4.0,12.0,226.0,,,6.0,31.0,21.0,4.0,,1.0,,0.0,,,,,,,,,,4.0,0.0,,,,,1.0,4.0,12.0,5.0,6.0,,45.0,29.0,1.0,,2.0,4.0,5.0,2.0,8.0,,,2.0,1.0,6.0,1.0,7.0,1.0,60.0,50.0,4.0,39.0,21.0,1.0,1.0,0.332842,0.4357,,0.8198,1.3769,43.0,13.0,13.0,,,1.0,2.0,,109.0,1.0,,1.0,1.0,1.0,,6.0,1.0,,,21.0,,6.0,6.0,,0.0,3.0,70.0,55.0,23.0,2.0,0.0,2.0,3.0,2.0,266.0,4.0,,0.0,36.0,30.0,28.0,,,,,,109.0,109.0,,13.0,7.0,35.2,,2.0,1.0,1.0,9.0,0.0,63.0,4.0,1.0,5.0,2.0,,2.0,,1.0,4.0,51.0,216.0,5.0,5.0,123.0,15.0,39.0,7.0,2.0,11.0,9.0,109501.67,,78.0,3.0,175.0,,,23.0,4.0,41.0,2.0,287.0,,0.0,6.0,16.0,2.0,17.0,2.0,457.0,14.0,12.0,0.0,2.0,2.0,8.0,0.0
2562009,12,2025-11-22 15:00:00,56,Sunderland,Away,176.0,8.0,1.0,2.0,1.0,2.0,,125.0,5.0,,4.0,5.0,5.0,17.0,299.0,,1.0,9.0,12.0,14.0,3.0,1.0,1.0,,0.0,,,,,,,,,,3.0,0.0,,,,,,4.0,18.0,6.0,4.0,,58.0,42.0,,,,4.0,6.0,1.0,2.0,1.0,,4.0,8.0,3.0,0.0,8.0,2.0,36.0,43.0,4.0,25.0,14.0,,1.0,0.566845,0.174,,0.1832,1.2667,51.0,13.0,5.0,,,,,,151.0,,,,,,,11.0,0.0,,2.0,14.0,,9.0,9.0,1.0,0.0,4.0,86.0,71.0,35.0,7.0,0.0,1.0,3.0,2.0,352.0,6.0,,0.0,46.0,58.0,22.0,,,,,,127.0,127.0,1.0,17.0,17.0,43.1,,,,1.0,18.0,0.0,78.0,3.0,2.0,4.0,,,1.0,1.0,0.0,4.0,68.0,287.0,6.0,4.0,194.0,21.0,25.0,6.0,3.0,14.0,11.0,110724.16,,100.0,4.0,193.0,1.0,,19.0,5.0,49.0,3.0,373.0,1.0,0.0,4.0,21.0,3.0,17.0,3.0,546.0,22.0,19.0,0.0,3.0,4.0,9.0,0.0
2562022,13,2025-11-29 15:00:00,56,Sunderland,Home,119.0,6.0,1.0,6.0,5.0,2.0,1.0,127.0,5.0,,5.0,6.0,9.0,13.0,240.0,1.0,1.0,9.0,15.0,21.0,8.0,,1.0,1.0,0.0,,,,,,,,,,8.0,1.0,,,,,2.0,6.0,13.0,5.0,10.0,2.0,48.0,55.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,,,6.0,6.0,9.0,0.0,5.0,1.0,50.0,56.0,3.0,26.0,13.0,2.0,1.0,0.657495,1.2772,,1.8154,2.9543,58.0,14.0,12.0,,,2.0,2.0,,139.0,2.0,1.0,1.0,,2.0,,8.0,0.0,2.0,1.0,13.0,,8.0,8.0,1.0,0.0,6.0,76.0,56.0,22.0,3.0,2.0,4.0,6.0,6.0,310.0,4.0,,0.0,35.0,74.0,34.0,,,,,1.0,148.0,148.0,8.0,17.0,22.0,42.5,,,3.0,1.0,12.0,0.0,71.0,4.0,,4.0,,1.0,4.0,1.0,1.0,4.0,71.0,221.0,5.0,10.0,141.0,21.0,26.0,23.0,5.0,22.0,17.0,116032.94,1.0,117.0,7.0,215.0,2.0,,31.0,9.0,50.0,1.0,334.0,2.0,0.0,12.0,14.0,2.0,12.0,5.0,521.0,29.0,14.0,0.0,9.0,6.0,8.0,0.0
2562031,14,2025-12-03 20:15:00,56,Sunderland,Away,133.0,13.0,2.0,3.0,1.0,1.0,,88.0,7.0,,2.0,6.0,2.0,24.0,218.0,,2.0,10.0,18.0,17.0,2.0,1.0,2.0,1.0,0.0,1.0,,1.0,1.0,,,1.0,,1.0,4.0,0.0,,,1.0,,2.0,2.0,14.0,10.0,4.0,5.0,51.0,42.0,1.0,1.0,,3.0,7.0,1.0,5.0,,,3.0,6.0,3.0,0.0,6.0,,39.0,44.0,3.0,47.0,25.0,1.0,2.0,0.314723,0.4208,0.0338,0.4488,1.0034,43.0,5.0,10.0,,,1.0,1.0,1.0,114.0,1.0,,,1.0,,,11.0,1.0,5.0,1.0,25.0,2.0,9.0,9.0,,0.0,2.0,61.0,55.0,18.0,7.0,1.0,1.0,3.0,6.0,278.0,10.0,1.0,1.0,46.0,31.0,23.0,,,,,,121.0,121.0,5.0,16.0,10.0,32.0,1.0,2.0,,,16.0,0.0,78.0,2.0,2.0,4.0,,1.0,2.0,,0.0,3.0,44.0,205.0,7.0,4.0,154.0,30.0,47.0,9.0,3.0,12.0,9.0,112505.92,1.0,85.0,2.0,162.0,5.0,,32.0,2.0,73.0,2.0,304.0,,0.0,9.0,15.0,2.0,15.0,1.0,491.0,16.0,6.0,0.0,3.0,3.0,7.0,0.0
2562041,15,2025-12-06 15:00:00,56,Sunderland,Away,196.0,16.0,1.0,1.0,,,,82.0,5.0,3.0,3.0,1.0,6.0,20.0,277.0,,1.0,13.0,11.0,10.0,4.0,1.0,2.0,2.0,0.0,,,,,,,,,1.0,6.0,0.0,,,,1.0,,8.0,15.0,3.0,5.0,3.0,62.0,45.0,,1.0,,1.0,7.0,3.0,11.0,1.0,1.0,5.0,7.0,1.0,0.0,2.0,1.0,40.0,42.0,1.0,28.0,9.0,,,0.294619,0.7086,,0.5867,2.2269,29.0,10.0,9.0,,,,1.0,,122.0,,,,,,,9.0,0.0,2.0,,9.0,1.0,8.0,8.0,1.0,0.0,3.0,79.0,44.0,24.0,6.0,0.0,2.0,3.0,1.0,325.0,5.0,2.0,0.0,35.0,30.0,17.0,,,,,,108.0,108.0,6.0,29.0,5.0,36.1,1.0,,,,15.0,0.0,84.0,3.0,,2.0,1.0,2.0,4.0,1.0,0.0,5.0,32.0,263.0,7.0,5.0,225.0,35.0,28.0,9.0,4.0,13.0,9.0,111794.09,2.0,55.0,2.0,135.0,2.0,3.0,14.0,6.0,48.0,3.0,347.0,,1.0,8.0,20.0,1.0,14.0,0.0,498.0,7.0,12.0,0.0,3.0,5.0,13.0,0.0
2562053,16,2025-12-14 14:00:00,56,Sunderland,Home,126.0,13.0,1.0,2.0,1.0,1.0,,178.0,1.0,,7.0,7.0,9.0,18.0,302.0,1.0,,10.0,27.0,27.0,4.0,,,,0.0,,,,,,,,,,4.0,0.0,,,,,,6.0,2.0,4.0,3.0,2.0,72.0,47.0,1.0,1.0,,2.0,1.0,2.0,8.0,,,3.0,7.0,4.0,0.0,6.0,1.0,53.0,54.0,2.0,29.0,19.0,,,0.420658,0.2959,,0.2443,0.286,69.0,10.0,10.0,,,,,,148.0,,,,,,,5.0,0.0,3.0,,19.0,,11.0,11.0,1.0,0.0,8.0,85.0,63.0,25.0,6.0,0.0,2.0,2.0,1.0,377.0,3.0,1.0,0.0,55.0,80.0,35.0,,,,,,145.0,145.0,4.0,20.0,9.0,46.6,,,,1.0,10.0,0.0,89.0,1.0,2.0,2.0,,,2.0,,0.0,3.0,99.0,298.0,1.0,4.0,141.0,30.0,29.0,9.0,3.0,14.0,11.0,110421.36,,154.0,9.0,267.0,3.0,,31.0,9.0,61.0,,394.0,3.0,0.0,5.0,10.0,,19.0,5.0,558.0,15.0,22.0,0.0,7.0,3.0,7.0,0.0
2562057,17,2025-12-20 15:00:00,56,Sunderland,Away,133.0,18.0,1.0,5.0,4.0,1.0,,127.0,5.0,,7.0,5.0,3.0,24.0,255.0,,1.0,9.0,21.0,20.0,8.0,1.0,1.0,2.0,0.0,,,,,,,,,,10.0,0.0,,,,,2.0,6.0,7.0,9.0,9.0,5.0,57.0,49.0,1.0,2.0,,2.0,6.0,4.0,13.0,,,4.0,7.0,2.0,0.0,6.0,,59.0,57.0,2.0,22.0,15.0,,,1.14651,1.3847,,0.6288,0.2371,50.0,15.0,10.0,,,1.0,1.0,,139.0,,,,,,,9.0,0.0,1.0,2.0,15.0,1.0,9.0,9.0,1.0,0.0,7.0,65.0,55.0,23.0,3.0,0.0,3.0,6.0,6.0,312.0,5.0,2.0,0.0,43.0,49.0,29.0,,,,,,129.0,129.0,2.0,20.0,16.0,43.2,,,,,13.0,0.0,73.0,1.0,4.0,4.0,2.0,2.0,4.0,,0.0,3.0,64.0,243.0,6.0,9.0,157.0,32.0,22.0,8.0,4.0,14.0,10.0,112106.29,2.0,100.0,5.0,191.0,1.0,,24.0,3.0,58.0,1.0,334.0,,0.0,14.0,25.0,1.0,17.0,2.0,529.0,26.0,18.0,0.0,2.0,4.0,15.0,0.0
2562073,18,2025-12-28 14:00:00,56,Sunderland,Home,178.0,13.0,1.0,3.0,2.0,,1.0,147.0,8.0,,7.0,2.0,5.0,25.0,322.0,,2.0,14.0,27.0,20.0,6.0,1.0,1.0,1.0,0.0,,,,,,,,,1.0,4.0,0.0,,1.0,,,1.0,3.0,11.0,6.0,8.0,,59.0,34.0,2.0,2.0,,4.0,12.0,2.0,4.0,1.0,,3.0,9.0,1.0,0.0,4.0,1.0,52.0,46.0,4.0,42.0,26.0,,,0.731443,0.7013,,0.51,1.2205,45.0,7.0,8.0,,,1.0,1.0,,142.0,1.0,,1.0,,1.0,,9.0,0.0,,,26.0,1.0,5.0,5.0,,0.0,7.0,106.0,55.0,33.0,9.0,1.0,3.0,5.0,3.0,371.0,6.0,5.0,0.0,59.0,44.0,22.0,,,,,,123.0,123.0,,19.0,7.0,43.2,1.0,2.0,,,25.0,0.0,86.0,3.0,2.0,4.0,,1.0,3.0,,0.0,3.0,72.0,301.0,12.0,8.0,207.0,30.0,42.0,15.0,3.0,14.0,11.0,112285.43,1.0,92.0,4.0,200.0,,,13.0,5.0,46.0,4.0,393.0,,0.0,8.0,14.0,2.0,19.0,1.0,596.0,21.0,13.0,0.0,5.0,3.0,8.0,0.0
2562083,19,2026-01-01 20:00:00,56,Sunderland,Home,112.0,16.0,1.0,3.0,2.0,1.0,,112.0,9.0,,3.0,3.0,6.0,22.0,221.0,,1.0,15.0,9.0,14.0,5.0,1.0,1.0,,0.0,,,,,,,,,1.0,9.0,0.0,,,,,,9.0,12.0,2.0,7.0,3.0,49.0,52.0,2.0,2.0,,1.0,11.0,2.0,16.0,,,3.0,4.0,2.0,0.0,15.0,2.0,57.0,47.0,1.0,31.0,17.0,,,0.527424,0.883,,0.6132,0.7447,60.0,9.0,6.0,,,,,,122.0,,,,,,,10.0,0.0,,,17.0,,17.0,17.0,3.0,0.0,3.0,72.0,56.0,28.0,5.0,0.0,2.0,4.0,4.0,283.0,5.0,2.0,0.0,53.0,31.0,21.0,,,,,,138.0,138.0,4.0,17.0,23.0,32.3,,,,,19.0,0.0,61.0,4.0,,4.0,1.0,,4.0,,0.0,2.0,58.0,207.0,11.0,6.0,124.0,29.0,31.0,17.0,3.0,9.0,6.0,113428.77,,110.0,4.0,189.0,,,22.0,6.0,52.0,,304.0,,0.0,10.0,18.0,1.0,19.0,1.0,508.0,22.0,20.0,0.0,9.0,3.0,15.0,0.0
2562093,20,2026-01-04 15:00:00,56,Sunderland,Away,160.0,15.0,,4.0,4.0,,1.0,138.0,8.0,,6.0,1.0,8.0,20.0,294.0,,,16.0,20.0,27.0,7.0,1.0,2.0,,0.0,,,,,,,,,,6.0,0.0,,,,1.0,,3.0,9.0,4.0,9.0,1.0,59.0,50.0,,,,4.0,8.0,3.0,10.0,,,5.0,5.0,11.0,0.0,8.0,1.0,51.0,60.0,4.0,27.0,15.0,,1.0,0.565332,0.4363,,1.6161,1.1573,54.0,6.0,9.0,1.0,,1.0,1.0,,140.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,15.0,1.0,9.0,9.0,2.0,0.0,6.0,101.0,53.0,28.0,3.0,0.0,3.0,5.0,3.0,357.0,2.0,1.0,0.0,53.0,38.0,44.0,,,,,,138.0,138.0,4.0,18.0,19.0,51.3,1.0,,1.0,1.0,20.0,0.0,82.0,3.0,1.0,3.0,2.0,,4.0,1.0,0.0,3.0,53.0,274.0,8.0,8.0,184.0,33.0,27.0,14.0,4.0,21.0,17.0,111969.2,,93.0,5.0,219.0,1.0,,16.0,9.0,49.0,2.0,382.0,,0.0,10.0,17.0,1.0,20.0,3.0,569.0,20.0,11.0,0.0,7.0,5.0,13.0,0.0
2562097,21,2026-01-07 19:30:00,56,Sunderland,Away,178.0,12.0,,2.0,2.0,2.0,1.0,138.0,8.0,1.0,5.0,5.0,10.0,21.0,314.0,,,9.0,17.0,18.0,4.0,1.0,3.0,,0.0,,1.0,1.0,,,,,,,4.0,0.0,1.0,,,,1.0,6.0,14.0,4.0,7.0,4.0,66.0,48.0,1.0,2.0,,,5.0,4.0,4.0,,,4.0,5.0,3.0,0.0,5.0,,42.0,41.0,,26.0,19.0,,3.0,0.600465,1.7221,0.0576,0.9991,3.1614,55.0,13.0,13.0,,,4.0,2.0,1.0,137.0,,,,,,,10.0,0.0,3.0,,19.0,,10.0,10.0,2.0,0.0,5.0,99.0,64.0,38.0,7.0,0.0,3.0,2.0,3.0,363.0,3.0,,0.0,42.0,59.0,21.0,,,,,1.0,114.0,114.0,4.0,16.0,19.0,49.5,,,,1.0,9.0,0.0,87.0,3.0,,3.0,1.0,,4.0,1.0,0.0,5.0,59.0,291.0,5.0,5.0,195.0,28.0,26.0,6.0,3.0,13.0,10.0,106216.92,,101.0,6.0,207.0,4.0,1.0,24.0,12.0,56.0,1.0,389.0,,0.0,11.0,7.0,,11.0,1.0,542.0,21.0,17.0,0.0,3.0,4.0,6.0,0.0
2562112,22,2026-01-17 15:00:00,56,Sunderland,Home,204.0,17.0,1.0,7.0,6.0,2.0,,168.0,5.0,,3.0,3.0,8.0,21.0,365.0,,,14.0,24.0,27.0,5.0,1.0,1.0,,0.0,,,1.0,,,,,,,6.0,0.0,,,,,2.0,1.0,5.0,1.0,10.0,3.0,65.0,38.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,,,3.0,9.0,6.0,0.0,5.0,1.0,47.0,59.0,3.0,35.0,19.0,,1.0,0.569065,1.7126,0.0329,2.6411,1.0447,62.0,8.0,14.0,1.0,,1.0,,1.0,158.0,1.0,,1.0,1.0,,,7.0,2.0,1.0,,19.0,1.0,11.0,11.0,,0.0,3.0,112.0,55.0,30.0,4.0,1.0,2.0,5.0,7.0,430.0,2.0,2.0,0.0,56.0,41.0,41.0,,,,,,146.0,146.0,1.0,12.0,17.0,57.3,,,3.0,2.0,19.0,0.0,121.0,1.0,1.0,1.0,1.0,,5.0,,0.0,2.0,85.0,346.0,4.0,7.0,231.0,41.0,35.0,13.0,3.0,18.0,15.0,105911.72,,131.0,5.0,243.0,1.0,,20.0,9.0,57.0,,456.0,,0.0,13.0,15.0,2.0,25.0,3.0,657.0,18.0,19.0,0.0,6.0,3.0,11.0,0.0
2562124,23,2026-01-24 12:30:00,56,Sunderland,Away,178.0,10.0,1.0,4.0,3.0,1.0,,161.0,3.0,1.0,5.0,3.0,8.0,22.0,335.0,,,19.0,15.0,21.0,4.0,,1.0,,0.0,,,,,,,,,,3.0,0.0,,,,,1.0,10.0,7.0,6.0,4.0,3.0,50.0,44.0,3.0,2.0,1.0,,3.0,1.0,4.0,,,3.0,8.0,6.0,0.0,15.0,,60.0,44.0,,30.0,20.0,,1.0,0.323591,0.6697,,1.094,1.2161,55.0,16.0,9.0,1.0,,2.0,,,140.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,,20.0,1.0,3.0,3.0,,0.0,5.0,112.0,64.0,42.0,3.0,0.0,3.0,2.0,2.0,389.0,3.0,1.0,0.0,49.0,68.0,29.0,1.0,1.0,1.0,,,135.0,135.0,1.0,17.0,19.0,52.9,,,,1.0,13.0,0.0,104.0,1.0,1.0,2.0,,,4.0,,0.0,5.0,64.0,321.0,3.0,5.0,196.0,20.0,30.0,12.0,3.0,17.0,14.0,105724.98,,100.0,3.0,227.0,1.0,1.0,13.0,8.0,41.0,1.0,406.0,,0.0,7.0,13.0,,25.0,4.0,595.0,13.0,19.0,0.0,2.0,3.0,6.0,0.0
2562132,24,2026-02-02 20:00:00,56,Sunderland,Home,186.0,17.0,,1.0,1.0,3.0,1.0,170.0,5.0,1.0,3.0,8.0,9.0,27.0,355.0,,,13.0,15.0,15.0,9.0,1.0,1.0,,0.0,,,,,,,,,,11.0,0.0,,,,,2.0,8.0,2.0,3.0,10.0,4.0,80.0,52.0,2.0,2.0,1.0,1.0,9.0,2.0,1.0,,,1.0,5.0,2.0,0.0,9.0,,40.0,41.0,1.0,25.0,16.0,,,0.774451,1.51664,,1.3807,,70.0,12.0,9.0,,,3.0,2.0,,139.0,2.0,,1.0,2.0,,,6.0,2.0,1.0,1.0,16.0,,9.0,9.0,,0.0,3.0,108.0,58.0,34.0,2.0,2.0,4.0,7.0,5.0,409.0,1.0,1.0,0.0,57.0,56.0,19.0,,,,,,118.0,118.0,3.0,24.0,20.0,44.2,,,,,21.0,0.0,99.0,,,,,,7.0,1.0,0.0,4.0,68.0,345.0,9.0,12.0,205.0,32.0,25.0,14.0,1.0,10.0,9.0,113324.36,,106.0,4.0,231.0,1.0,1.0,22.0,10.0,54.0,,426.0,,0.0,14.0,9.0,,17.0,1.0,596.0,25.0,19.0,0.0,9.0,1.0,7.0,0.0
2562136,25,2026-02-07 15:00:00,56,Sunderland,Away,186.0,12.0,,2.0,2.0,2.0,1.0,143.0,5.0,1.0,6.0,9.0,6.0,19.0,327.0,,,15.0,17.0,16.0,3.0,1.0,,,0.0,,,,,,,,,,2.0,0.0,,,,,3.0,2.0,10.0,6.0,4.0,1.0,83.0,46.0,1.0,1.0,,2.0,8.0,1.0,6.0,,,2.0,3.0,5.0,0.0,9.0,,46.0,45.0,2.0,30.0,18.0,,,0.193428,0.1877,,0.5989,1.2315,58.0,8.0,11.0,,,1.0,3.0,,139.0,,,,,,,9.0,0.0,,,18.0,,6.0,6.0,1.0,0.0,6.0,86.0,67.0,35.0,5.0,0.0,1.0,3.0,3.0,383.0,4.0,2.0,0.0,41.0,71.0,21.0,,,,,,127.0,127.0,2.0,19.0,15.0,50.7,,,,,21.0,0.0,100.0,2.0,,2.0,2.0,,1.0,,0.0,4.0,62.0,314.0,8.0,4.0,213.0,29.0,30.0,11.0,1.0,12.0,11.0,107352.72,,104.0,7.0,207.0,,1.0,31.0,9.0,53.0,1.0,408.0,,0.0,5.0,13.0,,16.0,2.0,583.0,13.0,17.0,0.0,5.0,2.0,7.0,0.0
2562152,26,2026-02-11 20:15:00,56,Sunderland,Home,158.0,10.0,1.0,4.0,3.0,3.0,,157.0,7.0,1.0,6.0,4.0,4.0,18.0,311.0,,2.0,11.0,22.0,10.0,8.0,1.0,3.0,,0.0,,,,,,,,,,6.0,0.0,,,,,,4.0,16.0,7.0,8.0,3.0,64.0,41.0,1.0,1.0,,1.0,10.0,4.0,10.0,,,3.0,12.0,11.0,0.0,3.0,1.0,55.0,42.0,1.0,39.0,18.0,,1.0,0.962728,0.6279,,0.5249,1.4428,44.0,8.0,10.0,,,,1.0,,130.0,,,,,,,9.0,0.0,2.0,,18.0,,8.0,8.0,2.0,0.0,6.0,93.0,55.0,27.0,11.0,0.0,4.0,5.0,2.0,349.0,13.0,2.0,0.0,44.0,38.0,41.0,,,,,,115.0,115.0,1.0,14.0,17.0,43.1,,,,3.0,17.0,0.0,85.0,1.0,1.0,2.0,1.0,,5.0,1.0,0.0,4.0,63.0,294.0,10.0,9.0,172.0,19.0,39.0,20.0,2.0,25.0,23.0,109251.66,,93.0,8.0,225.0,2.0,1.0,26.0,4.0,52.0,2.0,372.0,,0.0,11.0,14.0,3.0,12.0,1.0,591.0,27.0,13.0,0.0,8.0,3.0,7.0,0.0
2562162,27,2026-02-22 14:00:00,56,Sunderland,Home,197.0,13.0,1.0,1.0,1.0,,,138.0,3.0,,6.0,7.0,7.0,24.0,334.0,1.0,,13.0,16.0,14.0,7.0,1.0,2.0,,0.0,,,,,,,,,,7.0,1.0,,,,,,3.0,9.0,3.0,8.0,4.0,64.0,53.0,2.0,2.0,1.0,,6.0,5.0,3.0,,,6.0,3.0,5.0,0.0,13.0,,47.0,41.0,,25.0,10.0,,,0.93883,1.8461,,1.016,2.1691,64.0,6.0,13.0,,,1.0,1.0,,142.0,,,,,,,4.0,0.0,,,10.0,,5.0,5.0,1.0,0.0,7.0,102.0,61.0,34.0,4.0,1.0,3.0,4.0,2.0,385.0,2.0,3.0,0.0,42.0,57.0,32.0,1.0,1.0,1.0,,1.0,130.0,130.0,4.0,21.0,21.0,53.4,,,,1.0,12.0,0.0,98.0,1.0,1.0,1.0,,,5.0,,0.0,5.0,72.0,319.0,6.0,7.0,209.0,27.0,25.0,13.0,5.0,14.0,9.0,108627.55,,118.0,2.0,211.0,,,19.0,8.0,53.0,1.0,406.0,1.0,0.0,12.0,12.0,1.0,18.0,1.0,581.0,34.0,13.0,0.0,4.0,6.0,5.0,0.0
2562165,28,2026-02-28 12:30:00,56,Sunderland,Away,107.0,10.0,1.0,1.0,,1.0,,87.0,6.0,,4.0,6.0,3.0,18.0,193.0,,1.0,9.0,25.0,16.0,3.0,1.0,1.0,2.0,0.0,,,,,,,,,,6.0,0.0,,,,,1.0,6.0,10.0,11.0,6.0,2.0,39.0,45.0,,,1.0,,7.0,2.0,12.0,,,3.0,3.0,1.0,0.0,5.0,1.0,65.0,61.0,,46.0,22.0,1.0,3.0,0.214079,1.4245,,1.2662,1.0597,58.0,12.0,15.0,1.0,,4.0,5.0,,135.0,,,,,,,10.0,1.0,3.0,,22.0,,6.0,6.0,,0.0,4.0,58.0,55.0,24.0,7.0,0.0,1.0,3.0,4.0,264.0,6.0,1.0,0.0,34.0,38.0,26.0,,,,,,160.0,160.0,3.0,20.0,18.0,38.0,,2.0,,2.0,11.0,0.0,55.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,3.0,41.0,177.0,7.0,4.0,134.0,27.0,46.0,15.0,3.0,12.0,9.0,109485.84,2.0,86.0,6.0,165.0,3.0,,27.0,3.0,53.0,2.0,287.0,1.0,0.0,8.0,26.0,1.0,24.0,2.0,518.0,14.0,21.0,0.0,4.0,3.0,16.0,0.0
2562180,29,2026-03-03 19:30:00,56,Sunderland,Away,87.0,9.0,1.0,1.0,,,,57.0,1.0,,5.0,7.0,4.0,17.0,143.0,,,12.0,24.0,25.0,1.0,1.0,1.0,,0.0,,,,,,,,,,1.0,1.0,,,,,,9.0,12.0,6.0,3.0,,31.0,44.0,,,1.0,3.0,10.0,2.0,3.0,,1.0,2.0,3.0,1.0,0.0,8.0,1.0,62.0,56.0,3.0,50.0,29.0,,1.0,0.126457,0.8576,,0.6468,0.7287,41.0,19.0,13.0,,,2.0,2.0,,117.0,,,,,,,6.0,0.0,,,29.0,,7.0,7.0,,0.0,5.0,39.0,58.0,12.0,9.0,1.0,1.0,2.0,1.0,210.0,9.0,2.0,0.0,29.0,23.0,20.0,,,,,1.0,143.0,143.0,2.0,16.0,17.0,29.7,,,,2.0,15.0,0.0,46.0,2.0,2.0,4.0,3.0,,1.0,1.0,0.0,4.0,35.0,136.0,10.0,2.0,110.0,24.0,50.0,10.0,2.0,8.0,6.0,111965.5,,72.0,4.0,131.0,,,45.0,5.0,73.0,5.0,233.0,,0.0,3.0,16.0,,19.0,3.0,442.0,8.0,16.0,0.0,2.0,2.0,11.0,0.0
2562193,30,2026-03-14 15:00:00,56,Sunderland,Home,164.0,15.0,1.0,1.0,1.0,,,168.0,3.0,1.0,6.0,4.0,9.0,22.0,332.0,,2.0,17.0,16.0,13.0,6.0,1.0,1.0,,0.0,,,1.0,,,,,,,10.0,0.0,,,,,1.0,1.0,9.0,3.0,8.0,6.0,69.0,57.0,,,,,5.0,5.0,7.0,,1.0,7.0,9.0,2.0,0.0,16.0,1.0,56.0,40.0,,22.0,8.0,,2.0,0.583441,0.8951,0.0479,0.7197,1.3338,66.0,7.0,12.0,,1.0,4.0,3.0,1.0,161.0,1.0,,1.0,,1.0,,5.0,0.0,,,8.0,,5.0,5.0,,0.0,6.0,103.0,74.0,32.0,3.0,0.0,1.0,5.0,4.0,404.0,5.0,1.0,0.0,49.0,78.0,34.0,,,,,,167.0,167.0,3.0,23.0,20.0,48.0,,,,1.0,14.0,0.0,89.0,2.0,1.0,3.0,,,5.0,1.0,0.0,3.0,77.0,320.0,5.0,6.0,179.0,32.0,22.0,19.0,6.0,20.0,14.0,109011.96,,118.0,2.0,263.0,,1.0,24.0,11.0,57.0,3.0,422.0,1.0,0.0,14.0,7.0,4.0,28.0,1.0,619.0,28.0,15.0,0.0,9.0,7.0,4.0,0.0
