matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442218,22.0,2013-01-12 15:00:00,56,Sunderland,Home,141.0,13.0,,2.0,2.0,1.0,,148.0,2.0,,1.0,4.0,13.0,19.0,287.0,,,19.0,32.0,20.0,10.0,,,2.0,,,,,1.0,,1.0,16.0,,,,1.0,1.0,9.0,2.0,,,,59.0,36.0,1.0,2.0,2.0,1.0,7.0,3.0,,,4.0,8.0,5.0,,10.0,2.0,63.0,68.0,1.0,18.0,11.0,,1.0,58.0,10.0,14.0,,,3.0,2.0,1.0,145.0,,,,,,,9.0,,,3.0,2.0,,,,,16.0,1.0,9.0,8.0,1.0,1.0,93.0,97.0,45.0,5.0,3.0,2.0,8.0,7.0,,,,3.0,,,56.0,57.0,15.0,,,,,170.0,156.0,1.0,12.0,16.0,48.0,1.0,,0.0,,,,87.0,3.0,,,,,2.0,4.0,,3.0,63.0,,10.0,166.0,37.0,32.0,18.0,4.0,19.0,15.0,2.0,98.0,9.0,237.0,2.0,,30.0,14.0,50.0,5.0,384.0,,0.0,18.0,24.0,,22.0,0.0,590.0,,9.0,10.0,4.0,21.0,0.0
442228,23.0,2013-01-19 15:00:00,56,Sunderland,Away,78.0,12.0,,4.0,4.0,8.0,2.0,111.0,3.0,1.0,1.0,5.0,10.0,24.0,185.0,,,12.0,9.0,12.0,6.0,,,1.0,,,,,1.0,1.0,,6.0,1.0,,,,3.0,12.0,12.0,,,,40.0,39.0,1.0,1.0,2.0,3.0,1.0,8.0,,,,6.0,2.0,,8.0,2.0,43.0,45.0,3.0,16.0,8.0,1.0,,52.0,17.0,10.0,2.0,,4.0,2.0,1.0,106.0,1.0,,1.0,,1.0,,10.0,,,1.0,,,,,3.0,16.0,,14.0,7.0,,1.0,60.0,76.0,34.0,9.0,1.0,4.0,3.0,5.0,,,,5.0,3.0,1.0,53.0,33.0,6.0,,,,1.0,142.0,122.0,1.0,13.0,15.0,29.6,,1.0,0.0,,,,51.0,2.0,3.0,,,,1.0,5.0,,3.0,51.0,,7.0,92.0,25.0,36.0,9.0,,10.0,10.0,2.0,77.0,22.0,175.0,,1.0,19.0,11.0,47.0,1.0,257.0,,0.0,11.0,18.0,,22.0,2.0,446.0,,11.0,5.0,,15.0,0.0
442236,24.0,2013-01-29 19:45:00,56,Sunderland,Home,98.0,6.0,,1.0,1.0,3.0,1.0,154.0,7.0,1.0,1.0,5.0,7.0,9.0,251.0,,,18.0,22.0,19.0,,1.0,,,,2.0,,,2.0,,,,,,,,1.0,8.0,9.0,,,,55.0,56.0,,,,,1.0,5.0,,,3.0,7.0,3.0,,9.0,2.0,54.0,60.0,,12.0,3.0,,,64.0,13.0,11.0,,,4.0,4.0,2.0,138.0,,,,,,,11.0,,,,,,,,,10.0,,25.0,17.0,3.0,1.0,71.0,76.0,37.0,4.0,,,1.0,,,,,5.0,2.0,,55.0,72.0,9.0,,,,,157.0,147.0,3.0,15.0,31.0,36.1,,,0.0,,,,77.0,3.0,1.0,,,5.0,,2.0,,2.0,66.0,,1.0,111.0,21.0,22.0,14.0,3.0,17.0,14.0,,113.0,15.0,247.0,,1.0,22.0,8.0,31.0,1.0,341.0,,0.0,3.0,22.0,3.0,25.0,1.0,538.0,,12.0,8.0,3.0,14.0,0.0
442245,25.0,2013-02-02 15:00:00,56,Sunderland,Away,97.0,16.0,3.0,8.0,5.0,4.0,1.0,140.0,3.0,1.0,1.0,7.0,12.0,22.0,229.0,,1.0,17.0,28.0,28.0,7.0,2.0,,,,,,,,,,8.0,1.0,,,,,6.0,5.0,,,,43.0,40.0,2.0,3.0,1.0,3.0,2.0,4.0,,1.0,8.0,14.0,9.0,,6.0,2.0,59.0,66.0,3.0,22.0,11.0,,,72.0,15.0,12.0,,,4.0,4.0,,161.0,,,,,,,8.0,,,,2.0,,,,,20.0,,9.0,9.0,1.0,1.0,74.0,81.0,26.0,6.0,1.0,4.0,5.0,6.0,,,,1.0,1.0,,74.0,51.0,19.0,,,,1.0,201.0,182.0,,18.0,14.0,51.4,,1.0,0.0,,,,74.0,1.0,,,,,,4.0,2.0,3.0,75.0,,9.0,128.0,46.0,41.0,8.0,7.0,34.0,27.0,,128.0,17.0,258.0,2.0,1.0,33.0,12.0,62.0,,352.0,,0.0,12.0,24.0,1.0,24.0,3.0,547.0,,8.0,2.0,8.0,20.0,0.0
442256,26.0,2013-02-09 15:00:00,56,Sunderland,Home,91.0,24.0,4.0,10.0,6.0,2.0,,181.0,4.0,,6.0,6.0,13.0,41.0,262.0,,,13.0,22.0,19.0,8.0,2.0,4.0,1.0,,,,,,,1.0,9.0,,,,,2.0,11.0,8.0,11.0,4.0,,45.0,59.0,2.0,4.0,,2.0,2.0,17.0,,,11.0,14.0,18.0,,11.0,2.0,64.0,58.0,2.0,4.0,2.0,,1.0,65.0,6.0,13.0,,,4.0,4.0,,145.0,,,,,,,9.0,,,,1.0,,,,,3.0,,21.0,16.0,5.0,6.0,72.0,73.0,39.0,2.0,,4.0,6.0,6.0,324.0,,,2.0,3.0,,72.0,60.0,55.0,,,,,157.0,157.0,,31.0,16.0,38.7,,,0.0,,,,83.0,5.0,2.0,7.0,,,1.0,7.0,,3.0,87.0,251.0,10.0,102.0,45.0,10.0,20.0,11.0,47.0,36.0,1.0,130.0,12.0,290.0,1.0,,14.0,14.0,68.0,5.0,345.0,,0.0,15.0,14.0,,16.0,3.0,548.0,28.0,7.0,12.0,11.0,14.0,0.0
442267,27.0,2013-02-23 15:00:00,56,Sunderland,Away,113.0,7.0,,6.0,6.0,2.0,3.0,139.0,4.0,1.0,1.0,5.0,10.0,16.0,246.0,,,21.0,21.0,13.0,8.0,,,,,,,,,,,12.0,,,1.0,,,13.0,6.0,,,,40.0,59.0,3.0,4.0,,1.0,3.0,4.0,,1.0,5.0,13.0,14.0,,12.0,2.0,56.0,46.0,1.0,14.0,8.0,1.0,,54.0,10.0,14.0,,,3.0,4.0,,125.0,,,,,,,12.0,,,1.0,2.0,,,,1.0,18.0,1.0,20.0,16.0,2.0,2.0,78.0,68.0,34.0,5.0,1.0,3.0,5.0,5.0,,,,4.0,1.0,,42.0,68.0,19.0,1.0,1.0,1.0,,173.0,147.0,2.0,28.0,23.0,41.1,1.0,,0.0,,,,74.0,2.0,2.0,,,1.0,,5.0,1.0,2.0,70.0,,8.0,129.0,18.0,40.0,17.0,5.0,36.0,31.0,,103.0,7.0,224.0,2.0,1.0,20.0,12.0,35.0,3.0,317.0,,0.0,13.0,12.0,,27.0,1.0,545.0,,5.0,7.0,5.0,10.0,0.0
442275,28.0,2013-03-02 15:00:00,56,Sunderland,Home,146.0,16.0,1.0,10.0,9.0,2.0,,194.0,2.0,,4.0,4.0,21.0,28.0,330.0,,,22.0,21.0,15.0,9.0,2.0,,,,,,,,,,15.0,1.0,,,,1.0,7.0,3.0,,,,68.0,55.0,,1.0,1.0,5.0,5.0,7.0,,2.0,7.0,22.0,19.0,,5.0,2.0,56.0,58.0,5.0,7.0,3.0,1.0,,63.0,9.0,14.0,,,4.0,3.0,,144.0,,,,,,,4.0,,,1.0,,,,,,4.0,,3.0,3.0,,4.0,94.0,77.0,48.0,3.0,2.0,6.0,5.0,5.0,,,,1.0,1.0,,90.0,61.0,27.0,1.0,1.0,1.0,1.0,159.0,150.0,2.0,18.0,30.0,49.5,,1.0,0.0,,,,100.0,2.0,1.0,,,,,8.0,,1.0,95.0,,11.0,161.0,34.0,16.0,22.0,6.0,50.0,44.0,1.0,129.0,8.0,295.0,,,16.0,22.0,38.0,3.0,406.0,,0.0,18.0,21.0,,24.0,1.0,614.0,,7.0,8.0,7.0,17.0,0.0
442285,29.0,2013-03-09 15:00:00,56,Sunderland,Away,108.0,6.0,1.0,6.0,5.0,3.0,1.0,146.0,6.0,,1.0,1.0,11.0,17.0,248.0,,,22.0,30.0,26.0,4.0,2.0,,,,,,,,,,7.0,,,,,1.0,6.0,9.0,,,,43.0,52.0,1.0,,1.0,1.0,2.0,9.0,,,5.0,11.0,9.0,,22.0,2.0,89.0,61.0,1.0,29.0,14.0,,1.0,73.0,19.0,4.0,1.0,,1.0,1.0,,159.0,1.0,,,1.0,,,11.0,,,1.0,1.0,,,,,20.0,,8.0,5.0,1.0,1.0,74.0,98.0,50.0,4.0,,4.0,3.0,2.0,,,,2.0,7.0,,43.0,67.0,19.0,,,,,189.0,176.0,3.0,19.0,17.0,50.3,,3.0,0.0,,,,73.0,2.0,1.0,,,,,5.0,,3.0,68.0,,7.0,129.0,31.0,42.0,20.0,5.0,26.0,21.0,,121.0,15.0,246.0,1.0,,19.0,12.0,47.0,,349.0,,0.0,9.0,20.0,,27.0,2.0,580.0,,7.0,11.0,5.0,18.0,0.0
442295,30.0,2013-03-17 13:30:00,56,Sunderland,Home,129.0,10.0,1.0,3.0,2.0,2.0,1.0,245.0,2.0,3.0,8.0,11.0,6.0,32.0,371.0,,,21.0,21.0,15.0,6.0,,,2.0,,1.0,,,2.0,,,10.0,1.0,,,,1.0,3.0,5.0,,,,51.0,47.0,,2.0,1.0,4.0,4.0,7.0,,,5.0,18.0,9.0,,11.0,,55.0,50.0,4.0,20.0,10.0,,,81.0,12.0,12.0,,,6.0,2.0,2.0,136.0,,,,,,,5.0,,,,,,,,1.0,15.0,1.0,10.0,9.0,,8.0,131.0,74.0,49.0,9.0,1.0,1.0,5.0,6.0,,,,1.0,3.0,,85.0,72.0,25.0,,,,1.0,152.0,142.0,,15.0,21.0,65.1,,2.0,0.0,,,,133.0,,,,,,2.0,5.0,,3.0,128.0,,6.0,142.0,21.0,30.0,12.0,4.0,33.0,29.0,2.0,174.0,7.0,342.0,,3.0,21.0,6.0,47.0,3.0,451.0,,0.0,15.0,16.0,1.0,24.0,1.0,646.0,,4.0,7.0,6.0,11.0,0.0
442305,31.0,2013-03-30 12:45:00,56,Sunderland,Home,102.0,6.0,1.0,2.0,1.0,6.0,,140.0,6.0,,,7.0,3.0,24.0,240.0,,,19.0,31.0,18.0,4.0,,,,,,,,,1.0,,6.0,,,,,1.0,12.0,3.0,,,,46.0,60.0,,,,1.0,3.0,8.0,,,3.0,9.0,9.0,,14.0,5.0,71.0,56.0,1.0,9.0,4.0,,,63.0,12.0,9.0,,,,1.0,,137.0,,,,,,,8.0,,,,,,,,1.0,8.0,,12.0,8.0,,,65.0,81.0,38.0,6.0,,1.0,3.0,1.0,,,,2.0,3.0,1.0,79.0,43.0,18.0,,,,,156.0,150.0,1.0,26.0,23.0,38.6,,2.0,0.0,,,,82.0,5.0,3.0,,,,,5.0,,3.0,74.0,,4.0,115.0,12.0,15.0,13.0,3.0,22.0,19.0,2.0,122.0,16.0,237.0,,,39.0,3.0,58.0,1.0,330.0,,0.0,9.0,23.0,1.0,26.0,3.0,527.0,,6.0,6.0,3.0,15.0,0.0
442309,32.0,2013-04-07 15:00:00,56,Sunderland,Away,111.0,15.0,1.0,3.0,2.0,1.0,,135.0,1.0,,1.0,2.0,17.0,17.0,243.0,,,14.0,19.0,16.0,5.0,1.0,,1.0,,,,,,1.0,,6.0,,,,,,9.0,8.0,,,,53.0,44.0,,,,3.0,2.0,12.0,,,5.0,2.0,7.0,,13.0,,65.0,60.0,3.0,20.0,11.0,,,50.0,16.0,9.0,,,1.0,,,126.0,,,,,,,7.0,,,,3.0,,,,2.0,14.0,,25.0,18.0,3.0,2.0,68.0,84.0,39.0,8.0,,4.0,2.0,,,,,5.0,3.0,1.0,50.0,65.0,14.0,,,,,134.0,128.0,3.0,22.0,12.0,38.3,,2.0,0.0,,,,72.0,1.0,1.0,,,,1.0,6.0,,2.0,59.0,,6.0,128.0,40.0,26.0,19.0,4.0,13.0,9.0,1.0,90.0,4.0,204.0,3.0,,14.0,18.0,42.0,1.0,319.0,,0.0,8.0,23.0,,21.0,2.0,513.0,,4.0,12.0,5.0,21.0,0.0
442324,33.0,2013-04-14 12:00:00,56,Sunderland,Away,37.0,5.0,3.0,4.0,1.0,3.0,1.0,86.0,6.0,,1.0,8.0,6.0,11.0,119.0,,,10.0,26.0,8.0,4.0,1.0,,1.0,,,,,,,,6.0,,,,,,12.0,7.0,,,,23.0,36.0,1.0,1.0,,3.0,2.0,10.0,,,9.0,7.0,2.0,,12.0,2.0,60.0,50.0,3.0,21.0,15.0,,,51.0,7.0,14.0,,,3.0,3.0,,90.0,3.0,,,3.0,,1.0,16.0,,,3.0,1.0,,,,,25.0,,20.0,16.0,1.0,1.0,38.0,77.0,27.0,10.0,3.0,1.0,7.0,6.0,,,,4.0,5.0,,30.0,49.0,13.0,,,,,158.0,140.0,,15.0,13.0,34.2,,,0.0,,,,35.0,3.0,2.0,,,2.0,1.0,2.0,,3.0,53.0,,8.0,46.0,16.0,39.0,11.0,7.0,19.0,12.0,2.0,89.0,6.0,159.0,1.0,,34.0,6.0,39.0,2.0,186.0,,0.0,10.0,22.0,,21.0,2.0,409.0,,13.0,6.0,9.0,19.0,0.0
442334,34.0,2013-04-20 15:00:00,56,Sunderland,Home,78.0,17.0,1.0,3.0,2.0,1.0,,91.0,3.0,1.0,,3.0,7.0,22.0,166.0,,,7.0,20.0,20.0,3.0,,,,,1.0,1.0,1.0,3.0,,,5.0,,1.0,,,,9.0,2.0,,,,39.0,46.0,1.0,1.0,,4.0,,4.0,1.0,,3.0,2.0,6.0,,12.0,,52.0,62.0,4.0,19.0,9.0,,,52.0,8.0,14.0,,1.0,4.0,1.0,3.0,111.0,1.0,,,1.0,,,10.0,,,1.0,4.0,,,,,16.0,1.0,19.0,16.0,4.0,,48.0,70.0,23.0,10.0,1.0,1.0,3.0,4.0,,,,4.0,1.0,,58.0,25.0,22.0,,,,,153.0,139.0,1.0,21.0,16.0,36.4,1.0,3.0,0.0,,,,50.0,2.0,,,,,,4.0,,2.0,39.0,,4.0,93.0,36.0,33.0,17.0,3.0,12.0,9.0,,81.0,9.0,167.0,4.0,1.0,18.0,9.0,51.0,1.0,248.0,,0.0,8.0,20.0,2.0,16.0,1.0,442.0,,8.0,8.0,3.0,16.0,0.0
442340,35.0,2013-04-29 20:00:00,56,Sunderland,Away,134.0,15.0,3.0,4.0,1.0,1.0,1.0,175.0,3.0,,5.0,6.0,11.0,31.0,305.0,,2.0,17.0,16.0,19.0,5.0,2.0,,,,,,,,,,7.0,,,,,,10.0,6.0,,,,65.0,55.0,1.0,,1.0,2.0,4.0,11.0,1.0,1.0,4.0,6.0,4.0,1.0,8.0,1.0,60.0,58.0,2.0,17.0,10.0,2.0,,59.0,15.0,10.0,,,1.0,2.0,,114.0,1.0,,1.0,1.0,,,5.0,,,1.0,4.0,,,,,23.0,,23.0,16.0,3.0,5.0,104.0,77.0,49.0,4.0,,3.0,5.0,2.0,,,,5.0,2.0,,69.0,52.0,17.0,,,,,146.0,125.0,2.0,21.0,23.0,44.5,,2.0,0.0,,,,93.0,3.0,2.0,,,,,4.0,1.0,3.0,62.0,,8.0,149.0,23.0,38.0,17.0,3.0,15.0,12.0,,104.0,9.0,242.0,5.0,,24.0,11.0,54.0,1.0,376.0,,1.0,10.0,22.0,3.0,23.0,3.0,582.0,,14.0,7.0,4.0,14.0,0.0
442354,36.0,2013-05-06 20:00:00,56,Sunderland,Home,98.0,13.0,3.0,5.0,2.0,1.0,1.0,144.0,,1.0,3.0,5.0,13.0,23.0,237.0,,,19.0,37.0,16.0,8.0,,,,,2.0,,,2.0,,,11.0,,,1.0,,,7.0,5.0,,,,47.0,54.0,,,1.0,1.0,5.0,6.0,,,5.0,7.0,9.0,1.0,8.0,1.0,68.0,49.0,1.0,16.0,3.0,,,51.0,8.0,11.0,,,3.0,3.0,2.0,131.0,,,,,,,6.0,,,,2.0,,,,,8.0,1.0,16.0,11.0,,3.0,74.0,85.0,38.0,6.0,,5.0,3.0,3.0,,,,4.0,4.0,,60.0,48.0,23.0,,,,,166.0,159.0,2.0,25.0,18.0,47.6,1.0,2.0,0.0,,,,79.0,,2.0,,,1.0,,7.0,,2.0,60.0,,8.0,123.0,26.0,23.0,14.0,5.0,24.0,19.0,,102.0,7.0,232.0,2.0,1.0,26.0,18.0,50.0,,331.0,,1.0,15.0,17.0,8.0,31.0,2.0,532.0,,7.0,5.0,5.0,15.0,0.0
442368,37.0,2013-05-12 15:00:00,56,Sunderland,Home,74.0,11.0,1.0,3.0,2.0,5.0,,102.0,5.0,,1.0,5.0,9.0,18.0,173.0,,,19.0,15.0,20.0,5.0,,,,,,,,,,,5.0,,,,,,10.0,7.0,,,,44.0,56.0,1.0,1.0,,1.0,3.0,9.0,,,3.0,16.0,5.0,1.0,10.0,4.0,47.0,58.0,1.0,21.0,11.0,,,61.0,9.0,10.0,,,1.0,3.0,,133.0,1.0,,,1.0,,,10.0,,,1.0,5.0,,,,,19.0,,9.0,8.0,,1.0,41.0,94.0,38.0,10.0,,1.0,5.0,2.0,,,,6.0,3.0,,70.0,34.0,18.0,,,,,196.0,170.0,3.0,26.0,19.0,36.0,,2.0,0.0,,,,56.0,6.0,1.0,,,,,1.0,,2.0,48.0,,6.0,92.0,36.0,47.0,8.0,3.0,27.0,24.0,,93.0,19.0,209.0,5.0,,21.0,10.0,51.0,1.0,274.0,,0.0,6.0,24.0,,32.0,0.0,500.0,,9.0,4.0,3.0,22.0,0.0
442375,38.0,2013-05-19 16:00:00,56,Sunderland,Away,83.0,12.0,,2.0,2.0,2.0,,73.0,2.0,,1.0,6.0,4.0,16.0,154.0,,,14.0,25.0,14.0,8.0,,,2.0,,,,,,,,8.0,,,,,,20.0,15.0,,,,37.0,44.0,1.0,1.0,,4.0,2.0,17.0,3.0,,1.0,1.0,2.0,,12.0,10.0,73.0,45.0,4.0,22.0,10.0,,,57.0,14.0,5.0,,,2.0,2.0,,101.0,,,,,,,13.0,,,,,,,,1.0,21.0,,11.0,6.0,4.0,1.0,41.0,81.0,29.0,14.0,,3.0,5.0,3.0,,,,16.0,1.0,,22.0,44.0,13.0,,,,,148.0,127.0,1.0,19.0,8.0,31.8,,2.0,0.0,,,,43.0,6.0,7.0,,1.0,,2.0,3.0,,3.0,40.0,,8.0,95.0,26.0,43.0,8.0,1.0,6.0,5.0,2.0,78.0,9.0,133.0,2.0,,19.0,5.0,45.0,2.0,222.0,,1.0,8.0,24.0,2.0,26.0,2.0,448.0,,11.0,2.0,1.0,16.0,0.0
