matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855272,11.0,2016-11-05 15:00:00,56,Sunderland,Away,53.0,7.0,,2.0,2.0,,,112.0,7.0,,,8.0,13.0,28.0,163.0,,,15.0,7.0,14.0,7.0,,,,,,,,,,,8.0,1.0,,,13.0,16.0,6.0,6.0,3.0,,33.0,51.0,,,1.0,5.0,14.0,5.0,17.0,,,2.0,7.0,3.0,,11.0,4.0,56.0,55.0,5.0,28.0,11.0,,,65.0,17.0,14.0,1.0,2.0,1.0,,104.0,1.0,,,1.0,,15.0,,,1.0,2.0,,,,,11.0,,16.0,16.0,5.0,,41.0,58.0,34.0,12.0,1.0,,8.0,4.0,197.0,,,4.0,3.0,,45.0,28.0,25.0,,,,1.0,126.0,126.0,3.0,25.0,14.0,30.2,,,3.0,,14.0,0.0,,,,57.0,3.0,3.0,6.0,1.0,1.0,,,,3.0,62.0,137.0,8.0,8.0,70.0,15.0,28.0,14.0,1.0,12.0,11.0,,108.0,7.0,177.0,2.0,,24.0,13.0,62.0,2.0,235.0,2.0,1.0,9.0,18.0,,21.0,2.0,438.0,21.0,18.0,10.0,2.0,16.0,0.0
855288,12.0,2016-11-19 15:00:00,56,Sunderland,Home,172.0,14.0,1.0,4.0,3.0,3.0,,127.0,6.0,,4.0,6.0,7.0,39.0,295.0,,,14.0,9.0,23.0,5.0,1.0,1.0,,,,,,,,,10.0,,,,8.0,10.0,7.0,8.0,3.0,,62.0,57.0,,,,6.0,13.0,4.0,6.0,2.0,2.0,2.0,6.0,5.0,,9.0,4.0,37.0,47.0,6.0,37.0,25.0,,2.0,66.0,9.0,7.0,3.0,2.0,,,137.0,3.0,,1.0,3.0,,9.0,,,3.0,5.0,,,,,25.0,,13.0,13.0,1.0,4.0,93.0,69.0,36.0,8.0,,3.0,6.0,4.0,349.0,,,6.0,2.0,,36.0,61.0,25.0,,,,,117.0,117.0,6.0,30.0,8.0,41.3,,,,,13.0,0.0,,,,82.0,6.0,1.0,5.0,1.0,,,3.0,,2.0,59.0,280.0,8.0,9.0,185.0,30.0,37.0,9.0,2.0,13.0,11.0,,103.0,5.0,202.0,5.0,,17.0,8.0,70.0,1.0,374.0,1.0,1.0,11.0,12.0,,19.0,1.0,561.0,22.0,8.0,5.0,3.0,8.0,0.0
855297,13.0,2016-11-26 15:00:00,56,Sunderland,Away,46.0,4.0,,1.0,1.0,5.0,,80.0,13.0,,,9.0,2.0,33.0,125.0,,,8.0,11.0,27.0,3.0,,,,,,1.0,,,,,4.0,,,1.0,6.0,14.0,13.0,2.0,4.0,,28.0,56.0,,,,6.0,13.0,4.0,7.0,,,4.0,5.0,2.0,,10.0,3.0,47.0,57.0,6.0,48.0,25.0,,,52.0,9.0,5.0,,2.0,1.0,1.0,116.0,,,,,,20.0,,,,3.0,,,,,25.0,,17.0,17.0,5.0,1.0,35.0,68.0,34.0,9.0,,1.0,2.0,1.0,165.0,,,7.0,3.0,,40.0,35.0,18.0,1.0,1.0,1.0,,140.0,140.0,,25.0,13.0,22.7,,,,2.0,13.0,0.0,,,,26.0,2.0,3.0,5.0,,1.0,,1.0,,2.0,39.0,101.0,6.0,3.0,63.0,8.0,48.0,14.0,3.0,11.0,8.0,,76.0,7.0,153.0,3.0,,29.0,4.0,69.0,1.0,205.0,,0.0,6.0,21.0,1.0,14.0,3.0,411.0,10.0,19.0,4.0,4.0,10.0,0.0
855308,14.0,2016-12-03 15:00:00,56,Sunderland,Home,143.0,17.0,1.0,9.0,8.0,1.0,,189.0,6.0,1.0,1.0,7.0,12.0,40.0,323.0,,,16.0,16.0,12.0,14.0,1.0,2.0,,,,,,,,,19.0,,,1.0,5.0,9.0,8.0,14.0,8.0,,59.0,64.0,,,,2.0,22.0,6.0,7.0,,1.0,3.0,14.0,5.0,,4.0,1.0,44.0,53.0,2.0,31.0,21.0,,,63.0,8.0,12.0,1.0,1.0,1.0,,152.0,,,,,,10.0,,,1.0,,,,,,21.0,,15.0,15.0,2.0,1.0,106.0,89.0,47.0,4.0,,7.0,8.0,6.0,384.0,,,7.0,3.0,,81.0,60.0,37.0,,,,,141.0,141.0,4.0,23.0,31.0,53.5,,,,1.0,22.0,0.0,,,,98.0,2.0,2.0,4.0,,2.0,,10.0,2.0,3.0,103.0,304.0,12.0,15.0,162.0,30.0,31.0,26.0,2.0,22.0,20.0,,147.0,2.0,275.0,2.0,1.0,28.0,12.0,79.0,1.0,415.0,1.0,0.0,22.0,13.0,1.0,22.0,3.0,635.0,38.0,12.0,16.0,3.0,11.0,0.0
855320,15.0,2016-12-10 15:00:00,56,Sunderland,Away,109.0,6.0,2.0,5.0,3.0,1.0,,107.0,8.0,,4.0,9.0,7.0,26.0,211.0,1.0,,16.0,10.0,10.0,6.0,1.0,2.0,,,,1.0,,,,,7.0,,,1.0,3.0,10.0,4.0,6.0,5.0,,34.0,61.0,,,,4.0,13.0,5.0,5.0,,1.0,4.0,5.0,5.0,,13.0,2.0,42.0,43.0,4.0,26.0,14.0,,,48.0,8.0,10.0,,1.0,1.0,1.0,128.0,,,,,,10.0,,,,2.0,,,,1.0,14.0,1.0,21.0,21.0,2.0,4.0,68.0,54.0,29.0,7.0,,3.0,4.0,2.0,276.0,,,2.0,,,32.0,48.0,25.0,1.0,1.0,1.0,,146.0,146.0,1.0,30.0,22.0,38.3,,,,,13.0,0.0,,,,71.0,2.0,,2.0,,1.0,,4.0,,3.0,57.0,191.0,6.0,7.0,137.0,22.0,26.0,14.0,4.0,15.0,11.0,,99.0,6.0,179.0,2.0,,26.0,8.0,57.0,2.0,301.0,1.0,0.0,11.0,16.0,1.0,24.0,2.0,496.0,22.0,16.0,7.0,4.0,12.0,0.0
855325,16.0,2016-12-14 19:45:00,56,Sunderland,Home,104.0,18.0,,4.0,4.0,,,132.0,8.0,1.0,4.0,10.0,3.0,40.0,232.0,,,8.0,16.0,18.0,7.0,,1.0,1.0,,,,,,,,6.0,,,1.0,9.0,10.0,9.0,5.0,3.0,,48.0,52.0,,,,5.0,15.0,1.0,14.0,,,5.0,2.0,7.0,,12.0,2.0,59.0,47.0,5.0,36.0,16.0,,,65.0,15.0,9.0,,1.0,,,134.0,,,,,,14.0,,,,1.0,,,,1.0,16.0,,19.0,19.0,3.0,5.0,73.0,72.0,39.0,5.0,,3.0,4.0,3.0,278.0,,,3.0,,,62.0,42.0,23.0,,,,,127.0,127.0,1.0,29.0,11.0,33.9,,,,1.0,15.0,0.0,,,,59.0,3.0,2.0,5.0,,1.0,1.0,4.0,,3.0,54.0,207.0,4.0,7.0,126.0,33.0,36.0,11.0,4.0,13.0,9.0,1.0,94.0,4.0,201.0,1.0,1.0,24.0,3.0,71.0,1.0,314.0,,0.0,8.0,14.0,,12.0,3.0,494.0,14.0,14.0,7.0,5.0,9.0,0.0
855338,17.0,2016-12-17 15:00:00,56,Sunderland,Home,78.0,13.0,1.0,6.0,5.0,2.0,2.0,115.0,3.0,,,11.0,2.0,30.0,187.0,,,15.0,18.0,29.0,8.0,1.0,1.0,,,,,,,,,9.0,,,1.0,3.0,6.0,4.0,9.0,2.0,,40.0,69.0,,,1.0,7.0,13.0,6.0,9.0,,,4.0,13.0,5.0,1.0,9.0,1.0,49.0,61.0,7.0,44.0,27.0,,,71.0,10.0,9.0,,4.0,3.0,,138.0,,,,,,6.0,,,1.0,2.0,,,,1.0,27.0,,19.0,19.0,3.0,,48.0,80.0,38.0,11.0,,2.0,7.0,2.0,251.0,,,2.0,2.0,,76.0,28.0,28.0,,,,,136.0,136.0,3.0,23.0,31.0,42.6,,,,1.0,13.0,0.0,,,,49.0,1.0,3.0,4.0,,2.0,,3.0,,3.0,63.0,173.0,6.0,9.0,94.0,25.0,44.0,12.0,3.0,24.0,21.0,,111.0,6.0,205.0,2.0,,30.0,2.0,71.0,2.0,275.0,,0.0,11.0,17.0,2.0,18.0,1.0,489.0,28.0,10.0,8.0,4.0,14.0,0.0
855348,18.0,2016-12-26 15:00:00,56,Sunderland,Away,124.0,16.0,2.0,3.0,1.0,,,155.0,6.0,4.0,6.0,7.0,9.0,37.0,276.0,,,12.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,5.0,,,,5.0,13.0,13.0,4.0,5.0,,63.0,55.0,,,,2.0,14.0,3.0,11.0,,,5.0,9.0,3.0,,7.0,4.0,32.0,27.0,2.0,31.0,16.0,1.0,,71.0,9.0,6.0,1.0,4.0,2.0,2.0,145.0,,,,,,13.0,,,1.0,1.0,,,,,16.0,,11.0,11.0,1.0,6.0,80.0,81.0,50.0,6.0,,1.0,3.0,4.0,336.0,,,6.0,1.0,,46.0,39.0,26.0,,,,,126.0,126.0,1.0,26.0,14.0,37.8,,,,,14.0,0.0,,,,77.0,2.0,4.0,6.0,,,1.0,2.0,,2.0,75.0,257.0,8.0,4.0,138.0,32.0,31.0,7.0,4.0,18.0,14.0,1.0,125.0,5.0,245.0,1.0,4.0,25.0,9.0,71.0,2.0,365.0,,0.0,9.0,11.0,,12.0,2.0,524.0,11.0,11.0,6.0,5.0,9.0,0.0
855353,19.0,2016-12-31 15:00:00,56,Sunderland,Away,167.0,16.0,,,,1.0,,147.0,5.0,3.0,8.0,6.0,9.0,33.0,314.0,,,24.0,11.0,18.0,8.0,,2.0,,,,,,,,,9.0,,,,3.0,11.0,5.0,5.0,6.0,,69.0,64.0,,,,4.0,10.0,3.0,6.0,,,2.0,6.0,3.0,,13.0,,47.0,53.0,4.0,39.0,24.0,,,79.0,9.0,9.0,1.0,3.0,1.0,,166.0,1.0,,1.0,1.0,,9.0,,,1.0,4.0,,,,,24.0,,13.0,13.0,2.0,8.0,84.0,97.0,44.0,6.0,,3.0,6.0,3.0,388.0,,,2.0,1.0,,75.0,41.0,22.0,1.0,1.0,1.0,,154.0,154.0,1.0,24.0,26.0,54.2,,,,,10.0,0.0,,,,99.0,2.0,,2.0,,,,5.0,,3.0,72.0,293.0,5.0,9.0,186.0,45.0,39.0,24.0,1.0,11.0,10.0,,127.0,7.0,243.0,4.0,3.0,28.0,10.0,83.0,2.0,418.0,,0.0,11.0,12.0,3.0,25.0,1.0,626.0,19.0,14.0,16.0,2.0,8.0,0.0
855368,20.0,2017-01-02 15:00:00,56,Sunderland,Home,107.0,10.0,,,,2.0,,92.0,3.0,,3.0,5.0,1.0,13.0,199.0,,2.0,11.0,14.0,9.0,5.0,,,,,,1.0,,,,,7.0,2.0,,,7.0,12.0,9.0,5.0,5.0,,45.0,76.0,,,2.0,2.0,16.0,5.0,13.0,,1.0,2.0,,3.0,,8.0,8.0,46.0,43.0,2.0,27.0,9.0,,,55.0,10.0,7.0,2.0,6.0,1.0,1.0,114.0,,,,,,5.0,,,,1.0,,,,,9.0,,18.0,18.0,2.0,3.0,69.0,70.0,22.0,5.0,,,5.0,5.0,267.0,,,2.0,3.0,,50.0,42.0,17.0,,,,2.0,133.0,133.0,2.0,31.0,29.0,29.3,,,1.0,,16.0,0.0,,,,62.0,6.0,7.0,13.0,,,,,,2.0,47.0,191.0,9.0,5.0,127.0,26.0,27.0,8.0,2.0,6.0,4.0,,93.0,5.0,169.0,1.0,,39.0,1.0,73.0,3.0,290.0,,0.0,10.0,21.0,3.0,14.0,2.0,473.0,11.0,17.0,6.0,2.0,15.0,0.0
855377,21.0,2017-01-14 15:00:00,56,Sunderland,Home,160.0,21.0,1.0,2.0,1.0,2.0,,184.0,1.0,,4.0,4.0,10.0,21.0,342.0,,1.0,35.0,27.0,10.0,7.0,1.0,2.0,,,,,,,,1.0,9.0,,,2.0,13.0,10.0,4.0,6.0,7.0,,80.0,59.0,1.0,1.0,1.0,1.0,17.0,6.0,13.0,,,5.0,8.0,7.0,,8.0,2.0,67.0,44.0,1.0,22.0,9.0,1.0,,78.0,16.0,9.0,1.0,3.0,3.0,,162.0,1.0,,1.0,1.0,,4.0,,,1.0,2.0,,,,,9.0,,11.0,11.0,1.0,4.0,93.0,88.0,40.0,2.0,,2.0,7.0,3.0,418.0,,,5.0,2.0,,54.0,78.0,33.0,,,,,169.0,169.0,3.0,25.0,24.0,51.2,,,,,17.0,0.0,,,,104.0,2.0,1.0,3.0,,1.0,,4.0,,,92.0,328.0,9.0,9.0,180.0,47.0,22.0,12.0,4.0,22.0,18.0,,146.0,5.0,281.0,2.0,,24.0,12.0,74.0,5.0,439.0,,0.0,13.0,17.0,1.0,38.0,3.0,661.0,17.0,30.0,8.0,5.0,12.0,0.0
855391,22.0,2017-01-21 15:00:00,56,Sunderland,Away,143.0,17.0,,4.0,4.0,2.0,,221.0,1.0,,4.0,5.0,19.0,22.0,360.0,,,19.0,15.0,19.0,6.0,1.0,,,,,1.0,,,,,6.0,,,2.0,5.0,9.0,5.0,3.0,6.0,,73.0,53.0,,,,3.0,16.0,4.0,10.0,,,4.0,12.0,3.0,,17.0,1.0,54.0,56.0,3.0,30.0,25.0,,1.0,72.0,12.0,15.0,,7.0,3.0,1.0,162.0,,,,,,7.0,,,,2.0,,,,,25.0,,9.0,9.0,1.0,4.0,108.0,75.0,38.0,1.0,,1.0,6.0,3.0,424.0,,,3.0,1.0,,48.0,73.0,29.0,,,,,143.0,143.0,3.0,19.0,24.0,55.6,,,,,16.0,0.0,,,,108.0,,3.0,3.0,,1.0,,2.0,,2.0,111.0,345.0,10.0,7.0,158.0,34.0,30.0,6.0,3.0,21.0,18.0,,158.0,6.0,314.0,2.0,,21.0,24.0,54.0,1.0,451.0,,0.0,9.0,17.0,,19.0,1.0,641.0,16.0,15.0,5.0,4.0,12.0,0.0
855397,23.0,2017-01-31 19:45:00,56,Sunderland,Home,63.0,10.0,,,,2.0,,77.0,4.0,1.0,1.0,6.0,6.0,21.0,140.0,,,12.0,12.0,19.0,2.0,,,,,,,,,,,3.0,,,,6.0,7.0,7.0,3.0,,,37.0,59.0,,,,5.0,15.0,2.0,10.0,,,2.0,5.0,1.0,,9.0,2.0,41.0,58.0,5.0,54.0,22.0,,,53.0,9.0,12.0,,2.0,1.0,,117.0,,,,,,9.0,,,,,,,,,22.0,,8.0,8.0,,1.0,38.0,64.0,20.0,12.0,,,2.0,1.0,191.0,,,7.0,1.0,,25.0,52.0,19.0,,,,,126.0,126.0,5.0,22.0,20.0,28.4,,,,1.0,15.0,0.0,,,,34.0,,3.0,3.0,,,,,,1.0,43.0,128.0,10.0,2.0,77.0,27.0,54.0,8.0,2.0,9.0,7.0,,90.0,4.0,158.0,,1.0,27.0,6.0,69.0,2.0,226.0,,0.0,3.0,24.0,,15.0,2.0,417.0,12.0,14.0,6.0,2.0,21.0,0.0
855403,24.0,2017-02-04 15:00:00,56,Sunderland,Away,110.0,10.0,,,,,,88.0,6.0,,2.0,1.0,12.0,18.0,198.0,,1.0,10.0,16.0,13.0,4.0,1.0,,,,,,,,,,7.0,,,2.0,7.0,14.0,7.0,5.0,5.0,,43.0,68.0,,,1.0,6.0,7.0,,9.0,1.0,,1.0,5.0,,1.0,8.0,4.0,46.0,45.0,6.0,58.0,34.0,,,53.0,8.0,9.0,2.0,1.0,,,129.0,2.0,,1.0,2.0,,10.0,,,3.0,1.0,,,,,34.0,,12.0,12.0,1.0,2.0,57.0,66.0,25.0,7.0,1.0,3.0,4.0,7.0,245.0,,,5.0,2.0,,35.0,50.0,12.0,,,,,118.0,118.0,2.0,37.0,13.0,34.3,,,,,7.0,0.0,,,,49.0,6.0,3.0,8.0,,,,3.0,,3.0,35.0,183.0,3.0,7.0,128.0,19.0,58.0,10.0,1.0,6.0,5.0,,73.0,3.0,156.0,1.0,,26.0,15.0,67.0,1.0,278.0,,0.0,10.0,18.0,2.0,19.0,3.0,468.0,8.0,7.0,5.0,1.0,16.0,0.0
855419,25.0,2017-02-11 15:00:00,56,Sunderland,Home,198.0,15.0,2.0,5.0,3.0,1.0,1.0,155.0,1.0,,5.0,7.0,17.0,27.0,348.0,,,28.0,9.0,18.0,3.0,,1.0,,,,1.0,1.0,,,,4.0,,,,9.0,11.0,5.0,2.0,4.0,,78.0,68.0,,,,3.0,16.0,4.0,6.0,,1.0,6.0,3.0,6.0,,16.0,1.0,49.0,55.0,3.0,25.0,15.0,,1.0,60.0,12.0,15.0,,6.0,2.0,1.0,168.0,,,,,,5.0,,,,,,,,1.0,15.0,,12.0,12.0,,5.0,101.0,77.0,37.0,2.0,,1.0,2.0,1.0,419.0,,,3.0,2.0,1.0,60.0,52.0,24.0,,,,,156.0,156.0,,33.0,26.0,46.2,,,,,16.0,0.0,,,,101.0,3.0,2.0,5.0,,1.0,,1.0,,3.0,62.0,327.0,5.0,3.0,221.0,32.0,25.0,14.0,5.0,16.0,11.0,,108.0,9.0,243.0,,,21.0,18.0,64.0,1.0,448.0,,0.0,6.0,15.0,,32.0,1.0,646.0,14.0,15.0,7.0,6.0,12.0,0.0
855424,26.0,2017-02-25 15:00:00,56,Sunderland,Away,84.0,10.0,3.0,3.0,,2.0,,101.0,2.0,,4.0,11.0,7.0,23.0,182.0,,,14.0,12.0,19.0,4.0,4.0,5.0,,,,,,,,,4.0,,,1.0,10.0,16.0,4.0,8.0,2.0,,40.0,71.0,,,,4.0,9.0,6.0,13.0,,,6.0,10.0,3.0,,12.0,4.0,57.0,54.0,4.0,35.0,17.0,,,54.0,16.0,10.0,,2.0,2.0,,138.0,,,,,,13.0,,,,2.0,,,,,17.0,1.0,12.0,12.0,3.0,4.0,56.0,74.0,32.0,10.0,,2.0,6.0,1.0,253.0,,,3.0,1.0,,36.0,52.0,30.0,,,,,153.0,153.0,4.0,27.0,28.0,36.4,,,,1.0,9.0,0.0,,,,51.0,4.0,2.0,6.0,,1.0,,3.0,,3.0,60.0,168.0,5.0,8.0,112.0,25.0,35.0,13.0,6.0,21.0,15.0,,107.0,7.0,194.0,3.0,,22.0,8.0,57.0,,285.0,1.0,0.0,10.0,16.0,,16.0,2.0,482.0,15.0,13.0,9.0,6.0,12.0,0.0
855436,27.0,2017-03-05 16:00:00,56,Sunderland,Home,99.0,11.0,4.0,5.0,1.0,1.0,,106.0,1.0,1.0,1.0,5.0,7.0,19.0,200.0,,,20.0,13.0,9.0,4.0,4.0,4.0,,,,,,,,,7.0,,1.0,,9.0,8.0,6.0,7.0,4.0,,44.0,63.0,,1.0,,2.0,9.0,3.0,9.0,,,6.0,7.0,3.0,,13.0,3.0,48.0,48.0,2.0,15.0,6.0,,1.0,58.0,11.0,4.0,,,,,127.0,,,,,,6.0,,,,,,,,,6.0,1.0,18.0,18.0,2.0,2.0,57.0,61.0,27.0,4.0,,4.0,4.0,3.0,268.0,,,2.0,1.0,,33.0,59.0,24.0,,,,,132.0,132.0,4.0,28.0,25.0,29.2,1.0,,,,9.0,0.0,,,,59.0,3.0,2.0,5.0,,1.0,,5.0,,2.0,50.0,192.0,7.0,8.0,116.0,30.0,15.0,12.0,6.0,16.0,10.0,,97.0,4.0,187.0,,1.0,20.0,8.0,56.0,4.0,287.0,1.0,0.0,11.0,25.0,2.0,22.0,1.0,461.0,12.0,11.0,10.0,6.0,14.0,0.0
855450,28.0,2017-04-26 19:45:00,56,Sunderland,Away,127.0,21.0,1.0,6.0,5.0,9.0,1.0,181.0,5.0,1.0,3.0,12.0,14.0,44.0,302.0,,1.0,18.0,28.0,39.0,7.0,1.0,2.0,,,1.0,1.0,,,,,6.0,,,1.0,7.0,2.0,4.0,4.0,6.0,,61.0,67.0,,,,4.0,16.0,2.0,5.0,,,5.0,7.0,6.0,,9.0,1.0,55.0,77.0,4.0,23.0,14.0,,,75.0,11.0,14.0,,2.0,1.0,1.0,171.0,,,,,,7.0,,,,1.0,,,,1.0,14.0,,17.0,17.0,1.0,3.0,90.0,80.0,43.0,3.0,,3.0,5.0,4.0,390.0,,,1.0,3.0,,62.0,47.0,39.0,,,,,167.0,167.0,4.0,20.0,37.0,51.1,,,,,16.0,0.0,,,,94.0,1.0,,1.0,,1.0,,4.0,,3.0,93.0,286.0,10.0,8.0,148.0,45.0,23.0,13.0,5.0,19.0,14.0,,155.0,14.0,287.0,1.0,1.0,27.0,14.0,82.0,6.0,416.0,,0.0,10.0,15.0,2.0,19.0,3.0,609.0,15.0,17.0,9.0,5.0,11.0,0.0
855458,29.0,2017-03-18 15:00:00,56,Sunderland,Home,91.0,11.0,,7.0,7.0,3.0,1.0,102.0,7.0,,4.0,7.0,6.0,27.0,186.0,,,17.0,31.0,24.0,9.0,2.0,2.0,,,,,,,,,10.0,,,2.0,9.0,9.0,7.0,7.0,7.0,,39.0,64.0,2.0,2.0,,2.0,7.0,2.0,7.0,,,3.0,10.0,6.0,,5.0,1.0,59.0,50.0,2.0,51.0,31.0,,1.0,68.0,14.0,7.0,,,1.0,,141.0,,,,,,15.0,,,,2.0,,,,1.0,31.0,,10.0,10.0,,4.0,60.0,88.0,31.0,5.0,,4.0,7.0,5.0,262.0,,,6.0,1.0,,48.0,50.0,26.0,,,,,148.0,148.0,3.0,24.0,18.0,44.0,,,,1.0,7.0,0.0,,,,57.0,2.0,1.0,3.0,,,,7.0,,2.0,49.0,170.0,2.0,11.0,114.0,26.0,51.0,8.0,2.0,19.0,17.0,,101.0,8.0,202.0,2.0,,41.0,6.0,85.0,,297.0,,0.0,14.0,15.0,2.0,19.0,3.0,487.0,15.0,13.0,4.0,3.0,12.0,0.0
855471,30.0,2017-04-01 15:00:00,56,Sunderland,Away,87.0,11.0,1.0,3.0,2.0,3.0,,124.0,5.0,1.0,2.0,9.0,9.0,26.0,208.0,,,25.0,28.0,23.0,9.0,,,,,,1.0,,,,,9.0,,,1.0,3.0,15.0,8.0,3.0,8.0,,52.0,44.0,,,,7.0,15.0,6.0,8.0,,,9.0,9.0,9.0,,10.0,5.0,63.0,47.0,7.0,34.0,20.0,,,62.0,8.0,12.0,,2.0,1.0,1.0,132.0,,,,,,11.0,,,,1.0,,,,,20.0,,5.0,5.0,,2.0,58.0,71.0,35.0,13.0,,1.0,8.0,3.0,267.0,,,8.0,1.0,,43.0,55.0,41.0,,,,,151.0,151.0,2.0,13.0,16.0,43.3,,,,1.0,15.0,0.0,,,,60.0,8.0,1.0,9.0,,,,2.0,,2.0,66.0,190.0,5.0,9.0,102.0,24.0,34.0,12.0,8.0,26.0,19.0,,122.0,10.0,226.0,1.0,1.0,26.0,10.0,63.0,,302.0,,0.0,11.0,9.0,2.0,28.0,3.0,498.0,11.0,11.0,3.0,9.0,7.0,0.0
855475,31.0,2017-04-04 19:45:00,56,Sunderland,Away,100.0,11.0,2.0,4.0,2.0,4.0,,127.0,3.0,,2.0,12.0,11.0,35.0,223.0,,,22.0,23.0,24.0,7.0,3.0,2.0,,1.0,,1.0,,,,,10.0,,,2.0,6.0,11.0,8.0,9.0,6.0,,53.0,62.0,,,,3.0,21.0,4.0,4.0,,,6.0,2.0,11.0,,9.0,4.0,50.0,55.0,3.0,27.0,18.0,,,64.0,13.0,11.0,,4.0,3.0,1.0,148.0,,,,,,9.0,,,,2.0,,,,1.0,18.0,1.0,14.0,14.0,,2.0,60.0,87.0,37.0,5.0,,6.0,4.0,3.0,298.0,,,6.0,1.0,,74.0,61.0,28.0,,,,,152.0,152.0,1.0,27.0,22.0,45.3,,,,1.0,21.0,0.0,,,,67.0,4.0,2.0,6.0,,,,8.0,,3.0,68.0,208.0,7.0,10.0,119.0,27.0,27.0,4.0,6.0,22.0,16.0,,120.0,10.0,231.0,2.0,,32.0,16.0,80.0,3.0,328.0,,0.0,15.0,18.0,,28.0,1.0,528.0,13.0,8.0,2.0,6.0,13.0,0.0
855488,32.0,2017-04-09 13:30:00,56,Sunderland,Home,81.0,15.0,1.0,3.0,2.0,,,80.0,3.0,,2.0,7.0,5.0,26.0,158.0,1.0,,10.0,19.0,12.0,6.0,,,,,2.0,2.0,,,,,7.0,,,,8.0,6.0,12.0,3.0,6.0,,36.0,57.0,1.0,1.0,,4.0,17.0,2.0,12.0,,1.0,4.0,3.0,6.0,,9.0,3.0,56.0,59.0,4.0,24.0,9.0,,,54.0,14.0,20.0,,5.0,2.0,2.0,112.0,,,,,,7.0,,,,,,,,,9.0,,23.0,23.0,3.0,3.0,39.0,66.0,26.0,5.0,,3.0,3.0,4.0,198.0,,,4.0,,,38.0,25.0,29.0,,,,,121.0,121.0,1.0,27.0,13.0,29.7,,,,,17.0,0.0,,,,50.0,1.0,5.0,6.0,,,,3.0,,2.0,40.0,137.0,9.0,6.0,90.0,25.0,24.0,13.0,4.0,15.0,11.0,,88.0,11.0,162.0,,,31.0,6.0,67.0,2.0,237.0,1.0,1.0,9.0,16.0,,17.0,1.0,426.0,14.0,9.0,11.0,4.0,12.0,0.0
