matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755311,1.0,2014-08-16 15:00:00,56,Sunderland,Away,138.0,19.0,1.0,5.0,4.0,2.0,2.0,109.0,1.0,,2.0,3.0,12.0,20.0,242.0,,,12.0,16.0,15.0,1.0,2.0,,,,,1.0,,,,,3.0,,,,2.0,6.0,4.0,6.0,,,,50.0,57.0,2.0,1.0,1.0,4.0,15.0,3.0,5.0,,1.0,3.0,5.0,3.0,10.0,1.0,48.0,68.0,4.0,42.0,19.0,,,40.0,9.0,17.0,,1.0,6.0,7.0,1.0,134.0,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,,19.0,,22.0,22.0,1.0,2.0,71.0,55.0,31.0,6.0,2.0,2.0,2.0,2.0,298.0,,,,1.0,,41.0,25.0,20.0,1.0,1.0,1.0,,131.0,131.0,,33.0,19.0,42.2,,1.0,15.0,0.0,,,,68.0,,3.0,3.0,,1.0,,2.0,,3.0,44.0,231.0,6.0,4.0,173.0,36.0,42.0,16.0,2.0,17.0,15.0,,70.0,13.0,167.0,1.0,,13.0,14.0,49.0,3.0,323.0,,0.0,7.0,29.0,1.0,19.0,1.0,543.0,,8.0,8.0,3.0,21.0,0.0
755320,2.0,2014-08-24 16:00:00,56,Sunderland,Home,239.0,27.0,2.0,4.0,2.0,3.0,,128.0,5.0,1.0,11.0,5.0,17.0,31.0,363.0,,,15.0,12.0,10.0,6.0,3.0,1.0,,1.0,,1.0,,,,,6.0,,,,1.0,7.0,3.0,7.0,,,,70.0,65.0,,,,1.0,15.0,2.0,13.0,,,4.0,6.0,2.0,15.0,1.0,58.0,53.0,1.0,22.0,16.0,,1.0,32.0,10.0,14.0,,,4.0,2.0,1.0,151.0,1.0,1.0,1.0,,1.0,,7.0,,,,2.0,,,,,16.0,,9.0,9.0,1.0,11.0,110.0,77.0,42.0,4.0,1.0,5.0,5.0,3.0,409.0,,,3.0,,,53.0,46.0,11.0,,,,,116.0,116.0,1.0,24.0,25.0,44.7,,1.0,15.0,0.0,,,,100.0,1.0,1.0,2.0,,1.0,1.0,6.0,,3.0,57.0,344.0,10.0,10.0,252.0,48.0,22.0,20.0,4.0,14.0,10.0,2.0,84.0,7.0,193.0,2.0,1.0,12.0,19.0,56.0,1.0,431.0,,0.0,11.0,17.0,4.0,18.0,0.0,618.0,,11.0,12.0,4.0,13.0,0.0
755329,3.0,2014-08-30 15:00:00,56,Sunderland,Away,241.0,18.0,1.0,3.0,2.0,5.0,,204.0,8.0,2.0,7.0,1.0,22.0,24.0,442.0,,2.0,19.0,13.0,17.0,11.0,1.0,1.0,,,,,,,,,13.0,,,,,5.0,7.0,11.0,,,,75.0,56.0,1.0,1.0,,5.0,20.0,5.0,10.0,1.0,,6.0,8.0,6.0,11.0,,54.0,55.0,5.0,25.0,14.0,,1.0,63.0,9.0,8.0,,,1.0,,,160.0,,,,,,,12.0,,,,,,,,,14.0,,9.0,9.0,2.0,7.0,126.0,77.0,52.0,4.0,,4.0,8.0,6.0,486.0,,,7.0,5.0,,69.0,49.0,23.0,,,,,127.0,127.0,1.0,30.0,14.0,60.3,,,20.0,0.0,,,,149.0,3.0,1.0,3.0,,2.0,1.0,5.0,,3.0,98.0,424.0,10.0,12.0,255.0,37.0,25.0,21.0,6.0,20.0,14.0,1.0,136.0,10.0,275.0,,2.0,11.0,24.0,54.0,,510.0,1.0,0.0,16.0,21.0,3.0,23.0,2.0,720.0,,10.0,9.0,6.0,13.0,0.0
755341,4.0,2014-09-13 15:00:00,56,Sunderland,Home,132.0,17.0,2.0,4.0,2.0,1.0,,157.0,2.0,4.0,1.0,6.0,8.0,22.0,285.0,1.0,,16.0,7.0,12.0,6.0,,,,,,,,,,,7.0,,,,,9.0,9.0,7.0,,,,60.0,66.0,,,,3.0,14.0,3.0,17.0,,,6.0,11.0,5.0,22.0,3.0,70.0,63.0,3.0,22.0,5.0,1.0,,48.0,16.0,13.0,,,1.0,2.0,,140.0,1.0,,,1.0,,,3.0,,,1.0,,,,,,5.0,,13.0,13.0,3.0,1.0,74.0,64.0,39.0,5.0,1.0,3.0,4.0,1.0,329.0,,,6.0,1.0,,80.0,59.0,10.0,,,,,129.0,129.0,4.0,33.0,22.0,38.0,,,14.0,0.0,,,,76.0,3.0,1.0,4.0,,,,3.0,,3.0,76.0,267.0,12.0,7.0,150.0,35.0,22.0,19.0,5.0,23.0,18.0,,100.0,5.0,223.0,,4.0,24.0,8.0,52.0,1.0,350.0,1.0,0.0,7.0,29.0,,19.0,5.0,562.0,,10.0,11.0,6.0,25.0,0.0
755344,5.0,2014-09-20 15:00:00,56,Sunderland,Away,216.0,23.0,,3.0,3.0,1.0,1.0,185.0,5.0,4.0,4.0,4.0,19.0,36.0,398.0,,,11.0,22.0,19.0,11.0,,2.0,,,,,,,,,11.0,,,,2.0,7.0,7.0,9.0,,,,91.0,68.0,,,,3.0,11.0,2.0,7.0,,,1.0,3.0,7.0,9.0,2.0,61.0,53.0,3.0,37.0,13.0,,,39.0,14.0,12.0,,1.0,1.0,2.0,,165.0,,,,,,,8.0,,,,3.0,,,,,13.0,1.0,15.0,15.0,4.0,4.0,116.0,88.0,50.0,5.0,,4.0,7.0,6.0,453.0,,,2.0,1.0,,59.0,87.0,19.0,,,,,130.0,130.0,1.0,30.0,23.0,55.7,,1.0,11.0,0.0,,,,110.0,4.0,2.0,6.0,,,2.0,6.0,,3.0,71.0,378.0,7.0,11.0,232.0,43.0,37.0,21.0,1.0,13.0,12.0,3.0,99.0,12.0,263.0,3.0,4.0,26.0,19.0,75.0,1.0,482.0,,0.0,14.0,11.0,,12.0,2.0,680.0,,13.0,11.0,1.0,9.0,0.0
755361,6.0,2014-09-27 15:00:00,56,Sunderland,Home,148.0,13.0,,4.0,4.0,9.0,,160.0,7.0,,1.0,7.0,19.0,30.0,304.0,,,17.0,12.0,9.0,9.0,2.0,,,,,,,,1.0,,10.0,,,,1.0,6.0,,7.0,,,,72.0,52.0,2.0,2.0,,1.0,9.0,6.0,9.0,,1.0,10.0,10.0,4.0,10.0,1.0,52.0,50.0,1.0,13.0,8.0,,,48.0,13.0,15.0,,,4.0,3.0,,134.0,,,,,,,11.0,,,,1.0,,,,,8.0,,14.0,14.0,2.0,1.0,83.0,68.0,41.0,1.0,,4.0,7.0,3.0,348.0,,,,3.0,,65.0,37.0,16.0,,,,,129.0,129.0,3.0,24.0,22.0,49.5,,,9.0,0.0,,,,88.0,,1.0,1.0,,1.0,,6.0,,3.0,72.0,283.0,2.0,11.0,161.0,24.0,13.0,18.0,9.0,26.0,17.0,,107.0,14.0,242.0,1.0,1.0,20.0,21.0,56.0,2.0,377.0,1.0,0.0,15.0,16.0,1.0,23.0,2.0,552.0,,5.0,10.0,10.0,11.0,0.0
755369,7.0,2014-10-04 15:00:00,56,Sunderland,Home,81.0,7.0,,4.0,4.0,2.0,1.0,121.0,1.0,,3.0,3.0,9.0,14.0,198.0,,,15.0,22.0,18.0,2.0,1.0,1.0,,,,,,,,,4.0,,,,1.0,7.0,5.0,6.0,,,,55.0,59.0,3.0,1.0,2.0,4.0,10.0,5.0,10.0,,,7.0,9.0,3.0,15.0,2.0,61.0,73.0,4.0,18.0,13.0,,1.0,51.0,10.0,17.0,3.0,,3.0,3.0,,130.0,3.0,,3.0,1.0,2.0,1.0,8.0,,,1.0,1.0,,,,1.0,13.0,,19.0,19.0,4.0,3.0,49.0,64.0,24.0,4.0,,,6.0,3.0,254.0,,,1.0,,,49.0,64.0,9.0,,,,,141.0,141.0,1.0,26.0,23.0,39.5,,,10.0,0.0,,,,51.0,2.0,2.0,4.0,,,1.0,,,3.0,64.0,183.0,6.0,7.0,100.0,25.0,18.0,16.0,5.0,20.0,15.0,2.0,103.0,8.0,205.0,1.0,,20.0,10.0,53.0,3.0,285.0,,0.0,8.0,28.0,1.0,19.0,3.0,482.0,,11.0,11.0,7.0,19.0,0.0
755380,8.0,2014-10-18 15:00:00,56,Sunderland,Away,178.0,22.0,1.0,6.0,5.0,7.0,2.0,167.0,8.0,2.0,2.0,7.0,14.0,43.0,339.0,,1.0,16.0,9.0,21.0,6.0,3.0,,,,1.0,1.0,3.0,,,1.0,5.0,,,,6.0,3.0,17.0,7.0,,,,82.0,64.0,1.0,1.0,,3.0,22.0,3.0,6.0,1.0,1.0,6.0,11.0,4.0,13.0,2.0,41.0,44.0,3.0,25.0,17.0,2.0,,60.0,8.0,10.0,,,6.0,2.0,1.0,170.0,,,,,,,9.0,,,,2.0,,,,1.0,17.0,,11.0,11.0,2.0,2.0,89.0,96.0,60.0,5.0,,7.0,2.0,1.0,388.0,,,3.0,2.0,3.0,61.0,50.0,15.0,,,,,142.0,142.0,4.0,28.0,19.0,47.4,,,22.0,0.0,,,,87.0,2.0,3.0,4.0,,,,9.0,,3.0,58.0,306.0,12.0,9.0,199.0,42.0,25.0,11.0,4.0,21.0,17.0,,94.0,20.0,250.0,2.0,3.0,21.0,14.0,73.0,,428.0,,0.0,13.0,10.0,1.0,19.0,3.0,614.0,,13.0,4.0,6.0,7.0,0.0
755388,9.0,2014-10-25 15:00:00,56,Sunderland,Home,128.0,22.0,,6.0,6.0,5.0,,174.0,5.0,,3.0,16.0,14.0,38.0,296.0,,,20.0,16.0,15.0,10.0,,,,,,,,,,,9.0,,,,1.0,6.0,7.0,8.0,,,,80.0,60.0,,,,1.0,15.0,3.0,12.0,,,3.0,10.0,5.0,20.0,2.0,68.0,57.0,1.0,19.0,11.0,2.0,,66.0,11.0,7.0,,,1.0,1.0,,167.0,,,,,,,10.0,,,,2.0,,,,1.0,11.0,,14.0,14.0,3.0,3.0,75.0,85.0,48.0,3.0,,4.0,6.0,3.0,374.0,,,2.0,3.0,,58.0,61.0,18.0,,,,,173.0,173.0,2.0,32.0,19.0,42.9,,1.0,15.0,0.0,,,,79.0,2.0,1.0,3.0,,,,5.0,1.0,3.0,83.0,278.0,6.0,10.0,152.0,36.0,19.0,25.0,1.0,17.0,16.0,,137.0,24.0,266.0,3.0,,36.0,19.0,71.0,2.0,401.0,,0.0,11.0,21.0,,26.0,3.0,608.0,,15.0,14.0,3.0,16.0,0.0
755396,10.0,2014-11-03 20:00:00,56,Sunderland,Away,133.0,18.0,1.0,4.0,3.0,4.0,,134.0,4.0,,3.0,6.0,10.0,25.0,263.0,,,18.0,28.0,27.0,4.0,,,,,,1.0,1.0,,,,5.0,,,,,7.0,7.0,3.0,,,,53.0,80.0,1.0,,1.0,2.0,11.0,1.0,13.0,,,2.0,8.0,,7.0,2.0,72.0,80.0,2.0,48.0,26.0,,,53.0,19.0,11.0,2.0,,1.0,,1.0,168.0,3.0,,3.0,3.0,,,9.0,,,3.0,4.0,,,,1.0,26.0,,18.0,18.0,1.0,3.0,76.0,91.0,38.0,11.0,1.0,,7.0,7.0,348.0,,,5.0,2.0,1.0,55.0,57.0,7.0,,,,,165.0,165.0,5.0,40.0,25.0,46.5,,,11.0,0.0,,,,79.0,1.0,,1.0,,1.0,,,,3.0,60.0,250.0,8.0,7.0,161.0,32.0,48.0,10.0,2.0,10.0,8.0,,97.0,19.0,225.0,4.0,,35.0,12.0,73.0,,376.0,,0.0,8.0,40.0,,23.0,3.0,615.0,,24.0,2.0,2.0,30.0,0.0
