matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
694907,1.0,2013-08-17 15:00:00,56,Sunderland,Home,192.0,28.0,1.0,4.0,4.0,4.0,1.0,196.0,2.0,,1.0,4.0,14.0,30.0,384.0,,,25.0,18.0,13.0,12.0,1.0,,1.0,,,,,2.0,,,,,16.0,,,,,1.0,7.0,1.0,4.0,,,,55.0,54.0,,,,3.0,11.0,7.0,8.0,,,6.0,19.0,2.0,,7.0,,52.0,56.0,3.0,12.0,8.0,,,88.0,15.0,13.0,,,4.0,2.0,2.0,147.0,,,,,,,2.0,,,,,,,,,8.0,,5.0,5.0,,1.0,116.0,81.0,51.0,1.0,,8.0,5.0,3.0,447.0,,,4.0,2.0,,75.0,73.0,15.0,,,,,130.0,129.0,2.0,23.0,28.0,57.8,,,11.0,0.0,,,,142.0,,,,,,1.0,11.0,,,2.0,103.0,372.0,5.0,13.0,202.0,50.0,13.0,13.0,6.0,28.0,23.0,1.0,151.0,5.0,286.0,,,18.0,16.0,55.0,3.0,460.0,,0.0,21.0,24.0,,28.0,0.0,644.0,,8.0,7.0,6.0,17.0,0.0
694918,2.0,2013-08-24 15:00:00,56,Sunderland,Away,61.0,11.0,1.0,3.0,2.0,5.0,,109.0,6.0,,,6.0,4.0,17.0,167.0,,2.0,20.0,32.0,15.0,5.0,,,,,,,,1.0,,,,,6.0,,,,,,1.0,10.0,7.0,,,,41.0,50.0,2.0,2.0,,3.0,12.0,1.0,8.0,,,2.0,6.0,5.0,,6.0,2.0,62.0,49.0,3.0,33.0,19.0,,,66.0,13.0,11.0,,,1.0,1.0,1.0,114.0,1.0,1.0,1.0,,1.0,,18.0,,,,,,,,,19.0,,15.0,15.0,1.0,,58.0,81.0,37.0,5.0,1.0,3.0,3.0,3.0,244.0,,,3.0,1.0,,66.0,54.0,11.0,,,,,149.0,148.0,2.0,31.0,11.0,33.4,,,13.0,0.0,,,,47.0,4.0,1.0,5.0,,1.0,,4.0,,,3.0,49.0,159.0,5.0,6.0,85.0,22.0,34.0,8.0,2.0,14.0,12.0,1.0,94.0,16.0,189.0,,,29.0,7.0,42.0,1.0,260.0,,0.0,8.0,21.0,2.0,30.0,2.0,454.0,,8.0,2.0,2.0,17.0,0.0
694923,3.0,2013-08-31 17:30:00,56,Sunderland,Away,156.0,16.0,2.0,5.0,3.0,4.0,,164.0,5.0,,2.0,5.0,8.0,27.0,315.0,,,25.0,32.0,22.0,5.0,1.0,,,,,,,1.0,,,,,8.0,,,,,,4.0,6.0,12.0,,,,58.0,53.0,,,,2.0,12.0,6.0,14.0,,,6.0,10.0,7.0,,18.0,3.0,80.0,62.0,2.0,33.0,16.0,,,82.0,7.0,6.0,1.0,,4.0,3.0,1.0,161.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,1.0,16.0,,7.0,7.0,,2.0,91.0,106.0,56.0,6.0,,2.0,5.0,2.0,397.0,,,3.0,,,82.0,57.0,23.0,1.0,1.0,1.0,,161.0,161.0,2.0,18.0,23.0,50.0,,,12.0,0.0,,,,97.0,2.0,2.0,4.0,,,,2.0,2.0,,2.0,82.0,309.0,8.0,7.0,163.0,42.0,33.0,20.0,6.0,26.0,20.0,,146.0,10.0,270.0,,,24.0,9.0,60.0,1.0,407.0,,1.0,10.0,24.0,,27.0,0.0,628.0,,11.0,10.0,6.0,18.0,0.0
694938,4.0,2013-09-14 15:00:00,56,Sunderland,Home,82.0,13.0,2.0,7.0,5.0,4.0,,132.0,3.0,,5.0,6.0,5.0,16.0,207.0,,1.0,14.0,19.0,17.0,11.0,2.0,3.0,,,2.0,,,3.0,,,,,11.0,1.0,1.0,,,,8.0,12.0,2.0,9.0,9.0,,36.0,48.0,,,1.0,3.0,13.0,6.0,6.0,,1.0,6.0,6.0,11.0,,9.0,3.0,52.0,54.0,3.0,22.0,8.0,,,60.0,13.0,10.0,,,5.0,,3.0,119.0,,,,,,,6.0,,,,3.0,,,,1.0,8.0,1.0,11.0,11.0,7.0,5.0,53.0,71.0,39.0,6.0,,7.0,6.0,3.0,262.0,,,4.0,,,41.0,40.0,26.0,,,,1.0,122.0,122.0,,19.0,20.0,30.6,1.0,,18.0,0.0,,,,71.0,2.0,1.0,3.0,,,,9.0,,1.0,3.0,61.0,196.0,13.0,13.0,94.0,27.0,22.0,9.0,6.0,23.0,17.0,,104.0,16.0,208.0,3.0,,14.0,7.0,33.0,4.0,279.0,,0.0,18.0,25.0,1.0,19.0,1.0,473.0,19.0,9.0,2.0,6.0,16.0,0.0
694948,5.0,2013-09-21 15:00:00,56,Sunderland,Away,179.0,15.0,,5.0,5.0,1.0,,145.0,2.0,,3.0,1.0,17.0,29.0,319.0,,,13.0,11.0,15.0,5.0,,,,,,,,1.0,,,,,5.0,,,,,,,10.0,3.0,,,,58.0,59.0,1.0,1.0,,3.0,13.0,5.0,8.0,,,6.0,12.0,8.0,,12.0,,41.0,49.0,3.0,23.0,16.0,,,63.0,12.0,9.0,,2.0,2.0,2.0,1.0,136.0,,,,,,,6.0,,,,,,,,2.0,16.0,,9.0,9.0,2.0,3.0,107.0,89.0,44.0,5.0,,2.0,3.0,,386.0,,,3.0,2.0,,66.0,55.0,22.0,,,,,137.0,137.0,4.0,37.0,11.0,45.9,,2.0,13.0,0.0,,,,99.0,1.0,,1.0,,,,2.0,,,3.0,51.0,309.0,10.0,5.0,196.0,35.0,23.0,5.0,6.0,28.0,22.0,,93.0,6.0,232.0,,,24.0,18.0,58.0,,400.0,,0.0,7.0,23.0,2.0,18.0,2.0,572.0,,6.0,3.0,6.0,20.0,0.0
694958,6.0,2013-09-29 16:00:00,56,Sunderland,Home,77.0,16.0,3.0,5.0,2.0,2.0,,206.0,6.0,,7.0,4.0,12.0,24.0,278.0,,1.0,18.0,15.0,14.0,11.0,3.0,,1.0,,,1.0,,1.0,,,,1.0,17.0,,1.0,,,2.0,3.0,7.0,8.0,,,,55.0,55.0,1.0,1.0,1.0,3.0,12.0,7.0,8.0,,1.0,10.0,18.0,9.0,,12.0,3.0,49.0,52.0,3.0,26.0,16.0,,,67.0,9.0,10.0,,2.0,3.0,1.0,1.0,126.0,,,,,,,8.0,,,1.0,,,,,1.0,16.0,1.0,6.0,6.0,1.0,7.0,68.0,73.0,41.0,8.0,1.0,5.0,9.0,5.0,332.0,,,4.0,3.0,,74.0,49.0,15.0,,,,,144.0,144.0,3.0,21.0,21.0,46.3,1.0,,12.0,0.0,,,,99.0,1.0,2.0,4.0,,1.0,1.0,11.0,,,2.0,113.0,266.0,6.0,14.0,86.0,30.0,26.0,12.0,10.0,38.0,28.0,1.0,151.0,13.0,300.0,,,21.0,13.0,46.0,4.0,348.0,,0.0,23.0,23.0,1.0,23.0,2.0,571.0,,6.0,5.0,10.0,17.0,0.0
694968,7.0,2013-10-05 17:30:00,56,Sunderland,Home,77.0,15.0,,1.0,1.0,4.0,,154.0,2.0,1.0,1.0,12.0,6.0,30.0,230.0,,,15.0,19.0,13.0,3.0,,,,,,,,1.0,,,,,5.0,,,,,,2.0,8.0,5.0,,,,41.0,56.0,1.0,1.0,1.0,5.0,21.0,3.0,16.0,,,4.0,9.0,5.0,,17.0,2.0,65.0,57.0,5.0,27.0,11.0,,,72.0,15.0,11.0,,,3.0,1.0,1.0,147.0,,,,,,,9.0,,,1.0,5.0,,,,1.0,11.0,,12.0,12.0,2.0,1.0,69.0,88.0,34.0,4.0,1.0,1.0,2.0,2.0,313.0,,,2.0,,,69.0,42.0,23.0,,,,,166.0,166.0,4.0,23.0,12.0,37.5,,1.0,21.0,0.0,,,,81.0,2.0,2.0,4.0,,1.0,,1.0,,,3.0,82.0,219.0,14.0,3.0,102.0,38.0,27.0,14.0,3.0,18.0,15.0,,133.0,10.0,254.0,5.0,1.0,46.0,6.0,75.0,1.0,338.0,,0.0,6.0,22.0,,18.0,2.0,545.0,,10.0,11.0,4.0,16.0,0.0
694978,8.0,2013-10-19 15:00:00,56,Sunderland,Away,165.0,13.0,1.0,3.0,2.0,,1.0,108.0,6.0,,3.0,3.0,10.0,13.0,270.0,,2.0,11.0,9.0,9.0,3.0,2.0,,,,,,,,2.0,,,1.0,3.0,,,,,1.0,4.0,11.0,5.0,,,,59.0,42.0,1.0,2.0,,5.0,9.0,,4.0,,,2.0,4.0,2.0,,5.0,4.0,35.0,48.0,5.0,16.0,9.0,,,48.0,13.0,12.0,,,3.0,4.0,,124.0,,,,,,,13.0,,,,,,,,,9.0,,18.0,18.0,,3.0,85.0,88.0,38.0,7.0,,4.0,1.0,1.0,330.0,,,2.0,2.0,2.0,49.0,36.0,11.0,1.0,1.0,1.0,,117.0,117.0,1.0,15.0,19.0,36.1,,2.0,9.0,0.0,,,,79.0,2.0,2.0,4.0,,,,5.0,,,3.0,27.0,259.0,4.0,5.0,172.0,24.0,16.0,12.0,2.0,12.0,10.0,,66.0,10.0,187.0,1.0,,27.0,10.0,41.0,5.0,347.0,,0.0,6.0,20.0,4.0,14.0,2.0,511.0,,4.0,7.0,2.0,14.0,0.0
694988,9.0,2013-10-27 13:30:00,56,Sunderland,Home,134.0,12.0,1.0,3.0,2.0,4.0,,105.0,6.0,,2.0,5.0,3.0,16.0,236.0,,,16.0,30.0,24.0,3.0,,,,,,,,1.0,,,,,5.0,,,,,,3.0,2.0,14.0,,,,55.0,33.0,1.0,,1.0,1.0,18.0,1.0,8.0,,,5.0,9.0,8.0,,5.0,1.0,57.0,59.0,1.0,42.0,25.0,,,54.0,13.0,14.0,2.0,,2.0,1.0,1.0,142.0,2.0,,1.0,1.0,1.0,,14.0,,,1.0,1.0,,,,1.0,25.0,,13.0,13.0,1.0,2.0,80.0,90.0,31.0,3.0,,2.0,3.0,4.0,318.0,,,3.0,3.0,,45.0,55.0,16.0,,,,,155.0,155.0,1.0,10.0,13.0,48.3,,,18.0,0.0,,,,64.0,,3.0,4.0,,,,3.0,,,3.0,46.0,221.0,4.0,5.0,149.0,33.0,42.0,8.0,1.0,19.0,18.0,,93.0,16.0,211.0,2.0,,28.0,4.0,52.0,4.0,341.0,,0.0,8.0,16.0,,18.0,1.0,542.0,,9.0,5.0,5.0,14.0,0.0
694994,10.0,2013-11-02 15:00:00,56,Sunderland,Away,99.0,8.0,,2.0,2.0,2.0,,74.0,7.0,,3.0,12.0,9.0,27.0,171.0,,,13.0,16.0,21.0,5.0,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,5.0,,,,,2.0,1.0,8.0,18.0,3.0,6.0,,39.0,40.0,1.0,1.0,,2.0,11.0,2.0,5.0,,1.0,2.0,1.0,2.0,,10.0,2.0,42.0,54.0,2.0,42.0,33.0,,,62.0,11.0,17.0,,,2.0,1.0,1.0,132.0,,,,,,,18.0,,,,4.0,,,,,33.0,,7.0,7.0,2.0,3.0,45.0,77.0,28.0,4.0,,3.0,3.0,1.0,218.0,,,11.0,1.0,1.0,20.0,29.0,18.0,,,,,123.0,123.0,,19.0,11.0,30.0,,,11.0,0.0,,,,47.0,,2.0,2.0,,1.0,,6.0,,,3.0,32.0,149.0,7.0,6.0,116.0,16.0,42.0,1.0,1.0,5.0,4.0,,83.0,13.0,152.0,4.0,,40.0,11.0,71.0,,263.0,,2.0,9.0,18.0,1.0,18.0,0.0,435.0,6.0,11.0,,2.0,12.0,0.0
