matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695008,11.0,2013-11-10 14:05:00,56,Sunderland,Home,173.0,9.0,,1.0,1.0,1.0,,126.0,9.0,1.0,4.0,6.0,12.0,28.0,298.0,,1.0,8.0,12.0,14.0,3.0,,,,,,,,,,,,,5.0,,,,,,2.0,10.0,14.0,,,,63.0,47.0,,,,12.0,8.0,1.0,6.0,,1.0,,6.0,4.0,1.0,7.0,2.0,34.0,48.0,12.0,37.0,24.0,,,45.0,6.0,13.0,,,,,,134.0,1.0,,,1.0,,,17.0,,,1.0,4.0,,,,,24.0,,18.0,18.0,5.0,4.0,89.0,83.0,37.0,14.0,,1.0,3.0,2.0,357.0,,,8.0,1.0,,53.0,57.0,9.0,,,,,119.0,119.0,,23.0,15.0,36.9,,,8.0,0.0,,,,92.0,,4.0,4.0,,,,2.0,,,3.0,48.0,285.0,4.0,4.0,193.0,19.0,37.0,7.0,,10.0,10.0,,79.0,5.0,195.0,4.0,1.0,28.0,12.0,52.0,,378.0,,0.0,5.0,18.0,1.0,9.0,0.0,567.0,,9.0,3.0,,11.0,0.0
695017,12.0,2013-11-23 15:00:00,56,Sunderland,Away,174.0,21.0,2.0,2.0,1.0,2.0,,220.0,4.0,,11.0,3.0,15.0,33.0,392.0,,1.0,22.0,22.0,12.0,8.0,1.0,,,,,,,1.0,,,,1.0,9.0,,,,,1.0,,9.0,8.0,,,,81.0,47.0,1.0,1.0,,,7.0,5.0,6.0,,1.0,7.0,8.0,8.0,,8.0,1.0,48.0,36.0,,24.0,14.0,,1.0,54.0,5.0,10.0,,,2.0,2.0,1.0,137.0,,,,,,,10.0,,,,1.0,,,,,14.0,,7.0,7.0,2.0,11.0,108.0,70.0,43.0,3.0,,3.0,6.0,3.0,442.0,,,5.0,,,62.0,75.0,16.0,,,,,129.0,129.0,,21.0,15.0,50.1,,,7.0,0.0,,,,133.0,2.0,1.0,3.0,,,,3.0,,,3.0,92.0,376.0,4.0,9.0,194.0,40.0,24.0,15.0,4.0,21.0,18.0,,120.0,6.0,286.0,1.0,,18.0,15.0,48.0,2.0,459.0,,1.0,11.0,6.0,1.0,25.0,1.0,644.0,,17.0,8.0,7.0,5.0,0.0
695021,13.0,2013-11-30 15:00:00,56,Sunderland,Away,180.0,25.0,,2.0,2.0,6.0,,141.0,6.0,1.0,5.0,7.0,18.0,41.0,319.0,,,21.0,17.0,21.0,4.0,,,,,2.0,,,2.0,,1.0,,,3.0,,,,,,2.0,5.0,8.0,,,,67.0,55.0,1.0,1.0,,8.0,13.0,1.0,7.0,,1.0,6.0,11.0,6.0,,6.0,2.0,43.0,55.0,8.0,23.0,13.0,,,57.0,12.0,13.0,,,3.0,1.0,2.0,171.0,,,,,,,11.0,,,,2.0,,,,,13.0,1.0,9.0,9.0,,5.0,98.0,93.0,53.0,7.0,,3.0,1.0,1.0,396.0,,,2.0,,,62.0,56.0,14.0,,,,,150.0,150.0,1.0,25.0,19.0,49.1,,,13.0,0.0,,,,83.0,1.0,3.0,4.0,,,,5.0,,,3.0,63.0,300.0,2.0,4.0,206.0,38.0,23.0,11.0,2.0,20.0,18.0,1.0,104.0,18.0,233.0,2.0,1.0,22.0,20.0,75.0,5.0,419.0,,0.0,7.0,15.0,1.0,21.0,1.0,601.0,,12.0,7.0,6.0,11.0,0.0
695037,14.0,2013-12-04 19:45:00,56,Sunderland,Home,172.0,22.0,,1.0,1.0,2.0,,121.0,12.0,1.0,4.0,1.0,15.0,18.0,292.0,,,22.0,18.0,11.0,4.0,,,,,,,,1.0,1.0,,,,5.0,,,,,2.0,,10.0,10.0,,,,69.0,42.0,,,1.0,,12.0,5.0,21.0,,,6.0,8.0,7.0,2.0,13.0,,70.0,47.0,,20.0,10.0,,,60.0,15.0,14.0,1.0,,4.0,1.0,1.0,152.0,1.0,,1.0,,1.0,,16.0,,,,,,,,,10.0,,9.0,9.0,2.0,4.0,83.0,80.0,40.0,5.0,,1.0,4.0,3.0,373.0,,,2.0,,1.0,45.0,46.0,17.0,,,,,155.0,155.0,,18.0,18.0,45.0,,,12.0,0.0,,,,87.0,1.0,1.0,2.0,,3.0,,4.0,,,3.0,58.0,278.0,5.0,5.0,197.0,51.0,20.0,11.0,5.0,21.0,16.0,,104.0,7.0,215.0,,1.0,24.0,17.0,49.0,,391.0,,0.0,12.0,17.0,,27.0,4.0,579.0,,10.0,7.0,6.0,15.0,0.0
695048,15.0,2013-12-07 17:30:00,56,Sunderland,Home,190.0,23.0,,4.0,4.0,2.0,,151.0,5.0,1.0,7.0,3.0,15.0,25.0,337.0,,1.0,15.0,16.0,20.0,8.0,1.0,,,,,,,,1.0,,,,9.0,,,,,1.0,1.0,12.0,11.0,,,,72.0,51.0,,,1.0,3.0,10.0,2.0,11.0,,1.0,4.0,13.0,8.0,,11.0,1.0,60.0,59.0,3.0,13.0,4.0,,,55.0,14.0,9.0,,,2.0,1.0,,154.0,,,,,,,10.0,,,1.0,2.0,,,,,4.0,,12.0,12.0,2.0,7.0,102.0,76.0,38.0,10.0,1.0,5.0,4.0,4.0,402.0,,,8.0,,1.0,66.0,40.0,17.0,,,,,141.0,141.0,1.0,22.0,17.0,47.0,,,10.0,0.0,,,,91.0,1.0,3.0,4.0,,,,5.0,,,3.0,69.0,326.0,6.0,9.0,211.0,39.0,13.0,12.0,3.0,25.0,22.0,1.0,107.0,11.0,233.0,2.0,1.0,18.0,17.0,52.0,2.0,419.0,,0.0,11.0,28.0,2.0,19.0,2.0,618.0,,7.0,3.0,4.0,25.0,0.0
695060,16.0,2013-12-14 15:00:00,56,Sunderland,Away,134.0,20.0,3.0,8.0,5.0,6.0,1.0,217.0,7.0,1.0,6.0,6.0,18.0,26.0,343.0,,2.0,20.0,31.0,20.0,14.0,2.0,,,,,,,,,,,,13.0,,1.0,,,,,6.0,5.0,,,,58.0,49.0,1.0,1.0,,2.0,9.0,7.0,16.0,,1.0,9.0,14.0,7.0,,16.0,2.0,74.0,58.0,2.0,15.0,8.0,,,63.0,5.0,11.0,,,,1.0,,159.0,,,,,,,16.0,,,,1.0,,,,,8.0,1.0,11.0,11.0,,6.0,101.0,89.0,48.0,2.0,,5.0,11.0,6.0,405.0,,,1.0,2.0,,79.0,65.0,14.0,,,,,151.0,151.0,1.0,19.0,20.0,58.7,1.0,,9.0,0.0,,,,101.0,1.0,1.0,2.0,,,,6.0,,,3.0,111.0,333.0,3.0,16.0,149.0,31.0,15.0,12.0,7.0,29.0,22.0,1.0,144.0,11.0,299.0,1.0,1.0,22.0,19.0,46.0,1.0,419.0,,0.0,19.0,22.0,3.0,27.0,0.0,636.0,,13.0,6.0,9.0,17.0,0.0
695068,17.0,2013-12-21 15:00:00,56,Sunderland,Home,206.0,22.0,3.0,5.0,2.0,3.0,,207.0,7.0,,5.0,9.0,21.0,41.0,408.0,,,18.0,16.0,19.0,12.0,2.0,,2.0,,,,,1.0,,,,,12.0,,,,1.0,2.0,1.0,9.0,5.0,,,,71.0,59.0,1.0,2.0,,4.0,8.0,4.0,6.0,,1.0,6.0,10.0,7.0,,16.0,4.0,56.0,51.0,4.0,14.0,9.0,,,73.0,13.0,10.0,,,4.0,,1.0,166.0,,,,,,,10.0,,,,2.0,,,,1.0,9.0,1.0,8.0,8.0,2.0,5.0,121.0,66.0,35.0,7.0,,8.0,6.0,4.0,473.0,,,4.0,1.0,,46.0,76.0,26.0,,,,,145.0,145.0,1.0,30.0,16.0,58.8,1.0,1.0,8.0,0.0,,,,131.0,3.0,2.0,5.0,,3.0,2.0,10.0,,,3.0,113.0,397.0,2.0,14.0,223.0,38.0,14.0,19.0,5.0,22.0,17.0,2.0,161.0,10.0,288.0,3.0,,23.0,23.0,64.0,1.0,489.0,,1.0,18.0,12.0,4.0,21.0,2.0,685.0,,14.0,10.0,6.0,11.0,0.0
695074,18.0,2013-12-26 15:00:00,56,Sunderland,Away,147.0,17.0,1.0,4.0,3.0,2.0,1.0,181.0,6.0,,4.0,4.0,23.0,38.0,324.0,,1.0,10.0,14.0,17.0,9.0,1.0,,,,1.0,,,1.0,,,,1.0,8.0,1.0,,,,1.0,2.0,8.0,17.0,,,,64.0,43.0,1.0,2.0,1.0,5.0,10.0,1.0,12.0,1.0,,2.0,4.0,4.0,,8.0,8.0,44.0,50.0,5.0,26.0,14.0,,,45.0,7.0,11.0,,,3.0,1.0,1.0,118.0,,,,,,,16.0,,,,4.0,,,,,14.0,,11.0,11.0,1.0,4.0,90.0,65.0,32.0,11.0,1.0,5.0,5.0,6.0,368.0,,,6.0,1.0,,74.0,50.0,12.0,,,,1.0,99.0,99.0,2.0,22.0,10.0,45.3,,2.0,10.0,0.0,,,,111.0,3.0,6.0,8.0,,2.0,,6.0,,,2.0,100.0,314.0,6.0,10.0,166.0,22.0,26.0,9.0,1.0,10.0,9.0,,120.0,10.0,227.0,4.0,,22.0,23.0,59.0,1.0,383.0,1.0,0.0,13.0,17.0,2.0,12.0,0.0,570.0,,9.0,6.0,2.0,12.0,0.0
695082,19.0,2013-12-28 17:30:00,56,Sunderland,Away,171.0,12.0,1.0,9.0,8.0,1.0,1.0,216.0,3.0,,9.0,4.0,19.0,24.0,378.0,1.0,,22.0,12.0,9.0,11.0,2.0,,,,,,,,,,,,17.0,,,,,2.0,2.0,7.0,9.0,,,,58.0,54.0,2.0,2.0,1.0,2.0,10.0,6.0,6.0,,,6.0,14.0,11.0,,10.0,1.0,40.0,37.0,2.0,15.0,7.0,1.0,1.0,58.0,10.0,13.0,1.0,,4.0,1.0,,166.0,2.0,,2.0,2.0,,,6.0,,,2.0,2.0,,,,,7.0,,7.0,7.0,,10.0,124.0,76.0,45.0,7.0,1.0,3.0,12.0,9.0,447.0,,,2.0,2.0,,62.0,57.0,26.0,,,,,145.0,145.0,,20.0,23.0,55.9,,1.0,10.0,0.0,,,,117.0,1.0,4.0,5.0,,1.0,,6.0,1.0,,3.0,101.0,363.0,9.0,15.0,192.0,29.0,15.0,6.0,5.0,31.0,26.0,,138.0,8.0,304.0,2.0,,18.0,21.0,41.0,2.0,465.0,1.0,0.0,21.0,13.0,,25.0,2.0,667.0,,13.0,4.0,6.0,10.0,0.0
695098,20.0,2014-01-01 15:00:00,56,Sunderland,Home,183.0,21.0,,4.0,4.0,1.0,,276.0,5.0,2.0,5.0,1.0,12.0,37.0,455.0,,,20.0,10.0,10.0,16.0,,,,,,,,,,,,,15.0,,,,,,1.0,9.0,4.0,,,,72.0,49.0,1.0,1.0,,,11.0,8.0,7.0,1.0,3.0,10.0,17.0,9.0,,14.0,2.0,42.0,47.0,,9.0,2.0,1.0,1.0,70.0,8.0,10.0,,1.0,1.0,1.0,,158.0,,,,,,,7.0,,,,,,,,1.0,2.0,,5.0,5.0,2.0,5.0,155.0,73.0,58.0,2.0,,8.0,8.0,1.0,505.0,,,4.0,1.0,,86.0,82.0,21.0,,,,,134.0,134.0,1.0,19.0,24.0,64.8,,,11.0,0.0,,,,138.0,2.0,2.0,3.0,,1.0,,8.0,,,3.0,129.0,440.0,4.0,16.0,198.0,37.0,9.0,15.0,5.0,32.0,27.0,,167.0,6.0,357.0,,2.0,13.0,13.0,51.0,4.0,523.0,,0.0,17.0,17.0,1.0,22.0,4.0,707.0,,9.0,10.0,10.0,13.0,0.0
695104,21.0,2014-01-11 15:00:00,56,Sunderland,Away,120.0,20.0,1.0,2.0,1.0,8.0,,127.0,7.0,,2.0,13.0,4.0,33.0,245.0,,1.0,16.0,13.0,13.0,4.0,,,1.0,1.0,,,,1.0,,,,,4.0,1.0,,,,3.0,,9.0,8.0,,,,57.0,57.0,2.0,1.0,2.0,3.0,9.0,1.0,8.0,,,6.0,9.0,1.0,,10.0,1.0,50.0,51.0,3.0,24.0,18.0,,1.0,53.0,12.0,15.0,,,6.0,2.0,1.0,137.0,2.0,1.0,2.0,1.0,1.0,1.0,17.0,,,1.0,2.0,,,,,18.0,,7.0,7.0,2.0,2.0,68.0,84.0,44.0,10.0,4.0,3.0,3.0,6.0,296.0,,,1.0,4.0,,60.0,42.0,8.0,,,,1.0,129.0,129.0,,34.0,15.0,41.1,,1.0,9.0,0.0,,,,59.0,3.0,1.0,4.0,,2.0,1.0,3.0,,,3.0,64.0,227.0,4.0,6.0,146.0,29.0,24.0,13.0,3.0,15.0,12.0,4.0,96.0,17.0,190.0,3.0,,35.0,5.0,54.0,,321.0,,0.0,10.0,18.0,3.0,18.0,3.0,500.0,,7.0,6.0,6.0,16.0,0.0
695117,22.0,2014-01-18 12:45:00,56,Sunderland,Home,106.0,23.0,1.0,3.0,2.0,7.0,,106.0,5.0,1.0,5.0,11.0,1.0,36.0,209.0,,,23.0,22.0,23.0,5.0,1.0,,,,,,,,,,,,5.0,,,,,,1.0,7.0,10.0,,,,41.0,66.0,1.0,1.0,1.0,6.0,8.0,4.0,7.0,,,4.0,10.0,5.0,,11.0,6.0,52.0,57.0,6.0,22.0,14.0,,2.0,61.0,8.0,8.0,1.0,,1.0,1.0,,136.0,2.0,,1.0,2.0,,,10.0,,,2.0,2.0,,,,1.0,14.0,,16.0,16.0,,5.0,61.0,91.0,40.0,7.0,1.0,1.0,7.0,5.0,288.0,,,3.0,3.0,,48.0,36.0,15.0,,,,,168.0,168.0,3.0,29.0,18.0,36.5,,,8.0,0.0,,,,69.0,2.0,4.0,6.0,,1.0,,1.0,,,3.0,61.0,201.0,4.0,8.0,130.0,39.0,22.0,9.0,4.0,20.0,16.0,,101.0,21.0,197.0,2.0,1.0,39.0,4.0,74.0,5.0,307.0,,0.0,10.0,23.0,,32.0,2.0,528.0,,15.0,4.0,4.0,18.0,0.0
695127,23.0,2014-01-29 19:45:00,56,Sunderland,Home,151.0,19.0,,3.0,3.0,2.0,,181.0,2.0,1.0,6.0,10.0,13.0,38.0,329.0,,,15.0,23.0,14.0,13.0,,,,,,,,1.0,,,,,13.0,,,,,1.0,6.0,13.0,2.0,,,,61.0,59.0,1.0,1.0,1.0,2.0,12.0,4.0,6.0,,,2.0,4.0,3.0,,17.0,2.0,69.0,64.0,2.0,32.0,17.0,,1.0,59.0,16.0,14.0,,1.0,4.0,,1.0,138.0,,,,,,,9.0,,,1.0,2.0,,,,,17.0,,7.0,7.0,,6.0,97.0,85.0,48.0,3.0,1.0,6.0,7.0,6.0,378.0,,,3.0,1.0,,45.0,63.0,12.0,,,,,126.0,126.0,1.0,24.0,20.0,48.1,,,12.0,0.0,,,,106.0,5.0,,6.0,,2.0,,6.0,,,3.0,69.0,312.0,6.0,13.0,166.0,36.0,32.0,23.0,1.0,8.0,7.0,1.0,106.0,6.0,244.0,4.0,1.0,23.0,14.0,58.0,1.0,402.0,,0.0,16.0,23.0,,16.0,2.0,621.0,,11.0,14.0,3.0,16.0,0.0
695137,24.0,2014-02-01 12:45:00,56,Sunderland,Away,93.0,21.0,1.0,6.0,5.0,1.0,1.0,147.0,1.0,1.0,4.0,8.0,7.0,23.0,234.0,,,18.0,26.0,18.0,7.0,5.0,,3.0,,1.0,,,1.0,,,1.0,,10.0,1.0,,1.0,,4.0,5.0,12.0,16.0,,,,43.0,62.0,2.0,1.0,3.0,2.0,17.0,3.0,5.0,1.0,,3.0,7.0,2.0,,14.0,1.0,66.0,59.0,2.0,28.0,14.0,,,53.0,13.0,18.0,1.0,,6.0,3.0,1.0,128.0,1.0,,1.0,1.0,,2.0,12.0,,,2.0,4.0,,,,1.0,14.0,1.0,7.0,7.0,2.0,4.0,68.0,88.0,34.0,7.0,2.0,7.0,6.0,5.0,287.0,,,8.0,1.0,,55.0,58.0,10.0,,,,1.0,146.0,146.0,4.0,31.0,9.0,49.0,1.0,,17.0,0.0,,,,77.0,3.0,7.0,9.0,,1.0,3.0,8.0,1.0,,2.0,76.0,222.0,7.0,13.0,111.0,30.0,28.0,19.0,2.0,14.0,12.0,6.0,111.0,7.0,219.0,4.0,1.0,35.0,8.0,55.0,,316.0,,0.0,16.0,16.0,,23.0,2.0,542.0,,15.0,9.0,3.0,14.0,0.0
695148,25.0,2014-02-08 15:00:00,56,Sunderland,Home,177.0,20.0,,4.0,4.0,3.0,,149.0,6.0,6.0,9.0,11.0,11.0,29.0,322.0,,,12.0,23.0,8.0,3.0,,,,,,,,1.0,,,,,5.0,,,,,1.0,3.0,15.0,10.0,,,,75.0,57.0,,,,5.0,12.0,2.0,9.0,,,2.0,6.0,6.0,,5.0,6.0,56.0,41.0,5.0,21.0,9.0,,,59.0,12.0,16.0,,,2.0,,1.0,150.0,,,,,,,10.0,,,,2.0,,,,,9.0,,15.0,15.0,2.0,9.0,82.0,82.0,42.0,6.0,,1.0,2.0,3.0,384.0,,,4.0,1.0,,50.0,46.0,13.0,,,,,131.0,131.0,,33.0,10.0,43.8,,,12.0,0.0,,,,101.0,3.0,4.0,7.0,,,,2.0,,,3.0,73.0,306.0,4.0,3.0,196.0,42.0,21.0,15.0,2.0,14.0,12.0,,112.0,8.0,226.0,2.0,6.0,33.0,14.0,59.0,1.0,408.0,,1.0,7.0,10.0,,15.0,1.0,590.0,,14.0,8.0,2.0,8.0,0.0
695159,26.0,2014-04-16 19:45:00,56,Sunderland,Away,171.0,35.0,1.0,4.0,3.0,1.0,1.0,171.0,6.0,1.0,7.0,10.0,10.0,43.0,338.0,,2.0,9.0,10.0,8.0,6.0,3.0,,1.0,,,,,,,,,,8.0,,,,,1.0,4.0,10.0,6.0,,,,75.0,66.0,3.0,2.0,1.0,6.0,13.0,,13.0,,,6.0,6.0,7.0,,22.0,1.0,64.0,57.0,6.0,14.0,7.0,2.0,,44.0,10.0,13.0,2.0,,2.0,2.0,,140.0,2.0,,2.0,2.0,,1.0,12.0,,,2.0,2.0,,,,,7.0,,12.0,12.0,2.0,7.0,93.0,71.0,46.0,3.0,,8.0,3.0,3.0,387.0,,,2.0,1.0,,62.0,45.0,14.0,,,,,136.0,136.0,2.0,35.0,20.0,43.2,,1.0,13.0,0.0,,,,96.0,,2.0,2.0,,1.0,1.0,8.0,,,2.0,65.0,324.0,5.0,11.0,193.0,41.0,14.0,26.0,6.0,21.0,15.0,2.0,84.0,5.0,232.0,2.0,1.0,28.0,10.0,59.0,1.0,404.0,,0.0,11.0,20.0,3.0,16.0,3.0,613.0,,7.0,17.0,6.0,16.0,0.0
695170,27.0,2014-02-22 15:00:00,56,Sunderland,Away,175.0,12.0,,3.0,3.0,1.0,1.0,136.0,1.0,1.0,4.0,1.0,19.0,27.0,308.0,,,17.0,12.0,6.0,3.0,1.0,,,,1.0,,,1.0,,,,,4.0,,,,,2.0,2.0,6.0,6.0,3.0,4.0,,68.0,51.0,,,,4.0,11.0,1.0,8.0,,,3.0,6.0,3.0,,10.0,1.0,44.0,36.0,4.0,19.0,12.0,1.0,,50.0,11.0,10.0,,,4.0,3.0,1.0,125.0,,,,,,,1.0,,,,2.0,,,,,12.0,,9.0,9.0,,4.0,94.0,62.0,37.0,7.0,,2.0,2.0,3.0,354.0,,,2.0,,,51.0,44.0,22.0,,,,,103.0,103.0,4.0,21.0,17.0,35.2,,,15.0,0.0,,,,85.0,1.0,4.0,5.0,,,,3.0,,1.0,3.0,59.0,293.0,11.0,4.0,189.0,26.0,19.0,8.0,2.0,14.0,12.0,3.0,91.0,4.0,197.0,2.0,1.0,14.0,21.0,50.0,4.0,372.0,1.0,0.0,7.0,15.0,,19.0,1.0,530.0,22.0,9.0,5.0,3.0,11.0,0.0
695178,28.0,2014-05-07 19:45:00,56,Sunderland,Home,196.0,26.0,1.0,2.0,1.0,1.0,,145.0,5.0,,2.0,9.0,11.0,36.0,339.0,,1.0,17.0,16.0,20.0,7.0,1.0,,1.0,,,,,,,,,,9.0,,,,,,7.0,1.0,12.0,,,,78.0,65.0,3.0,1.0,2.0,4.0,14.0,3.0,6.0,,,5.0,6.0,1.0,,7.0,1.0,45.0,52.0,4.0,19.0,11.0,,,64.0,14.0,12.0,1.0,,2.0,,,157.0,2.0,,2.0,2.0,,,10.0,,,2.0,1.0,,,,1.0,11.0,,21.0,21.0,1.0,2.0,91.0,93.0,50.0,,1.0,3.0,7.0,4.0,418.0,,,5.0,3.0,,67.0,60.0,12.0,,,,,147.0,147.0,4.0,36.0,20.0,48.3,,1.0,14.0,0.0,,,,109.0,,3.0,3.0,,,1.0,3.0,1.0,,3.0,61.0,325.0,7.0,10.0,219.0,46.0,19.0,9.0,5.0,12.0,7.0,1.0,103.0,18.0,228.0,1.0,,38.0,13.0,64.0,,435.0,,0.0,10.0,15.0,1.0,29.0,0.0,617.0,,10.0,5.0,5.0,11.0,0.0
695184,29.0,2014-03-26 20:00:00,56,Sunderland,Away,102.0,23.0,2.0,4.0,2.0,7.0,1.0,164.0,6.0,2.0,4.0,6.0,4.0,32.0,262.0,,,17.0,16.0,11.0,8.0,2.0,,,,,,,,,,,,9.0,,1.0,,,1.0,7.0,9.0,12.0,,,,50.0,60.0,2.0,1.0,1.0,1.0,10.0,2.0,14.0,,,4.0,14.0,6.0,,11.0,,59.0,46.0,1.0,17.0,11.0,,,64.0,15.0,5.0,,1.0,1.0,1.0,,139.0,1.0,1.0,1.0,,1.0,,15.0,,,,1.0,,,,1.0,11.0,1.0,8.0,8.0,1.0,4.0,85.0,85.0,42.0,3.0,1.0,6.0,5.0,4.0,335.0,,,1.0,1.0,,51.0,76.0,13.0,,,,,152.0,152.0,3.0,28.0,19.0,39.0,1.0,,10.0,0.0,,,,75.0,3.0,2.0,5.0,,,,6.0,,,3.0,86.0,254.0,3.0,11.0,118.0,48.0,17.0,9.0,4.0,24.0,21.0,,129.0,23.0,255.0,2.0,2.0,22.0,4.0,57.0,2.0,349.0,,0.0,12.0,28.0,1.0,21.0,2.0,536.0,,11.0,3.0,4.0,24.0,0.0
695198,30.0,2014-03-15 15:00:00,56,Sunderland,Home,135.0,16.0,1.0,8.0,7.0,2.0,1.0,196.0,3.0,2.0,5.0,10.0,10.0,32.0,323.0,,,16.0,21.0,17.0,9.0,2.0,,1.0,,,,,,,,,,9.0,,1.0,,,6.0,7.0,4.0,8.0,,,,65.0,66.0,,,,,14.0,5.0,5.0,,1.0,6.0,12.0,11.0,,8.0,1.0,52.0,56.0,,12.0,5.0,,1.0,83.0,16.0,14.0,,,6.0,5.0,,161.0,,,,,,,8.0,,,,2.0,,,,,5.0,1.0,8.0,8.0,1.0,5.0,104.0,80.0,33.0,2.0,,7.0,4.0,2.0,422.0,,,1.0,1.0,,48.0,85.0,31.0,,,,,169.0,169.0,1.0,26.0,30.0,64.5,1.0,,14.0,0.0,,,,107.0,1.0,4.0,5.0,,,1.0,12.0,,,3.0,95.0,312.0,6.0,11.0,168.0,40.0,12.0,10.0,4.0,32.0,28.0,1.0,150.0,13.0,301.0,2.0,2.0,35.0,11.0,65.0,3.0,437.0,,0.0,19.0,18.0,,19.0,4.0,624.0,,8.0,7.0,6.0,16.0,0.0
695208,31.0,2014-03-22 15:00:00,56,Sunderland,Away,140.0,21.0,1.0,5.0,5.0,8.0,2.0,145.0,2.0,1.0,4.0,15.0,10.0,37.0,280.0,,,16.0,9.0,27.0,6.0,2.0,,,,,,,,,,,,5.0,,,,,2.0,10.0,5.0,10.0,,,,54.0,56.0,,,,4.0,13.0,3.0,6.0,,1.0,5.0,8.0,5.0,,7.0,3.0,45.0,68.0,4.0,24.0,14.0,1.0,,73.0,20.0,15.0,,,3.0,3.0,,154.0,,,,,,,7.0,,,,3.0,,,,2.0,14.0,,13.0,13.0,2.0,4.0,76.0,90.0,47.0,8.0,,4.0,4.0,2.0,345.0,,,1.0,1.0,,39.0,55.0,17.0,,,,,136.0,136.0,1.0,29.0,16.0,45.9,,,13.0,0.0,,,,84.0,2.0,4.0,6.0,1.0,,,4.0,,,3.0,70.0,265.0,7.0,8.0,157.0,38.0,24.0,13.0,4.0,19.0,16.0,,117.0,13.0,230.0,3.0,1.0,38.0,12.0,66.0,,368.0,,1.0,9.0,18.0,2.0,17.0,4.0,561.0,,15.0,8.0,5.0,13.0,0.0
