matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360671,21.0,2012-01-14 15:00:00,56,Sunderland,Away,143.0,15.0,1.0,6.0,5.0,1.0,,133.0,4.0,2.0,3.0,15.0,14.0,37.0,270.0,,,17.0,13.0,6.0,8.0,,1.0,,,,1.0,1.0,,,8.0,,,,,,,12.0,13.0,,56.0,52.0,3.0,3.0,,3.0,1.0,11.0,,2.0,8.0,9.0,,13.0,4.0,50.0,45.0,3.0,10.0,6.0,,,65.0,9.0,9.0,,,2.0,2.0,1.0,129.0,,,,,,,14.0,,,,1.0,,,,,11.0,,16.0,11.0,4.0,3.0,86.0,78.0,42.0,8.0,,5.0,3.0,3.0,,,6.0,,,52.0,37.0,22.0,,,,,,143.0,133.0,2.0,21.0,19.0,39.8,,,0.0,,,,79.0,2.0,4.0,,1.0,1.0,5.0,,3.0,51.0,8.0,166.0,29.0,20.0,13.0,2.0,21.0,19.0,1.0,89.0,7.0,205.0,1.0,2.0,29.0,15.0,63.0,,350.0,,0.0,9.0,21.0,1.0,20.0,1.0,538.0,8.0,9.0,2.0,17.0,0.0
360687,22.0,2012-01-21 15:00:00,56,Sunderland,Home,73.0,16.0,,4.0,4.0,1.0,,133.0,9.0,2.0,1.0,5.0,8.0,12.0,202.0,,,12.0,6.0,3.0,6.0,2.0,3.0,,,,,,,,13.0,,,,,1.0,1.0,5.0,11.0,,47.0,64.0,1.0,1.0,,2.0,6.0,14.0,,2.0,7.0,6.0,,9.0,2.0,45.0,42.0,2.0,12.0,6.0,,,59.0,10.0,6.0,,1.0,1.0,1.0,,132.0,2.0,,1.0,2.0,,,14.0,,,2.0,,,,,,9.0,1.0,22.0,15.0,3.0,1.0,53.0,72.0,31.0,4.0,2.0,3.0,7.0,3.0,,,6.0,2.0,,47.0,52.0,17.0,,,,,,152.0,142.0,5.0,28.0,26.0,30.9,1.0,,0.0,,,,56.0,2.0,1.0,,1.0,3.0,6.0,,3.0,59.0,10.0,95.0,36.0,22.0,11.0,1.0,15.0,14.0,3.0,101.0,6.0,208.0,1.0,2.0,26.0,8.0,39.0,1.0,288.0,,0.0,15.0,28.0,,20.0,0.0,489.0,13.0,5.0,2.0,23.0,0.0
360691,23.0,2012-02-01 20:00:00,56,Sunderland,Home,98.0,16.0,1.0,5.0,4.0,4.0,1.0,190.0,6.0,1.0,2.0,11.0,27.0,28.0,283.0,,,21.0,31.0,12.0,9.0,1.0,1.0,,,,,,,,10.0,,,,,,1.0,6.0,8.0,,61.0,54.0,1.0,1.0,1.0,1.0,4.0,2.0,,3.0,5.0,7.0,,11.0,1.0,58.0,62.0,1.0,18.0,11.0,,,83.0,6.0,14.0,1.0,,3.0,3.0,,161.0,1.0,,1.0,1.0,,,12.0,,,2.0,,,,,,19.0,,18.0,14.0,,2.0,78.0,82.0,38.0,6.0,1.0,3.0,8.0,5.0,,,4.0,2.0,,83.0,76.0,19.0,,,,,,188.0,171.0,1.0,23.0,25.0,49.1,,3.0,0.0,,,,95.0,1.0,1.0,,,1.0,3.0,,3.0,89.0,11.0,129.0,36.0,35.0,18.0,3.0,18.0,15.0,1.0,137.0,17.0,284.0,1.0,1.0,39.0,29.0,52.0,3.0,395.0,,0.0,12.0,26.0,,31.0,1.0,602.0,6.0,10.0,3.0,19.0,0.0
360706,24.0,2012-02-04 15:00:00,56,Sunderland,Away,129.0,10.0,1.0,4.0,3.0,,,123.0,4.0,1.0,,7.0,20.0,23.0,248.0,,,15.0,15.0,12.0,2.0,1.0,,,,,,,,,4.0,,,,,,,3.0,6.0,,63.0,60.0,2.0,1.0,1.0,1.0,2.0,3.0,,5.0,6.0,5.0,,16.0,2.0,44.0,53.0,1.0,19.0,12.0,,,65.0,7.0,11.0,,,1.0,1.0,,162.0,1.0,,1.0,1.0,,,13.0,,,1.0,1.0,,,,1.0,19.0,,23.0,13.0,1.0,,65.0,101.0,34.0,5.0,1.0,2.0,2.0,1.0,,,3.0,3.0,,56.0,48.0,13.0,,,,,,219.0,200.0,,28.0,25.0,51.1,,2.0,0.0,,,,77.0,1.0,2.0,,,,3.0,,1.0,47.0,4.0,160.0,26.0,38.0,8.0,5.0,17.0,12.0,,96.0,13.0,224.0,2.0,1.0,47.0,20.0,70.0,2.0,367.0,,0.0,6.0,26.0,,31.0,1.0,590.0,18.0,4.0,5.0,20.0,0.0
360715,25.0,2012-02-11 15:00:00,56,Sunderland,Home,121.0,10.0,3.0,4.0,1.0,2.0,,102.0,,,1.0,3.0,2.0,16.0,219.0,,,15.0,15.0,2.0,1.0,1.0,,,,,,,,1.0,7.0,,,,,,1.0,6.0,8.0,,46.0,38.0,,,,6.0,3.0,9.0,,7.0,10.0,2.0,,6.0,1.0,57.0,36.0,6.0,14.0,12.0,,,53.0,9.0,8.0,,,3.0,,,120.0,,,,,,,7.0,,,1.0,2.0,,,,,22.0,,14.0,12.0,1.0,1.0,61.0,58.0,24.0,3.0,1.0,1.0,1.0,3.0,,,6.0,1.0,,51.0,38.0,9.0,,,,,,157.0,137.0,,19.0,15.0,30.6,,1.0,0.0,,,,63.0,2.0,,,,,4.0,,1.0,44.0,2.0,140.0,24.0,34.0,23.0,7.0,19.0,12.0,,81.0,5.0,169.0,2.0,,26.0,2.0,42.0,2.0,290.0,,0.0,10.0,21.0,,24.0,2.0,485.0,8.0,5.0,7.0,15.0,0.0
360727,26.0,2012-02-25 15:00:00,56,Sunderland,Away,160.0,11.0,,2.0,2.0,3.0,1.0,132.0,2.0,,1.0,5.0,1.0,24.0,290.0,,,17.0,8.0,7.0,8.0,,1.0,,,,,,,,9.0,,,,,,1.0,13.0,7.0,,56.0,54.0,1.0,1.0,,7.0,2.0,12.0,,,11.0,9.0,,8.0,4.0,45.0,38.0,7.0,19.0,9.0,,1.0,56.0,8.0,6.0,,1.0,1.0,1.0,,130.0,,,,,,,5.0,,,,2.0,,,,,18.0,,12.0,12.0,,1.0,92.0,83.0,42.0,7.0,,4.0,4.0,3.0,,,4.0,1.0,,43.0,56.0,11.0,,,,,,164.0,145.0,2.0,28.0,20.0,39.4,,1.0,0.0,,,,91.0,3.0,3.0,,1.0,1.0,5.0,,3.0,56.0,8.0,178.0,26.0,38.0,14.0,,21.0,21.0,1.0,95.0,5.0,212.0,2.0,,21.0,1.0,46.0,1.0,369.0,,0.0,10.0,20.0,,31.0,1.0,583.0,10.0,5.0,,14.0,0.0
360733,27.0,2012-03-04 12:00:00,56,Sunderland,Away,97.0,9.0,,1.0,1.0,3.0,,74.0,6.0,,,4.0,12.0,10.0,170.0,1.0,,8.0,13.0,11.0,3.0,1.0,1.0,,,,,,,,5.0,1.0,,,,,1.0,16.0,14.0,,23.0,62.0,1.0,2.0,1.0,7.0,3.0,11.0,,4.0,7.0,2.0,,13.0,3.0,58.0,53.0,7.0,19.0,13.0,,,44.0,15.0,14.0,1.0,,2.0,1.0,,109.0,,,,,,,17.0,,,,3.0,,,,1.0,33.0,,19.0,15.0,2.0,,62.0,72.0,27.0,19.0,,,4.0,4.0,,,11.0,,,28.0,30.0,9.0,,1.0,1.0,1.0,1.0,180.0,146.0,3.0,32.0,18.0,36.9,,,0.0,,,,64.0,3.0,1.0,,1.0,1.0,1.0,,3.0,31.0,4.0,126.0,27.0,53.0,12.0,4.0,14.0,10.0,1.0,65.0,8.0,146.0,3.0,,26.0,14.0,36.0,2.0,258.0,1.0,2.0,8.0,23.0,1.0,13.0,4.0,488.0,7.0,5.0,4.0,19.0,0.0
360746,28.0,2012-03-10 15:00:00,56,Sunderland,Home,82.0,11.0,1.0,2.0,1.0,1.0,1.0,142.0,8.0,1.0,,15.0,17.0,20.0,222.0,,,13.0,20.0,8.0,5.0,1.0,,,,,,,,,4.0,,,,1.0,,1.0,3.0,7.0,,46.0,43.0,1.0,1.0,1.0,2.0,,7.0,,3.0,8.0,4.0,,12.0,2.0,60.0,60.0,2.0,20.0,9.0,,,69.0,13.0,15.0,1.0,,1.0,2.0,,136.0,,,,,,,18.0,,,1.0,,,,,,13.0,1.0,23.0,11.0,1.0,,72.0,87.0,38.0,2.0,,5.0,1.0,2.0,,,2.0,,,49.0,61.0,13.0,,,,,,184.0,165.0,2.0,18.0,20.0,38.2,1.0,,0.0,,,,70.0,2.0,1.0,,2.0,,5.0,,2.0,54.0,6.0,105.0,33.0,39.0,17.0,3.0,17.0,14.0,,103.0,8.0,236.0,,1.0,47.0,20.0,51.0,1.0,324.0,1.0,0.0,7.0,28.0,,18.0,1.0,536.0,12.0,9.0,3.0,16.0,0.0
360750,29.0,2012-03-20 20:00:00,56,Sunderland,Away,135.0,19.0,2.0,6.0,4.0,5.0,,161.0,7.0,,4.0,6.0,15.0,27.0,290.0,,1.0,9.0,18.0,18.0,1.0,1.0,,,,,,,,,1.0,,,,,,,9.0,7.0,,60.0,60.0,1.0,1.0,,2.0,,7.0,1.0,9.0,12.0,12.0,,8.0,1.0,45.0,55.0,2.0,19.0,11.0,,,66.0,11.0,12.0,,,1.0,3.0,,157.0,,,,,,,14.0,,,,,,,,2.0,22.0,,25.0,21.0,4.0,4.0,95.0,94.0,47.0,7.0,,1.0,1.0,1.0,,,4.0,4.0,,83.0,43.0,20.0,,,,,,183.0,168.0,3.0,17.0,30.0,54.6,,,0.0,,,,78.0,4.0,,,,,2.0,,2.0,63.0,2.0,155.0,37.0,34.0,4.0,8.0,35.0,27.0,,110.0,16.0,270.0,,,24.0,16.0,58.0,4.0,390.0,,0.0,3.0,24.0,1.0,12.0,1.0,594.0,10.0,1.0,9.0,13.0,0.0
360766,30.0,2012-03-24 15:00:00,56,Sunderland,Home,139.0,12.0,3.0,10.0,7.0,6.0,,202.0,5.0,,1.0,10.0,13.0,21.0,331.0,,,16.0,14.0,19.0,7.0,2.0,,,,1.0,,1.0,,,12.0,,,1.0,1.0,,1.0,3.0,8.0,,69.0,52.0,1.0,,1.0,2.0,5.0,6.0,,5.0,15.0,4.0,,7.0,,46.0,50.0,2.0,10.0,8.0,,,69.0,11.0,9.0,1.0,,1.0,,1.0,169.0,2.0,,2.0,2.0,,,8.0,,,3.0,1.0,,,,,17.0,2.0,18.0,14.0,1.0,1.0,95.0,88.0,45.0,2.0,2.0,6.0,5.0,4.0,,,5.0,5.0,,72.0,66.0,15.0,,,,,,174.0,161.0,2.0,19.0,27.0,51.5,2.0,,0.0,,,,96.0,,,,1.0,,8.0,1.0,3.0,85.0,11.0,161.0,26.0,23.0,14.0,5.0,24.0,19.0,,131.0,15.0,292.0,1.0,,37.0,15.0,52.0,2.0,429.0,,0.0,17.0,16.0,,24.0,2.0,627.0,16.0,6.0,5.0,10.0,0.0
360773,31.0,2012-03-31 15:00:00,56,Sunderland,Away,95.0,9.0,,2.0,2.0,,,122.0,3.0,,,8.0,6.0,16.0,215.0,,1.0,14.0,4.0,6.0,4.0,1.0,1.0,,,,,,,,8.0,,,,,,,14.0,12.0,,50.0,31.0,2.0,1.0,1.0,9.0,2.0,3.0,,5.0,6.0,7.0,,6.0,1.0,33.0,41.0,9.0,27.0,12.0,,,59.0,14.0,12.0,1.0,,,,,110.0,3.0,,2.0,3.0,,1.0,13.0,,,3.0,1.0,,,,,25.0,,5.0,3.0,2.0,,58.0,69.0,28.0,17.0,2.0,4.0,4.0,3.0,,,10.0,,,49.0,40.0,12.0,1.0,1.0,1.0,,,148.0,127.0,,16.0,12.0,35.9,,3.0,0.0,,,,76.0,1.0,3.0,,,1.0,4.0,,2.0,60.0,8.0,114.0,24.0,48.0,7.0,4.0,17.0,13.0,2.0,96.0,7.0,197.0,1.0,,25.0,7.0,42.0,,294.0,,0.0,9.0,22.0,1.0,17.0,1.0,483.0,8.0,1.0,5.0,16.0,0.0
360786,32.0,2012-04-07 12:45:00,56,Sunderland,Home,96.0,15.0,4.0,9.0,5.0,5.0,1.0,110.0,2.0,,,6.0,15.0,25.0,197.0,,,7.0,15.0,10.0,7.0,2.0,,,,,,,,,8.0,,,,,,2.0,6.0,10.0,,43.0,50.0,,,,2.0,5.0,10.0,,11.0,11.0,1.0,,17.0,1.0,61.0,46.0,2.0,18.0,12.0,,,48.0,13.0,10.0,,,3.0,3.0,,104.0,,,,,,,7.0,,,,2.0,,,,,19.0,,17.0,12.0,1.0,,59.0,60.0,34.0,4.0,,3.0,6.0,3.0,,,7.0,,,35.0,35.0,16.0,,,,,,140.0,126.0,,26.0,22.0,29.3,,1.0,0.0,,,,61.0,,1.0,,,,4.0,1.0,2.0,36.0,9.0,113.0,33.0,32.0,11.0,10.0,25.0,15.0,,74.0,17.0,179.0,2.0,,17.0,15.0,41.0,1.0,267.0,,0.0,12.0,22.0,1.0,13.0,2.0,456.0,4.0,4.0,11.0,15.0,0.0
360791,33.0,2012-04-09 15:00:00,56,Sunderland,Away,144.0,11.0,,5.0,5.0,1.0,,161.0,4.0,,1.0,7.0,19.0,28.0,300.0,,,17.0,16.0,11.0,3.0,,,,,,,,,,,,,,,,,12.0,11.0,,64.0,54.0,,,,4.0,,10.0,,2.0,11.0,5.0,,7.0,1.0,56.0,39.0,4.0,12.0,7.0,,,71.0,12.0,6.0,,,,,,139.0,,,,,,,18.0,,,,1.0,,,,,12.0,,24.0,24.0,1.0,1.0,95.0,99.0,40.0,5.0,,3.0,,,,,8.0,2.0,1.0,75.0,47.0,11.0,,,,,,161.0,153.0,,23.0,22.0,41.5,,,0.0,,,,90.0,1.0,1.0,,,,3.0,,3.0,67.0,3.0,162.0,28.0,20.0,17.0,2.0,18.0,16.0,,113.0,11.0,244.0,1.0,,28.0,19.0,61.0,3.0,388.0,,0.0,3.0,16.0,1.0,22.0,2.0,579.0,10.0,6.0,2.0,13.0,0.0
360806,34.0,2012-04-14 15:00:00,56,Sunderland,Home,122.0,25.0,2.0,6.0,4.0,5.0,,168.0,3.0,,3.0,6.0,16.0,19.0,284.0,,,19.0,8.0,7.0,13.0,1.0,2.0,,,,,,,,12.0,,,,,,2.0,6.0,5.0,,50.0,51.0,3.0,3.0,,2.0,2.0,2.0,,8.0,12.0,10.0,,7.0,2.0,29.0,46.0,2.0,22.0,14.0,,1.0,61.0,4.0,12.0,,,4.0,5.0,,148.0,,,,,,,9.0,,,,2.0,,,,,19.0,,12.0,7.0,4.0,3.0,83.0,86.0,42.0,4.0,,9.0,5.0,3.0,,,2.0,2.0,,57.0,51.0,24.0,,,,,,163.0,152.0,2.0,26.0,15.0,51.1,,1.0,0.0,,,,82.0,3.0,2.0,,3.0,2.0,10.0,,1.0,86.0,14.0,142.0,42.0,33.0,13.0,8.0,35.0,27.0,2.0,117.0,10.0,256.0,2.0,,18.0,18.0,43.0,1.0,363.0,,0.0,15.0,22.0,1.0,26.0,0.0,585.0,13.0,5.0,8.0,17.0,0.0
360810,35.0,2012-04-21 15:00:00,56,Sunderland,Away,116.0,8.0,3.0,7.0,4.0,1.0,,188.0,4.0,,3.0,6.0,10.0,28.0,297.0,,,22.0,20.0,15.0,9.0,2.0,1.0,,,,,,,,11.0,,,,,,,5.0,8.0,,54.0,58.0,2.0,3.0,,4.0,4.0,8.0,,5.0,12.0,4.0,,13.0,1.0,57.0,51.0,4.0,13.0,4.0,,1.0,84.0,9.0,11.0,,,3.0,4.0,,154.0,,,,,,,12.0,,,,4.0,,,,1.0,10.0,,9.0,6.0,2.0,4.0,95.0,97.0,43.0,8.0,,5.0,6.0,3.0,,,5.0,1.0,,72.0,67.0,17.0,,,,,,188.0,175.0,2.0,22.0,22.0,55.4,,,0.0,,,,99.0,2.0,2.0,1.0,,1.0,6.0,,1.0,103.0,11.0,139.0,14.0,26.0,11.0,5.0,25.0,20.0,1.0,154.0,3.0,288.0,4.0,1.0,35.0,11.0,57.0,2.0,402.0,,1.0,13.0,22.0,1.0,29.0,1.0,616.0,12.0,3.0,5.0,15.0,0.0
360824,36.0,2012-04-28 15:00:00,56,Sunderland,Home,110.0,9.0,,6.0,6.0,5.0,2.0,175.0,5.0,1.0,4.0,16.0,3.0,30.0,279.0,,2.0,15.0,23.0,14.0,7.0,1.0,,1.0,,,,1.0,,,9.0,,,,,,1.0,10.0,6.0,,65.0,62.0,1.0,,1.0,2.0,3.0,10.0,,7.0,14.0,2.0,,15.0,2.0,65.0,54.0,2.0,21.0,10.0,,,83.0,9.0,17.0,1.0,,5.0,3.0,1.0,165.0,1.0,,1.0,1.0,,,12.0,,,1.0,4.0,,,,1.0,21.0,,20.0,13.0,2.0,4.0,82.0,110.0,62.0,5.0,1.0,6.0,3.0,3.0,,,3.0,2.0,,60.0,43.0,20.0,,,,,,182.0,165.0,3.0,26.0,22.0,52.0,,,0.0,,,,63.0,2.0,2.0,,1.0,,6.0,,2.0,76.0,9.0,130.0,17.0,38.0,14.0,5.0,24.0,19.0,,124.0,14.0,269.0,5.0,1.0,42.0,4.0,59.0,2.0,375.0,,0.0,12.0,18.0,4.0,18.0,1.0,596.0,13.0,5.0,7.0,13.0,0.0
360833,37.0,2012-05-06 14:00:00,56,Sunderland,Away,205.0,25.0,,4.0,4.0,,1.0,209.0,3.0,2.0,7.0,1.0,22.0,38.0,410.0,,,18.0,8.0,4.0,6.0,2.0,1.0,,2.0,,,2.0,,,9.0,,,,,,1.0,14.0,8.0,,77.0,58.0,1.0,1.0,,1.0,2.0,9.0,1.0,2.0,4.0,6.0,1.0,11.0,1.0,47.0,37.0,1.0,13.0,8.0,,,68.0,13.0,8.0,,,4.0,2.0,2.0,126.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,14.0,,17.0,16.0,,7.0,121.0,88.0,55.0,8.0,,3.0,6.0,6.0,,,9.0,2.0,,78.0,45.0,18.0,,,,,,125.0,112.0,4.0,23.0,23.0,43.2,,,0.0,,,,136.0,6.0,,,,1.0,5.0,,2.0,89.0,9.0,215.0,42.0,26.0,12.0,2.0,14.0,12.0,1.0,116.0,1.0,259.0,1.0,2.0,7.0,23.0,56.0,3.0,460.0,,0.0,13.0,19.0,,22.0,0.0,664.0,19.0,6.0,2.0,17.0,0.0
360844,38.0,2012-05-13 15:00:00,56,Sunderland,Home,111.0,16.0,1.0,3.0,2.0,2.0,,146.0,4.0,1.0,3.0,7.0,11.0,29.0,254.0,,,15.0,11.0,13.0,4.0,1.0,,,,,,,,,6.0,,,,,,1.0,13.0,8.0,,62.0,47.0,,,,3.0,4.0,7.0,,1.0,5.0,5.0,,14.0,3.0,56.0,46.0,3.0,16.0,7.0,,,56.0,14.0,11.0,,,1.0,2.0,,123.0,,,,,,,9.0,,,,2.0,,,,,12.0,,21.0,15.0,1.0,5.0,81.0,73.0,32.0,9.0,,2.0,3.0,2.0,,,4.0,,,43.0,58.0,11.0,,,,,,146.0,135.0,2.0,20.0,14.0,35.5,,1.0,0.0,,,,71.0,5.0,1.0,,,,2.0,,3.0,54.0,5.0,132.0,32.0,27.0,12.0,1.0,13.0,12.0,,89.0,11.0,218.0,2.0,1.0,23.0,14.0,55.0,,337.0,,0.0,8.0,20.0,,20.0,3.0,525.0,6.0,2.0,1.0,17.0,0.0
