matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284207,21,2010-03-09 19:45:00,56,Sunderland,Home,113.0,10.0,1.0,4.0,3.0,9.0,,170.0,8.0,,4.0,15.0,12.0,32.0,279.0,,2.0,21.0,21.0,25.0,8.0,,,3.0,,,,,,,,,,,,1.0,,,,1.0,,5.0,7.0,,,51.0,1.0,3.0,,8.0,,2.0,7.0,7.0,,23.0,1.0,71.0,80.0,3.0,25.0,15.0,,,69.0,14.0,11.0,4.0,1.0,,,,3.0,,2.0,3.0,,,11.0,,3.0,,24.0,1.0,24.0,24.0,2.0,4.0,107.0,59.0,7.0,,4.0,7.0,8.0,,3.0,,34.0,80.0,17.0,,,,1.0,192.0,162.0,1.0,16.0,22.0,50.9,1.0,1.0,0.0,1.0,,,,3.0,5.0,,3.0,76.0,,11.0,130.0,33.0,55.0,11.0,2.0,16.0,14.0,,124.0,24.0,271.0,3.0,,32.0,13.0,58.0,4.0,385.0,,0.0,13.0,38.0,7.0,29.0,2.0,689.0,,6.0,2.0,29.0,0.0
284213,22,2010-01-16 15:00:00,56,Sunderland,Away,70.0,14.0,1.0,6.0,5.0,,,138.0,6.0,,4.0,7.0,9.0,23.0,202.0,,,12.0,9.0,13.0,4.0,,,,,,,,,,,,,,,,,,,,,20.0,9.0,,,50.0,,5.0,,10.0,,1.0,3.0,11.0,,12.0,4.0,44.0,44.0,5.0,23.0,9.0,,,74.0,10.0,4.0,1.0,,,,,1.0,,1.0,1.0,,,12.0,,5.0,,21.0,,22.0,22.0,4.0,4.0,79.0,42.0,15.0,1.0,3.0,2.0,3.0,,6.0,,44.0,34.0,25.0,,,,,144.0,123.0,,16.0,20.0,30.7,,3.0,0.0,2.0,2.0,,1.0,,3.0,,2.0,58.0,,5.0,84.0,38.0,44.0,7.0,1.0,16.0,15.0,,110.0,9.0,217.0,5.0,,18.0,9.0,53.0,1.0,285.0,1.0,0.0,6.0,23.0,1.0,20.0,1.0,530.0,,4.0,1.0,12.0,0.0
284229,23,2010-01-27 20:00:00,56,Sunderland,Away,79.0,14.0,5.0,9.0,4.0,6.0,,145.0,4.0,,1.0,9.0,11.0,24.0,215.0,,,22.0,20.0,18.0,3.0,3.0,,,,,,,,,,,,,,,,,,,1.0,7.0,4.0,,,58.0,,,,5.0,1.0,8.0,9.0,12.0,,18.0,2.0,70.0,55.0,,27.0,13.0,,,101.0,19.0,10.0,,,,,,,,,,,,7.0,,1.0,,24.0,,25.0,25.0,1.0,1.0,102.0,41.0,3.0,,4.0,2.0,3.0,,2.0,,62.0,41.0,29.0,,,,,223.0,203.0,4.0,21.0,21.0,45.8,,,0.0,2.0,2.0,,,,5.0,,3.0,67.0,,6.0,105.0,34.0,47.0,12.0,8.0,30.0,22.0,,145.0,18.0,275.0,1.0,,39.0,13.0,64.0,2.0,350.0,1.0,0.0,8.0,23.0,,38.0,1.0,649.0,,4.0,8.0,20.0,0.0
284237,24,2010-02-01 20:00:00,56,Sunderland,Home,99.0,13.0,3.0,7.0,4.0,6.0,,163.0,4.0,1.0,2.0,12.0,13.0,29.0,255.0,,,21.0,21.0,21.0,6.0,,,,,,,1.0,1.0,,,,,,,,,,,,,6.0,,,,45.0,,1.0,3.0,3.0,1.0,7.0,11.0,20.0,,16.0,1.0,50.0,66.0,1.0,27.0,16.0,,,109.0,8.0,15.0,,2.0,,,1.0,,,,,,,7.0,,,1.0,32.0,,23.0,23.0,4.0,2.0,99.0,44.0,4.0,,1.0,5.0,3.0,,3.0,,74.0,48.0,49.0,,,,,224.0,199.0,1.0,15.0,22.0,57.2,,2.0,0.0,3.0,,,2.0,,1.0,1.0,3.0,72.0,,6.0,118.0,44.0,52.0,7.0,6.0,39.0,33.0,,153.0,18.0,306.0,,1.0,36.0,13.0,68.0,,385.0,,0.0,7.0,26.0,1.0,34.0,2.0,673.0,,4.0,7.0,19.0,0.0
284248,25,2010-02-06 15:00:00,56,Sunderland,Home,81.0,18.0,,5.0,5.0,5.0,,158.0,6.0,1.0,3.0,13.0,14.0,24.0,234.0,,,23.0,13.0,28.0,8.0,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,8.0,8.0,,,46.0,,1.0,6.0,10.0,,2.0,12.0,9.0,,15.0,1.0,53.0,73.0,1.0,19.0,10.0,,,101.0,12.0,15.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,12.0,,1.0,1.0,15.0,1.0,19.0,19.0,2.0,3.0,102.0,49.0,3.0,,4.0,5.0,4.0,,4.0,,59.0,35.0,34.0,,,,,192.0,176.0,3.0,13.0,22.0,54.5,,,0.0,2.0,,,2.0,1.0,4.0,1.0,2.0,82.0,,9.0,100.0,39.0,35.0,12.0,2.0,27.0,25.0,,149.0,27.0,277.0,1.0,1.0,32.0,17.0,53.0,3.0,350.0,,0.0,14.0,22.0,3.0,32.0,4.0,621.0,,8.0,2.0,15.0,0.0
284252,26,2010-02-09 19:45:00,56,Sunderland,Away,91.0,12.0,1.0,4.0,3.0,1.0,,154.0,3.0,,5.0,4.0,9.0,21.0,241.0,,1.0,11.0,16.0,18.0,8.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,9.0,8.0,,,55.0,,1.0,3.0,10.0,,4.0,8.0,9.0,,13.0,2.0,56.0,59.0,1.0,32.0,16.0,,,66.0,17.0,10.0,1.0,,,,,,,,,,,12.0,,1.0,2.0,33.0,1.0,11.0,10.0,2.0,6.0,77.0,41.0,8.0,,5.0,4.0,2.0,,6.0,,34.0,55.0,19.0,,,,1.0,158.0,131.0,1.0,23.0,19.0,44.8,1.0,1.0,0.0,4.0,,1.0,3.0,,6.0,,3.0,77.0,,9.0,106.0,25.0,59.0,10.0,4.0,22.0,18.0,,121.0,6.0,232.0,1.0,,17.0,10.0,43.0,7.0,316.0,,2.0,11.0,23.0,1.0,17.0,0.0,590.0,,8.0,4.0,19.0,0.0
284260,27,2010-02-20 15:00:00,56,Sunderland,Away,81.0,13.0,1.0,2.0,1.0,3.0,,85.0,7.0,,1.0,10.0,7.0,25.0,164.0,,1.0,13.0,7.0,18.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,15.0,9.0,,,56.0,,3.0,1.0,17.0,,1.0,4.0,3.0,,13.0,4.0,52.0,52.0,3.0,27.0,15.0,,3.0,69.0,12.0,9.0,,,,,1.0,,,,,,,14.0,,2.0,2.0,24.0,,26.0,25.0,4.0,1.0,91.0,42.0,7.0,,2.0,1.0,3.0,,7.0,,19.0,30.0,14.0,1.0,1.0,1.0,,150.0,133.0,,27.0,18.0,32.2,,,0.0,4.0,1.0,,,,3.0,,3.0,27.0,,3.0,94.0,32.0,44.0,7.0,1.0,10.0,9.0,,86.0,23.0,175.0,2.0,,31.0,9.0,52.0,3.0,259.0,,0.0,7.0,23.0,5.0,15.0,5.0,512.0,,2.0,1.0,16.0,0.0
284278,28,2010-02-28 15:00:00,56,Sunderland,Home,92.0,22.0,2.0,8.0,6.0,8.0,,165.0,3.0,1.0,4.0,11.0,8.0,39.0,249.0,,,25.0,17.0,24.0,8.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,3.0,,,44.0,,1.0,1.0,1.0,,2.0,8.0,11.0,,8.0,,45.0,56.0,1.0,14.0,7.0,,,113.0,18.0,15.0,,1.0,,,1.0,,,,,,,6.0,,1.0,3.0,13.0,,32.0,32.0,2.0,4.0,106.0,45.0,2.0,,5.0,3.0,4.0,,2.0,,68.0,46.0,32.0,,,,,190.0,178.0,2.0,16.0,17.0,43.8,,,0.0,,,,1.0,,7.0,,3.0,86.0,,8.0,99.0,53.0,26.0,7.0,2.0,22.0,20.0,,181.0,25.0,313.0,1.0,1.0,35.0,9.0,80.0,1.0,390.0,,0.0,12.0,14.0,2.0,31.0,3.0,621.0,,3.0,2.0,13.0,0.0
284281,29,2010-03-24 19:45:00,56,Sunderland,Away,109.0,17.0,2.0,3.0,1.0,2.0,,154.0,11.0,,2.0,15.0,12.0,31.0,260.0,,1.0,20.0,36.0,19.0,8.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,12.0,4.0,,,63.0,,4.0,2.0,6.0,,7.0,6.0,2.0,,14.0,3.0,69.0,57.0,4.0,29.0,15.0,,,73.0,7.0,8.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,12.0,,,,32.0,,18.0,16.0,1.0,2.0,100.0,55.0,6.0,,5.0,5.0,3.0,,3.0,,52.0,61.0,15.0,,,,,178.0,157.0,1.0,23.0,27.0,52.0,,1.0,0.0,2.0,1.0,,,1.0,5.0,,2.0,77.0,,10.0,135.0,34.0,50.0,15.0,5.0,15.0,10.0,,127.0,16.0,250.0,,,42.0,13.0,67.0,4.0,370.0,,0.0,10.0,21.0,1.0,29.0,0.0,647.0,,9.0,7.0,15.0,0.0
284298,30,2010-03-14 16:00:00,56,Sunderland,Home,92.0,24.0,,4.0,4.0,4.0,,143.0,5.0,,,14.0,5.0,27.0,231.0,,,9.0,22.0,22.0,8.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,10.0,7.0,,,60.0,,1.0,5.0,10.0,,3.0,4.0,7.0,,16.0,,63.0,68.0,1.0,22.0,9.0,,,97.0,12.0,10.0,1.0,,,,1.0,1.0,,1.0,1.0,,,13.0,,,,18.0,,30.0,29.0,5.0,,126.0,55.0,7.0,,3.0,6.0,4.0,,5.0,,51.0,50.0,22.0,,,,,182.0,171.0,,19.0,35.0,45.0,,,0.0,5.0,1.0,,,1.0,6.0,,3.0,56.0,,9.0,107.0,58.0,33.0,9.0,3.0,17.0,14.0,,129.0,15.0,266.0,,,49.0,5.0,65.0,2.0,356.0,,0.0,15.0,30.0,4.0,13.0,2.0,632.0,,6.0,3.0,20.0,0.0
284308,31,2010-03-20 15:00:00,56,Sunderland,Home,85.0,8.0,1.0,3.0,2.0,4.0,,126.0,3.0,,2.0,5.0,12.0,22.0,208.0,,1.0,15.0,18.0,13.0,7.0,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,19.0,7.0,,,52.0,,1.0,6.0,11.0,,6.0,7.0,10.0,,14.0,6.0,58.0,57.0,1.0,26.0,12.0,,,68.0,8.0,9.0,3.0,,,,1.0,2.0,,2.0,2.0,,,12.0,,,,22.0,,24.0,23.0,1.0,2.0,87.0,31.0,10.0,,2.0,8.0,7.0,,8.0,,47.0,63.0,21.0,,,,,190.0,171.0,3.0,19.0,22.0,43.5,,1.0,0.0,7.0,1.0,,1.0,,3.0,,3.0,62.0,,10.0,113.0,19.0,45.0,15.0,5.0,23.0,18.0,,109.0,9.0,222.0,,,34.0,12.0,51.0,2.0,312.0,,0.0,16.0,27.0,4.0,30.0,0.0,612.0,,8.0,7.0,20.0,0.0
284315,32,2010-03-28 16:00:00,56,Sunderland,Away,109.0,11.0,1.0,2.0,1.0,7.0,,104.0,10.0,,,4.0,14.0,18.0,211.0,,1.0,14.0,15.0,15.0,4.0,,,,,2.0,,,2.0,,,,,,,,,,,,1.0,17.0,12.0,,,46.0,,3.0,,10.0,,2.0,4.0,1.0,,16.0,1.0,55.0,64.0,3.0,25.0,11.0,,,67.0,9.0,11.0,,,,,2.0,,,,,,,14.0,,,1.0,23.0,,25.0,25.0,4.0,,77.0,38.0,9.0,,2.0,2.0,2.0,,9.0,,39.0,38.0,21.0,,,,,170.0,151.0,3.0,19.0,17.0,36.8,,,0.0,3.0,3.0,,,,5.0,,3.0,54.0,,4.0,130.0,32.0,44.0,10.0,2.0,8.0,6.0,,109.0,21.0,192.0,,,23.0,17.0,47.0,,314.0,,0.0,7.0,34.0,5.0,30.0,1.0,585.0,,4.0,2.0,19.0,0.0
284329,33,2010-04-03 15:00:00,56,Sunderland,Home,95.0,10.0,4.0,10.0,6.0,2.0,,165.0,4.0,1.0,1.0,8.0,16.0,16.0,250.0,,,16.0,18.0,15.0,7.0,2.0,,,,,,,,,,,,,,1.0,2.0,,,,1.0,8.0,6.0,,,64.0,,6.0,2.0,7.0,,6.0,10.0,8.0,,10.0,5.0,59.0,66.0,6.0,20.0,9.0,,,80.0,18.0,15.0,2.0,,,,,1.0,,1.0,1.0,,,11.0,,1.0,,13.0,1.0,24.0,24.0,,1.0,92.0,38.0,6.0,1.0,1.0,9.0,11.0,,3.0,,49.0,69.0,24.0,,,,3.0,158.0,145.0,1.0,27.0,24.0,53.9,,1.0,0.0,5.0,1.0,,2.0,,1.0,,3.0,77.0,,10.0,112.0,25.0,33.0,15.0,5.0,27.0,22.0,,137.0,11.0,265.0,1.0,1.0,26.0,18.0,48.0,2.0,350.0,,0.0,14.0,27.0,4.0,19.0,2.0,634.0,,9.0,6.0,16.0,0.0
284337,34,2010-04-10 15:00:00,56,Sunderland,Away,104.0,25.0,5.0,6.0,1.0,2.0,,167.0,3.0,,2.0,8.0,14.0,33.0,265.0,,1.0,24.0,25.0,20.0,4.0,1.0,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,5.0,7.0,,,56.0,,2.0,4.0,5.0,,7.0,10.0,8.0,,11.0,1.0,68.0,59.0,2.0,18.0,11.0,,,112.0,21.0,13.0,,,,,1.0,,,,,,,6.0,,2.0,1.0,18.0,,16.0,16.0,,2.0,114.0,39.0,2.0,,3.0,2.0,3.0,,2.0,,78.0,68.0,18.0,,,,,196.0,187.0,,21.0,19.0,56.2,,,0.0,,2.0,,,2.0,3.0,,3.0,76.0,,5.0,117.0,47.0,27.0,10.0,7.0,28.0,21.0,,154.0,16.0,309.0,2.0,,46.0,15.0,84.0,1.0,398.0,,0.0,10.0,23.0,4.0,34.0,3.0,652.0,,3.0,7.0,14.0,0.0
284347,35,2010-04-17 15:00:00,56,Sunderland,Home,77.0,15.0,1.0,7.0,6.0,3.0,,138.0,4.0,2.0,1.0,14.0,7.0,28.0,208.0,,4.0,18.0,16.0,22.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,7.0,,,39.0,,1.0,2.0,2.0,,3.0,9.0,5.0,,15.0,1.0,55.0,63.0,1.0,22.0,13.0,,,84.0,14.0,17.0,2.0,,,,,2.0,,2.0,2.0,,,17.0,,1.0,,30.0,1.0,21.0,21.0,,1.0,93.0,43.0,3.0,,4.0,10.0,9.0,,2.0,,32.0,51.0,23.0,,,,,190.0,165.0,,13.0,17.0,49.2,1.0,1.0,0.0,,1.0,,4.0,,6.0,1.0,3.0,70.0,,14.0,96.0,31.0,47.0,15.0,3.0,21.0,18.0,,128.0,13.0,229.0,1.0,2.0,37.0,11.0,59.0,3.0,304.0,,0.0,17.0,17.0,6.0,34.0,3.0,579.0,,7.0,3.0,11.0,0.0
284356,36,2010-04-24 15:00:00,56,Sunderland,Away,60.0,16.0,1.0,5.0,4.0,7.0,,148.0,6.0,,3.0,4.0,11.0,16.0,203.0,1.0,1.0,16.0,16.0,12.0,8.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,6.0,9.0,,,46.0,,3.0,,7.0,,6.0,13.0,7.0,,23.0,2.0,70.0,53.0,3.0,29.0,17.0,,,79.0,17.0,12.0,1.0,,,,1.0,1.0,,,1.0,,,9.0,,,,34.0,,19.0,19.0,3.0,3.0,81.0,36.0,3.0,,5.0,4.0,5.0,,4.0,,43.0,69.0,23.0,,1.0,1.0,,173.0,146.0,2.0,15.0,21.0,45.4,,2.0,0.0,1.0,4.0,,2.0,2.0,6.0,,3.0,71.0,,9.0,70.0,31.0,56.0,16.0,6.0,29.0,23.0,,121.0,12.0,239.0,1.0,,31.0,12.0,53.0,2.0,280.0,1.0,1.0,11.0,20.0,4.0,26.0,3.0,569.0,,9.0,6.0,15.0,0.0
284367,37,2010-05-02 16:00:00,56,Sunderland,Home,105.0,24.0,3.0,8.0,5.0,4.0,,195.0,3.0,,3.0,6.0,5.0,23.0,292.0,,,16.0,12.0,10.0,5.0,3.0,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,,,76.0,,5.0,2.0,6.0,1.0,9.0,13.0,12.0,,21.0,3.0,59.0,54.0,5.0,13.0,3.0,,,80.0,11.0,9.0,,1.0,,,,,,,,,,13.0,,2.0,,10.0,,21.0,21.0,5.0,3.0,98.0,35.0,4.0,,6.0,2.0,1.0,,5.0,,58.0,67.0,28.0,,,,,197.0,182.0,2.0,27.0,37.0,48.3,,,0.0,3.0,1.0,,1.0,,8.0,,3.0,92.0,,8.0,126.0,50.0,28.0,12.0,9.0,35.0,26.0,,145.0,9.0,310.0,2.0,,37.0,6.0,60.0,1.0,401.0,,0.0,11.0,33.0,1.0,19.0,3.0,703.0,,2.0,9.0,24.0,0.0
284379,38,2010-05-09 16:00:00,56,Sunderland,Away,82.0,12.0,,2.0,2.0,10.0,,132.0,6.0,2.0,1.0,9.0,5.0,16.0,212.0,,2.0,24.0,11.0,22.0,7.0,,,,,1.0,,,2.0,,,,,,,,,,,1.0,1.0,11.0,7.0,,,54.0,,5.0,1.0,4.0,,1.0,6.0,8.0,,10.0,2.0,53.0,60.0,5.0,22.0,14.0,,1.0,75.0,20.0,12.0,1.0,,,,2.0,1.0,,1.0,1.0,,,16.0,,3.0,1.0,26.0,1.0,19.0,19.0,3.0,1.0,89.0,33.0,4.0,,5.0,3.0,4.0,,2.0,,44.0,36.0,27.0,1.0,1.0,1.0,,166.0,152.0,,22.0,19.0,44.7,1.0,,0.0,5.0,,2.0,1.0,,6.0,,3.0,63.0,,8.0,109.0,34.0,36.0,14.0,1.0,15.0,14.0,,115.0,17.0,221.0,3.0,2.0,41.0,6.0,56.0,4.0,315.0,,2.0,11.0,21.0,5.0,27.0,0.0,575.0,,5.0,1.0,16.0,0.0
