playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,goalAssists,offsides,substituteOn,successfulCrossesAndCorners,unsuccessfulLayoffs,rightFootGoals,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,penaltiesTaken,leftFootGoals,attemptsFromSetPieces,penaltyGoals,hitWoodwork,ownGoalScored,setPiecesGoals,penaltiesConceded,successfulCornersIntoBox,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalkeeperSmother,crossesNotClaimed
37417,Bjørn Helge Riise,Midfielder,Fulham,54,Norway,2010-11,4.0,0.0,,,2.0,,1.0,4.0,3.0,1.0,,,5.0,,13.0,,,,,26.0,,2.0,,2.0,8.0,,,,,,,4.0,3.0,,0.0,6.0,,5.0,5.0,3.0,1.0,,,5.0,,,2.0,2.0,6.0,,0.0,12.0,,,11.0,1.0,,,2.0,,1.0,,,3.0,22.0,,,1.0,3.0,,0.0,1.0,1.0,,,,,3.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Damien Duff,Midfielder,Fulham,54,Ireland,2010-11,79.0,0.0,18.0,9.0,35.0,21.0,3.0,90.0,24.0,36.0,,22.0,103.0,75.0,637.0,4.0,1.0,10.0,7.0,1882.0,9.0,94.0,4.0,93.0,519.0,51.0,3.0,27.0,5.0,23.0,20.0,70.0,111.0,45.0,2.0,173.0,3.0,167.0,104.0,24.0,9.0,,16.0,372.0,16.0,,119.0,48.0,163.0,1.0,0.0,630.0,12.0,19.0,313.0,26.0,13.0,3.0,138.0,16.0,21.0,,15.0,221.0,1115.0,21.0,9.0,13.0,198.0,2.0,3.0,13.0,21.0,21.0,,2.0,7.0,2.0,36.0,3.0,1.0,47.0,32.0,,3.0,,,2.0,,,1.0,13.0,,,,,,,,,,,,,,,,
1812,Danny Murphy,Midfielder,Fulham,54,England,2010-11,212.0,0.0,11.0,2.0,117.0,17.0,24.0,351.0,37.0,106.0,,37.0,466.0,12.0,2330.0,,,55.0,7.0,3130.0,37.0,187.0,6.0,169.0,1691.0,11.0,1.0,45.0,14.0,37.0,38.0,175.0,603.0,34.0,0.0,399.0,,908.0,230.0,37.0,33.0,,11.0,1131.0,32.0,,64.0,78.0,344.0,18.0,0.0,2209.0,15.0,9.0,650.0,84.0,18.0,10.0,559.0,50.0,103.0,1.0,173.0,260.0,2922.0,,16.0,48.0,754.0,2.0,8.0,115.0,81.0,1.0,,4.0,,,21.0,4.0,,33.0,21.0,,,4.0,,,,,,7.0,,,,,,,,,,,,,,,,
10454,Dickson Etuhu,Midfielder,Fulham,54,Nigeria,2010-11,106.0,0.0,2.0,9.0,70.0,18.0,6.0,179.0,28.0,42.0,,23.0,190.0,1.0,949.0,2.0,1.0,69.0,5.0,1970.0,26.0,128.0,4.0,85.0,738.0,35.0,,19.0,2.0,37.0,27.0,80.0,248.0,9.0,0.0,234.0,1.0,349.0,101.0,28.0,17.0,,5.0,449.0,23.0,,1.0,25.0,165.0,43.0,0.0,943.0,9.0,6.0,249.0,53.0,6.0,10.0,244.0,41.0,58.0,,21.0,108.0,1236.0,,7.0,19.0,312.0,2.0,3.0,11.0,54.0,2.0,,2.0,,5.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59325,Gaël Kakuta,Midfielder,Fulham,54,DR Congo,2010-11,32.0,0.0,2.0,5.0,5.0,12.0,8.0,40.0,12.0,17.0,,3.0,47.0,13.0,178.0,1.0,1.0,9.0,,351.0,7.0,19.0,1.0,17.0,125.0,17.0,,9.0,,2.0,4.0,25.0,28.0,4.0,0.0,51.0,0.0,52.0,24.0,12.0,3.0,,11.0,94.0,3.0,,16.0,20.0,42.0,2.0,0.0,177.0,7.0,7.0,97.0,2.0,8.0,,63.0,1.0,4.0,,6.0,35.0,282.0,,2.0,1.0,44.0,,0.0,7.0,11.0,5.0,5.0,,,9.0,7.0,,,5.0,2.0,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
1863,Jonathan Greening,Midfielder,Fulham,54,England,2010-11,24.0,0.0,1.0,1.0,14.0,1.0,,32.0,10.0,10.0,,6.0,36.0,11.0,336.0,,,17.0,2.0,528.0,5.0,32.0,1.0,20.0,283.0,6.0,,6.0,3.0,6.0,7.0,19.0,95.0,3.0,0.0,56.0,,101.0,39.0,10.0,3.0,,,181.0,6.0,,17.0,4.0,39.0,12.0,0.0,331.0,,2.0,66.0,11.0,3.0,1.0,77.0,8.0,17.0,,17.0,63.0,428.0,1.0,3.0,3.0,130.0,,2.0,4.0,8.0,6.0,,2.0,,4.0,11.0,,,9.0,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,
46967,Kagisho Dikgacoi,Midfielder,Fulham,54,South Africa,2010-11,,0.0,,,,,,1.0,1.0,,,,1.0,,5.0,,,,,4.0,,,,,3.0,,,,,,,,2.0,,0.0,,,2.0,,1.0,,,,3.0,,,,,,,0.0,5.0,,,1.0,,,,1.0,,,,1.0,,5.0,,,,1.0,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39104,Mousa Dembélé,Midfielder,Fulham,54,Belgium,2010-11,210.0,0.0,20.0,11.0,41.0,27.0,5.0,138.0,24.0,58.0,,22.0,148.0,15.0,799.0,3.0,,73.0,4.0,1922.0,46.0,162.0,5.0,135.0,637.0,,1.0,36.0,1.0,15.0,27.0,164.0,,46.0,,372.0,,,89.0,24.0,7.0,,30.0,512.0,22.0,,15.0,,299.0,27.0,0.0,,16.0,11.0,,34.0,48.0,1.0,,48.0,20.0,,14.0,,1217.0,6.0,7.0,3.0,145.0,4.0,0.0,10.0,23.0,6.0,,3.0,10.0,2.0,6.0,6.0,,,,,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
2559,Simon Davies,Midfielder,Fulham,54,Wales,2010-11,116.0,0.0,8.0,8.0,53.0,26.0,11.0,165.0,30.0,61.0,,25.0,187.0,63.0,986.0,4.0,2.0,31.0,6.0,2209.0,20.0,106.0,4.0,95.0,770.0,50.0,2.0,59.0,3.0,24.0,29.0,96.0,220.0,30.0,2.0,222.0,2.0,271.0,116.0,30.0,17.0,,24.0,591.0,25.0,,106.0,55.0,191.0,11.0,0.0,962.0,18.0,21.0,395.0,36.0,12.0,1.0,227.0,17.0,37.0,,29.0,268.0,1490.0,9.0,8.0,16.0,258.0,,0.0,22.0,34.0,17.0,10.0,4.0,7.0,5.0,50.0,4.0,3.0,89.0,43.0,,1.0,1.0,,,,,,30.0,,,,,,,,,,,,,,,,
11735,Steve Sidwell,Midfielder,Fulham,54,England,2010-11,74.0,0.0,4.0,9.0,38.0,15.0,2.0,93.0,16.0,23.0,,11.0,107.0,5.0,474.0,2.0,0.0,33.0,5.0,1058.0,15.0,73.0,2.0,55.0,333.0,8.0,,4.0,3.0,35.0,11.0,59.0,132.0,13.0,0.0,147.0,2.0,152.0,70.0,16.0,4.0,,3.0,194.0,9.0,,5.0,18.0,114.0,18.0,0.0,463.0,6.0,5.0,142.0,34.0,4.0,5.0,121.0,25.0,40.0,,34.0,69.0,677.0,,1.0,6.0,174.0,,4.0,14.0,21.0,1.0,,1.0,3.0,5.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
