playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,oboxBlocked,shotsBlockedOutsideBox,successfulCrossesOpenPlay,overruns,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,goals,offsides,awayGoals,shotsOnTargetOutsideBox,successfulCrossesAndCorners,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulDribbles,headedGoals,substituteOff,hitWoodwork,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesConceded,penaltyGoalsConceded,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,lastPlayerTackle,setPiecesGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,punches
42518,Alexander Kacaniklic,Midfielder,Fulham,54,Sweden,2012-13,80.0,1.1496,0.0,7.0,10.0,3.2855,10.0,18.0,40.0,20.0,16.0,42.0,38.0,285.0,4.0,15.0,2.0,10.0,1261.0,10.0,11.0,50.0,2.0,46.0,243.0,69.0,21.1356,11.0,,9.0,18.0,11.0,69.0,98.0,18.0,4.0,130.0,63.0,63.0,20.0,2.0,155.0,16.0,38.0,61.0,11.0,115.0,4.0,0.0,284.0,8.0,15.0,175.0,8.0,18.0,1.0,28.0,4.0,19.0,,,96.0,563.0,3.0,3.0,96.0,2.4565,0.0,2.0,7.0,,,8.0,10.0,2.0,2.0,6.0,1.0,4.0,2.0,3.0,2.0,8.0,1.0,2.0,2.0,1.0,41.0,1.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18427,Ashkan Dejagah,Midfielder,Fulham,54,Iran,2012-13,137.0,1.0714,0.0,2.0,2.0,0.2713,39.0,11.0,86.0,21.0,13.0,90.0,25.0,469.0,8.0,48.0,2.0,4.0,1193.0,4.0,31.0,94.0,2.0,77.0,370.0,46.0,24.2452,19.0,1.0,5.0,22.0,1.0,106.0,94.0,21.0,0.0,231.0,127.0,85.0,21.0,6.0,299.0,20.0,30.0,64.0,1.0,183.0,17.0,0.0,468.0,9.0,14.0,214.0,33.0,17.0,2.0,132.0,26.0,32.0,,9.0,116.0,759.0,3.0,1.0,87.0,0.8255,3.0,4.0,12.0,1.0,1.0,7.0,6.0,2.0,1.0,19.0,2.0,,5.0,,,7.0,,,,,32.0,,7.0,,3.0,2.0,1.0,1.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
37084,Bryan Ruiz,Midfielder,Fulham,54,Costa Rica,2012-13,215.0,5.2057,0.0,12.0,20.0,4.828,48.0,41.0,177.0,29.0,26.0,202.0,31.0,1327.0,3.0,99.0,2.0,10.0,2384.0,10.0,56.0,172.0,4.0,129.0,1049.0,71.0,52.3832,41.0,,30.0,43.0,4.0,159.0,339.0,49.0,0.0,387.0,325.0,175.0,29.0,5.0,716.0,39.0,81.0,116.0,4.0,288.0,43.0,0.0,1299.0,21.0,15.0,452.0,43.0,32.0,6.0,409.0,14.0,51.0,,76.0,254.0,1910.0,6.0,3.0,433.0,5.8541,2.0,25.0,41.0,19.0,19.0,8.0,5.0,14.0,7.0,58.0,1.0,5.0,2.0,1.0,19.0,24.0,4.0,19.0,1.0,3.0,38.0,1.0,5.0,3.0,55.0,3.0,,3.0,32.0,3.0,,,1.0,14.0,18.0,9.0,0.7194,,,,,,,,,,,,,,,,,,,
112063,Charles Banya,Midfielder,Fulham,54,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Damien Duff,Midfielder,Fulham,54,Ireland,2012-13,66.0,4.5148,0.0,7.0,8.0,2.2846,21.0,11.0,85.0,31.0,27.0,94.0,72.0,720.0,4.0,10.0,3.0,4.0,2337.0,4.0,4.0,62.0,7.0,56.0,613.0,53.0,48.7034,33.0,3.0,25.0,37.0,11.0,62.0,156.0,28.0,4.0,128.0,122.0,102.0,31.0,4.0,447.0,30.0,122.0,42.0,11.0,118.0,6.0,0.0,714.0,3.0,24.0,288.0,17.0,7.0,5.0,166.0,14.0,18.0,,13.0,276.0,1133.0,19.0,13.0,221.0,1.2349,0.0,9.0,27.0,3.0,3.0,19.0,3.0,1.0,7.0,40.0,,3.0,13.0,2.0,6.0,42.0,1.0,6.0,1.0,2.0,18.0,,9.0,,65.0,,,2.0,44.0,2.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,
56861,Emmanuel Frimpong,Midfielder,Fulham,54,Ghana,2012-13,22.0,0.2702,0.0,1.0,,,11.0,1.0,13.0,6.0,2.0,15.0,,119.0,4.0,3.0,,,220.0,,2.0,15.0,,14.0,94.0,,4.3685,,,9.0,2.0,,20.0,39.0,3.0,0.0,37.0,33.0,16.0,6.0,4.0,54.0,2.0,,7.0,,34.0,1.0,0.0,115.0,1.0,,25.0,7.0,,4.0,31.0,8.0,4.0,,10.0,16.0,174.0,,2.0,50.0,0.0432,1.0,2.0,6.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56069,Eyong Enoh,Midfielder,Fulham,54,Cameroon,2012-13,59.0,0.0999,0.0,,1.0,0.0426,24.0,3.0,33.0,9.0,8.0,39.0,,345.0,1.0,8.0,1.0,,693.0,,3.0,41.0,1.0,36.0,288.0,1.0,15.6372,4.0,2.0,10.0,13.0,,56.0,126.0,11.0,0.0,100.0,63.0,49.0,9.0,5.0,132.0,12.0,,15.0,,92.0,5.0,0.0,340.0,2.0,,60.0,19.0,1.0,3.0,102.0,20.0,20.0,,18.0,54.0,451.0,1.0,3.0,174.0,0.0732,3.0,6.0,16.0,,,,,,,15.0,,,,,2.0,,,2.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6994,Giorgos Karagounis,Midfielder,Fulham,54,Greece,2012-13,76.0,1.3498,0.0,8.0,4.0,1.1316,47.0,13.0,70.0,25.0,20.0,97.0,18.0,995.0,5.0,5.0,,,1556.0,,1.0,125.0,4.0,121.0,796.0,9.0,32.4123,15.0,4.0,14.0,27.0,1.0,75.0,336.0,56.0,0.0,201.0,184.0,129.0,25.0,10.0,452.0,23.0,41.0,31.0,1.0,196.0,4.0,0.0,947.0,9.0,5.0,184.0,37.0,18.0,2.0,289.0,20.0,31.0,,102.0,186.0,1319.0,6.0,11.0,454.0,0.7124,3.0,27.0,23.0,13.0,13.0,1.0,5.0,1.0,,16.0,,1.0,,0.0,6.0,8.0,1.0,6.0,1.0,,5.0,,14.0,,30.0,1.0,1.0,3.0,21.0,2.0,,,,6.0,3.0,2.0,0.1,,,,,,,,,,,,,,,,,,,
105086,Kerim Frei,Midfielder,Fulham,54,Turkey,2012-13,27.0,0.2723,0.0,,1.0,0.1993,8.0,3.0,9.0,7.0,2.0,9.0,4.0,78.0,5.0,3.0,,,231.0,,2.0,23.0,2.0,22.0,68.0,13.0,3.9157,4.0,1.0,,5.0,,25.0,33.0,8.0,0.0,50.0,9.0,15.0,7.0,3.0,45.0,3.0,4.0,21.0,,47.0,1.0,0.0,77.0,2.0,1.0,42.0,5.0,6.0,,10.0,1.0,6.0,,1.0,26.0,152.0,3.0,,25.0,0.1472,0.0,,3.0,,,1.0,1.0,,,,,,,,2.0,1.0,,2.0,,,13.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,Mahamadou Diarra,Midfielder,Fulham,54,Mali,2012-13,40.0,0.2646,0.0,2.0,,,19.0,3.0,46.0,8.0,7.0,51.0,,512.0,1.0,26.0,1.0,,608.0,,13.0,47.0,2.0,34.0,410.0,,10.0524,2.0,1.0,10.0,14.0,,27.0,148.0,11.0,0.0,87.0,143.0,48.0,8.0,4.0,232.0,12.0,,9.0,,61.0,13.0,0.0,495.0,3.0,,63.0,15.0,4.0,3.0,153.0,12.0,22.0,,51.0,68.0,606.0,1.0,2.0,229.0,0.1443,1.0,5.0,16.0,2.0,2.0,,,,,8.0,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
