playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,blockedShots,throughBalls,goalAssists,oboxBlocked,cleanSheets,unsuccessfulLayoffs,penaltiesConceded,successfulLaunches,shotsBlockedInBox,headedGoals,freekickTotal,iboxBlocked,blocks,attemptsFromSetPieces,hitWoodwork,shotsBlockedOutsideBox,cornersTakenInclShortCorners,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,secondGoalAssists,ownGoalScored,catches,savesMade,drops,savesMadeFromOutsideBox,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,leftFootGoals,redCards2ndYellow,penaltiesSaved,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed,clearancesOffTheLine
66842,André Schürrle,Midfielder,Fulham,54,Germany,2018-19,125.0,10.0,1.528,0.0,18.0,4.5266,29.0,39.0,103.0,24.0,22.0,,21.0,117.0,30.0,523.0,6.0,11.0,3.0,33.0,7.0,10.0,5.0,1649.0,5.0,18.0,82.0,4.0,41.0,67.0,390.0,44.0,2.0,35.4811,21.0,16.0,43.0,107.0,160.0,19.0,207.0,15.0,129.0,80.0,24.0,,7.0,6.0,11.0,25.0,289.0,39.0,31.0,174.0,15.0,0.0,514.0,21.0,19.0,267.0,18.0,19.0,97.0,17.0,8.0,,16.0,137.0,895.0,7.0,14.0,4.0,127.0,14.0,,3.6324,2.0,14.0,33.0,0.2624,16.0,2.0,,13.0,,2.0,,2.0,3.0,,4.0,3.0,1.0,4.0,1.0,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
203325,Frank Anguissa,Midfielder,Fulham,54,Cameroon,2018-19,138.0,1.0,0.4825,1.0,5.0,0.7028,48.0,12.0,112.0,22.0,11.0,,16.0,132.0,1.0,1043.0,,2.0,6.0,53.0,4.0,1.0,1.0,1519.0,1.0,31.0,129.0,6.0,34.0,107.0,875.0,8.0,1.0,29.0007,7.0,29.0,32.0,107.0,325.0,18.0,267.0,19.0,314.0,119.0,22.0,,4.0,,19.0,12.0,478.0,26.0,1.0,214.0,22.0,0.0,1032.0,7.0,3.0,226.0,29.0,42.0,274.0,23.0,34.0,,36.0,130.0,1394.0,1.0,6.0,13.0,434.0,13.0,1.0,0.8252,1.0,20.0,49.0,,9.0,,,7.0,1.0,1.0,,4.0,2.0,,,2.0,6.0,,,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
444884,Harvey Elliott,Midfielder,Fulham,54,England,2018-19,,,0.0502,0.0,1.0,0.183,,1.0,1.0,2.0,,,,1.0,,11.0,,,2.0,,,,1.0,18.0,1.0,,,,1.0,,10.0,1.0,,1.0653,,,1.0,,1.0,,,1.0,3.0,3.0,2.0,,,,,,7.0,1.0,,,,0.0,11.0,,,3.0,,,5.0,,,,,2.0,15.0,,,,3.0,,,0.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109999,Ibrahima Cissé,Midfielder,Fulham,54,Guinea,2018-19,3.0,,0.0035,0.0,,,,,4.0,3.0,1.0,,1.0,5.0,,34.0,,,2.0,1.0,,,,87.0,,,2.0,1.0,,1.0,29.0,,,4.7608,,4.0,4.0,3.0,9.0,,5.0,,14.0,10.0,3.0,,,,,1.0,11.0,3.0,,4.0,1.0,0.0,34.0,,,8.0,,1.0,7.0,1.0,3.0,,,4.0,46.0,,1.0,1.0,18.0,,,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170271,Jean Seri,Midfielder,Fulham,54,Cote d’Ivoire,2018-19,112.0,10.0,3.3996,0.0,6.0,1.4508,41.0,12.0,164.0,32.0,28.0,,27.0,207.0,18.0,1592.0,1.0,1.0,5.0,34.0,3.0,39.0,2.0,2250.0,2.0,20.0,93.0,7.0,49.0,79.0,1287.0,11.0,4.0,48.9087,55.0,14.0,54.0,92.0,522.0,23.0,205.0,31.0,391.0,158.0,32.0,,3.0,1.0,13.0,5.0,768.0,47.0,69.0,171.0,14.0,0.0,1514.0,6.0,9.0,342.0,28.0,16.0,414.0,32.0,32.0,,98.0,265.0,2004.0,3.0,13.0,4.0,656.0,23.0,,0.9574,6.0,43.0,51.0,0.2,7.0,2.0,2.0,6.0,1.0,2.0,,4.0,1.0,,3.0,1.0,9.0,3.0,1.0,6.0,93.0,,43.0,1.0,,,,,,,,,,,28.0,,,,,,,,,
55038,Kevin McDonald,Midfielder,Fulham,54,Scotland,2018-19,27.0,,0.1488,1.0,,,15.0,3.0,51.0,15.0,4.0,,10.0,85.0,1.0,578.0,,,5.0,23.0,,,,842.0,,4.0,40.0,2.0,12.0,21.0,460.0,2.0,2.0,23.6362,4.0,20.0,26.0,23.0,180.0,6.0,67.0,6.0,172.0,47.0,15.0,,,,4.0,,213.0,24.0,1.0,44.0,19.0,0.0,553.0,3.0,,97.0,11.0,,163.0,12.0,9.0,,33.0,63.0,670.0,1.0,5.0,12.0,280.0,8.0,2.0,0.1207,4.0,34.0,32.0,,1.0,2.0,,1.0,,,,3.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
99323,Lazar Markovic,Midfielder,Fulham,54,Serbia,2018-19,2.0,,0.025,0.0,,,,,1.0,1.0,,,,1.0,,29.0,,,1.0,,,,,45.0,,,1.0,,,1.0,27.0,2.0,,1.5267,1.0,2.0,1.0,2.0,15.0,,3.0,,3.0,2.0,1.0,,,,,,20.0,1.0,,3.0,,0.0,29.0,,,6.0,,1.0,4.0,1.0,,,1.0,7.0,40.0,,,,8.0,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176414,Luca de la Torre,Midfielder,Fulham,54,United States,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92259,Neeskens Kebano,Midfielder,Fulham,54,DR Congo,2018-19,7.0,1.0,0.015,0.0,,,3.0,1.0,5.0,7.0,,,,5.0,1.0,29.0,,,7.0,7.0,,1.0,,103.0,,3.0,12.0,,3.0,8.0,24.0,2.0,,2.7891,,3.0,3.0,4.0,7.0,1.0,19.0,3.0,5.0,5.0,7.0,,,,2.0,1.0,20.0,3.0,1.0,12.0,4.0,0.0,28.0,1.0,1.0,16.0,1.0,4.0,8.0,,,,,9.0,56.0,,,,5.0,,,0.0655,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184349,Ryan Sessegnon,Midfielder,Fulham,54,England,2018-19,162.0,3.0,2.9319,0.0,11.0,3.6625,23.0,23.0,144.0,35.0,13.0,,26.0,183.0,41.0,687.0,2.0,15.0,9.0,58.0,2.0,13.0,7.0,2294.0,7.0,40.0,95.0,8.0,57.0,77.0,490.0,94.0,3.0,51.4692,27.0,38.0,60.0,122.0,182.0,22.0,257.0,23.0,213.0,138.0,35.0,,2.0,1.0,9.0,36.0,321.0,52.0,53.0,199.0,18.0,0.0,672.0,12.0,13.0,409.0,14.0,32.0,123.0,20.0,19.0,,14.0,169.0,1236.0,50.0,7.0,23.0,196.0,9.0,1.0,4.0375,0.0,39.0,73.0,,5.0,5.0,6.0,2.0,2.0,2.0,,2.0,3.0,,,3.0,2.0,,1.0,2.0,27.0,14.0,10.0,,,,,,,,,,,,10.0,1.0,,,,,,,,
