playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,savesMadeCaught,cleanSheets,aerialDuelsLost,groundDuelsLost,timesTackled,successfulCrossesOpenPlay,blockedShots,overruns,totalTackles,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,redCards2ndYellow,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,homeGoals,oboxTarget,headedGoals,unsuccessfulCornersIntoBox,hitWoodwork,successfulLayoffs,lastPlayerTackle,clearancesOffTheLine,crossesNotClaimed,unsuccessfulLayoffs,leftFootGoals,handballsConceded,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesConceded,foulWonPenalty,penaltiesTaken,penaltyGoals
180804,Axel Tuanzebe,Defender,Ipswich,40,DR Congo,2024-25,0.2795,1.0,,,72.0,22.0,20.0,93.0,671.0,,41.0,,1717.0,69.0,4.0,25.0,46.0,563.0,,2.0,33.2552,4.0,1.0,54.0,37.0,66.0,,12.0,0.0,120.0,,284.0,49.0,22.0,,261.0,33.0,79.0,23.0,0.0,,641.0,152.0,,,235.0,17.0,15.0,1011.0,11.0,319.0,,3.0,21.0,41.0,51.0,,1.0,18.0,33.0,7.0,2.0,2.0,1.0,31.0,2.0,1.0,8.0,1.0,2.0,2.0,8.0,31.0,1.0,1.0,11.0,12.0,6.0,1.0,8.0,1.0,2.0,3.0,19.0,4.0,10.0,23.0,86.0,102.0,7.0,1.0,10.0,0.2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198826,Ben Godfrey,Defender,Ipswich,40,England,2024-25,0.0172,0.0,,,8.0,3.0,2.0,9.0,50.0,,3.0,,159.0,4.0,1.0,3.0,1.0,41.0,,1.0,7.2962,,,3.0,10.0,2.0,,,0.0,6.0,,24.0,2.0,3.0,,20.0,9.0,3.0,3.0,0.0,,49.0,13.0,,,13.0,1.0,,69.0,1.0,21.0,,1.0,1.0,5.0,2.0,,,,2.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,2.0,11.0,6.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222018,Ben Johnson,Defender,Ipswich,40,England,2024-25,0.8553,1.0,,,55.0,23.0,14.0,71.0,320.0,,37.0,,1348.0,71.0,3.0,40.0,52.0,236.0,,2.0,35.9041,10.0,5.0,53.0,36.0,19.0,,6.0,0.0,167.0,,131.0,57.0,23.0,,132.0,33.0,130.0,19.0,0.0,,311.0,177.0,,,107.0,27.0,13.0,660.0,10.0,125.0,,3.0,16.0,26.0,96.0,,,18.0,78.0,31.0,2.0,2.0,5.0,38.0,5.0,2.0,20.0,1.0,9.0,8.0,12.0,17.0,,1.0,17.0,16.0,14.0,1.0,29.0,1.0,2.0,8.0,22.0,8.0,5.0,13.0,63.0,41.0,3.0,1.0,10.0,1.0591,3.0,1.0469,2.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,
122411,Cameron Burgess,Defender,Ipswich,40,Australia,2024-25,0.353,0.0,,,73.0,18.0,16.0,144.0,770.0,32.0,66.0,,1540.0,65.0,3.0,12.0,21.0,575.0,,3.0,33.227,5.0,10.0,125.0,37.0,256.0,,4.0,0.0,95.0,,365.0,44.0,18.0,,173.0,34.0,29.0,44.0,0.0,32.0,710.0,151.0,,,98.0,6.0,51.0,994.0,41.0,453.0,,0.0,71.0,47.0,30.0,,,22.0,8.0,,,2.0,,17.0,8.0,2.0,,,2.0,,24.0,,,2.0,5.0,5.0,,,,2.0,5.0,1.0,12.0,,15.0,14.0,51.0,,,,4.0,1.1251,3.0,0.4438,1.0,,1.0,,,,3.0,3.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
108053,Conor Townsend,Defender,Ipswich,40,England,2024-25,0.2407,0.0,,,17.0,6.0,3.0,30.0,94.0,,10.0,,335.0,21.0,1.0,5.0,15.0,59.0,,,8.7788,3.0,1.0,14.0,6.0,30.0,,4.0,0.0,32.0,,52.0,8.0,6.0,,36.0,5.0,22.0,6.0,0.0,,91.0,51.0,,,3.0,2.0,5.0,180.0,8.0,30.0,,1.0,13.0,14.0,11.0,,,4.0,7.0,2.0,2.0,1.0,,11.0,,1.0,5.0,,3.0,2.0,5.0,6.0,,1.0,2.0,3.0,,,10.0,1.0,,2.0,8.0,,6.0,4.0,9.0,14.0,1.0,,1.0,0.0266,,,1.0,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,
216616,Dara O'Shea,Defender,Ipswich,40,Ireland,2024-25,0.6908,0.0,,,171.0,35.0,35.0,312.0,1502.0,7.0,203.0,,3123.0,190.0,6.0,24.0,73.0,1095.0,,5.0,67.8134,1.0,46.0,218.0,75.0,311.0,,26.0,0.0,313.0,,649.0,110.0,35.0,,365.0,69.0,110.0,117.0,0.0,7.0,1465.0,362.0,,,473.0,21.0,95.0,2063.0,96.0,826.0,,6.0,141.0,102.0,123.0,,2.0,86.0,37.0,5.0,1.0,9.0,,49.0,13.0,2.0,7.0,,,1.0,51.0,20.0,,9.0,12.0,18.0,1.0,,7.0,9.0,11.0,3.0,31.0,1.0,50.0,33.0,69.0,43.0,1.0,,9.0,1.2696,2.0,0.2252,,,3.0,,,,2.0,2.0,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,
517178,Elkan Baggott,Defender,Ipswich,40,Indonesia,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449429,Jacob Greaves,Defender,Ipswich,40,England,2024-25,0.2139,0.0,,,91.0,25.0,25.0,147.0,1095.0,25.0,126.0,,2205.0,148.0,6.0,19.0,63.0,924.0,,4.0,47.8232,5.0,10.0,144.0,53.0,384.0,,21.0,0.0,220.0,,441.0,61.0,25.0,,294.0,47.0,94.0,85.0,0.0,25.0,1040.0,174.0,,,175.0,16.0,24.0,1447.0,37.0,654.0,,5.0,56.0,55.0,72.0,,2.0,41.0,31.0,3.0,,2.0,2.0,40.0,8.0,,1.0,,,,24.0,9.0,,2.0,15.0,19.0,1.0,,1.0,2.0,4.0,1.0,21.0,4.0,26.0,21.0,95.0,14.0,1.0,,7.0,1.3087,4.0,1.4585,,1.0,1.0,1.0,,,3.0,3.0,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,
455084,Leif Davis,Defender,Ipswich,40,England,2024-25,4.7478,1.0,,,144.0,33.0,32.0,185.0,950.0,,59.0,,2746.0,124.0,7.0,40.0,89.0,730.0,,5.0,60.5549,59.0,7.0,71.0,69.0,428.0,,31.0,0.0,226.0,,274.0,113.0,33.0,,426.0,62.0,167.0,35.0,1.0,,902.0,441.0,,,25.0,27.0,35.0,1641.0,25.0,382.0,,5.0,41.0,73.0,102.0,,2.0,24.0,78.0,34.0,14.0,5.0,3.0,46.0,11.0,2.0,54.0,2.0,1.0,43.0,45.0,55.0,,3.0,17.0,19.0,18.0,,118.0,3.0,9.0,17.0,27.0,13.0,8.0,25.0,223.0,111.0,4.0,2.0,13.0,0.9604,2.0,0.5899,3.0,1.0,5.0,0.0,80.0,,1.0,1.0,21.0,1.0,,,48.0,1.0,2.0,1.0,,,,1.0,,,2.0,2.0,0.163,2.0,,,
220583,Luke Woolfenden,Defender,Ipswich,40,England,2024-25,0.0452,0.0,,,23.0,15.0,12.0,64.0,559.0,3.0,30.0,,1186.0,26.0,5.0,9.0,11.0,464.0,,4.0,27.232,,15.0,76.0,28.0,137.0,,2.0,0.0,49.0,,165.0,38.0,15.0,,110.0,23.0,19.0,15.0,0.0,3.0,547.0,70.0,,,220.0,5.0,31.0,702.0,31.0,385.0,,2.0,41.0,22.0,23.0,,1.0,15.0,8.0,,,,,9.0,1.0,,,,3.0,,3.0,,,,7.0,3.0,,,,,1.0,,6.0,,14.0,19.0,37.0,1.0,1.0,,1.0,0.0277,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
547693,Somto Boniface,Defender,Ipswich,40,England,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
