code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
2561895,1,True,True,1,2025-08-15T19:00:00Z,90,False,True,4,2,12,4,3,4
2561905,2,True,True,12,2025-08-23T14:00:00Z,90,False,True,20,0,4,1,1,4
2561923,3,True,True,29,2025-08-30T14:00:00Z,90,False,True,4,1,18,0,3,3
2561925,4,True,True,32,2025-09-13T14:00:00Z,90,False,True,6,1,4,2,3,4
2561935,5,True,True,42,2025-09-21T13:00:00Z,90,False,True,15,0,4,0,3,4
2561950,6,True,True,56,2025-09-27T14:00:00Z,90,False,True,4,2,11,2,3,3
2561955,7,True,True,63,2025-10-03T19:00:00Z,90,False,True,10,1,4,3,3,4
2561967,8,True,True,73,2025-10-18T14:00:00Z,90,False,True,4,3,8,3,3,3
2561975,9,True,True,83,2025-10-26T14:00:00Z,90,False,True,16,0,4,2,3,4
2561990,10,True,True,96,2025-11-02T16:30:00Z,90,False,True,4,1,13,3,3,5
2561995,11,True,True,101,2025-11-09T14:00:00Z,90,False,True,4,0,2,4,3,4
2562005,12,True,True,112,2025-11-22T15:00:00Z,90,False,True,19,2,4,2,2,4
2562022,13,True,True,128,2025-11-29T15:00:00Z,90,False,True,4,2,17,3,3,3
2562025,14,True,True,132,2025-12-02T19:30:00Z,90,False,True,9,1,4,0,3,4
2562035,15,True,True,142,2025-12-06T15:00:00Z,90,False,True,7,0,4,0,3,4
2562051,16,True,True,157,2025-12-15T20:00:00Z,90,False,True,4,4,14,4,3,4
2562055,17,True,True,162,2025-12-20T15:00:00Z,90,False,True,3,1,4,1,1,4
2562066,18,True,True,172,2025-12-27T15:00:00Z,90,False,True,4,1,5,4,3,3
2562078,19,True,True,184,2025-12-30T19:30:00Z,90,False,True,4,2,7,2,3,3
2562085,20,True,True,192,2026-01-03T17:30:00Z,90,False,True,1,3,4,2,4,4
2562095,21,True,True,202,2026-01-07T19:30:00Z,90,False,True,18,2,4,3,3,4
2562106,22,True,True,212,2026-01-19T20:00:00Z,90,False,True,4,1,6,1,3,4
2562115,23,True,True,222,2026-01-24T17:30:00Z,90,False,True,12,2,4,3,3,4
2562134,24,True,True,240,2026-01-31T15:00:00Z,90,False,True,4,2,20,0,3,2
2562135,25,True,True,242,2026-02-07T15:00:00Z,90,False,True,2,1,4,1,3,4
2562149,26,True,True,255,2026-02-10T19:30:00Z,90,False,True,4,2,9,1,3,3
2562164,27,True,True,270,2026-02-21T17:30:00Z,90,False,True,4,0,19,0,3,3
2562165,28,True,True,272,2026-02-28T12:30:00Z,90,False,True,17,1,4,1,2,4
2562175,29,True,True,282,2026-03-03T19:30:00Z,90,False,True,5,0,4,0,3,4
2562187,30,True,True,293,2026-03-14T15:00:00Z,90,False,True,4,0,3,0,3,2
2562195,31,True,True,302,2026-03-20T20:00:00Z,90,False,True,14,2,4,2,3,4
2562205,32,True,True,311,2026-04-11T11:30:00Z,90,False,True,4,2,1,1,3,5
2562222,33,True,True,328,2026-04-18T14:00:00Z,90,False,True,4,2,15,1,3,3
2562225,33,True,True,332,2026-04-22T19:00:00Z,90,False,True,11,2,4,2,2,4
2562235,35,True,True,343,2026-05-03T13:00:00Z,90,False,True,8,0,4,3,3,4
2562248,36,True,True,354,2026-05-09T14:00:00Z,90,False,True,4,1,10,0,3,3
2562255,37,True,True,363,2026-05-19T18:30:00Z,90,False,True,13,1,4,1,4,4
2562271,38,True,True,377,2026-05-24T15:00:00Z,90,False,True,4,1,16,1,3,3
