playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,goalKicks,successfulLaunches,homeGoals,leftFootGoals,lastPlayerTackle,headedGoals,gkSuccessfulDistribution,clearancesOffTheLine,hitWoodwork,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,penaltyGoals,foulWonPenalty,rightFootGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,redCards2ndYellow
472713,Aaron Hickey,Defender,Brentford,94,Scotland,2022-23,85.0,4.0,0.5781,44.0,0.0,4.0,2.0,1.0,0.2083,38.0,7.0,2.0,88.0,26.0,1.0,18.0,23.0,111.0,23.0,727.0,1.0,2.0,3.0,36.0,1.0,4.0,2.0,1929.0,2.0,1.0,22.0,104.0,8.0,1.0,28.0,90.0,589.0,21.0,7.0,1.0,27.1742,5.0,21.0,30.0,2.0,63.0,62.0,35.0,0.0,189.0,11.0,289.0,111.0,26.0,12.0,18.0,277.0,22.0,23.0,31.0,2.0,153.0,14.0,0.0,716.0,5.0,8.0,191.0,26.0,17.0,7.0,215.0,20.0,17.0,27.0,161.0,1088.0,75.0,15.0,2.0,4.0,343.0,7.0,2.0,0.3867,7.0,23.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Brentford,94,England,2022-23,131.0,1.0,0.7874,55.0,0.0,3.0,7.0,,2.4981,45.0,25.0,,233.0,37.0,2.0,36.0,37.0,380.0,6.0,1658.0,1.0,,,230.0,12.0,1.0,4.0,3272.0,4.0,,98.0,203.0,10.0,,32.0,71.0,1169.0,71.0,21.0,1.0,43.5706,6.0,116.0,40.0,3.0,33.0,481.0,15.0,1.0,334.0,12.0,714.0,199.0,37.0,21.0,1.0,399.0,30.0,6.0,3.0,3.0,104.0,132.0,0.0,1618.0,18.0,4.0,434.0,24.0,12.0,42.0,339.0,14.0,48.0,109.0,124.0,2163.0,69.0,3.0,,46.0,880.0,7.0,1.0,3.1975,2.0,147.0,125.0,3.0,0.0,2.0,6.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213687,Charlie Goode,Defender,Brentford,94,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231065,Ethan Pinnock,Defender,Brentford,94,Jamaica,2022-23,72.0,3.0,1.1257,45.0,0.0,3.0,9.0,1.0,2.1796,52.0,12.0,,137.0,30.0,,28.0,30.0,216.0,7.0,1092.0,,1.0,,159.0,10.0,3.0,6.0,2700.0,6.0,,54.0,170.0,6.0,,15.0,65.0,828.0,57.0,8.0,2.0,38.6758,8.0,214.0,34.0,2.0,18.0,316.0,10.0,1.0,242.0,10.0,444.0,123.0,30.0,24.0,1.0,216.0,28.0,7.0,8.0,2.0,83.0,105.0,0.0,1078.0,3.0,4.0,250.0,28.0,3.0,31.0,226.0,6.0,35.0,48.0,106.0,1581.0,35.0,,1.0,29.0,663.0,3.0,1.0,2.9929,0.0,79.0,73.0,3.0,1.0,,12.0,2.0,3.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
450550,Fin Stevens,Defender,Brentford,94,Wales,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191866,Kristoffer Ajer,Defender,Brentford,94,Norway,2022-23,35.0,1.0,0.0934,16.0,0.0,,,,,11.0,1.0,,50.0,9.0,,12.0,9.0,70.0,5.0,294.0,,,,26.0,2.0,1.0,,766.0,,,11.0,36.0,3.0,1.0,9.0,21.0,206.0,11.0,10.0,1.0,13.5349,1.0,17.0,14.0,,24.0,23.0,8.0,0.0,71.0,1.0,145.0,36.0,9.0,3.0,4.0,88.0,11.0,5.0,12.0,,45.0,15.0,0.0,287.0,1.0,2.0,101.0,8.0,2.0,5.0,84.0,5.0,7.0,18.0,42.0,432.0,34.0,3.0,,12.0,137.0,2.0,,0.0357,0.0,20.0,33.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228044,Mads Bech,Defender,Brentford,94,Denmark,2022-23,,,0.0013,2.0,0.0,,,,,,,,1.0,4.0,,2.0,,1.0,,7.0,,,4.0,1.0,,,,19.0,,,,1.0,,,,,5.0,,3.0,,0.0486,,1.0,,,,3.0,,0.0,1.0,,2.0,,4.0,,,2.0,,,,,,1.0,0.0,7.0,,,4.0,,,,1.0,,1.0,1.0,1.0,14.0,1.0,,,,4.0,,,,0.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226956,Mads Roerslev,Defender,Brentford,94,Denmark,2022-23,46.0,5.0,0.8077,13.0,0.0,,1.0,1.0,,22.0,3.0,2.0,69.0,20.0,,9.0,12.0,93.0,15.0,263.0,,,8.0,20.0,5.0,5.0,1.0,1102.0,1.0,1.0,12.0,36.0,1.0,,30.0,28.0,159.0,13.0,1.0,1.0,16.7329,8.0,32.0,12.0,,34.0,9.0,3.0,0.0,82.0,9.0,125.0,48.0,20.0,10.0,3.0,86.0,11.0,15.0,12.0,,62.0,8.0,0.0,262.0,2.0,3.0,136.0,12.0,3.0,5.0,84.0,4.0,9.0,11.0,45.0,441.0,19.0,2.0,,15.0,89.0,2.0,,0.3001,0.0,24.0,27.0,,,,5.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
61810,Pontus Jansson,Defender,Brentford,94,Sweden,2022-23,17.0,,0.1315,15.0,0.0,,2.0,,0.3218,5.0,4.0,1.0,45.0,12.0,,7.0,9.0,63.0,,315.0,1.0,,3.0,36.0,1.0,,1.0,725.0,1.0,,12.0,32.0,4.0,,7.0,8.0,238.0,8.0,,1.0,11.9421,,38.0,14.0,,5.0,50.0,1.0,0.0,49.0,4.0,131.0,25.0,12.0,2.0,,49.0,10.0,,1.0,,13.0,24.0,0.0,309.0,2.0,,67.0,3.0,2.0,9.0,117.0,2.0,9.0,14.0,17.0,402.0,5.0,2.0,,6.0,203.0,1.0,,0.3197,0.0,18.0,22.0,1.0,1.0,,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194010,Rico Henry,Defender,Brentford,94,Jamaica,2022-23,167.0,24.0,2.8837,49.0,0.0,11.0,4.0,10.0,1.0401,57.0,11.0,4.0,165.0,37.0,2.0,30.0,37.0,243.0,63.0,973.0,2.0,9.0,,96.0,9.0,24.0,3.0,3242.0,3.0,,56.0,161.0,10.0,,42.0,121.0,688.0,33.0,15.0,2.0,47.651,21.0,69.0,46.0,2.0,111.0,257.0,38.0,0.0,328.0,21.0,394.0,197.0,37.0,26.0,17.0,409.0,36.0,63.0,61.0,2.0,232.0,40.0,0.0,972.0,7.0,11.0,448.0,31.0,26.0,8.0,71.0,32.0,30.0,42.0,251.0,1692.0,122.0,8.0,9.0,35.0,345.0,7.0,1.0,1.539,4.0,78.0,71.0,,,,8.0,,,,,,1.0,,,,,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
