playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesConceded,throwInsToOppositionPlayer,secondGoalAssists,rightFootGoals,headedGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,drops,ownGoalScored,redCards2ndYellow
213687,Charlie Goode,Defender,Brentford,94,England,2021-22,16.0,3.0,,,,7.0,,6.0,1.0,230.0,,,0.0,,2.0,,,8.0,,19.0,,1.0,6.3113,7.0,1.0,,7.0,0.0,30.0,6.0,,2.0,4.0,3.0,,223.0,2.0,116.0,5.0,,72.0,5.0,,16.0,31.0,353.0,32.0,,106.0,,27.0,24.0,2.0,0.6567,0.0,,2.0,42.0,,,4.0,69.0,4.0,,23.0,1.0,,2.0,448.0,,34.0,9.0,145.0,10.0,8.0,6.0,8.0,32.0,50.0,2.0,0.0,95.0,,,2.0,57.0,6.0,,27.0,15.0,0.0,,5.0,2.0,2.0,,,,13.0,3.0,0.0602,3.0,1.0,35.0,,,,,,,,,,,,,,,,,,,,
232247,Dominic Thompson,Defender,Brentford,94,England,2021-22,6.0,3.0,,,,1.0,,2.0,2.0,37.0,,,0.0,,,,,2.0,2.0,1.0,,,2.0739,,1.0,,,0.0,5.0,2.0,,2.0,2.0,2.0,,36.0,1.0,24.0,,,1.0,1.0,,1.0,3.0,59.0,1.0,,12.0,,6.0,7.0,,0.0036,0.0,,1.0,11.0,,,2.0,17.0,2.0,,3.0,,,,148.0,,2.0,3.0,19.0,2.0,3.0,3.0,4.0,13.0,8.0,,0.0,20.0,,,1.0,8.0,1.0,,5.0,1.0,0.0,,,2.0,2.0,,2.0,,5.0,1.0,0.0634,0.0,,,,,,,,,,,,,,,,,,,,,,
231065,Ethan Pinnock,Defender,Brentford,94,Jamaica,2021-22,101.0,53.0,3.0,9.0,1.3392,51.0,,32.0,29.0,1416.0,1.0,1.0,0.0,,,8.0,8.0,72.0,10.0,73.0,,2.0,38.1403,10.0,17.0,3.0,14.0,0.0,141.0,32.0,1.0,2.0,17.0,9.0,,1370.0,4.0,450.0,35.0,,207.0,9.0,,64.0,145.0,2033.0,147.0,,758.0,1.0,134.0,125.0,4.0,1.4425,0.0,,13.0,215.0,1.0,,32.0,349.0,17.0,,215.0,7.0,,4.0,2697.0,,216.0,35.0,1003.0,55.0,148.0,43.0,29.0,403.0,317.0,19.0,1.0,661.0,,,16.0,313.0,33.0,3.0,102.0,143.0,0.0,11.0,9.0,11.0,44.0,,4.0,,70.0,4.0,1.1931,1.0,,55.0,1.0,,,,,,,,,,,,,,,,,,,
450550,Fin Stevens,Defender,Brentford,94,Wales,2021-22,,1.0,,,,3.0,,1.0,,6.0,,,0.0,,1.0,,,,,3.0,,,0.1094,1.0,,,,0.0,,1.0,,,1.0,,,6.0,,2.0,1.0,,,,,,,10.0,,,2.0,,,,,0.0216,0.0,,,1.0,,,,1.0,1.0,,1.0,,,,14.0,,4.0,,5.0,1.0,,,,4.0,4.0,,0.0,2.0,,,2.0,3.0,,,3.0,1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
121570,Julian Jeanvier,Defender,Brentford,94,Guinea,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
191866,Kristoffer Ajer,Defender,Brentford,94,Norway,2021-22,63.0,45.0,5.0,1.0,0.5429,29.0,2.0,24.0,28.0,723.0,1.0,,0.0,,1.0,,,31.0,6.0,58.0,,4.0,28.6225,5.0,5.0,5.0,16.0,0.0,109.0,24.0,,5.0,14.0,12.0,,717.0,1.0,304.0,18.0,,207.0,12.0,,30.0,67.0,1151.0,120.0,,281.0,,71.0,77.0,3.0,1.8498,0.0,,2.0,148.0,3.0,,23.0,219.0,14.0,,80.0,5.0,,3.0,1987.0,,107.0,36.0,474.0,34.0,71.0,31.0,32.0,60.0,170.0,8.0,1.0,389.0,,,11.0,226.0,25.0,5.0,90.0,49.0,0.0,6.0,13.0,11.0,26.0,,6.0,,37.0,8.0,0.7707,5.0,,28.0,,1.0,,1.0,,,,,,,,,,,,,,,,
228044,Mads Bech,Defender,Brentford,94,Denmark,2021-22,14.0,13.0,2.0,,,8.0,,11.0,7.0,431.0,,,0.0,,2.0,,,4.0,2.0,12.0,,3.0,14.4702,7.0,5.0,2.0,4.0,0.0,41.0,11.0,,1.0,7.0,1.0,,425.0,,125.0,7.0,,62.0,8.0,,19.0,21.0,582.0,39.0,,251.0,,36.0,35.0,3.0,0.3437,0.0,,,44.0,,,9.0,80.0,7.0,,13.0,2.0,,3.0,833.0,,21.0,12.0,332.0,6.0,24.0,14.0,10.0,155.0,35.0,3.0,0.0,193.0,,,1.0,103.0,12.0,2.0,22.0,9.0,0.0,3.0,,6.0,6.0,,2.0,,20.0,3.0,0.0678,3.0,1.0,33.0,,,,,,,,,,,,,,,,,,,,
226956,Mads Roerslev,Defender,Brentford,94,Denmark,2021-22,75.0,31.0,1.0,2.0,0.1567,23.0,,21.0,15.0,297.0,1.0,2.0,0.0,1.0,9.0,1.0,1.0,25.0,1.0,35.0,,2.0,22.182,6.0,3.0,,8.0,1.0,54.0,21.0,1.0,11.0,26.0,15.0,,297.0,2.0,155.0,12.0,,80.0,18.0,,10.0,78.0,510.0,22.0,,97.0,1.0,28.0,44.0,9.0,0.7946,0.0,,4.0,70.0,1.0,1.0,12.0,98.0,26.0,,37.0,1.0,,9.0,1233.0,,47.0,25.0,189.0,12.0,26.0,27.0,50.0,15.0,122.0,9.0,1.0,124.0,,,11.0,111.0,26.0,,85.0,12.0,0.0,3.0,4.0,5.0,16.0,,2.0,1.0,16.0,8.0,0.3768,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
61810,Pontus Jansson,Defender,Brentford,94,Sweden,2021-22,112.0,66.0,5.0,11.0,3.0981,40.0,1.0,37.0,34.0,1489.0,3.0,5.0,1.0,,,8.0,8.0,81.0,12.0,49.0,,5.0,49.8841,4.0,10.0,5.0,8.0,2.0,166.0,37.0,,,1.0,5.0,,1447.0,6.0,304.0,21.0,,536.0,15.0,,38.0,110.0,1919.0,13.0,1.0,972.0,1.0,92.0,110.0,,0.5919,0.0,,17.0,192.0,1.0,1.0,37.0,284.0,1.0,,184.0,7.0,,,3322.0,,152.0,17.0,1167.0,58.0,186.0,56.0,31.0,334.0,264.0,10.0,2.0,509.0,,,19.0,233.0,44.0,5.0,80.0,103.0,0.0,2.0,2.0,27.0,52.0,,1.0,,46.0,6.0,2.9845,7.0,,,,1.0,2.0,,,,,,,,,,2.0,,,,1.0,,,
194010,Rico Henry,Defender,Brentford,94,Jamaica,2021-22,148.0,63.0,3.0,5.0,2.6933,28.0,,34.0,38.0,1023.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,40.0,8.0,82.0,,5.0,38.8472,18.0,10.0,2.0,27.0,1.0,189.0,34.0,1.0,33.0,55.0,67.0,,1018.0,6.0,451.0,20.0,,51.0,20.0,,34.0,288.0,1626.0,96.0,,373.0,1.0,85.0,81.0,19.0,2.2323,0.0,,11.0,177.0,,,33.0,262.0,55.0,,67.0,7.0,,19.0,2784.0,,109.0,61.0,727.0,40.0,56.0,41.0,108.0,279.0,257.0,21.0,1.0,405.0,,,8.0,407.0,33.0,2.0,190.0,27.0,0.0,17.0,27.0,10.0,26.0,,9.0,1.0,55.0,7.0,1.8881,2.0,1.0,19.0,,,2.0,,,,,,,,,,,,,,,,,
