playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,goals,offsides,awayGoals,goalKicks,substituteOn,cleanSheets,successfulCrossesAndCorners,successfulLaunches,shotsBlockedInBox,homeGoals,headedGoals,iboxBlocked,gkSuccessfulDistribution,clearancesOffTheLine,unsuccessfulLaunches,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesTaken,oboxTarget,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,lastPlayerTackle,penaltiesConceded,foulWonPenalty,secondGoalAssists
472713,Aaron Hickey,Defender,Brentford,94,Scotland,2023-24,29.0,0.1436,0.0,2.0,1.0,2.0,0.3127,16.0,5.0,1.0,22.0,9.0,1.0,9.0,27.0,5.0,252.0,2.0,11.0,1.0,720.0,1.0,9.0,38.0,1.0,11.0,36.0,216.0,7.0,2.0,1.0,9.1916,1.0,10.0,12.0,20.0,50.0,16.0,0.0,67.0,4.0,67.0,42.0,9.0,7.0,5.0,86.0,11.0,5.0,10.0,56.0,2.0,0.0,249.0,4.0,3.0,60.0,9.0,5.0,3.0,58.0,10.0,3.0,9.0,77.0,381.0,18.0,7.0,2.0,139.0,1.0,0.2095,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Brentford,94,England,2023-24,54.0,0.7159,1.0,4.0,2.0,,0.2534,26.0,6.0,,85.0,16.0,,15.0,143.0,2.0,605.0,1.0,67.0,,1276.0,,32.0,67.0,4.0,14.0,32.0,426.0,25.0,10.0,1.0,27.3445,6.0,57.0,26.0,22.0,176.0,3.0,1.0,121.0,8.0,274.0,67.0,16.0,11.0,3.0,181.0,22.0,2.0,10.0,54.0,35.0,1.0,589.0,4.0,1.0,175.0,15.0,3.0,13.0,100.0,7.0,13.0,36.0,55.0,848.0,46.0,3.0,1.0,284.0,6.0,1.4781,1.0,58.0,48.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,8.0,3.0,2.0,2.0,3.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622536,Benjamin Arthur,Defender,Brentford,94,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612534,Benjamin Fredrick,Defender,Brentford,94,Nigeria,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213687,Charlie Goode,Defender,Brentford,94,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231065,Ethan Pinnock,Defender,Brentford,94,Jamaica,2023-24,73.0,0.7733,0.0,3.0,4.0,,1.1505,35.0,16.0,,139.0,29.0,,28.0,224.0,7.0,1398.0,,165.0,2.0,2521.0,2.0,51.0,165.0,4.0,29.0,51.0,1103.0,46.0,6.0,1.0,39.2229,4.0,167.0,46.0,22.0,446.0,11.0,1.0,238.0,16.0,507.0,131.0,29.0,12.0,3.0,307.0,42.0,7.0,7.0,73.0,114.0,0.0,1367.0,12.0,6.0,259.0,23.0,6.0,24.0,309.0,4.0,43.0,71.0,136.0,1806.0,18.0,,,867.0,2.0,2.0362,1.0,85.0,82.0,,2.0,,2.0,5.0,1.0,5.0,,16.0,3.0,0.0,2.0,3.0,5.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570241,Kim Ji-Soo,Defender,Brentford,94,South Korea,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191866,Kristoffer Ajer,Defender,Brentford,94,Norway,2023-24,69.0,2.6917,0.0,3.0,4.0,2.0,0.9747,38.0,9.0,1.0,119.0,28.0,,21.0,174.0,17.0,722.0,,88.0,2.0,1833.0,2.0,23.0,121.0,4.0,26.0,56.0,517.0,61.0,8.0,1.0,29.6518,11.0,78.0,33.0,46.0,138.0,10.0,0.0,190.0,15.0,316.0,60.0,28.0,17.0,2.0,220.0,29.0,17.0,8.0,102.0,65.0,0.0,708.0,5.0,4.0,226.0,21.0,10.0,11.0,208.0,25.0,25.0,31.0,60.0,1077.0,57.0,8.0,,333.0,14.0,1.3118,5.0,55.0,56.0,5.0,2.0,1.0,1.0,5.0,7.0,2.0,5.0,7.0,3.0,1.0,1.0,3.0,5.0,,23.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
226956,Mads Roerslev,Defender,Brentford,94,Denmark,2023-24,94.0,1.4086,0.0,2.0,1.0,2.0,0.9799,48.0,5.0,1.0,135.0,34.0,,22.0,188.0,38.0,605.0,1.0,42.0,,1987.0,,27.0,88.0,2.0,41.0,73.0,395.0,24.0,16.0,2.0,38.808,13.0,61.0,40.0,67.0,30.0,15.0,0.0,182.0,12.0,269.0,82.0,34.0,17.0,15.0,222.0,38.0,38.0,30.0,140.0,15.0,0.0,602.0,4.0,8.0,301.0,31.0,11.0,3.0,180.0,10.0,19.0,22.0,126.0,1016.0,55.0,14.0,1.0,219.0,4.0,0.9481,1.0,53.0,77.0,24.0,1.0,3.0,0.0,,12.0,4.0,24.0,6.0,1.0,1.0,,1.0,,,35.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
432830,Nathan Collins,Defender,Brentford,94,Ireland,2023-24,72.0,1.0633,0.0,2.0,2.0,,0.9161,38.0,8.0,2.0,160.0,32.0,,29.0,272.0,3.0,1468.0,1.0,108.0,1.0,2649.0,1.0,35.0,145.0,4.0,32.0,72.0,1127.0,49.0,10.0,2.0,43.591,10.0,129.0,51.0,37.0,304.0,23.0,1.0,217.0,16.0,600.0,136.0,32.0,18.0,2.0,350.0,47.0,3.0,15.0,109.0,73.0,0.0,1419.0,6.0,2.0,328.0,20.0,11.0,30.0,439.0,12.0,44.0,69.0,125.0,1944.0,64.0,1.0,1.0,847.0,4.0,1.6534,3.0,112.0,98.0,1.0,1.0,3.0,0.0,3.0,3.0,7.0,1.0,11.0,1.0,1.0,1.0,1.0,3.0,,50.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
