playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,overruns,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,goalsConcededOutsideBox,successfulCornersIntoBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,successfulCrossesOpenPlay,expectedGoalsFreekick,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,putthroughBlockedDistributionWon,homeGoals,penaltiesTaken,oboxTarget,tacklesLost,iboxBlocked,cornersWon,successfulDribbles,penaltyGoals,shotsBlockedOutsideBox,expectedGoals,headedGoals,penaltiesConceded,ownGoalScored,lastPlayerTackle,punches,catches,savesMade,savesMadeFromOutsideBox,crossesNotClaimed,gkUnsuccessfulDistribution,clearancesOffTheLine,handballsConceded,foulWonPenalty,savesMadeCaught,penaltiesFaced,goalkeeperSmother,drops,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists
472713,Aaron Hickey,Defender,Brentford,94,Scotland,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Brentford,94,England,2024-25,0.0,0.0,2.0,10.0,0.0264,1.0,2.0,13.0,7.0,2.0,26.0,116.0,3.0,5.0,10.0,181.0,5.0,7.0,1.0,2.0,84.0,3.0,1.0,4.0478,1.0,7.0,4.0,5.0,34.0,0.0,17.0,50.0,11.0,7.0,31.0,4.0,7.0,5.0,3.0,108.0,28.0,2.0,3.0,19.0,5.0,4.0,6.0,13.0,139.0,3.0,1.0,9.0,59.0,3.0,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622536,Benjamin Arthur,Defender,Brentford,94,England,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612534,Benjamin Fredrick,Defender,Brentford,94,Nigeria,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231065,Ethan Pinnock,Defender,Brentford,94,Jamaica,2024-25,0.0,0.0,2.0,72.0,0.6529,,35.0,72.0,22.0,21.0,128.0,1032.0,72.0,1.0,107.0,1913.0,43.0,105.0,19.0,41.0,858.0,24.0,20.0,33.1486,5.0,139.0,35.0,29.0,368.0,1.0,177.0,366.0,50.0,22.0,223.0,33.0,70.0,64.0,72.0,945.0,168.0,19.0,18.0,209.0,8.0,24.0,46.0,89.0,1370.0,19.0,1.0,31.0,682.0,3.0,56.0,50.0,,6.0,2.7528,,2.0,,1.0,,4.0,4.0,2.0,,1.0,8.0,,4.0,,,6.0,8.0,10.0,,4.0,,,2.0,1.0,,10.0,,,8.0,,2.0,,1.0,,11.0,1.0,,,16.0,,7.0,3.0,,,1.0926,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
570241,Kim Ji-Soo,Defender,Brentford,94,South Korea,2024-25,0.0,0.0,0.0,2.0,0.0027,,,1.0,3.0,,3.0,28.0,,3.0,,28.0,,,,,21.0,,,,1.0,2.0,,2.0,13.0,0.0,2.0,9.0,,3.0,12.0,,2.0,,,27.0,4.0,,,6.0,1.0,,4.0,,31.0,,,1.0,13.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191866,Kristoffer Ajer,Defender,Brentford,94,Norway,2024-25,0.0,0.0,5.0,68.0,0.4981,,26.0,99.0,24.0,17.0,124.0,558.0,,7.0,51.0,1441.0,23.0,66.0,31.0,38.0,414.0,39.0,5.0,20.2482,3.0,47.0,25.0,45.0,87.0,0.0,134.0,242.0,42.0,24.0,222.0,23.0,83.0,28.0,,556.0,175.0,18.0,4.0,133.0,13.0,12.0,20.0,96.0,830.0,66.0,12.0,14.0,216.0,7.0,25.0,32.0,4.0,3.0,1.6054,,,2.0,,,3.0,3.0,2.0,,,8.0,4.0,6.0,,,8.0,10.0,20.0,,2.0,,,,4.0,,5.0,,1.0,10.0,,1.0,,4.0,,13.0,,,,8.0,4.0,8.0,7.0,,,0.9559,,,,1.0,,,,,,,,,,,,,,,,
607464,Michael Kayode,Defender,Brentford,94,Italy,2024-25,0.0,0.0,2.0,27.0,0.6936,2.0,17.0,20.0,12.0,6.0,26.0,173.0,,6.0,13.0,528.0,4.0,38.0,6.0,29.0,140.0,13.0,24.0,5.9054,3.0,17.0,5.0,23.0,6.0,0.0,65.0,57.0,34.0,12.0,76.0,4.0,52.0,9.0,,173.0,83.0,11.0,,76.0,8.0,7.0,7.0,34.0,337.0,34.0,5.0,5.0,74.0,2.0,6.0,11.0,,,,,,,,,,,1.0,,,7.0,,3.0,,,8.0,7.0,11.0,,2.0,,,,3.0,,2.0,1.0,,7.0,,1.0,,3.0,,3.0,,,,6.0,,6.0,9.0,,,0.2065,,,,1.0,,,,,,,,,,,,,,,,
432830,Nathan Collins,Defender,Brentford,94,Ireland,2024-25,0.0,0.0,5.0,124.0,1.5761,,40.0,164.0,38.0,38.0,268.0,1961.0,3.0,,189.0,3420.0,70.0,194.0,28.0,75.0,1613.0,71.0,1.0,53.991,16.0,220.0,57.0,54.0,363.0,1.0,318.0,715.0,162.0,38.0,517.0,52.0,129.0,119.0,3.0,1889.0,313.0,24.0,57.0,672.0,29.0,34.0,80.0,211.0,2496.0,10.0,,54.0,1178.0,11.0,104.0,85.0,3.0,6.0,2.8613,3.0,2.0,6.0,0.0,1.0,4.0,4.0,5.0,,1.0,7.0,2.0,31.0,,1.0,5.0,6.0,13.0,,8.0,,,,2.0,,14.0,3.0,,6.0,,8.0,,2.0,1.0,20.0,2.0,,,16.0,2.0,4.0,6.0,,1.0,2.5006,1.0,,,2.0,,,,,,,,1.0,2.0,,,,,,,
194010,Rico Henry,Defender,Brentford,94,Jamaica,2024-25,0.0,0.0,0.0,11.0,0.0087,,2.0,6.0,5.0,,12.0,37.0,,5.0,4.0,94.0,2.0,6.0,6.0,4.0,25.0,1.0,2.0,2.0558,,2.0,3.0,9.0,9.0,0.0,17.0,17.0,7.0,5.0,12.0,2.0,13.0,2.0,,37.0,23.0,2.0,1.0,1.0,2.0,1.0,,10.0,68.0,8.0,,6.0,13.0,,6.0,4.0,,,,,,,,,,,1.0,,,,,2.0,,,2.0,2.0,4.0,,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
