playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,throughBalls,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,goals,offsides,awayGoals,oboxBlocked,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,successfulCrossesOpenPlay,goalAssists,foulWonPenalty,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,oboxTarget,headedGoals,shotsBlockedOutsideBox,ownGoalScored,lastPlayerTackle,rightFootGoals,penaltiesTaken,clearancesOffTheLine,penaltyGoals,handballsConceded,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick
472713,Aaron Hickey,Defender,Brentford,94,Scotland,2025-26,33.0,0.1384,0.0,1.0,1.0,1.0,0.2445,15.0,5.0,35.0,21.0,2.0,8.0,47.0,4.0,286.0,13.0,18.0,1.0,685.0,1.0,9.0,33.0,2.0,14.0,24.0,228.0,10.0,9.0,8.969,1.0,3.0,23.0,9.0,1.0,24.0,115.0,9.0,0.0,66.0,6.0,78.0,35.0,21.0,8.0,7.0,104.0,7.0,4.0,12.0,1.0,48.0,9.0,0.0,279.0,4.0,1.0,81.0,7.0,1.0,6.0,27.0,7.0,8.0,11.0,66.0,447.0,39.0,7.0,8.0,135.0,4.0,0.4549,1.0,12.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587433,Conor McManus,Defender,Brentford,94,Ireland,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231065,Ethan Pinnock,Defender,Brentford,94,Jamaica,2025-26,14.0,0.0603,0.0,,1.0,,0.1209,5.0,1.0,14.0,4.0,,4.0,23.0,,133.0,,23.0,1.0,321.0,1.0,10.0,20.0,,3.0,7.0,101.0,9.0,2.0,3.885,,4.0,27.0,5.0,,4.0,29.0,2.0,0.0,34.0,2.0,55.0,11.0,4.0,1.0,,23.0,5.0,,1.0,,11.0,13.0,0.0,132.0,,1.0,27.0,4.0,1.0,5.0,33.0,,5.0,9.0,16.0,196.0,,3.0,4.0,87.0,,0.0106,1.0,9.0,6.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
649240,Joshua Stephenson,Defender,Brentford,94,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191866,Kristoffer Ajer,Defender,Brentford,94,Norway,2025-26,89.0,0.7218,0.0,2.0,3.0,,0.5102,37.0,8.0,80.0,27.0,,20.0,141.0,6.0,706.0,7.0,105.0,3.0,1807.0,3.0,45.0,105.0,2.0,19.0,45.0,541.0,47.0,2.0,28.1905,3.0,9.0,119.0,32.0,1.0,44.0,161.0,5.0,0.0,194.0,9.0,262.0,59.0,27.0,15.0,8.0,156.0,30.0,6.0,14.0,1.0,89.0,60.0,0.0,703.0,5.0,7.0,180.0,22.0,3.0,16.0,212.0,23.0,18.0,24.0,71.0,1026.0,26.0,7.0,30.0,410.0,11.0,0.7805,4.0,61.0,29.0,,,,,,,4.0,,1.0,,,3.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,
607464,Michael Kayode,Defender,Brentford,94,Italy,2025-26,156.0,2.9359,0.0,4.0,3.0,5.0,1.4273,67.0,5.0,124.0,37.0,2.0,37.0,171.0,42.0,1141.0,,68.0,2.0,3264.0,2.0,27.0,213.0,3.0,47.0,172.0,932.0,35.0,176.0,48.181,33.0,10.0,99.0,49.0,3.0,129.0,78.0,50.0,0.0,369.0,21.0,333.0,163.0,37.0,22.0,52.0,418.0,46.0,42.0,83.0,3.0,301.0,41.0,0.0,1126.0,2.0,23.0,523.0,45.0,55.0,15.0,436.0,26.0,38.0,38.0,294.0,2177.0,215.0,6.0,27.0,566.0,11.0,1.1757,8.0,47.0,64.0,,,,2.0,,,8.0,,2.0,,,5.0,,,,,,,,2.0,1.0,1.0,0.0,1.0,,,,,14.0,1.0,,,,14.0,1.0,1.0,,1.0,1.0,1.0,,,,2.0,,1.0,,,
432830,Nathan Collins,Defender,Brentford,94,Ireland,2025-26,114.0,1.622,0.0,4.0,6.0,1.0,1.6987,31.0,16.0,137.0,35.0,,32.0,296.0,,1753.0,3.0,162.0,5.0,2972.0,5.0,73.0,144.0,4.0,18.0,55.0,1369.0,80.0,,44.7338,9.0,21.0,209.0,44.0,3.0,41.0,459.0,17.0,0.0,258.0,14.0,650.0,139.0,35.0,17.0,3.0,409.0,40.0,,13.0,3.0,96.0,89.0,0.0,1653.0,10.0,4.0,333.0,14.0,7.0,41.0,514.0,20.0,37.0,88.0,130.0,2245.0,4.0,,93.0,1049.0,3.0,2.2774,7.0,159.0,81.0,,,,,65.0,,9.0,,1.0,,,4.0,,,,53.0,12.0,,,,1.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,1.0,,0.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,
494556,Ollie Shield,Defender,Brentford,94,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194010,Rico Henry,Defender,Brentford,94,Jamaica,2025-26,68.0,0.5462,0.0,1.0,,2.0,,15.0,4.0,75.0,25.0,1.0,14.0,111.0,22.0,481.0,11.0,40.0,,1328.0,,21.0,66.0,1.0,21.0,47.0,347.0,14.0,26.0,20.6413,3.0,5.0,41.0,22.0,,47.0,118.0,17.0,0.0,134.0,1.0,180.0,72.0,25.0,4.0,15.0,174.0,21.0,22.0,24.0,,94.0,19.0,0.0,480.0,4.0,7.0,218.0,11.0,15.0,5.0,39.0,15.0,8.0,23.0,144.0,817.0,79.0,8.0,20.0,199.0,5.0,0.1792,2.0,36.0,43.0,,,,,,,3.0,,1.0,,,4.0,,,,,,,,,,2.0,,1.0,,,,,3.0,1.0,,,,3.0,,,,,1.0,,1.0,,,,,,,,
444765,Sepp van den Berg,Defender,Brentford,94,Netherlands,2025-26,96.0,1.4865,0.0,3.0,7.0,,2.0279,23.0,20.0,113.0,32.0,,30.0,163.0,,1422.0,2.0,211.0,7.0,2761.0,7.0,71.0,175.0,3.0,18.0,35.0,1206.0,55.0,1.0,39.1401,5.0,6.0,195.0,41.0,2.0,25.0,450.0,11.0,0.0,271.0,11.0,444.0,109.0,32.0,13.0,,332.0,38.0,,4.0,2.0,60.0,140.0,0.0,1377.0,13.0,4.0,184.0,10.0,1.0,23.0,409.0,15.0,29.0,53.0,119.0,1815.0,3.0,,32.0,927.0,3.0,3.1253,2.0,50.0,53.0,,,,1.0,29.0,,8.0,,,,,3.0,,,,29.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,
