season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025028,1,17,Nottingham_Forest,Home,843754,210462,Ibrahim Sangaré,ibrahim-sangare,M,False,,,3.0,22.0,15.0,37.0,2.0,2.0,,4.0,,,,,,1.0,3.0,5.0,,1.0,0.0134596,0.0154,,1.0,0.0,,,,,,,,0.57,4.97,1.73,0.15,3.14,90.0,,,,1.0,,,,12.0,,,6.5,,,1.0,,,5.0,1.0,1.0,,4.0,,25.0,19.0,44.0,,,1,1.0,62.0,2.0,1.0,1.0,1.0
2025-26,14025028,1,17,Nottingham_Forest,Home,846252,204968,Ryan Yates,ryan-yates,M,True,,,,2.0,3.0,5.0,1.0,2.0,,3.0,,,,,,,1.0,4.0,,,0.00732382,,,,0.0,,,,,1.0,,,0.13,0.55,0.29,0.03,0.37,12.0,,,,,,,,,,,7.0,,,,,,1.0,1.0,,,,,2.0,3.0,5.0,,,0,,9.0,,1.0,1.0,
2025-26,14025028,1,17,Nottingham_Forest,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,2.0,,1.0,33.0,10.0,43.0,2.0,2.0,,2.0,1.0,1.0,1.0,,,1.0,4.0,6.0,,1.0,0.284462,0.38,,1.0,1.0,,,,,,3.0,,0.48,4.51,1.82,0.08,2.94,84.0,,1.0,,,,,,16.0,,,6.8,,,2.0,,,,3.0,2.0,,3.0,,41.0,13.0,54.0,,,3,1.0,73.0,2.0,2.0,2.0,1.0
2025-26,14025028,1,17,Nottingham_Forest,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,1.0,,,31.0,3.0,34.0,,,,,1.0,,,,,2.0,4.0,4.0,,,0.238631,0.0197,0.0411,,0.0,,,,,,2.0,,0.48,4.27,1.04,0.17,3.47,90.0,1.0,,,,,,,10.0,,,7.1,,,,,,,4.0,5.0,,,,33.0,3.0,36.0,,,1,,52.0,,2.0,2.0,
2025-26,14025028,1,17,Nottingham_Forest,Home,944327,456512,Dan Ndoye,dan-ndoye,M,False,,,,4.0,3.0,7.0,,,,3.0,,,,2.0,,2.0,4.0,1.0,,,0.00761522,0.1044,0.6913,,0.0,1.0,,,,,,,0.77,3.98,1.18,0.46,2.84,79.0,1.0,,,,,,,12.0,,,7.4,,,,,,,,2.0,,,,8.0,3.0,11.0,,,1,,24.0,3.0,1.0,,
2025-26,14025028,1,17,Nottingham_Forest,Home,994546,215379,Elliot Anderson,elliot-anderson,M,False,,,5.0,37.0,29.0,66.0,3.0,3.0,,8.0,1.0,1.0,1.0,3.0,,,8.0,7.0,,,0.28278,0.3878,0.1514,,1.0,,,,,1.0,1.0,,1.0,5.1,2.22,0.03,2.99,90.0,1.0,,,,,,,18.0,,,7.5,,,1.0,,,,2.0,6.0,,9.0,1.0,43.0,33.0,76.0,,,3,2.0,95.0,,2.0,,1.0
2025-26,14025074,2,17,Nottingham_Forest,Away,843754,210462,Ibrahim Sangaré,ibrahim-sangare,M,False,,,4.0,33.0,24.0,57.0,3.0,1.0,,3.0,,,,1.0,,1.0,6.0,2.0,,,0.010474,0.0119,,,0.0,,,,,4.0,,,,,,,,88.0,,,,,,,,5.0,,,6.6,,,1.0,,,,1.0,,,5.0,,35.0,25.0,60.0,,,1,1.0,72.0,,,,1.0
2025-26,14025074,2,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,True,,,1.0,4.0,3.0,7.0,,2.0,,,,,,,,,,2.0,,,0.0034483,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,2.0,,,6.8,,,,,,1.0,,,,2.0,,5.0,4.0,9.0,,,0,,10.0,,,,
2025-26,14025074,2,17,Nottingham_Forest,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,1.0,,,25.0,7.0,32.0,,1.0,,1.0,,,,,,,1.0,3.0,1.0,,0.097336,0.1105,,1.0,0.0,,,,,,1.0,,,,,,,82.0,,,,,,,,21.0,,,5.8,,,1.0,,,,1.0,2.0,,2.0,,36.0,9.0,45.0,,,1,,58.0,5.0,1.0,1.0,
2025-26,14025074,2,17,Nottingham_Forest,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,,18.0,2.0,20.0,,,,1.0,,,1.0,1.0,,,3.0,1.0,,,0.0188983,0.3115,0.2584,,0.0,1.0,,,,1.0,,,,,,,,72.0,1.0,,,,,,,6.0,,,7.4,,,,,,,2.0,3.0,,,,19.0,2.0,21.0,,,2,1.0,31.0,,,,1.0
