season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436944,4,17,Nottingham_Forest,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,,16.0,15.0,31.0,3.0,2.0,4.0,,,,,,,4.0,4.0,,,0.00714969,,,1.0,0.0,,,,,4.0,,,90.0,,,,,,13.0,,6.9,,,,,1.0,,4.0,,2.0,,24.0,18.0,38.0,0,1.0,53.0,1.0,1.0,,
2024-25,12436944,4,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,False,,,1.0,9.0,9.0,18.0,1.0,1.0,3.0,,,,1.0,,,4.0,3.0,,1.0,0.00466721,,,1.0,0.0,,,,,,,,90.0,,,,,,5.0,,6.3,,,,,6.0,1.0,,,1.0,1.0,11.0,9.0,20.0,0,,35.0,1.0,3.0,,
2024-25,12436944,4,17,Nottingham_Forest,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,,12.0,7.0,19.0,2.0,3.0,5.0,1.0,,,1.0,,4.0,8.0,8.0,,,0.0525633,0.0152,,1.0,0.0,,,,,,2.0,,81.0,,,,,,13.0,,6.9,,,1.0,,,,,,1.0,2.0,16.0,7.0,23.0,1,3.0,39.0,5.0,2.0,,1.0
2024-25,12436944,4,17,Nottingham_Forest,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,4.0,1.0,5.0,,,,,,,,,1.0,1.0,2.0,,,0.0189382,0.0695,0.2943,,0.0,1.0,,,,,,,36.0,1.0,,,,,8.0,,7.2,,,,,1.0,1.0,,,1.0,,8.0,1.0,9.0,1,,18.0,3.0,1.0,1.0,
2024-25,12436944,4,17,Nottingham_Forest,Away,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,False,,,,6.0,3.0,9.0,,1.0,3.0,,,,,,,1.0,3.0,,,0.00594501,,,1.0,0.0,,,,,1.0,,,54.0,,,,,,9.0,,6.8,,,,,2.0,,,,,,13.0,4.0,17.0,0,2.0,26.0,,,,1.0
2024-25,12436944,4,17,Nottingham_Forest,Away,994546,215379,Elliot Anderson,elliot-anderson,M,False,,,,8.0,9.0,17.0,1.0,1.0,7.0,,,,1.0,,,4.0,7.0,,,0.0109114,,,,0.0,,,,,1.0,,,61.0,,,,,,13.0,,6.9,,,,,2.0,4.0,1.0,,2.0,,14.0,10.0,23.0,0,2.0,44.0,4.0,2.0,2.0,1.0
2024-25,12436959,5,17,Nottingham_Forest,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,1.0,5.0,8.0,13.0,,,2.0,,,,,,1.0,2.0,1.0,,,0.0662852,,,1.0,0.0,,,,,,,,45.0,,,,,,5.0,,6.3,,,,,1.0,,,,3.0,,8.0,9.0,17.0,0,1.0,20.0,,,,
2024-25,12436959,5,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,True,,,,,15.0,15.0,,,3.0,,,,,,1.0,2.0,3.0,,,0.00019125,,,1.0,0.0,,,,,,,,45.0,,,,,,4.0,,6.6,,,,,,1.0,,,1.0,,2.0,15.0,17.0,0,2.0,22.0,1.0,,1.0,1.0
2024-25,12436959,5,17,Nottingham_Forest,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,1.0,5.0,9.0,14.0,1.0,1.0,4.0,,,,1.0,,2.0,9.0,5.0,,,0.026387,0.0691,0.3032,4.0,0.0,,,,,1.0,1.0,,83.0,1.0,,,,,14.0,,6.1,,,,,2.0,2.0,,,5.0,,13.0,10.0,23.0,1,2.0,41.0,2.0,2.0,1.0,1.0
2024-25,12436959,5,17,Nottingham_Forest,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,,7.0,7.0,14.0,1.0,,4.0,,,1.0,,,1.0,2.0,5.0,,,0.0322174,0.1059,,,0.0,,,,,,1.0,,90.0,,,,,1.0,10.0,,7.2,,,,,1.0,3.0,,,3.0,2.0,10.0,10.0,20.0,1,1.0,34.0,2.0,1.0,3.0,1.0
2024-25,12436959,5,17,Nottingham_Forest,Away,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436959,5,17,Nottingham_Forest,Away,994546,215379,Elliot Anderson,elliot-anderson,M,False,,,,3.0,6.0,9.0,,1.0,3.0,,,,,,1.0,1.0,8.0,,,0.0011597,,,,0.0,,,,,1.0,,,59.0,,1.0,,,,6.0,,7.1,,,,,3.0,1.0,,,,,6.0,7.0,13.0,0,3.0,31.0,,3.0,1.0,2.0
2024-25,12437001,6,17,Nottingham_Forest,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,3.0,,1.0,17.0,12.0,26.0,,,4.0,,,1.0,,,,1.0,,,,0.099896,0.0175,,1.0,0.0,,,,,1.0,,,75.0,,2.0,,,,6.0,,7.0,,,,,,,7.0,,2.0,,22.0,13.0,28.0,1,,42.0,,,,
2024-25,12437001,6,17,Nottingham_Forest,Home,846252,204968,Ryan Yates,ryan-yates,M,False,,,,26.0,21.0,47.0,1.0,2.0,6.0,,,1.0,,,1.0,3.0,10.0,,,0.159442,0.02,,1.0,0.0,,,,,2.0,1.0,,90.0,,,,,,11.0,,7.3,,,,,2.0,,,,1.0,,32.0,23.0,55.0,1,3.0,72.0,1.0,5.0,,
2024-25,12437001,6,17,Nottingham_Forest,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,1.0,,,4.0,4.0,7.0,,,1.0,,,,,,,,1.0,,,0.101475,0.1461,,,0.0,,,,,1.0,1.0,,33.0,,,,,,8.0,,6.9,,,1.0,,,1.0,7.0,,1.0,1.0,11.0,4.0,8.0,1,,21.0,1.0,,1.0,
2024-25,12437001,6,17,Nottingham_Forest,Home,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,False,,,,14.0,4.0,18.0,,2.0,1.0,,,,,,,,3.0,,,0.00434546,0.0258,,,0.0,,,,,1.0,,,57.0,,,,,,8.0,,6.8,,,1.0,,,,,,,,18.0,7.0,25.0,1,1.0,31.0,,,,1.0
2024-25,12437001,6,17,Nottingham_Forest,Home,994546,215379,Elliot Anderson,elliot-anderson,M,False,,,1.0,11.0,2.0,13.0,,,2.0,,,1.0,,,,1.0,3.0,,,0.0352895,0.0332,,1.0,0.0,,,,,,1.0,,57.0,,,,,,6.0,,6.9,,,,,1.0,,1.0,,3.0,,16.0,2.0,17.0,1,1.0,28.0,1.0,2.0,,1.0
2024-25,12437013,7,17,Nottingham_Forest,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,1.0,14.0,21.0,35.0,,,4.0,,,,,,1.0,2.0,2.0,,,0.0340623,0.0367,0.0672,2.0,0.0,,,,,,2.0,,78.0,1.0,,,,,10.0,,6.4,,,,,1.0,,2.0,,2.0,,20.0,22.0,40.0,1,1.0,49.0,2.0,1.0,,1.0
2024-25,12437013,7,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,False,,,,14.0,7.0,21.0,2.0,1.0,5.0,,1.0,1.0,1.0,,2.0,8.0,7.0,,,0.00436881,0.1853,0.0267,3.0,0.0,,,,,1.0,,,90.0,1.0,1.0,,,,7.0,,6.8,,,1.0,,3.0,2.0,1.0,,1.0,1.0,17.0,8.0,24.0,3,1.0,48.0,1.0,3.0,2.0,
2024-25,12437013,7,17,Nottingham_Forest,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,1.0,18.0,4.0,22.0,,1.0,1.0,,,1.0,,,,2.0,3.0,,,0.0104693,0.0831,0.0135,,0.0,,,,,,1.0,,76.0,1.0,1.0,,,,12.0,,7.0,,,,,1.0,3.0,,,1.0,,25.0,5.0,30.0,2,,42.0,1.0,1.0,1.0,
2024-25,12437013,7,17,Nottingham_Forest,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,1.0,,,24.0,2.0,25.0,3.0,,1.0,1.0,,,1.0,,,5.0,3.0,,,0.10646,,,,0.0,,,,,1.0,3.0,,82.0,,,,,,4.0,,7.1,,,,,,2.0,2.0,,,,25.0,2.0,25.0,0,1.0,34.0,2.0,1.0,1.0,
2024-25,12437013,7,17,Nottingham_Forest,Away,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,True,,,,2.0,2.0,4.0,1.0,,1.0,,,,,,,2.0,1.0,,,0.00077191,,,1.0,0.0,,,,,,,,14.0,,1.0,,,,1.0,,6.7,,,,,1.0,,,,,,2.0,2.0,4.0,0,,8.0,,1.0,,
2024-25,12437013,7,17,Nottingham_Forest,Away,994546,215379,Elliot Anderson,elliot-anderson,M,False,,,1.0,14.0,14.0,28.0,,,4.0,,,1.0,2.0,,,5.0,4.0,,,0.00761507,0.1125,0.2463,2.0,0.0,,,,,,,,66.0,1.0,1.0,,,,7.0,,6.8,,,,,1.0,2.0,,,3.0,1.0,17.0,16.0,33.0,2,1.0,47.0,1.0,2.0,1.0,1.0
2024-25,12437036,8,17,Nottingham_Forest,Home,846252,204968,Ryan Yates,ryan-yates,M,False,,,1.0,15.0,11.0,26.0,2.0,5.0,3.0,,1.0,1.0,,,4.0,6.0,8.0,,,0.0392956,0.3137,,,0.0,,,,1.0,5.0,4.0,,90.0,,,,,,15.0,,7.2,,,3.0,,3.0,,,,4.0,,19.0,15.0,34.0,4,1.0,61.0,3.0,2.0,,1.0
2024-25,12437036,8,17,Nottingham_Forest,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,1.0,,1.0,21.0,8.0,28.0,1.0,,4.0,,,2.0,,,2.0,3.0,3.0,,,0.0694902,0.0664,,,0.0,,,,,,1.0,,84.0,,,,,,7.0,,6.9,,,,,,2.0,3.0,,1.0,,25.0,8.0,30.0,2,,42.0,1.0,1.0,2.0,
2024-25,12437036,8,17,Nottingham_Forest,Home,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,False,1.0,,1.0,34.0,22.0,55.0,,,8.0,,,1.0,1.0,,2.0,6.0,5.0,,,0.0208465,0.123,0.1024,3.0,0.0,,,,,2.0,,,90.0,1.0,2.0,,,,9.0,,7.4,,,,,1.0,,1.0,,2.0,,39.0,23.0,61.0,2,2.0,83.0,1.0,3.0,,1.0
2024-25,12437036,8,17,Nottingham_Forest,Home,994546,215379,Elliot Anderson,elliot-anderson,M,False,3.0,,1.0,28.0,11.0,36.0,1.0,3.0,4.0,2.0,,1.0,1.0,,2.0,7.0,11.0,,,0.581696,0.2729,0.9054,3.0,0.0,,,,,,5.0,,78.0,2.0,1.0,,,,10.0,,8.9,,,1.0,,,6.0,5.0,,1.0,,32.0,11.0,38.0,4,1.0,67.0,3.0,1.0,6.0,
2024-25,12437048,9,17,Nottingham_Forest,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437048,9,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,False,,,,20.0,7.0,27.0,4.0,4.0,3.0,,1.0,,1.0,,,5.0,8.0,,,0.0120649,0.3953,0.2247,,0.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,7.0,,7.4,,,1.0,,4.0,,,,2.0,1.0,24.0,9.0,33.0,2,2.0,50.0,1.0,2.0,,
2024-25,12437048,9,17,Nottingham_Forest,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,2.0,16.0,7.0,23.0,,,4.0,,,,,,1.0,2.0,10.0,,,0.0302563,0.079,0.0718,,0.0,,,,1.0,1.0,1.0,,76.0,1.0,,,,,9.0,,8.1,,,1.0,,,7.0,2.0,,2.0,,21.0,7.0,26.0,2,3.0,45.0,2.0,1.0,6.0,1.0
2024-25,12437048,9,17,Nottingham_Forest,Away,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,False,,,3.0,20.0,18.0,38.0,2.0,,5.0,,1.0,,,,1.0,5.0,3.0,,,0.0155236,0.2761,0.4166,2.0,0.0,,,,,3.0,,,90.0,1.0,,,,,4.0,,6.8,,,,,2.0,,,,4.0,,22.0,19.0,41.0,1,2.0,54.0,,1.0,,
2024-25,12437048,9,17,Nottingham_Forest,Away,994546,215379,Elliot Anderson,elliot-anderson,M,False,,,1.0,16.0,10.0,26.0,1.0,,4.0,,,3.0,2.0,,2.0,6.0,7.0,,1.0,0.083778,0.2417,,1.0,1.0,,,,,,1.0,,72.0,,,,,,11.0,,7.1,,,2.0,,,3.0,1.0,,1.0,,21.0,13.0,33.0,5,1.0,52.0,1.0,3.0,3.0,1.0
2024-25,12437057,10,17,Nottingham_Forest,Home,846252,204968,Ryan Yates,ryan-yates,M,False,,,,23.0,22.0,45.0,2.0,3.0,8.0,,,2.0,1.0,,1.0,6.0,6.0,,,0.0171294,0.0629,,2.0,0.0,,,,,1.0,,,90.0,,,,,,14.0,,6.8,,,,,3.0,,,,1.0,1.0,31.0,27.0,58.0,2,2.0,75.0,,1.0,,1.0
2024-25,12437057,10,17,Nottingham_Forest,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,2.0,23.0,10.0,33.0,,,1.0,,,1.0,,,1.0,2.0,4.0,,,0.0902154,0.1589,,1.0,0.0,,,,,1.0,1.0,,63.0,,,,,,5.0,,7.3,,,,,,1.0,,,2.0,,27.0,10.0,37.0,1,2.0,46.0,,1.0,1.0,1.0
2024-25,12437057,10,17,Nottingham_Forest,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,2.0,43.0,5.0,48.0,,,6.0,,,,1.0,,,2.0,1.0,,,0.153948,0.2713,0.2599,,0.0,1.0,,,,1.0,4.0,,89.0,2.0,,,,,9.0,,8.5,,,2.0,,,1.0,3.0,,2.0,,47.0,6.0,50.0,4,1.0,66.0,3.0,,,1.0
2024-25,12437057,10,17,Nottingham_Forest,Home,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,False,,,1.0,31.0,17.0,48.0,1.0,2.0,3.0,,,,3.0,,,4.0,7.0,,,0.0939385,0.1529,,,0.0,,,,,1.0,1.0,,90.0,,,,,,8.0,,7.5,,,2.0,,1.0,,,,3.0,,35.0,19.0,54.0,2,5.0,70.0,2.0,,,2.0
2024-25,12437057,10,17,Nottingham_Forest,Home,994546,215379,Elliot Anderson,elliot-anderson,M,True,2.0,,,20.0,4.0,22.0,,1.0,,2.0,,,,,,1.0,5.0,,,0.278827,,,1.0,1.0,,,,,,3.0,,27.0,,,,,,5.0,,7.9,,,,,,,4.0,,,,24.0,4.0,24.0,0,1.0,36.0,1.0,3.0,,1.0
2024-25,12436487,11,17,Nottingham_Forest,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,True,,,,4.0,2.0,6.0,1.0,,1.0,,,,,,,1.0,,,,0.00070887,,,,0.0,,,,,,,,10.0,,,,,,2.0,,6.5,,,,,,,1.0,,,,6.0,2.0,7.0,0,,8.0,,,,
2024-25,12436487,11,17,Nottingham_Forest,Home,846252,204968,Ryan Yates,ryan-yates,M,False,,,1.0,26.0,13.0,39.0,2.0,3.0,3.0,,,,1.0,,,8.0,9.0,,,0.0302472,0.1129,0.5789,5.0,0.0,,,,,,2.0,,90.0,1.0,,,,,6.0,,7.2,,,,,2.0,,1.0,,1.0,1.0,29.0,15.0,43.0,1,4.0,56.0,,2.0,,3.0
2024-25,12436487,11,17,Nottingham_Forest,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,,13.0,2.0,15.0,3.0,,2.0,,,,,,,6.0,5.0,,,0.00603392,0.1291,,2.0,0.0,,,,,,,,59.0,,,,,,10.0,,6.7,,,1.0,,,2.0,2.0,,1.0,,19.0,5.0,22.0,1,2.0,32.0,,2.0,1.0,1.0
2024-25,12436487,11,17,Nottingham_Forest,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,1.0,15.0,4.0,19.0,1.0,,4.0,,,,,,1.0,4.0,,,1.0,0.00965241,,,2.0,0.0,,,,,,,,59.0,,,,,,6.0,,6.1,,,,,,,1.0,,3.0,,17.0,6.0,22.0,0,,26.0,1.0,,,
2024-25,12436487,11,17,Nottingham_Forest,Home,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,False,,,,24.0,15.0,39.0,,,6.0,,,,,,,1.0,3.0,,,0.0198432,0.0192,0.0251,,0.0,,,,,1.0,,,74.0,1.0,1.0,,,,7.0,,7.1,,,,,2.0,1.0,,,1.0,,29.0,16.0,45.0,1,3.0,57.0,,,,3.0
2024-25,12436487,11,17,Nottingham_Forest,Home,994546,215379,Elliot Anderson,elliot-anderson,M,True,,,2.0,16.0,2.0,18.0,,,4.0,,,,,,3.0,5.0,1.0,,,0.0145294,,,1.0,0.0,,,,,,,,31.0,,,,,,9.0,,6.3,,,,,,1.0,1.0,,2.0,,20.0,2.0,21.0,0,1.0,30.0,1.0,,,1.0
2024-25,12436489,12,17,Nottingham_Forest,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,2.0,,1.0,18.0,10.0,26.0,,1.0,3.0,,,,,,1.0,1.0,2.0,,,0.176288,,,,0.0,,,,,,2.0,,90.0,,,,,,6.0,,6.8,,,,,2.0,,5.0,,1.0,,22.0,11.0,28.0,0,1.0,39.0,,,,
2024-25,12436489,12,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,False,,,,14.0,11.0,25.0,2.0,1.0,3.0,,,,,,,5.0,4.0,,,0.0101797,0.1264,,2.0,0.0,,,,,2.0,,,90.0,,,,,,7.0,,6.8,,,2.0,,1.0,1.0,,,2.0,,19.0,12.0,31.0,2,1.0,41.0,,2.0,,1.0
2024-25,12436489,12,17,Nottingham_Forest,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,1.0,,2.0,12.0,8.0,19.0,1.0,,,,,1.0,,,,2.0,4.0,,,0.0609866,0.0254,,1.0,0.0,,,,,,,,90.0,,,,,,7.0,,6.7,,,,,,2.0,3.0,,2.0,,16.0,9.0,22.0,1,2.0,32.0,2.0,,2.0,1.0
