season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827865,1,54,Fulham,Home,55052,61739,Maxime Le Marchand,maxime-le-marchand,D,False,,,7.0,27.0,47.0,74.0,2.0,4.0,9.0,,,,,,,,3.0,8.0,,,1.0,,,,,1.0,,90.0,,,,,,,,,12.0,,6.9,,,,,6.0,,,,14.0,,34.0,50.0,84.0,0,3.0,99.0,1.0,1.0,,3.0
2018-19,7827865,1,54,Fulham,Home,125558,87107,Cyrus Christie,cyrus-christie,D,False,1.0,,2.0,35.0,23.0,57.0,3.0,,2.0,,,,2.0,,,2.0,9.0,2.0,,,1.0,,,,,1.0,1.0,90.0,1.0,,,,,,,,24.0,,6.5,,,,,3.0,1.0,12.0,,6.0,,53.0,25.0,66.0,1,1.0,98.0,1.0,1.0,,1.0
2018-19,7827865,1,54,Fulham,Home,205028,101105,Joe Bryan,joe-bryan,D,False,2.0,,1.0,21.0,20.0,39.0,,,5.0,,,,2.0,,,1.0,6.0,4.0,,,1.0,,,,,,1.0,71.0,,1.0,,,,,,,16.0,,6.7,,,,,3.0,3.0,4.0,,4.0,,31.0,21.0,48.0,0,2.0,75.0,,1.0,1.0,2.0
2018-19,7827865,1,54,Fulham,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,5.0,22.0,48.0,70.0,6.0,1.0,11.0,,,,,,,,7.0,5.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,,,,3.0,,6.6,,,,,5.0,2.0,,,7.0,,24.0,49.0,73.0,0,2.0,86.0,,,2.0,2.0
2018-19,7827865,1,54,Fulham,Home,795260,201084,Timothy Fosu-Mensah,timothy-fosu-mensah,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827865,1,54,Fulham,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,1.0,,,21.0,12.0,32.0,1.0,1.0,3.0,,,,1.0,,,4.0,7.0,4.0,,,1.0,,,,,3.0,1.0,90.0,1.0,,,,,,,,19.0,,6.7,,,,,1.0,,4.0,,1.0,1.0,30.0,15.0,41.0,1,2.0,64.0,3.0,1.0,,1.0
2018-19,7827903,2,54,Fulham,Away,55052,61739,Maxime Le Marchand,maxime-le-marchand,D,False,,,4.0,8.0,27.0,35.0,1.0,1.0,8.0,,,,2.0,,,2.0,5.0,3.0,,,,,,,,2.0,,90.0,,2.0,,,,,,,9.0,,6.7,,,,,14.0,,,,6.0,,10.0,31.0,41.0,0,2.0,64.0,,,,2.0
2018-19,7827903,2,54,Fulham,Away,125558,87107,Cyrus Christie,cyrus-christie,D,True,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,5.0,,,,,,,,,1.0,,6.5,,,,,,,,,,,,1.0,1.0,0,,3.0,,,,
2018-19,7827903,2,54,Fulham,Away,205028,101105,Joe Bryan,joe-bryan,D,False,2.0,,1.0,10.0,15.0,23.0,2.0,,3.0,,,1.0,,,,,2.0,3.0,,,,,,,,1.0,2.0,85.0,,,,,,,,,10.0,,6.7,,,,,5.0,,4.0,,3.0,,17.0,17.0,30.0,1,1.0,53.0,1.0,2.0,,1.0
2018-19,7827903,2,54,Fulham,Away,227942,101184,Calum Chambers,calum-chambers,D,False,,,2.0,4.0,25.0,29.0,3.0,,4.0,,,,,,,,3.0,1.0,,1.0,,,,,,3.0,,90.0,,1.0,,,,,,,12.0,,6.4,,,,,12.0,,,,9.0,,11.0,28.0,39.0,0,1.0,59.0,1.0,,,
