season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025080,2,54,Fulham,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,2.0,12.0,2.0,14.0,,2.0,11.0,1.0,1.0,,,,,,,1.0,4.0,,,0.156675,,,1.0,0.0,,,,,1.0,1.0,,,,,,,62.0,,1.0,,,,,9.0,2.0,,7.0,,,,,110.14600094238,,,5.0,,2.0,,15.0,2.0,17.0,82.465089730054,52.919478608377,0,2.0,33.0,1.0,,,2.0
2025-26,14025080,2,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,1.0,9.0,27.0,36.0,2.0,,19.0,6.0,,,,,,,1.0,5.0,1.0,,,0.00302229,0.1519,,2.0,0.0,,,,,,,,,,,,,90.0,,,,1.0,,,7.0,1.0,,5.8,,,1.0,,138.35348829511,5.0,,2.0,,2.0,,12.0,28.0,40.0,20.265933712237,22.575,1,,52.0,,1.0,,
2025-26,14025080,2,54,Fulham,Home,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025097,3,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,,,1.0,8.0,16.0,24.0,,1.0,,2.0,,,,,,,1.0,1.0,7.0,,,0.00545556,0.0745,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,8.0,,,6.9,,,1.0,,,6.0,,1.0,,4.0,,11.0,18.0,29.0,,,1,4.0,57.0,,2.0,,3.0
2025-26,14025097,3,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,,3.0,9.0,12.0,1.0,,,2.0,,,1.0,,,,,2.0,3.0,,,0.0316779,0.0837,,,0.0,,,,,1.0,1.0,,,,,,,60.0,,,,,,,8.0,,,6.4,,,,,,,1.0,2.0,,1.0,,5.0,11.0,16.0,,,1,3.0,28.0,1.0,,,
2025-26,14025097,3,54,Fulham,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,6.0,10.0,35.0,45.0,,1.0,,4.0,1.0,,,1.0,,,,3.0,4.0,,,0.0178296,0.2053,,2.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,9.0,,,6.6,,,1.0,,,7.0,,1.0,,11.0,,14.0,37.0,51.0,,,2,3.0,67.0,2.0,,,2.0
2025-26,14025097,3,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,True,1.0,,1.0,10.0,7.0,17.0,,,,1.0,,,,,,,,,,,,0.0402625,,,,0.0,,,,,1.0,,,,,,,,23.0,,,,,,,6.0,,,6.8,,,,,,,,3.0,,2.0,,12.0,7.0,19.0,,,0,,29.0,2.0,,,
2025-26,14025097,3,54,Fulham,Away,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,,8.0,12.0,20.0,1.0,,,1.0,,,,,,,,4.0,4.0,,,0.00380605,,,2.0,0.0,,,,,1.0,,,,,,,,67.0,,1.0,,1.0,,,10.0,,,6.3,,,,,,3.0,2.0,,,1.0,,9.0,16.0,25.0,,,0,4.0,48.0,1.0,,,1.0
2025-26,14025097,3,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,1.0,12.0,43.0,55.0,,2.0,,4.0,,,,4.0,,,1.0,5.0,7.0,,1.0,0.0057008,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,6.0,,,6.1,,,,,,2.0,2.0,,,2.0,,14.0,46.0,60.0,,,0,2.0,68.0,,1.0,2.0,
2025-26,14025097,3,54,Fulham,Away,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025139,4,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,,,1.0,21.0,6.0,27.0,2.0,1.0,,2.0,,,,,,,,4.0,7.0,,,0.0154425,,,2.0,0.0,,,,,2.0,,1.0,,,,,,90.0,,,,,,,12.0,,,7.4,,,,,,1.0,,4.0,,3.0,,26.0,7.0,33.0,,,0,3.0,53.0,1.0,3.0,,1.0
2025-26,14025139,4,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025139,4,54,Fulham,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,9.0,47.0,42.0,89.0,,1.0,,7.0,,,,1.0,,,,2.0,5.0,,,0.0462713,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,13.0,,,8.5,,,,,,8.0,,,,16.0,,59.0,43.0,102.0,,,0,3.0,115.0,,1.0,,2.0
2025-26,14025139,4,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025139,4,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025139,4,54,Fulham,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,,18.0,5.0,23.0,2.0,5.0,,3.0,1.0,,,1.0,,,1.0,9.0,9.0,,,0.222841,,,3.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,26.0,,,7.4,,,,,,4.0,4.0,5.0,,1.0,,21.0,11.0,32.0,,,0,2.0,73.0,3.0,,2.0,
2025-26,14025139,4,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,2.0,40.0,42.0,82.0,1.0,1.0,,6.0,,,,,,,2.0,3.0,6.0,,,0.0307167,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,7.0,,,8.0,,,,,,5.0,,,,4.0,,45.0,42.0,87.0,,,0,2.0,101.0,,3.0,,2.0
2025-26,14025163,5,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,,,,23.0,28.0,51.0,1.0,2.0,,4.0,,,,,,,2.0,4.0,5.0,,,0.0152331,,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,13.0,,,6.7,,,,,,5.0,1.0,1.0,,3.0,,28.0,30.0,58.0,,,0,3.0,84.0,1.0,,,2.0
2025-26,14025163,5,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025163,5,54,Fulham,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,8.0,18.0,42.0,60.0,1.0,1.0,,3.0,,,,,,,,1.0,4.0,,,0.0123612,0.2241,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,11.0,,,7.1,,,1.0,,,12.0,,,,16.0,,26.0,44.0,70.0,,,1,2.0,91.0,1.0,1.0,,1.0
2025-26,14025163,5,54,Fulham,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,1.0,,1.0,12.0,16.0,28.0,1.0,1.0,,1.0,,,,,,,1.0,3.0,5.0,,,0.0091955,0.0544,0.0235,1.0,0.0,,,,,,,,,,,,,90.0,1.0,1.0,,,,,12.0,,,6.6,,,,,,3.0,,3.0,,2.0,1.0,16.0,18.0,34.0,,,1,4.0,56.0,2.0,,,2.0
2025-26,14025163,5,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,4.0,13.0,41.0,54.0,,1.0,,4.0,,,1.0,,,,1.0,1.0,3.0,,,0.00384909,0.0098,,,0.0,,,,,2.0,,,,,,,,90.0,,2.0,,,,,6.0,,,7.4,,,,,,5.0,,,,4.0,,13.0,43.0,56.0,,,1,1.0,74.0,2.0,1.0,,1.0
2025-26,14025163,5,54,Fulham,Home,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,2.61e-06,,,,0.0,,,,,2.0,,,,,,,,12.0,,,,,,,1.0,,,6.9,,,,,,1.0,,,,1.0,,1.0,1.0,2.0,,,0,1.0,6.0,,,,1.0
2025-26,14025181,6,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,2.0,,2.0,11.0,24.0,35.0,1.0,1.0,,6.0,,,,,,,,2.0,4.0,,,0.0335139,,,1.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,7.0,,,6.3,,,,,,6.0,1.0,4.0,,3.0,,12.0,26.0,38.0,,,0,2.0,63.0,1.0,,1.0,1.0
2025-26,14025181,6,54,Fulham,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,7.0,12.0,26.0,38.0,3.0,1.0,,3.0,,,,1.0,,,,4.0,4.0,,,0.0102019,,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,11.0,,,6.5,,,,,,6.0,,1.0,,12.0,,18.0,27.0,45.0,,,0,2.0,63.0,2.0,1.0,,2.0
2025-26,14025181,6,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,True,,,,6.0,3.0,9.0,,,,,,,,,,,,1.0,1.0,,,0.015176,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,8.0,,,6.7,,,,,,,2.0,5.0,,,,6.0,4.0,10.0,,,0,,20.0,,,1.0,
2025-26,14025181,6,54,Fulham,Away,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,,8.0,14.0,22.0,,1.0,,1.0,,,,3.0,,,,4.0,6.0,,,0.00372886,,,2.0,0.0,,,,,1.0,,,,,,,,80.0,,1.0,,,,,19.0,,,6.2,,,,,,4.0,,4.0,,3.0,,13.0,17.0,30.0,,,0,4.0,60.0,2.0,1.0,,1.0
2025-26,14025181,6,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,4.0,20.0,40.0,60.0,,,,7.0,,,,,,,,1.0,4.0,,1.0,0.008639,,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,10.0,,,6.2,,,,,,3.0,1.0,,,10.0,,27.0,43.0,70.0,,,0,2.0,79.0,,1.0,1.0,
2025-26,14025181,6,54,Fulham,Away,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025211,7,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,2.0,10.0,15.0,25.0,1.0,2.0,14.0,6.0,,,1.0,2.0,,,,3.0,4.0,,1.0,0.0178493,0.0444,,,0.0,,,,,2.0,1.0,1.0,,,,,,90.0,,,,,,,11.0,1.0,,6.8,,,,,107.32908029291,4.0,,1.0,,4.0,,14.0,19.0,33.0,-14.432222432285,13.947753403326,1,2.0,52.0,,,,2.0
2025-26,14025211,7,54,Fulham,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,1.0,7.0,32.0,39.0,1.0,2.0,17.0,5.0,,,,1.0,,,,3.0,4.0,,,0.00313136,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,,,16.0,0.0,,6.2,,,,,121.259309459,11.0,1.0,,,11.0,,17.0,37.0,54.0,13.561988477543,,0,1.0,71.0,1.0,,1.0,1.0
2025-26,14025211,7,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025211,7,54,Fulham,Away,825719,219924,Issa Diop,issa-diop,D,False,,,2.0,11.0,13.0,24.0,,1.0,17.0,4.0,,,,,,,,1.0,3.0,,,0.00591077,,,2.0,0.0,,,,,2.0,,,,,,,,86.0,,,,,,,13.0,2.0,,6.4,,,,,170.75453068101,8.0,,1.0,,7.0,,17.0,17.0,34.0,71.539447556699,52.247967832667,0,2.0,51.0,2.0,,,2.0
2025-26,14025211,7,54,Fulham,Away,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,1.0,21.0,12.0,33.0,1.0,,26.0,5.0,,,,2.0,,,,6.0,2.0,,,0.245567,0.4043,0.7693,2.0,0.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,15.0,5.0,,7.4,,,,,236.64179397692,4.0,1.0,3.0,,6.0,,23.0,18.0,41.0,97.145168225388,113.08491711888,1,1.0,66.0,1.0,1.0,,1.0
2025-26,14025211,7,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,2.0,10.0,21.0,31.0,1.0,,14.0,1.0,,,,,,,,3.0,2.0,,,0.00464896,,,2.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,8.0,0.0,,6.0,,,,,105.00809779995,4.0,,1.0,,5.0,,14.0,23.0,37.0,19.102556208602,,0,1.0,48.0,,1.0,,1.0
2025-26,14025211,7,54,Fulham,Away,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025239,8,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025239,8,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,,4.0,18.0,22.0,4.0,4.0,5.0,,,,,1.0,,,,6.0,9.0,,,0.00200574,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,3.0,0.0,,7.0,,,,,38.16023949191,5.0,,2.0,,,,4.0,18.0,22.0,4.9002073830932,,0,4.0,43.0,,1.0,,3.0
2025-26,14025239,8,54,Fulham,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,1.0,3.0,13.0,16.0,,,8.0,3.0,,,,,,,,,,,,0.00106274,,,,0.0,,,,,,,,,,,,,42.0,,1.0,,,,,4.0,0.0,,6.8,,,,,69.273767351687,3.0,,,,4.0,,6.0,14.0,20.0,0.01583881358814,,0,,24.0,,,,
2025-26,14025239,8,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,True,,,1.0,2.0,11.0,13.0,2.0,,1.0,,,,,1.0,,,,4.0,,,,0.00398565,,,1.0,0.0,,,,,,,,,,,,,48.0,,,,,,,2.0,0.0,,6.1,,,,,4.6377176498791,2.0,,,,2.0,,3.0,11.0,14.0,1.2472419262298,,0,,18.0,1.0,,,
2025-26,14025239,8,54,Fulham,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,,4.0,6.0,10.0,2.0,,7.0,4.0,,,,1.0,,,1.0,9.0,2.0,,,0.00091326,0.0032,,4.0,0.0,,,,,,,,,,,,,90.0,,,,,,,21.0,2.0,,5.8,,,1.0,,82.34753080673,2.0,2.0,2.0,,5.0,,9.0,12.0,21.0,29.796096815297,44.788330526089,1,1.0,46.0,2.0,,1.0,1.0
2025-26,14025239,8,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,True,,,,3.0,7.0,10.0,,,4.0,2.0,,,,,,,1.0,1.0,,,,0.00155599,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,6.0,0.0,,6.7,,,,,38.843493862895,4.0,,,,5.0,,6.0,9.0,15.0,10.542539864301,,0,,22.0,,,,
2025-26,14025239,8,54,Fulham,Home,868715,246301,Jorge Cuenca,jorge-cuenca,D,False,,,,6.0,17.0,23.0,1.0,1.0,11.0,2.0,,,,1.0,,,,2.0,2.0,,,0.00152062,,,,0.0,,,,,3.0,,,,,,,,82.0,,2.0,,,,,5.0,0.0,,6.6,,,,,66.454621885302,8.0,1.0,,,2.0,,9.0,18.0,27.0,2.8378180761659,,0,,44.0,1.0,,1.0,
2025-26,14025269,9,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,,,,13.0,20.0,33.0,1.0,,,4.0,,,,2.0,,,2.0,9.0,7.0,,,0.00818964,,,2.0,0.0,,,,,2.0,,,,,,,,89.0,,1.0,,,,,16.0,,,6.2,,,,,,3.0,3.0,1.0,,,,13.0,27.0,40.0,,,0,4.0,73.0,2.0,2.0,1.0,4.0
2025-26,14025269,9,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,2.0,2.0,,,,,,,,,,,,,,,,1.459e-05,,,,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,3.0,,,0,,6.0,,,,
2025-26,14025269,9,54,Fulham,Away,825719,219924,Issa Diop,issa-diop,D,False,,,5.0,13.0,40.0,53.0,1.0,3.0,,3.0,,,,1.0,,,,3.0,5.0,,1.0,0.00594157,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,10.0,,,6.5,,,,,,4.0,,,,9.0,,18.0,43.0,61.0,,,0,2.0,70.0,2.0,,,1.0
2025-26,14025269,9,54,Fulham,Away,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,,,2.0,14.0,17.0,31.0,1.0,,,7.0,,,,1.0,,,2.0,6.0,1.0,,,0.0483588,,,2.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,1.0,,,,,10.0,,,6.2,,,,,,3.0,,1.0,,3.0,,15.0,21.0,36.0,,,0,1.0,62.0,1.0,,,1.0
2025-26,14025269,9,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,2.0,6.0,38.0,44.0,,,,4.0,,,,,,,,4.0,3.0,2.0,,0.00263473,,,4.0,0.0,,,,,2.0,,,,,,,,90.0,,2.0,,,,,12.0,,,5.2,,,,,,2.0,,,,9.0,,13.0,42.0,55.0,,,0,2.0,67.0,1.0,1.0,,1.0
2025-26,14025269,9,54,Fulham,Away,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025269,9,54,Fulham,Away,1514221,591385,Samuel Amissah,samuel-amissah,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025279,10,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,,,2.0,25.0,20.0,45.0,1.0,,,3.0,,,,,,,1.0,3.0,2.0,,,0.0155949,0.1027,0.221,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,2.0,,,,,,20.0,,,6.4,,,1.0,,,1.0,,3.0,,3.0,,31.0,27.0,58.0,,,3,1.0,85.0,1.0,1.0,,
2025-26,14025279,10,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025279,10,54,Fulham,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,3.0,18.0,45.0,63.0,1.0,4.0,,9.0,,,1.0,1.0,,,,4.0,4.0,,,0.220716,0.0518,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,15.0,,,7.4,,,,,,4.0,,,,13.0,,31.0,47.0,78.0,,,1,,88.0,,,,
2025-26,14025279,10,54,Fulham,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,False,1.0,,,26.0,26.0,52.0,5.0,3.0,,2.0,,,,,,,2.0,10.0,3.0,,,0.0206838,0.2201,0.0895,2.0,0.0,1.0,,,,1.0,,,,,,,,90.0,1.0,,,,,,19.0,,,7.5,,,,,,4.0,1.0,1.0,,2.0,,31.0,28.0,59.0,,,1,,95.0,5.0,,,
2025-26,14025279,10,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,,13.0,42.0,55.0,3.0,1.0,,2.0,,,,,,,,3.0,3.0,,,0.00643171,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,8.0,,,6.8,,,,,,,,,,2.0,,15.0,45.0,60.0,,,0,2.0,71.0,2.0,,,
2025-26,14025279,10,54,Fulham,Home,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025043,11,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,1.0,,,9.0,22.0,31.0,2.0,3.0,,9.0,,,,1.0,,,,8.0,12.0,,,0.0488777,,,2.0,0.0,,,,,3.0,1.0,,,,,,,90.0,,,,,,,11.0,,,7.1,,,,,,5.0,4.0,2.0,,1.0,,10.0,27.0,37.0,,,0,5.0,68.0,,3.0,1.0,4.0
