season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436870,1,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,,,1.0,8.0,10.0,18.0,2.0,,6.0,,,,2.0,,1.0,5.0,2.0,,,0.00414463,0.0862,0.2845,,0.0,,,,,3.0,,,90.0,1.0,,,,,,,,9.0,,7.0,,,1.0,,1.0,,2.0,,2.0,,12.0,14.0,24.0,2,1.0,47.0,,1.0,,
2024-25,12436870,1,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436870,1,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,False,,,2.0,10.0,15.0,25.0,1.0,2.0,7.0,,,,1.0,,1.0,4.0,10.0,,,0.0101852,,,,0.0,,,,,2.0,,,90.0,,,,,,,,,14.0,,7.3,,,,,6.0,1.0,1.0,,3.0,1.0,14.0,20.0,33.0,0,8.0,64.0,2.0,,,6.0
2024-25,12436870,1,54,Fulham,Away,825719,219924,Issa Diop,issa-diop,D,False,,,5.0,10.0,18.0,28.0,,,,,,,,,,,4.0,,,0.0039252,,,,0.0,,,,,,,,90.0,,1.0,,,,,,,7.0,,7.2,,,,,5.0,,,,7.0,,12.0,23.0,35.0,0,4.0,45.0,,,,3.0
2024-25,12436870,1,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,3.0,14.0,43.0,57.0,1.0,1.0,4.0,,,1.0,,,1.0,4.0,2.0,,1.0,0.0283522,0.0966,,2.0,0.0,,,,,,,,90.0,,1.0,,,,,,,7.0,,6.5,,,1.0,,3.0,,,,6.0,,17.0,45.0,62.0,2,1.0,73.0,1.0,,,1.0
2024-25,12436870,1,54,Fulham,Away,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,,,2.0,24.0,16.0,40.0,1.0,1.0,3.0,,1.0,1.0,,,2.0,8.0,8.0,,,0.0196155,0.1895,,4.0,0.0,,,,,3.0,,,90.0,,,,,,,,,14.0,,6.7,,,1.0,,,2.0,1.0,,3.0,,29.0,19.0,47.0,2,4.0,81.0,2.0,2.0,1.0,2.0
2024-25,12436894,2,54,Fulham,Home,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,False,2.0,,2.0,22.0,14.0,34.0,,,1.0,1.0,,,,,2.0,4.0,5.0,,,0.112343,,,1.0,1.0,,,,,3.0,2.0,,90.0,,,,,,,,,14.0,,7.6,,,,,3.0,1.0,5.0,,3.0,,29.0,15.0,39.0,0,5.0,71.0,2.0,,,5.0
2024-25,12436894,2,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,False,,,3.0,15.0,33.0,48.0,,1.0,5.0,,,,,,,,1.0,,,0.00880604,,,,0.0,,,,,,,,90.0,,,,,,,,,15.0,,6.4,,,,,1.0,,,,9.0,,23.0,38.0,61.0,0,,64.0,2.0,,,
2024-25,12436894,2,54,Fulham,Home,836698,184349,Ryan Sessegnon,ryan-sessegnon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,False,,,5.0,27.0,41.0,68.0,2.0,1.0,8.0,,,,,,1.0,4.0,1.0,,,0.00488193,,,,0.0,,,,,,,,90.0,,1.0,,,,,,,10.0,,6.6,,,,,,1.0,,,10.0,,34.0,41.0,75.0,0,,83.0,1.0,1.0,,
2024-25,12436894,2,54,Fulham,Home,868715,246301,Jorge Cuenca,jorge-cuenca,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436915,3,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,,,,15.0,14.0,29.0,,,3.0,,,1.0,2.0,,,2.0,4.0,,,0.012507,0.0385,,,0.0,,,,,,,,90.0,,1.0,,,,,,,14.0,,6.9,,,,,1.0,,1.0,,1.0,,18.0,16.0,33.0,1,3.0,63.0,3.0,1.0,,2.0
2024-25,12436915,3,54,Fulham,Away,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436915,3,54,Fulham,Away,362682,174874,Joachim Andersen,joachim-andersen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
