season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352253,1,54,Fulham,Away,118179,82514,Tim Ream,tim-ream,D,False,,,4.0,18.0,44.0,62.0,2.0,3.0,6.0,,,,,,,,2.0,3.0,,,0.00347059,0.0,0.0,,,,,,,,,,90.0,,,,,,,8.0,,7.1,,,,,5.0,,,,6.0,,23.0,46.0,69.0,0,,76.0,,,,
2023-24,11352253,1,54,Fulham,Away,190877,167074,Kenny Tete,kenny-tete,D,False,1.0,,2.0,16.0,33.0,48.0,,,4.0,,,,1.0,,,1.0,5.0,3.0,,,0.0243685,0.0,0.0,2.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,16.0,,7.5,,,,,4.0,2.0,2.0,,3.0,,23.0,38.0,59.0,0,1.0,86.0,,1.0,1.0,1.0
2023-24,11352253,1,54,Fulham,Away,227900,120721,Kevin Mbabu,kevin-mbabu,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352253,1,54,Fulham,Away,803174,169528,Antonee Robinson,antonee-robinson,D,False,,,3.0,21.0,23.0,44.0,1.0,3.0,6.0,,,,2.0,,,,4.0,8.0,,,0.0114112,0.0,0.0,,,,,,,,,,90.0,,,,,,,17.0,,7.3,,,,,5.0,1.0,3.0,,4.0,,30.0,26.0,53.0,0,3.0,81.0,1.0,2.0,,
2023-24,11352253,1,54,Fulham,Away,825719,219924,Issa Diop,issa-diop,D,False,,,2.0,23.0,50.0,73.0,1.0,2.0,4.0,,,,1.0,,,,2.0,3.0,,,0.0108271,0.0,0.0,,,,,,,,,,90.0,,1.0,,,,,7.0,,7.4,,,,,9.0,,,,3.0,,24.0,56.0,80.0,0,1.0,92.0,,,,
2023-24,11352253,1,54,Fulham,Away,861972,232892,Calvin Bassey,calvin-bassey,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352358,2,54,Fulham,Home,118179,82514,Tim Ream,tim-ream,D,False,,,3.0,16.0,31.0,47.0,1.0,1.0,4.0,,,,,,,,3.0,1.0,,,0.00555199,0.0,0.0,2.0,,,,,,1.0,,,64.0,,,,1.0,,,4.0,,5.7,,,,,3.0,,,,4.0,,20.0,31.0,51.0,0,,58.0,,,,
2023-24,11352358,2,54,Fulham,Home,190877,167074,Kenny Tete,kenny-tete,D,False,,,,19.0,8.0,27.0,1.0,1.0,5.0,,,,,,,1.0,5.0,10.0,,,0.0673723,0.0,0.0,2.0,,,,,,1.0,,,86.0,,,,,,,11.0,,7.0,,,,,5.0,4.0,2.0,,2.0,,23.0,12.0,33.0,0,3.0,63.0,1.0,3.0,3.0,3.0
2023-24,11352358,2,54,Fulham,Home,227900,120721,Kevin Mbabu,kevin-mbabu,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352358,2,54,Fulham,Home,803174,169528,Antonee Robinson,antonee-robinson,D,False,,,4.0,21.0,10.0,31.0,2.0,2.0,3.0,,,,,,,1.0,4.0,3.0,,,0.0253879,0.0,0.0,,,,,,,,,,90.0,,,,,,,10.0,,6.3,,,,,2.0,1.0,2.0,,6.0,,27.0,12.0,37.0,0,1.0,50.0,,,,1.0
2023-24,11352358,2,54,Fulham,Home,825719,219924,Issa Diop,issa-diop,D,False,,,3.0,32.0,37.0,69.0,1.0,1.0,4.0,,,1.0,,,,,2.0,2.0,1.0,,0.0200996,0.1221,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,9.0,,6.1,,,1.0,,2.0,,,,5.0,,38.0,39.0,77.0,2,1.0,84.0,,,,1.0
2023-24,11352358,2,54,Fulham,Home,861972,232892,Calvin Bassey,calvin-bassey,D,True,,,1.0,8.0,10.0,18.0,,,2.0,,,,,,,,,,,,0.00255909,0.0,0.0,,,,,,,,,,23.0,,,,,,,2.0,,6.5,,,,,2.0,,,,1.0,,10.0,10.0,20.0,0,,23.0,,,,
