matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803369,21.0,2016-01-13 19:45:00,45,Norwich,Away,117.0,7.0,,1.0,1.0,2.0,,154.0,5.0,2.0,4.0,4.0,12.0,19.0,270.0,,,20.0,12.0,14.0,3.0,,,,,,,1.0,,,,,4.0,,,,,,5.0,8.0,7.0,,,,60.0,54.0,,,,6.0,9.0,,8.0,,,3.0,5.0,4.0,,12.0,2.0,48.0,42.0,6.0,27.0,18.0,,1.0,48.0,8.0,4.0,,1.0,,,,141.0,1.0,,,1.0,,9.0,,,1.0,1.0,,,,,18.0,,12.0,12.0,1.0,4.0,66.0,58.0,34.0,7.0,1.0,2.0,2.0,2.0,325.0,,,3.0,2.0,1.0,58.0,62.0,25.0,,,,,130.0,128.0,4.0,24.0,17.0,35.6,,,1.0,9.0,0.0,,,,81.0,2.0,,2.0,,,,3.0,,3.0,77.0,256.0,2.0,4.0,138.0,19.0,29.0,23.0,3.0,12.0,9.0,,116.0,11.0,222.0,1.0,2.0,18.0,13.0,46.0,1.0,348.0,1.0,1.0,5.0,10.0,,25.0,1.0,524.0,,9.0,14.0,3.0,8.0,0.0
803377,22.0,2016-01-16 15:00:00,45,Norwich,Away,121.0,12.0,,3.0,3.0,2.0,1.0,212.0,5.0,,5.0,11.0,11.0,35.0,330.0,,,16.0,18.0,15.0,5.0,,,,,1.0,1.0,,,,,,8.0,,,,,,6.0,8.0,7.0,,,,65.0,65.0,,1.0,,2.0,18.0,4.0,13.0,1.0,,3.0,12.0,8.0,,13.0,2.0,61.0,50.0,2.0,17.0,8.0,,1.0,74.0,13.0,8.0,,,2.0,2.0,1.0,170.0,,,,,,8.0,,,,2.0,,,,,10.0,,10.0,10.0,2.0,5.0,93.0,81.0,46.0,5.0,,2.0,3.0,3.0,398.0,,,2.0,2.0,,64.0,113.0,27.0,1.0,1.0,1.0,,161.0,157.0,7.0,23.0,28.0,54.6,,,,18.0,0.0,,,,90.0,4.0,1.0,4.0,,1.0,,3.0,,3.0,111.0,319.0,9.0,5.0,135.0,21.0,21.0,14.0,3.0,25.0,22.0,,160.0,7.0,308.0,2.0,1.0,33.0,11.0,68.0,4.0,418.0,,0.0,10.0,21.0,1.0,26.0,1.0,616.0,,12.0,8.0,3.0,17.0,0.0
803385,23.0,2016-01-23 12:45:00,45,Norwich,Home,113.0,15.0,1.0,4.0,3.0,11.0,,173.0,3.0,,5.0,20.0,4.0,41.0,282.0,,,26.0,31.0,28.0,1.0,1.0,,,,,,,,,,,2.0,1.0,,,,2.0,3.0,8.0,5.0,,,,50.0,58.0,,,1.0,2.0,17.0,1.0,10.0,,,3.0,11.0,2.0,1.0,13.0,,73.0,72.0,2.0,21.0,12.0,2.0,1.0,78.0,10.0,12.0,2.0,,3.0,1.0,,190.0,3.0,,2.0,1.0,2.0,5.0,,,1.0,1.0,,,,,15.0,,14.0,14.0,2.0,5.0,87.0,86.0,37.0,3.0,1.0,,5.0,5.0,373.0,,,4.0,1.0,,71.0,80.0,28.0,,,,1.0,189.0,178.0,6.0,22.0,20.0,47.9,,,,17.0,0.0,,,,74.0,1.0,1.0,2.0,,,,,,3.0,86.0,264.0,7.0,5.0,137.0,25.0,32.0,22.0,3.0,17.0,14.0,,147.0,27.0,281.0,1.0,,55.0,4.0,86.0,1.0,401.0,,0.0,6.0,20.0,,32.0,0.0,615.0,,16.0,13.0,3.0,16.0,0.0
803400,24.0,2016-02-02 19:45:00,45,Norwich,Home,108.0,16.0,1.0,5.0,4.0,1.0,1.0,152.0,2.0,,,12.0,7.0,40.0,255.0,,,21.0,13.0,20.0,8.0,1.0,,,,,,,,,,,6.0,,,,,2.0,5.0,12.0,5.0,,,,48.0,49.0,,1.0,,3.0,17.0,2.0,3.0,,,6.0,12.0,4.0,,17.0,2.0,48.0,48.0,3.0,20.0,11.0,1.0,2.0,67.0,8.0,9.0,,,3.0,3.0,,163.0,,,,,,11.0,,,,1.0,,,,,15.0,,13.0,13.0,,,77.0,86.0,38.0,8.0,,5.0,4.0,3.0,332.0,,,2.0,,,60.0,60.0,27.0,1.0,1.0,1.0,,187.0,175.0,2.0,23.0,19.0,45.8,,,1.0,17.0,0.0,,,,67.0,1.0,2.0,3.0,,,,6.0,,2.0,70.0,244.0,6.0,9.0,127.0,26.0,32.0,9.0,5.0,24.0,19.0,,111.0,7.0,252.0,1.0,,35.0,7.0,86.0,5.0,355.0,,0.0,11.0,17.0,,31.0,2.0,561.0,,17.0,2.0,6.0,11.0,0.0
803407,25.0,2016-02-06 15:00:00,45,Norwich,Away,112.0,8.0,4.0,7.0,3.0,5.0,,191.0,4.0,,5.0,11.0,6.0,33.0,296.0,,,27.0,16.0,14.0,10.0,1.0,,1.0,,,,1.0,,,,,12.0,,,,,,8.0,8.0,3.0,,,,50.0,60.0,2.0,2.0,,2.0,19.0,3.0,7.0,,,11.0,8.0,8.0,,14.0,1.0,50.0,49.0,2.0,22.0,19.0,,,77.0,11.0,10.0,,,3.0,3.0,,178.0,,,,,,7.0,,,,2.0,,,,,20.0,,8.0,8.0,,5.0,84.0,75.0,43.0,2.0,,5.0,6.0,5.0,379.0,,,3.0,1.0,1.0,70.0,74.0,36.0,,,,,172.0,167.0,4.0,21.0,27.0,51.7,,,1.0,19.0,0.0,,,,88.0,,1.0,1.0,,,1.0,5.0,2.0,3.0,93.0,281.0,7.0,11.0,131.0,19.0,27.0,7.0,10.0,29.0,19.0,1.0,156.0,14.0,298.0,2.0,1.0,27.0,7.0,69.0,5.0,400.0,,0.0,13.0,20.0,,35.0,2.0,605.0,,11.0,5.0,11.0,14.0,0.0
803421,26.0,2016-02-13 15:00:00,45,Norwich,Home,76.0,11.0,1.0,1.0,,8.0,,167.0,3.0,,5.0,13.0,3.0,33.0,242.0,,,13.0,24.0,21.0,7.0,1.0,,,2.0,,2.0,,,,,,9.0,,,,,,9.0,6.0,5.0,,,,40.0,56.0,,,1.0,3.0,24.0,3.0,15.0,,,3.0,10.0,5.0,1.0,11.0,3.0,68.0,62.0,3.0,21.0,15.0,,,63.0,16.0,11.0,1.0,,4.0,1.0,2.0,188.0,,,,,,9.0,,,2.0,2.0,,,,,15.0,,10.0,10.0,,6.0,65.0,101.0,35.0,3.0,,4.0,4.0,3.0,345.0,,,,,,88.0,55.0,32.0,,,,,188.0,184.0,2.0,21.0,23.0,48.4,,,1.0,24.0,0.0,,,,83.0,3.0,1.0,4.0,,,,7.0,1.0,3.0,92.0,228.0,11.0,8.0,102.0,26.0,25.0,12.0,2.0,18.0,16.0,,152.0,17.0,292.0,2.0,,44.0,3.0,85.0,3.0,376.0,,0.0,13.0,21.0,,20.0,2.0,564.0,,8.0,9.0,3.0,16.0,0.0
803429,27.0,2016-02-27 15:00:00,45,Norwich,Away,76.0,6.0,2.0,6.0,4.0,5.0,,161.0,5.0,1.0,3.0,8.0,5.0,29.0,231.0,,,15.0,23.0,27.0,6.0,3.0,,,,,,,,,,,6.0,,,,,1.0,6.0,6.0,7.0,,,,46.0,62.0,1.0,1.0,,4.0,20.0,3.0,10.0,,,4.0,8.0,,,9.0,2.0,56.0,59.0,4.0,47.0,31.0,,,75.0,11.0,9.0,,,3.0,3.0,,161.0,,,,,,11.0,,,,1.0,,,,2.0,34.0,,14.0,14.0,2.0,3.0,71.0,82.0,42.0,3.0,,5.0,4.0,1.0,315.0,,,4.0,4.0,,65.0,67.0,23.0,,,,,172.0,163.0,4.0,25.0,26.0,41.9,,,,20.0,0.0,,,,59.0,,2.0,2.0,,,,5.0,,3.0,78.0,218.0,12.0,9.0,102.0,22.0,56.0,13.0,4.0,15.0,11.0,,135.0,10.0,250.0,1.0,1.0,31.0,7.0,71.0,4.0,337.0,,0.0,9.0,17.0,,27.0,2.0,565.0,,14.0,8.0,4.0,13.0,0.0
803432,28.0,2016-03-01 19:45:00,45,Norwich,Home,135.0,16.0,1.0,4.0,3.0,4.0,,215.0,5.0,1.0,6.0,4.0,12.0,40.0,346.0,,1.0,27.0,10.0,12.0,9.0,1.0,,,,,,,,,,,13.0,,1.0,,,,12.0,7.0,3.0,,,,65.0,70.0,2.0,2.0,,,20.0,4.0,13.0,,1.0,4.0,18.0,5.0,,12.0,,61.0,46.0,,16.0,7.0,,,65.0,17.0,5.0,,,,1.0,,169.0,1.0,,1.0,1.0,,6.0,,,1.0,2.0,,,,,8.0,1.0,16.0,16.0,4.0,6.0,96.0,78.0,46.0,4.0,1.0,5.0,6.0,2.0,427.0,,,4.0,1.0,,56.0,91.0,38.0,,,,,159.0,156.0,5.0,24.0,30.0,47.0,1.0,,,20.0,0.0,,,,117.0,,,,,,,7.0,,2.0,127.0,330.0,10.0,11.0,149.0,35.0,19.0,25.0,2.0,26.0,24.0,,188.0,9.0,324.0,2.0,1.0,16.0,12.0,74.0,3.0,447.0,,0.0,13.0,13.0,1.0,27.0,3.0,645.0,,7.0,15.0,4.0,6.0,0.0
803448,29.0,2016-03-05 15:00:00,45,Norwich,Away,76.0,9.0,,6.0,6.0,2.0,,163.0,2.0,1.0,6.0,17.0,3.0,35.0,233.0,,,14.0,12.0,27.0,6.0,,,,,,,,,,,,7.0,,,,,1.0,10.0,7.0,3.0,,,,43.0,64.0,,,,3.0,18.0,2.0,8.0,,,,5.0,5.0,,10.0,1.0,54.0,63.0,3.0,30.0,23.0,,,70.0,15.0,13.0,,1.0,4.0,3.0,,167.0,,,,,,9.0,,,,3.0,,,,,24.0,,23.0,23.0,5.0,6.0,67.0,78.0,38.0,5.0,,2.0,4.0,3.0,313.0,,,2.0,,,67.0,59.0,27.0,,,,,164.0,157.0,2.0,26.0,25.0,44.2,,,1.0,18.0,0.0,,,,64.0,1.0,1.0,2.0,,,,3.0,1.0,3.0,94.0,218.0,11.0,6.0,99.0,25.0,37.0,19.0,,13.0,13.0,,151.0,11.0,255.0,3.0,1.0,33.0,3.0,73.0,3.0,341.0,,0.0,8.0,15.0,,21.0,5.0,547.0,,11.0,9.0,,12.0,0.0
803455,30.0,2016-03-12 12:45:00,45,Norwich,Home,94.0,6.0,1.0,4.0,3.0,7.0,,131.0,4.0,,1.0,7.0,4.0,19.0,221.0,,,17.0,32.0,23.0,3.0,1.0,,,,,,,,,,,3.0,,1.0,,,,7.0,6.0,9.0,,,,47.0,58.0,,,,12.0,15.0,1.0,11.0,,,3.0,8.0,5.0,,15.0,1.0,75.0,60.0,12.0,43.0,28.0,,,59.0,15.0,8.0,,,3.0,2.0,,160.0,,,,,,9.0,,,,,,,,2.0,30.0,1.0,13.0,13.0,1.0,1.0,58.0,70.0,29.0,8.0,,3.0,1.0,,297.0,,,7.0,2.0,,50.0,84.0,24.0,,,,,154.0,149.0,3.0,33.0,17.0,33.9,1.0,,,15.0,0.0,,,,54.0,2.0,1.0,3.0,,,,4.0,,3.0,67.0,213.0,8.0,4.0,113.0,23.0,48.0,9.0,3.0,18.0,15.0,,118.0,13.0,224.0,,,31.0,4.0,62.0,2.0,319.0,1.0,0.0,5.0,27.0,,23.0,3.0,538.0,,6.0,3.0,4.0,20.0,0.0
803468,31.0,2016-03-19 15:00:00,45,Norwich,Away,79.0,11.0,,5.0,5.0,3.0,,157.0,3.0,1.0,,8.0,12.0,31.0,231.0,,,15.0,30.0,20.0,4.0,1.0,,,1.0,,1.0,,,,,,5.0,,,,,,7.0,5.0,5.0,,,,58.0,54.0,1.0,,1.0,4.0,27.0,2.0,6.0,,,3.0,14.0,4.0,,15.0,,63.0,59.0,4.0,41.0,26.0,,1.0,80.0,13.0,8.0,,1.0,2.0,1.0,1.0,187.0,1.0,,,1.0,,11.0,,,1.0,2.0,,,,,29.0,,6.0,6.0,,,57.0,97.0,31.0,4.0,1.0,3.0,3.0,1.0,332.0,,,3.0,3.0,,60.0,77.0,27.0,,,,,203.0,195.0,3.0,25.0,18.0,49.9,,,2.0,27.0,0.0,,,,61.0,,,,,,,4.0,,3.0,72.0,221.0,18.0,6.0,98.0,26.0,49.0,13.0,2.0,21.0,19.0,,141.0,10.0,286.0,2.0,1.0,46.0,12.0,92.0,2.0,363.0,,0.0,7.0,20.0,,31.0,2.0,583.0,,8.0,11.0,3.0,16.0,0.0
803476,32.0,2016-04-02 15:00:00,45,Norwich,Home,101.0,8.0,,8.0,8.0,6.0,2.0,140.0,2.0,1.0,5.0,9.0,5.0,26.0,233.0,1.0,,16.0,15.0,19.0,8.0,1.0,,,,,,,,,,,10.0,,,,,2.0,1.0,10.0,3.0,,,,46.0,56.0,2.0,1.0,1.0,5.0,13.0,2.0,6.0,,,6.0,17.0,5.0,2.0,7.0,3.0,38.0,47.0,5.0,24.0,17.0,,,70.0,6.0,10.0,1.0,,3.0,4.0,,182.0,3.0,1.0,2.0,2.0,1.0,9.0,,,2.0,3.0,,,,1.0,21.0,,6.0,6.0,1.0,5.0,53.0,89.0,31.0,5.0,,4.0,8.0,6.0,320.0,,,1.0,,,57.0,79.0,32.0,1.0,1.0,1.0,,181.0,174.0,5.0,16.0,24.0,42.7,,,,13.0,0.0,,,,63.0,2.0,1.0,3.0,,1.0,,5.0,1.0,3.0,85.0,223.0,7.0,12.0,116.0,22.0,31.0,12.0,6.0,32.0,26.0,,138.0,15.0,260.0,3.0,1.0,37.0,5.0,77.0,4.0,344.0,1.0,0.0,13.0,11.0,,19.0,0.0,542.0,,20.0,7.0,6.0,10.0,0.0
803489,33.0,2016-04-09 15:00:00,45,Norwich,Away,62.0,2.0,1.0,3.0,2.0,6.0,,114.0,2.0,,1.0,10.0,4.0,20.0,173.0,,,24.0,28.0,31.0,8.0,1.0,,,,,,,,,,,12.0,,,,,1.0,5.0,10.0,3.0,,,,27.0,52.0,,,,6.0,8.0,3.0,12.0,2.0,,4.0,15.0,7.0,,7.0,3.0,60.0,55.0,6.0,28.0,20.0,,1.0,81.0,10.0,13.0,,,2.0,1.0,,159.0,,,,,,10.0,,,,,,,,,22.0,,6.0,6.0,2.0,1.0,58.0,87.0,32.0,10.0,,4.0,5.0,4.0,270.0,,,3.0,,,47.0,75.0,39.0,,,,,196.0,189.0,2.0,17.0,26.0,48.0,,,1.0,8.0,0.0,,,,57.0,4.0,2.0,4.0,,,,6.0,,3.0,67.0,164.0,6.0,9.0,86.0,17.0,35.0,13.0,4.0,27.0,23.0,,139.0,20.0,242.0,,,44.0,4.0,77.0,2.0,301.0,,0.0,13.0,7.0,,37.0,1.0,496.0,,11.0,9.0,4.0,6.0,0.0
803497,34.0,2016-04-16 12:45:00,45,Norwich,Home,116.0,8.0,4.0,10.0,6.0,6.0,1.0,173.0,7.0,2.0,2.0,20.0,6.0,41.0,279.0,,1.0,32.0,26.0,20.0,9.0,4.0,,,,,,,,,,,10.0,,,1.0,,5.0,3.0,5.0,3.0,,,,41.0,49.0,1.0,1.0,,1.0,16.0,6.0,8.0,,3.0,14.0,14.0,5.0,,8.0,,55.0,51.0,1.0,17.0,16.0,1.0,,82.0,7.0,10.0,,,2.0,2.0,,192.0,,,,,,9.0,,,,,,,,,17.0,1.0,6.0,6.0,1.0,2.0,85.0,105.0,53.0,,,5.0,8.0,7.0,375.0,,,,3.0,,57.0,51.0,50.0,1.0,1.0,1.0,,193.0,192.0,3.0,25.0,15.0,64.0,1.0,,,16.0,0.0,,,,86.0,,,,,,,6.0,1.0,3.0,85.0,263.0,5.0,13.0,138.0,16.0,18.0,18.0,13.0,34.0,21.0,,152.0,16.0,300.0,,3.0,62.0,6.0,96.0,3.0,404.0,,0.0,19.0,9.0,1.0,39.0,2.0,603.0,,16.0,12.0,14.0,4.0,0.0
803510,35.0,2016-05-11 19:45:00,45,Norwich,Home,160.0,21.0,,2.0,2.0,3.0,,236.0,1.0,1.0,12.0,12.0,17.0,33.0,394.0,,2.0,28.0,17.0,12.0,9.0,,3.0,,,,1.0,,,,,1.0,14.0,,,,1.0,,3.0,6.0,6.0,9.0,9.0,,85.0,72.0,3.0,2.0,2.0,1.0,13.0,6.0,11.0,,,5.0,14.0,1.0,,13.0,2.0,64.0,41.0,1.0,13.0,7.0,1.0,,55.0,8.0,12.0,2.0,1.0,4.0,2.0,1.0,195.0,2.0,,2.0,2.0,,3.0,,,3.0,2.0,,,,,8.0,2.0,24.0,24.0,,12.0,109.0,78.0,38.0,1.0,1.0,5.0,6.0,6.0,471.0,,,3.0,1.0,,87.0,85.0,35.0,,,,,172.0,166.0,4.0,24.0,29.0,55.6,1.0,3.0,,13.0,0.0,,,,106.0,2.0,3.0,5.0,,,,6.0,,3.0,159.0,376.0,3.0,11.0,180.0,37.0,19.0,25.0,3.0,20.0,17.0,,209.0,13.0,335.0,4.0,1.0,34.0,17.0,71.0,5.0,495.0,1.0,0.0,18.0,8.0,4.0,31.0,2.0,716.0,31.0,8.0,9.0,5.0,6.0,0.0
803518,36.0,2016-04-30 17:30:00,45,Norwich,Away,73.0,8.0,,6.0,6.0,3.0,,134.0,3.0,,4.0,9.0,3.0,18.0,201.0,,,9.0,18.0,17.0,7.0,,,,,,1.0,,,,,,8.0,,,,,1.0,3.0,8.0,6.0,,,,48.0,71.0,,,,1.0,24.0,3.0,12.0,,,3.0,17.0,1.0,,10.0,1.0,53.0,44.0,1.0,19.0,16.0,,,63.0,7.0,8.0,,,1.0,,1.0,165.0,,,,,,9.0,,,,1.0,,,,,17.0,,16.0,16.0,4.0,4.0,46.0,88.0,34.0,7.0,,5.0,2.0,3.0,278.0,,,5.0,3.0,,55.0,51.0,27.0,,,,,162.0,158.0,2.0,35.0,24.0,31.4,,,,24.0,0.0,,,,46.0,,2.0,2.0,,2.0,,6.0,,3.0,80.0,187.0,12.0,7.0,92.0,17.0,23.0,10.0,3.0,21.0,18.0,,127.0,7.0,234.0,1.0,,42.0,3.0,68.0,2.0,305.0,,0.0,12.0,17.0,1.0,15.0,0.0,494.0,,11.0,3.0,3.0,12.0,0.0
803525,37.0,2016-05-07 12:45:00,45,Norwich,Home,62.0,14.0,1.0,7.0,6.0,3.0,1.0,115.0,9.0,,4.0,7.0,4.0,33.0,170.0,,,18.0,17.0,15.0,4.0,3.0,,,,,,,,,,,5.0,,,,,2.0,5.0,8.0,7.0,,,,34.0,53.0,3.0,3.0,,3.0,17.0,3.0,11.0,,,1.0,14.0,5.0,,15.0,,58.0,46.0,3.0,15.0,4.0,1.0,,70.0,11.0,8.0,,,2.0,4.0,,148.0,,,,,,13.0,,,,1.0,,,,,6.0,,21.0,21.0,6.0,4.0,54.0,74.0,29.0,6.0,,2.0,5.0,2.0,249.0,,,6.0,1.0,,36.0,61.0,33.0,,,,,162.0,159.0,3.0,22.0,22.0,33.1,,,,17.0,0.0,,,,36.0,,1.0,1.0,,,,3.0,1.0,3.0,58.0,151.0,11.0,7.0,78.0,39.0,18.0,13.0,1.0,24.0,23.0,,116.0,10.0,218.0,2.0,,22.0,5.0,77.0,,272.0,,0.0,8.0,14.0,,27.0,1.0,466.0,,11.0,9.0,1.0,10.0,0.0
803538,38.0,2016-05-15 15:00:00,45,Norwich,Away,136.0,11.0,5.0,9.0,4.0,3.0,,224.0,6.0,1.0,6.0,7.0,12.0,35.0,351.0,,,24.0,16.0,11.0,7.0,3.0,,,,,,,,,,,6.0,,,,,,4.0,10.0,5.0,,,,75.0,61.0,,,,1.0,9.0,2.0,11.0,,,11.0,21.0,4.0,,13.0,3.0,55.0,38.0,1.0,20.0,4.0,,,62.0,11.0,6.0,,,,,,179.0,,,,,,8.0,,,,1.0,,,,,6.0,,17.0,17.0,5.0,6.0,104.0,82.0,44.0,4.0,,6.0,4.0,2.0,420.0,,,3.0,2.0,,77.0,66.0,41.0,1.0,1.0,1.0,,164.0,156.0,,26.0,25.0,54.5,,,,9.0,0.0,,,,87.0,4.0,1.0,5.0,,,,7.0,,3.0,131.0,332.0,2.0,10.0,159.0,22.0,28.0,13.0,10.0,35.0,25.0,,176.0,7.0,321.0,1.0,1.0,26.0,13.0,69.0,1.0,445.0,2.0,0.0,11.0,13.0,,27.0,0.0,650.0,,12.0,8.0,11.0,10.0,0.0
