matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210372,11,2021-11-06 15:00:00,45,Norwich,Away,116.0,13.0,,1.0,1.0,1.0,,96.0,4.0,,5.0,11.0,3.0,24.0,211.0,,1.0,14.0,35.0,23.0,6.0,,1.0,1.0,,1.0,1.0,,,,6.0,1.0,,,,5.0,17.0,2.0,4.0,5.0,52.0,73.0,,,1.0,9.0,7.0,1.0,10.0,,,2.0,6.0,2.0,,8.0,2.0,77.0,60.0,9.0,36.0,16.0,,,21.0,51.0,13.0,12.0,1.0,2.0,1.0,1.0,148.0,,,,,,,9.0,1.0,1.0,,16.0,,8.0,8.0,,5.0,56.0,63.0,24.0,6.0,1.0,3.0,3.0,5.0,288.0,7.0,2.0,,35.0,29.0,12.0,,,,,1.0,160.0,160.0,1.0,32.0,27.0,35.5,,,,1.0,7.0,0.0,57.0,6.0,,6.0,,1.0,1.0,3.0,,3.0,9.0,51.0,199.0,3.0,6.0,154.0,25.0,36.0,21.0,2.0,11.0,9.0,1.0,87.0,4.0,170.0,1.0,,43.0,4.0,77.0,3.0,313.0,1.0,0.0,9.0,16.0,2.0,16.0,3.0,535.0,15.0,22.0,10.0,2.0,7.0,0.0
2210387,12,2021-11-20 15:00:00,45,Norwich,Home,97.0,18.0,2.0,3.0,1.0,1.0,,131.0,4.0,,1.0,4.0,3.0,22.0,225.0,,,14.0,24.0,23.0,4.0,1.0,2.0,,,,,,,,6.0,,,,,5.0,8.0,9.0,5.0,3.0,59.0,67.0,,,,,13.0,2.0,19.0,,,5.0,10.0,3.0,1.0,6.0,1.0,61.0,52.0,,24.0,14.0,,1.0,23.0,58.0,8.0,9.0,1.0,1.0,1.0,,162.0,2.0,1.0,2.0,1.0,1.0,,10.0,1.0,,,14.0,,13.0,13.0,2.0,1.0,61.0,77.0,29.0,7.0,,2.0,5.0,4.0,305.0,7.0,1.0,,54.0,65.0,19.0,,,,,,156.0,156.0,11.0,29.0,19.0,37.0,,,3.0,2.0,13.0,0.0,51.0,2.0,2.0,4.0,,,,2.0,,3.0,11.0,78.0,210.0,9.0,7.0,119.0,42.0,24.0,8.0,5.0,19.0,14.0,,126.0,8.0,233.0,,,21.0,3.0,68.0,,333.0,1.0,0.0,8.0,16.0,,18.0,3.0,507.0,15.0,17.0,4.0,5.0,8.0,0.0
2210400,13,2021-11-27 15:00:00,45,Norwich,Home,180.0,12.0,1.0,3.0,2.0,,,195.0,7.0,1.0,4.0,2.0,3.0,23.0,372.0,1.0,1.0,11.0,11.0,8.0,10.0,1.0,1.0,,1.0,,1.0,,,,11.0,,,,1.0,5.0,4.0,1.0,9.0,5.0,69.0,65.0,2.0,2.0,,1.0,16.0,3.0,9.0,,,4.0,11.0,3.0,,8.0,,52.0,52.0,1.0,13.0,4.0,,1.0,23.0,57.0,11.0,10.0,,6.0,4.0,1.0,144.0,,,,,,,7.0,,,,4.0,,8.0,8.0,,4.0,119.0,60.0,34.0,3.0,,5.0,6.0,4.0,430.0,,4.0,,57.0,55.0,32.0,,,,,,126.0,126.0,9.0,21.0,31.0,43.1,,,,1.0,16.0,0.0,111.0,1.0,1.0,2.0,,,,7.0,,3.0,14.0,107.0,360.0,8.0,11.0,194.0,31.0,13.0,24.0,4.0,22.0,18.0,,146.0,1.0,271.0,,1.0,15.0,3.0,51.0,1.0,443.0,1.0,0.0,14.0,23.0,3.0,13.0,2.0,632.0,22.0,8.0,11.0,4.0,17.0,0.0
2210408,14,2021-11-30 19:30:00,45,Norwich,Away,198.0,14.0,3.0,7.0,4.0,1.0,1.0,304.0,6.0,,3.0,4.0,,36.0,495.0,,1.0,19.0,7.0,15.0,10.0,1.0,2.0,,,1.0,1.0,,,1.0,11.0,,,,2.0,3.0,5.0,4.0,10.0,6.0,78.0,60.0,1.0,2.0,,1.0,14.0,5.0,8.0,,,5.0,6.0,11.0,,5.0,,33.0,45.0,1.0,8.0,5.0,,,30.0,62.0,11.0,8.0,1.0,3.0,2.0,1.0,141.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,1.0,5.0,,14.0,14.0,1.0,3.0,166.0,59.0,47.0,2.0,,5.0,7.0,6.0,556.0,1.0,3.0,,97.0,99.0,42.0,1.0,1.0,1.0,,,118.0,118.0,4.0,22.0,31.0,68.6,,,1.0,,14.0,0.0,184.0,,,,,1.0,,5.0,,3.0,15.0,166.0,482.0,7.0,12.0,216.0,28.0,8.0,8.0,5.0,24.0,19.0,,207.0,5.0,377.0,1.0,,15.0,,54.0,3.0,569.0,,0.0,16.0,17.0,3.0,20.0,0.0,740.0,28.0,12.0,5.0,5.0,10.0,0.0
2210417,15,2021-12-05 14:00:00,45,Norwich,Away,368.0,21.0,1.0,4.0,3.0,,,225.0,6.0,,7.0,1.0,3.0,42.0,589.0,2.0,,19.0,11.0,11.0,8.0,1.0,2.0,,,,,,,,6.0,,,,2.0,1.0,8.0,9.0,7.0,3.0,101.0,53.0,1.0,1.0,,1.0,13.0,3.0,9.0,,,4.0,9.0,3.0,,5.0,2.0,34.0,48.0,1.0,6.0,4.0,,,27.0,48.0,4.0,11.0,,1.0,,,182.0,,,,,,,8.0,,,,4.0,,6.0,6.0,,7.0,195.0,72.0,43.0,6.0,,6.0,3.0,1.0,642.0,2.0,,,89.0,63.0,30.0,,,,,,123.0,123.0,9.0,15.0,22.0,59.2,,,,1.0,13.0,0.0,189.0,1.0,3.0,4.0,,,,6.0,1.0,3.0,15.0,93.0,566.0,6.0,9.0,388.0,46.0,6.0,13.0,4.0,16.0,12.0,,131.0,3.0,295.0,,,10.0,3.0,74.0,4.0,667.0,2.0,0.0,10.0,18.0,1.0,20.0,2.0,835.0,25.0,18.0,8.0,4.0,12.0,0.0
2210430,16,2021-12-11 17:30:00,45,Norwich,Home,208.0,22.0,1.0,5.0,4.0,3.0,2.0,138.0,6.0,,5.0,5.0,6.0,27.0,341.0,,,26.0,21.0,15.0,7.0,1.0,1.0,,,,,,,,7.0,,,,3.0,4.0,7.0,6.0,8.0,3.0,66.0,63.0,,1.0,,1.0,14.0,5.0,9.0,,,8.0,7.0,5.0,,15.0,1.0,57.0,49.0,1.0,23.0,10.0,,,17.0,50.0,6.0,17.0,,2.0,3.0,,156.0,,,,,,,6.0,,,,10.0,,13.0,13.0,,5.0,102.0,69.0,36.0,6.0,,1.0,7.0,5.0,415.0,4.0,,,48.0,64.0,36.0,1.0,1.0,1.0,,,155.0,155.0,4.0,33.0,20.0,47.2,,,,1.0,14.0,0.0,116.0,3.0,1.0,4.0,,,,1.0,1.0,3.0,8.0,57.0,325.0,5.0,8.0,230.0,42.0,23.0,14.0,7.0,22.0,15.0,,98.0,9.0,232.0,,,19.0,7.0,60.0,,440.0,,0.0,11.0,9.0,,28.0,1.0,651.0,24.0,16.0,8.0,8.0,5.0,0.0
2210437,17,2021-12-14 19:45:00,45,Norwich,Home,231.0,19.0,2.0,6.0,4.0,,1.0,148.0,3.0,,6.0,2.0,4.0,35.0,373.0,,1.0,18.0,12.0,14.0,2.0,3.0,2.0,,,,,,,,2.0,,,,3.0,8.0,12.0,5.0,6.0,1.0,72.0,53.0,,1.0,,1.0,15.0,3.0,10.0,,,7.0,7.0,2.0,,12.0,1.0,51.0,54.0,1.0,27.0,15.0,,,25.0,51.0,12.0,9.0,,3.0,2.0,,128.0,,,,,,,3.0,,,,15.0,,12.0,12.0,1.0,6.0,120.0,58.0,35.0,10.0,,,5.0,3.0,436.0,8.0,2.0,,51.0,72.0,30.0,,,,,,123.0,123.0,2.0,26.0,16.0,50.2,,,,,15.0,0.0,131.0,3.0,1.0,4.0,,,,1.0,1.0,3.0,12.0,66.0,359.0,4.0,5.0,254.0,43.0,27.0,13.0,7.0,18.0,11.0,,105.0,1.0,215.0,,,15.0,4.0,66.0,,451.0,,0.0,7.0,23.0,1.0,24.0,3.0,651.0,14.0,8.0,8.0,7.0,14.0,0.0
2210449,18,2022-01-12 19:45:00,45,Norwich,Away,166.0,12.0,1.0,5.0,4.0,1.0,,89.0,7.0,,5.0,2.0,6.0,18.0,250.0,,,6.0,16.0,12.0,5.0,1.0,1.0,,,,,,,,6.0,,,,,6.0,9.0,4.0,3.0,4.0,63.0,55.0,,,,3.0,13.0,1.0,11.0,,,2.0,8.0,5.0,,4.0,1.0,43.0,43.0,3.0,13.0,7.0,,,28.0,39.0,8.0,9.0,,1.0,1.0,,134.0,,,,,,,8.0,,2.0,,7.0,1.0,12.0,12.0,3.0,5.0,73.0,48.0,19.0,11.0,,3.0,3.0,3.0,312.0,3.0,,,45.0,37.0,21.0,,,,,,124.0,124.0,4.0,29.0,14.0,38.4,,,,,13.0,0.0,67.0,2.0,1.0,3.0,,1.0,,3.0,1.0,3.0,11.0,41.0,230.0,5.0,6.0,196.0,38.0,13.0,11.0,2.0,16.0,14.0,,70.0,6.0,157.0,2.0,,18.0,7.0,56.0,3.0,337.0,1.0,0.0,7.0,15.0,,12.0,0.0,492.0,17.0,9.0,7.0,2.0,12.0,0.0
2210457,19,2021-12-26 15:00:00,45,Norwich,Home,143.0,21.0,1.0,1.0,,3.0,,86.0,6.0,2.0,3.0,3.0,1.0,20.0,228.0,,,17.0,23.0,10.0,3.0,1.0,,,,,,,,,3.0,,,,1.0,8.0,11.0,5.0,3.0,1.0,66.0,57.0,,,,,15.0,1.0,11.0,,,3.0,2.0,4.0,,8.0,,59.0,36.0,,12.0,6.0,,1.0,25.0,37.0,13.0,7.0,,,,,130.0,,,,,,,7.0,,,,6.0,,13.0,13.0,,3.0,57.0,65.0,24.0,5.0,,1.0,3.0,2.0,289.0,6.0,2.0,,54.0,39.0,15.0,1.0,1.0,1.0,,,131.0,131.0,4.0,30.0,17.0,35.2,,,,,15.0,0.0,61.0,,1.0,1.0,,,,1.0,,3.0,14.0,48.0,209.0,8.0,4.0,168.0,39.0,12.0,7.0,3.0,9.0,6.0,,80.0,9.0,155.0,,2.0,15.0,1.0,53.0,3.0,314.0,,0.0,4.0,17.0,1.0,23.0,1.0,465.0,5.0,13.0,2.0,3.0,8.0,0.0
2210464,20,2021-12-28 15:00:00,45,Norwich,Away,166.0,25.0,2.0,5.0,3.0,1.0,1.0,137.0,4.0,1.0,4.0,6.0,4.0,34.0,298.0,,,20.0,20.0,14.0,7.0,1.0,1.0,,,,,,,,9.0,,,,2.0,9.0,17.0,2.0,6.0,6.0,56.0,59.0,,,,2.0,16.0,7.0,9.0,,,8.0,6.0,3.0,,14.0,1.0,68.0,45.0,2.0,23.0,14.0,,,18.0,50.0,13.0,9.0,,2.0,2.0,,162.0,,,,,,,5.0,,,,14.0,1.0,5.0,5.0,,4.0,80.0,67.0,35.0,8.0,,2.0,6.0,3.0,359.0,7.0,2.0,,52.0,77.0,22.0,1.0,1.0,1.0,,,139.0,139.0,8.0,24.0,23.0,49.1,,,,1.0,16.0,0.0,78.0,3.0,,3.0,,,,2.0,1.0,3.0,11.0,73.0,284.0,8.0,8.0,183.0,48.0,23.0,18.0,8.0,19.0,11.0,,110.0,6.0,212.0,,1.0,16.0,4.0,61.0,3.0,376.0,1.0,0.0,12.0,16.0,,21.0,2.0,576.0,20.0,15.0,6.0,8.0,8.0,0.0
