matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210278,1,2021-08-14 17:30:00,45,Norwich,Home,320.0,33.0,1.0,4.0,3.0,1.0,,125.0,7.0,1.0,5.0,2.0,4.0,34.0,441.0,,2.0,16.0,14.0,8.0,10.0,1.0,3.0,,,,,,,1.0,8.0,,,,3.0,1.0,13.0,6.0,9.0,5.0,82.0,60.0,1.0,1.0,,,19.0,3.0,7.0,2.0,,3.0,11.0,5.0,,8.0,1.0,40.0,51.0,,36.0,18.0,,,24.0,45.0,4.0,14.0,,,,,161.0,,,,,,,8.0,,,1.0,18.0,,9.0,9.0,2.0,5.0,137.0,69.0,39.0,11.0,,6.0,5.0,3.0,491.0,6.0,4.0,,52.0,52.0,24.0,,,,,,132.0,132.0,4.0,28.0,19.0,50.1,,,,,19.0,0.0,140.0,5.0,,3.0,,,,8.0,1.0,3.0,17.0,52.0,418.0,8.0,11.0,347.0,56.0,36.0,18.0,3.0,19.0,16.0,,83.0,5.0,192.0,,1.0,11.0,4.0,69.0,2.0,520.0,,0.0,14.0,19.0,3.0,17.0,1.0,733.0,14.0,15.0,10.0,3.0,13.0,0.0
2210287,2,2021-08-21 15:00:00,45,Norwich,Away,258.0,20.0,,1.0,1.0,,1.0,50.0,8.0,,8.0,,4.0,14.0,307.0,,,10.0,9.0,3.0,,,,1.0,,,,1.0,,,1.0,,,,,6.0,8.0,9.0,1.0,,74.0,37.0,,,,2.0,8.0,,9.0,,,1.0,2.0,2.0,,7.0,,38.0,40.0,2.0,25.0,9.0,,,19.0,10.0,7.0,13.0,,,1.0,,111.0,,,,,,,9.0,,2.0,1.0,9.0,,8.0,8.0,,8.0,81.0,27.0,16.0,6.0,,,,,333.0,6.0,1.0,1.0,13.0,21.0,8.0,,,,,,84.0,84.0,1.0,22.0,5.0,33.1,,,,1.0,8.0,0.0,96.0,,,,,,1.0,1.0,,3.0,8.0,11.0,280.0,5.0,,294.0,39.0,25.0,13.0,1.0,6.0,5.0,1.0,22.0,2.0,74.0,2.0,,11.0,4.0,38.0,3.0,362.0,,0.0,1.0,18.0,3.0,10.0,0.0,513.0,4.0,6.0,6.0,1.0,11.0,0.0
2210297,3,2021-08-28 15:00:00,45,Norwich,Home,157.0,20.0,1.0,5.0,4.0,1.0,,133.0,8.0,1.0,3.0,2.0,3.0,23.0,285.0,,,18.0,14.0,13.0,8.0,,1.0,,,,1.0,,,,11.0,1.0,,,,5.0,7.0,2.0,5.0,9.0,64.0,46.0,1.0,1.0,1.0,3.0,11.0,4.0,14.0,,2.0,9.0,11.0,2.0,,9.0,,52.0,46.0,3.0,17.0,12.0,,,23.0,39.0,8.0,9.0,1.0,2.0,1.0,1.0,138.0,,,,,,,10.0,,,1.0,12.0,,15.0,15.0,2.0,3.0,85.0,62.0,30.0,9.0,,4.0,4.0,4.0,347.0,1.0,3.0,,57.0,40.0,33.0,,,,,1.0,150.0,150.0,3.0,24.0,15.0,44.3,,,,,11.0,0.0,82.0,1.0,,1.0,,1.0,,6.0,,3.0,14.0,57.0,267.0,5.0,8.0,179.0,41.0,17.0,14.0,9.0,23.0,14.0,,94.0,4.0,213.0,,1.0,15.0,5.0,57.0,2.0,369.0,,0.0,14.0,18.0,1.0,24.0,2.0,562.0,12.0,20.0,6.0,9.0,15.0,0.0
2210301,4,2021-09-11 15:00:00,45,Norwich,Away,190.0,19.0,,4.0,4.0,1.0,,134.0,9.0,,3.0,3.0,3.0,25.0,320.0,1.0,1.0,21.0,19.0,16.0,7.0,,,,,,1.0,,,,8.0,,,,1.0,6.0,21.0,9.0,5.0,5.0,64.0,52.0,,,,1.0,16.0,6.0,7.0,1.0,,4.0,8.0,7.0,,,2.0,53.0,52.0,1.0,22.0,8.0,,,21.0,45.0,11.0,9.0,,1.0,,1.0,143.0,,,,,,,15.0,,,,8.0,,8.0,8.0,2.0,3.0,105.0,48.0,22.0,8.0,,2.0,5.0,1.0,377.0,11.0,1.0,,48.0,35.0,25.0,,,,,,137.0,137.0,3.0,28.0,14.0,48.1,,,,1.0,16.0,0.0,96.0,5.0,1.0,5.0,,1.0,,3.0,,3.0,13.0,60.0,301.0,3.0,7.0,228.0,33.0,22.0,23.0,3.0,18.0,15.0,,91.0,7.0,198.0,,,15.0,3.0,54.0,,408.0,1.0,0.0,10.0,20.0,1.0,25.0,2.0,593.0,22.0,14.0,7.0,4.0,13.0,0.0
2210317,5,2021-09-18 15:00:00,45,Norwich,Home,164.0,29.0,2.0,5.0,3.0,1.0,1.0,145.0,4.0,,5.0,2.0,3.0,26.0,304.0,,1.0,18.0,15.0,18.0,6.0,2.0,2.0,,,1.0,1.0,,,,8.0,,,,1.0,3.0,11.0,1.0,7.0,5.0,57.0,61.0,1.0,,1.0,1.0,13.0,4.0,13.0,,,4.0,8.0,5.0,,6.0,1.0,48.0,57.0,1.0,18.0,9.0,,,29.0,53.0,10.0,14.0,1.0,3.0,2.0,1.0,140.0,1.0,,1.0,1.0,,,4.0,1.0,,1.0,9.0,,15.0,15.0,2.0,5.0,91.0,60.0,39.0,8.0,,3.0,6.0,5.0,356.0,1.0,3.0,,36.0,60.0,36.0,,,,,,129.0,129.0,3.0,28.0,24.0,48.7,,,,,13.0,0.0,87.0,5.0,,5.0,,,,3.0,,3.0,8.0,71.0,285.0,7.0,9.0,183.0,46.0,18.0,14.0,4.0,19.0,15.0,,104.0,1.0,211.0,,,19.0,4.0,58.0,1.0,375.0,,0.0,12.0,17.0,2.0,24.0,1.0,572.0,31.0,23.0,9.0,4.0,11.0,0.0
2210325,6,2021-09-25 15:00:00,45,Norwich,Away,243.0,13.0,2.0,4.0,2.0,1.0,1.0,167.0,5.0,,8.0,2.0,5.0,26.0,406.0,,,23.0,8.0,14.0,5.0,3.0,2.0,,1.0,,1.0,,1.0,,6.0,,,,1.0,6.0,7.0,4.0,4.0,6.0,71.0,52.0,1.0,1.0,,5.0,22.0,3.0,4.0,,,4.0,6.0,2.0,,6.0,,39.0,49.0,5.0,17.0,9.0,,,28.0,48.0,9.0,11.0,,3.0,2.0,1.0,148.0,,,,,,,5.0,,,,9.0,,17.0,17.0,1.0,8.0,139.0,56.0,30.0,6.0,,4.0,4.0,2.0,469.0,4.0,1.0,,66.0,53.0,23.0,1.0,1.0,1.0,,,127.0,127.0,1.0,29.0,14.0,53.2,,,,1.0,22.0,0.0,129.0,2.0,,2.0,,,,5.0,1.0,3.0,15.0,75.0,390.0,10.0,8.0,266.0,30.0,17.0,24.0,4.0,14.0,10.0,,110.0,1.0,235.0,,,15.0,6.0,57.0,,487.0,,0.0,10.0,12.0,,25.0,3.0,686.0,14.0,15.0,12.0,4.0,5.0,0.0
2210332,7,2021-10-02 15:00:00,45,Norwich,Away,167.0,19.0,3.0,3.0,1.0,2.0,,96.0,8.0,1.0,7.0,7.0,1.0,30.0,260.0,,1.0,13.0,27.0,15.0,5.0,1.0,1.0,,,1.0,2.0,,,,6.0,,,,1.0,1.0,10.0,4.0,5.0,5.0,48.0,65.0,,,,4.0,16.0,6.0,14.0,,,5.0,10.0,4.0,,3.0,2.0,57.0,56.0,4.0,44.0,31.0,,1.0,28.0,42.0,3.0,13.0,,3.0,1.0,2.0,140.0,,,,,,,12.0,,,,31.0,1.0,7.0,7.0,1.0,7.0,80.0,68.0,29.0,9.0,,1.0,5.0,2.0,328.0,7.0,2.0,,45.0,23.0,31.0,,,,,,148.0,148.0,4.0,29.0,22.0,43.9,,,,1.0,16.0,0.0,88.0,2.0,2.0,5.0,,1.0,,2.0,1.0,3.0,16.0,45.0,241.0,11.0,6.0,194.0,40.0,44.0,22.0,5.0,19.0,15.0,,80.0,10.0,181.0,,1.0,22.0,2.0,70.0,1.0,356.0,,0.0,10.0,16.0,2.0,17.0,2.0,577.0,26.0,16.0,12.0,5.0,12.0,0.0
2210348,8,2021-10-16 15:00:00,45,Norwich,Home,111.0,21.0,3.0,4.0,1.0,1.0,,97.0,5.0,,7.0,4.0,5.0,21.0,204.0,,2.0,20.0,21.0,14.0,9.0,1.0,2.0,1.0,1.0,,1.0,,,,10.0,,,,2.0,3.0,8.0,3.0,5.0,10.0,47.0,56.0,1.0,2.0,,3.0,21.0,7.0,6.0,,,8.0,7.0,2.0,,14.0,1.0,51.0,48.0,3.0,17.0,10.0,,,21.0,38.0,5.0,14.0,,4.0,5.0,1.0,127.0,,,,,,,9.0,,1.0,,10.0,,8.0,8.0,1.0,7.0,52.0,47.0,24.0,4.0,,3.0,7.0,3.0,272.0,4.0,2.0,,42.0,31.0,32.0,,,,,,145.0,145.0,4.0,22.0,21.0,35.1,,,,,21.0,0.0,66.0,2.0,1.0,3.0,,1.0,1.0,5.0,,3.0,12.0,57.0,192.0,10.0,10.0,148.0,37.0,17.0,16.0,8.0,22.0,14.0,1.0,86.0,3.0,166.0,1.0,,21.0,6.0,51.0,,292.0,,0.0,15.0,9.0,2.0,23.0,3.0,498.0,18.0,15.0,11.0,8.0,8.0,0.0
2210354,9,2021-10-23 12:30:00,45,Norwich,Away,222.0,12.0,,,,1.0,,77.0,9.0,,12.0,2.0,7.0,29.0,299.0,,,15.0,10.0,6.0,2.0,,,,,,,1.0,,,3.0,,,,,8.0,12.0,12.0,1.0,2.0,74.0,61.0,1.0,1.0,,,19.0,1.0,8.0,,,,1.0,1.0,,14.0,5.0,51.0,42.0,,13.0,4.0,,,21.0,33.0,16.0,13.0,,,,,128.0,,,,,,,10.0,,1.0,2.0,4.0,,7.0,7.0,,12.0,91.0,50.0,24.0,5.0,,,2.0,1.0,345.0,2.0,3.0,1.0,37.0,23.0,7.0,1.0,1.0,1.0,,,123.0,123.0,1.0,26.0,20.0,38.2,,,,2.0,19.0,0.0,87.0,3.0,4.0,7.0,1.0,,,1.0,,3.0,7.0,34.0,271.0,7.0,2.0,252.0,29.0,13.0,16.0,,2.0,2.0,,59.0,3.0,130.0,1.0,,17.0,8.0,55.0,,380.0,,1.0,3.0,12.0,2.0,15.0,2.0,543.0,2.0,18.0,11.0,,5.0,0.0
2210367,10,2021-10-31 14:00:00,45,Norwich,Home,126.0,16.0,2.0,4.0,2.0,,,88.0,2.0,1.0,6.0,2.0,2.0,19.0,210.0,,,20.0,23.0,20.0,4.0,1.0,3.0,,1.0,1.0,3.0,,,,6.0,,,,2.0,9.0,6.0,7.0,5.0,9.0,48.0,62.0,,,,1.0,16.0,5.0,13.0,1.0,,5.0,8.0,2.0,1.0,12.0,2.0,68.0,74.0,1.0,7.0,1.0,1.0,,27.0,70.0,14.0,23.0,,5.0,3.0,3.0,140.0,1.0,1.0,1.0,,1.0,,3.0,,,,1.0,,7.0,7.0,2.0,6.0,56.0,67.0,23.0,,,1.0,5.0,3.0,285.0,6.0,1.0,,60.0,27.0,24.0,,,,,,153.0,153.0,4.0,32.0,16.0,47.9,,,,,16.0,0.0,66.0,2.0,2.0,3.0,,1.0,,6.0,,3.0,13.0,46.0,194.0,8.0,6.0,142.0,48.0,7.0,23.0,5.0,18.0,13.0,,111.0,4.0,186.0,,1.0,14.0,3.0,63.0,,310.0,,0.0,14.0,17.0,2.0,24.0,1.0,516.0,10.0,13.0,14.0,5.0,8.0,0.0
