matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695006,11.0,2013-11-09 17:30:00,45,Norwich,Home,147.0,4.0,1.0,3.0,2.0,5.0,,162.0,3.0,,2.0,11.0,8.0,22.0,306.0,,,23.0,16.0,16.0,11.0,1.0,1.0,1.0,,,,1.0,,,,,12.0,1.0,,1.0,,,,5.0,7.0,5.0,,,,57.0,34.0,,,1.0,2.0,12.0,,6.0,,,4.0,9.0,4.0,,12.0,2.0,49.0,48.0,2.0,34.0,13.0,,1.0,59.0,12.0,11.0,1.0,,2.0,,1.0,165.0,1.0,,,1.0,,,7.0,,,1.0,1.0,,,,,13.0,1.0,8.0,8.0,,2.0,100.0,90.0,47.0,2.0,2.0,9.0,4.0,6.0,382.0,,,5.0,,,46.0,63.0,12.0,,,,1.0,144.0,144.0,1.0,14.0,12.0,46.9,1.0,,,12.0,0.0,,,,83.0,2.0,1.0,3.0,,,1.0,9.0,,2.0,67.0,297.0,2.0,13.0,171.0,15.0,34.0,8.0,4.0,17.0,13.0,2.0,113.0,19.0,251.0,1.0,,30.0,9.0,50.0,,405.0,,0.0,15.0,20.0,,25.0,1.0,594.0,,9.0,4.0,4.0,14.0,0.0
695016,12.0,2013-11-23 15:00:00,45,Norwich,Away,226.0,9.0,2.0,4.0,2.0,2.0,,147.0,6.0,,5.0,4.0,4.0,44.0,369.0,,1.0,31.0,18.0,19.0,4.0,1.0,,,,,,2.0,,,,,4.0,,,,,,2.0,1.0,10.0,11.0,,,,60.0,43.0,1.0,1.0,,,13.0,2.0,15.0,,,5.0,6.0,4.0,,13.0,2.0,56.0,51.0,,25.0,12.0,1.0,,62.0,7.0,8.0,,,3.0,,2.0,150.0,1.0,1.0,1.0,,1.0,,9.0,,,,2.0,,,,,12.0,,7.0,7.0,,5.0,137.0,88.0,40.0,6.0,1.0,5.0,1.0,2.0,462.0,,,6.0,2.0,,54.0,59.0,16.0,,,,,150.0,150.0,3.0,15.0,16.0,51.2,,,,13.0,0.0,,,,129.0,2.0,1.0,3.0,,,,6.0,,3.0,53.0,360.0,2.0,6.0,247.0,29.0,25.0,11.0,5.0,15.0,10.0,,107.0,7.0,244.0,2.0,,20.0,5.0,68.0,1.0,476.0,,0.0,10.0,19.0,1.0,31.0,1.0,657.0,,8.0,6.0,5.0,12.0,0.0
695028,13.0,2013-11-30 15:00:00,45,Norwich,Home,165.0,17.0,1.0,5.0,4.0,4.0,1.0,241.0,1.0,1.0,5.0,10.0,9.0,41.0,401.0,,,21.0,33.0,30.0,6.0,2.0,1.0,,,,,,,,,,7.0,,,1.0,,,2.0,4.0,8.0,5.0,,,,71.0,63.0,1.0,,1.0,4.0,14.0,3.0,4.0,1.0,,5.0,14.0,6.0,,12.0,,67.0,63.0,4.0,33.0,14.0,,1.0,82.0,12.0,13.0,1.0,,6.0,3.0,,181.0,1.0,,1.0,1.0,,,4.0,,,1.0,3.0,,,,,14.0,1.0,5.0,5.0,,5.0,125.0,96.0,44.0,4.0,,4.0,5.0,3.0,491.0,,,7.0,2.0,,84.0,104.0,18.0,,,,,175.0,175.0,6.0,26.0,17.0,60.0,1.0,,1.0,14.0,0.0,,,,134.0,3.0,,2.0,,2.0,1.0,4.0,,3.0,136.0,394.0,8.0,9.0,192.0,33.0,33.0,16.0,5.0,28.0,23.0,2.0,195.0,10.0,347.0,4.0,1.0,41.0,12.0,78.0,1.0,511.0,,0.0,10.0,13.0,1.0,25.0,1.0,724.0,,14.0,10.0,5.0,12.0,0.0
695033,14.0,2013-12-04 19:45:00,45,Norwich,Away,140.0,3.0,,7.0,7.0,4.0,1.0,139.0,2.0,,7.0,8.0,12.0,20.0,272.0,,,16.0,14.0,12.0,9.0,1.0,,,,,1.0,1.0,,,,,12.0,,,,,,1.0,4.0,15.0,13.0,,,,53.0,54.0,1.0,1.0,,2.0,12.0,2.0,19.0,1.0,,,10.0,6.0,,17.0,4.0,62.0,50.0,2.0,18.0,2.0,,1.0,59.0,6.0,10.0,,,3.0,1.0,1.0,133.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,2.0,,12.0,12.0,3.0,7.0,90.0,80.0,30.0,4.0,1.0,6.0,5.0,5.0,332.0,,,8.0,3.0,,55.0,44.0,12.0,,,,,142.0,142.0,,22.0,16.0,38.2,,,,12.0,0.0,,,,80.0,4.0,3.0,6.0,,1.0,,7.0,,3.0,65.0,260.0,8.0,11.0,161.0,13.0,18.0,18.0,,17.0,17.0,,101.0,13.0,212.0,,,29.0,12.0,55.0,,356.0,,0.0,14.0,18.0,1.0,19.0,1.0,561.0,,10.0,12.0,,12.0,0.0
695050,15.0,2013-12-07 15:00:00,45,Norwich,Away,114.0,16.0,1.0,3.0,2.0,4.0,,98.0,2.0,,3.0,4.0,14.0,24.0,209.0,,,13.0,20.0,8.0,4.0,,2.0,,,,1.0,1.0,,,,,7.0,,,,,,,3.0,18.0,8.0,,,,39.0,74.0,,,,8.0,20.0,2.0,12.0,2.0,,3.0,11.0,3.0,,12.0,5.0,53.0,32.0,8.0,42.0,23.0,,1.0,66.0,6.0,9.0,1.0,,3.0,,1.0,126.0,1.0,,,1.0,,1.0,10.0,,,2.0,3.0,,,,,23.0,,21.0,21.0,1.0,4.0,68.0,88.0,36.0,10.0,1.0,3.0,2.0,3.0,275.0,,,8.0,3.0,,35.0,45.0,16.0,,,,,154.0,154.0,2.0,30.0,20.0,36.2,,,1.0,20.0,0.0,,,,69.0,10.0,2.0,10.0,,,2.0,3.0,,3.0,46.0,200.0,9.0,5.0,136.0,31.0,42.0,7.0,3.0,17.0,14.0,4.0,104.0,7.0,183.0,4.0,,31.0,14.0,69.0,,302.0,2.0,0.0,8.0,11.0,2.0,15.0,3.0,526.0,,18.0,4.0,3.0,8.0,0.0
695058,16.0,2013-12-15 13:30:00,45,Norwich,Home,107.0,13.0,4.0,8.0,4.0,5.0,1.0,141.0,1.0,,4.0,8.0,12.0,29.0,240.0,,,22.0,12.0,17.0,7.0,2.0,,,,,,,,,,,11.0,,,1.0,,,1.0,2.0,5.0,5.0,,,,62.0,44.0,1.0,2.0,,5.0,12.0,3.0,6.0,,1.0,8.0,11.0,8.0,,14.0,1.0,51.0,53.0,5.0,15.0,5.0,1.0,,78.0,12.0,10.0,1.0,,4.0,1.0,,152.0,1.0,,1.0,1.0,,,7.0,,,1.0,4.0,,,,1.0,5.0,1.0,20.0,20.0,3.0,5.0,61.0,81.0,32.0,5.0,,7.0,3.0,3.0,328.0,,,3.0,,,49.0,44.0,27.0,,,,,173.0,173.0,3.0,15.0,14.0,37.5,1.0,,,12.0,0.0,,,,73.0,1.0,,1.0,,1.0,,10.0,,2.0,67.0,227.0,5.0,10.0,127.0,25.0,15.0,19.0,7.0,27.0,20.0,1.0,132.0,14.0,248.0,5.0,,32.0,13.0,56.0,1.0,348.0,,0.0,16.0,19.0,1.0,27.0,0.0,563.0,,10.0,10.0,8.0,16.0,0.0
695068,17.0,2013-12-21 15:00:00,45,Norwich,Away,99.0,4.0,2.0,9.0,7.0,10.0,1.0,168.0,8.0,,1.0,13.0,18.0,26.0,258.0,,,7.0,19.0,16.0,11.0,1.0,2.0,,,,,,,,,,12.0,,,,,,1.0,3.0,4.0,14.0,,,,52.0,55.0,,1.0,,3.0,8.0,4.0,10.0,,1.0,7.0,12.0,8.0,,10.0,2.0,51.0,56.0,3.0,33.0,12.0,,2.0,74.0,10.0,12.0,,,2.0,2.0,,127.0,,,,,,,15.0,,,,3.0,,,,,12.0,,13.0,13.0,2.0,1.0,80.0,75.0,40.0,6.0,,4.0,8.0,5.0,300.0,,,4.0,2.0,,46.0,53.0,19.0,,,,,119.0,119.0,,25.0,16.0,41.2,,,,8.0,0.0,,,,66.0,2.0,2.0,4.0,,1.0,2.0,5.0,,1.0,80.0,246.0,6.0,12.0,108.0,9.0,33.0,8.0,6.0,28.0,22.0,2.0,126.0,25.0,245.0,3.0,1.0,26.0,18.0,45.0,1.0,325.0,,0.0,14.0,25.0,1.0,10.0,1.0,532.0,,8.0,6.0,7.0,18.0,0.0
695078,18.0,2013-12-26 15:00:00,45,Norwich,Home,125.0,7.0,2.0,5.0,3.0,7.0,1.0,171.0,5.0,,4.0,11.0,15.0,35.0,291.0,,1.0,20.0,30.0,23.0,7.0,3.0,,,,,,1.0,,1.0,,,9.0,,,,,,1.0,4.0,7.0,8.0,,,,73.0,57.0,1.0,2.0,,3.0,17.0,4.0,9.0,1.0,,5.0,14.0,5.0,,7.0,1.0,64.0,52.0,3.0,31.0,15.0,,,81.0,13.0,9.0,1.0,,2.0,1.0,1.0,153.0,1.0,,,1.0,,,10.0,,,1.0,1.0,,,,1.0,15.0,,13.0,13.0,1.0,4.0,83.0,89.0,46.0,4.0,,4.0,7.0,4.0,377.0,,,2.0,2.0,,59.0,59.0,23.0,,,,,155.0,155.0,4.0,18.0,23.0,50.2,,,1.0,17.0,0.0,,,,84.0,3.0,2.0,4.0,,,,5.0,,2.0,96.0,283.0,8.0,11.0,147.0,24.0,31.0,15.0,5.0,25.0,20.0,1.0,149.0,10.0,271.0,1.0,,30.0,19.0,70.0,3.0,393.0,1.0,0.0,13.0,13.0,1.0,20.0,3.0,594.0,,10.0,9.0,5.0,8.0,0.0
695088,19.0,2013-12-28 15:00:00,45,Norwich,Home,122.0,8.0,2.0,5.0,3.0,5.0,,189.0,3.0,,2.0,8.0,15.0,23.0,306.0,2.0,1.0,18.0,14.0,14.0,9.0,2.0,,,,,,,,,,,12.0,,,,,,1.0,5.0,3.0,4.0,,,,55.0,59.0,,1.0,,5.0,17.0,5.0,14.0,,1.0,8.0,11.0,4.0,,10.0,1.0,53.0,47.0,5.0,25.0,9.0,,,57.0,11.0,9.0,,,4.0,3.0,,153.0,,,,,,,8.0,,,,1.0,,,,,9.0,,16.0,16.0,1.0,2.0,95.0,75.0,42.0,3.0,,5.0,6.0,4.0,380.0,,,1.0,2.0,,52.0,81.0,18.0,,,,,151.0,151.0,3.0,28.0,20.0,45.1,,,,17.0,0.0,,,,93.0,1.0,1.0,2.0,,,,6.0,,3.0,95.0,298.0,6.0,11.0,135.0,22.0,25.0,12.0,8.0,26.0,18.0,,145.0,9.0,287.0,1.0,,21.0,16.0,47.0,,396.0,2.0,0.0,15.0,18.0,2.0,22.0,4.0,597.0,,15.0,8.0,8.0,17.0,0.0
695092,20.0,2014-01-01 15:00:00,45,Norwich,Away,156.0,14.0,2.0,3.0,1.0,4.0,,139.0,4.0,1.0,2.0,4.0,16.0,30.0,292.0,,1.0,21.0,14.0,19.0,4.0,1.0,,,,,,,,,,,5.0,,,,,,3.0,1.0,10.0,3.0,3.0,5.0,,56.0,54.0,,,,6.0,13.0,1.0,10.0,1.0,1.0,4.0,5.0,1.0,,13.0,,54.0,46.0,6.0,40.0,20.0,,2.0,81.0,10.0,12.0,,,3.0,1.0,,174.0,1.0,,1.0,1.0,,,15.0,,,1.0,1.0,,,,,20.0,,19.0,19.0,2.0,2.0,96.0,101.0,38.0,9.0,1.0,1.0,5.0,5.0,368.0,,,3.0,1.0,,57.0,59.0,27.0,1.0,1.0,1.0,,167.0,167.0,,24.0,20.0,54.9,,2.0,1.0,13.0,0.0,,,,77.0,3.0,,2.0,1.0,,,2.0,,3.0,63.0,284.0,6.0,6.0,179.0,32.0,40.0,12.0,4.0,11.0,7.0,,122.0,7.0,235.0,3.0,1.0,24.0,16.0,85.0,1.0,403.0,,1.0,8.0,13.0,1.0,28.0,1.0,608.0,18.0,18.0,4.0,4.0,7.0,0.0
695103,21.0,2014-01-11 15:00:00,45,Norwich,Away,130.0,10.0,1.0,2.0,1.0,4.0,,109.0,6.0,,4.0,8.0,10.0,28.0,237.0,,2.0,7.0,14.0,15.0,8.0,,,,,,,,,,,1.0,11.0,,,,,1.0,,6.0,11.0,12.0,,,,63.0,47.0,1.0,1.0,,6.0,12.0,3.0,16.0,,,5.0,6.0,4.0,,17.0,1.0,62.0,39.0,6.0,36.0,16.0,,1.0,70.0,14.0,7.0,,,1.0,1.0,,127.0,,,,,,,12.0,,,,,,,,,16.0,1.0,26.0,26.0,3.0,4.0,49.0,85.0,42.0,10.0,,4.0,4.0,2.0,296.0,,,7.0,,,26.0,50.0,21.0,,,,,133.0,133.0,2.0,23.0,12.0,37.6,1.0,,1.0,12.0,0.0,,,,73.0,3.0,,3.0,,1.0,,6.0,1.0,2.0,63.0,226.0,8.0,8.0,152.0,23.0,36.0,6.0,5.0,16.0,11.0,,103.0,8.0,176.0,,,27.0,10.0,56.0,2.0,312.0,,0.0,11.0,14.0,2.0,11.0,2.0,516.0,,12.0,3.0,5.0,4.0,0.0
695116,22.0,2014-01-18 15:00:00,45,Norwich,Home,115.0,21.0,2.0,8.0,6.0,3.0,,215.0,6.0,,3.0,4.0,13.0,31.0,322.0,,,33.0,18.0,27.0,13.0,1.0,,,,,,1.0,,,,,12.0,,,,,,5.0,2.0,8.0,2.0,,,,68.0,51.0,,1.0,,3.0,10.0,11.0,3.0,,,10.0,22.0,8.0,1.0,10.0,,51.0,55.0,3.0,29.0,21.0,,,81.0,8.0,16.0,,,4.0,1.0,1.0,167.0,1.0,1.0,1.0,,1.0,,10.0,,,,3.0,,,,,21.0,,7.0,7.0,1.0,3.0,92.0,82.0,46.0,8.0,,6.0,9.0,4.0,400.0,,,3.0,,,61.0,100.0,29.0,,,,,175.0,175.0,3.0,22.0,19.0,56.2,,,,10.0,0.0,,,,94.0,,,,,3.0,,10.0,1.0,2.0,124.0,309.0,3.0,15.0,132.0,43.0,29.0,15.0,9.0,40.0,31.0,1.0,180.0,6.0,329.0,3.0,,16.0,13.0,57.0,1.0,421.0,,0.0,25.0,11.0,2.0,41.0,1.0,655.0,,9.0,3.0,10.0,8.0,0.0
695125,23.0,2014-01-28 19:45:00,45,Norwich,Home,114.0,10.0,2.0,7.0,5.0,3.0,,101.0,7.0,,2.0,5.0,13.0,25.0,208.0,,,27.0,20.0,18.0,8.0,1.0,,,,,,,,,,,8.0,,,,,,,4.0,7.0,14.0,,,,40.0,35.0,1.0,1.0,,3.0,18.0,4.0,15.0,,1.0,7.0,9.0,1.0,,10.0,2.0,62.0,42.0,3.0,33.0,17.0,,,54.0,13.0,7.0,,,2.0,2.0,,134.0,,,,,,,14.0,,,,2.0,,,,1.0,17.0,2.0,11.0,11.0,1.0,2.0,82.0,87.0,34.0,7.0,,3.0,6.0,2.0,297.0,,,9.0,2.0,,41.0,55.0,7.0,,,,,171.0,171.0,,13.0,11.0,46.2,,,1.0,18.0,0.0,,,,59.0,2.0,1.0,3.0,,1.0,,3.0,1.0,3.0,45.0,205.0,5.0,9.0,137.0,21.0,33.0,10.0,7.0,19.0,12.0,,90.0,10.0,197.0,2.0,,30.0,14.0,59.0,2.0,315.0,1.0,1.0,9.0,15.0,1.0,38.0,1.0,538.0,,14.0,4.0,7.0,10.0,0.0
695132,24.0,2014-02-01 15:00:00,45,Norwich,Away,87.0,10.0,3.0,13.0,10.0,,1.0,211.0,1.0,,1.0,4.0,11.0,26.0,285.0,,1.0,21.0,22.0,20.0,16.0,3.0,,,,,,,,1.0,,,20.0,,,,1.0,,1.0,3.0,9.0,4.0,,,,70.0,41.0,2.0,2.0,1.0,5.0,10.0,12.0,9.0,,,14.0,18.0,10.0,,14.0,2.0,62.0,58.0,5.0,39.0,18.0,1.0,,66.0,9.0,8.0,,,3.0,2.0,,135.0,,,,,,,8.0,,,1.0,,,,,1.0,18.0,2.0,13.0,13.0,,1.0,92.0,78.0,27.0,7.0,1.0,7.0,12.0,6.0,366.0,,,1.0,2.0,,68.0,58.0,21.0,,,,,181.0,181.0,5.0,18.0,10.0,50.8,1.0,,,10.0,0.0,,,,86.0,1.0,1.0,3.0,,,,9.0,1.0,3.0,120.0,277.0,5.0,19.0,108.0,22.0,39.0,21.0,14.0,44.0,30.0,1.0,176.0,6.0,319.0,,,28.0,11.0,60.0,2.0,383.0,,0.0,27.0,18.0,1.0,27.0,4.0,641.0,,12.0,12.0,14.0,12.0,0.0
695146,25.0,2014-02-08 15:00:00,45,Norwich,Home,89.0,12.0,2.0,4.0,2.0,2.0,,129.0,5.0,,2.0,3.0,10.0,24.0,214.0,,,17.0,15.0,7.0,3.0,1.0,,,,,,,,,,,6.0,,,,,,,2.0,8.0,7.0,,,,48.0,42.0,2.0,2.0,,9.0,15.0,1.0,10.0,,,4.0,9.0,4.0,,10.0,1.0,47.0,32.0,9.0,47.0,22.0,,,55.0,7.0,6.0,,,,,,104.0,,,,,,,15.0,,,,1.0,,,,,22.0,,9.0,9.0,1.0,2.0,64.0,72.0,31.0,14.0,,2.0,2.0,2.0,270.0,,,4.0,1.0,,46.0,58.0,10.0,,,,,119.0,119.0,1.0,17.0,13.0,32.4,,,1.0,15.0,0.0,,,,70.0,1.0,1.0,2.0,,1.0,,4.0,,2.0,53.0,207.0,9.0,4.0,110.0,24.0,47.0,11.0,4.0,17.0,13.0,2.0,82.0,6.0,193.0,1.0,,17.0,10.0,47.0,2.0,286.0,,0.0,7.0,14.0,,18.0,2.0,477.0,,5.0,6.0,4.0,9.0,0.0
695156,26.0,2014-02-11 19:45:00,45,Norwich,Away,105.0,13.0,,5.0,5.0,1.0,1.0,164.0,3.0,1.0,3.0,9.0,17.0,22.0,264.0,,3.0,22.0,17.0,11.0,10.0,1.0,,,,,,,,,,2.0,10.0,,,,,,1.0,5.0,7.0,5.0,,,,66.0,43.0,2.0,2.0,,6.0,15.0,3.0,4.0,,,5.0,9.0,6.0,,12.0,1.0,54.0,45.0,6.0,65.0,25.0,1.0,,76.0,16.0,12.0,,1.0,4.0,2.0,,159.0,,,,,,,10.0,,,,4.0,,,,2.0,25.0,,7.0,7.0,3.0,3.0,68.0,94.0,45.0,5.0,,3.0,8.0,6.0,345.0,,,1.0,,,60.0,55.0,21.0,,,,,167.0,167.0,2.0,21.0,10.0,51.8,,,,15.0,0.0,,,,72.0,4.0,1.0,5.0,,,,4.0,,3.0,82.0,255.0,8.0,11.0,138.0,28.0,65.0,11.0,5.0,22.0,17.0,1.0,131.0,6.0,249.0,4.0,1.0,36.0,17.0,59.0,,365.0,,0.0,13.0,21.0,3.0,29.0,3.0,612.0,,13.0,2.0,5.0,13.0,0.0
695167,27.0,2014-02-23 16:00:00,45,Norwich,Home,133.0,13.0,3.0,5.0,2.0,2.0,,149.0,3.0,2.0,3.0,5.0,8.0,21.0,277.0,,2.0,17.0,15.0,15.0,8.0,1.0,,,1.0,1.0,,2.0,,,,,8.0,,,1.0,,,,4.0,6.0,3.0,,,,54.0,54.0,1.0,2.0,,2.0,20.0,3.0,9.0,,,5.0,6.0,2.0,,16.0,1.0,54.0,60.0,2.0,37.0,11.0,,1.0,61.0,8.0,14.0,,,4.0,2.0,2.0,142.0,1.0,,1.0,1.0,,,6.0,,,1.0,3.0,,,,,11.0,1.0,8.0,8.0,,3.0,85.0,72.0,39.0,3.0,1.0,4.0,6.0,3.0,342.0,,,2.0,,,37.0,64.0,13.0,,,,,144.0,144.0,2.0,21.0,19.0,40.9,1.0,,,20.0,0.0,,,,81.0,1.0,1.0,2.0,,2.0,,7.0,,2.0,80.0,266.0,10.0,10.0,149.0,28.0,37.0,11.0,5.0,15.0,10.0,2.0,117.0,10.0,228.0,3.0,2.0,20.0,8.0,46.0,3.0,362.0,2.0,0.0,13.0,26.0,3.0,21.0,1.0,577.0,,17.0,5.0,5.0,20.0,0.0
695171,28.0,2014-03-02 16:30:00,45,Norwich,Away,116.0,16.0,,2.0,2.0,2.0,,182.0,4.0,3.0,5.0,8.0,18.0,34.0,296.0,,3.0,27.0,21.0,12.0,5.0,,,,,,,,1.0,,,1.0,7.0,,,,,,,4.0,8.0,3.0,,,,71.0,48.0,2.0,1.0,1.0,2.0,15.0,1.0,4.0,,,2.0,6.0,4.0,,19.0,,59.0,45.0,2.0,36.0,18.0,,,80.0,10.0,12.0,,,1.0,2.0,,158.0,1.0,,1.0,1.0,,,7.0,,,1.0,3.0,,,,1.0,18.0,,20.0,20.0,1.0,5.0,95.0,84.0,44.0,6.0,1.0,2.0,4.0,4.0,374.0,,,3.0,2.0,1.0,55.0,89.0,20.0,,,,,156.0,156.0,,14.0,20.0,44.9,,,,15.0,0.0,,,,75.0,1.0,,1.0,,1.0,,2.0,1.0,3.0,86.0,284.0,5.0,6.0,141.0,30.0,36.0,8.0,1.0,13.0,12.0,1.0,140.0,9.0,271.0,3.0,3.0,24.0,19.0,70.0,2.0,399.0,1.0,0.0,7.0,19.0,6.0,27.0,3.0,605.0,,10.0,2.0,2.0,17.0,0.0
695187,29.0,2014-03-08 15:00:00,45,Norwich,Home,109.0,14.0,1.0,3.0,2.0,1.0,1.0,195.0,4.0,1.0,5.0,5.0,19.0,30.0,301.0,,1.0,20.0,28.0,22.0,10.0,1.0,,,,,,,,,,,11.0,,,,,,1.0,4.0,3.0,3.0,,,,63.0,64.0,1.0,,1.0,2.0,9.0,2.0,4.0,,,3.0,8.0,7.0,,16.0,2.0,60.0,55.0,2.0,24.0,12.0,,,91.0,9.0,12.0,,,4.0,3.0,,161.0,1.0,1.0,1.0,,1.0,,10.0,,,,2.0,,,,,12.0,,11.0,11.0,,5.0,103.0,86.0,42.0,1.0,1.0,6.0,6.0,5.0,386.0,,,1.0,,,59.0,83.0,24.0,1.0,1.0,1.0,,162.0,162.0,3.0,27.0,22.0,52.5,,,,9.0,0.0,,,,76.0,1.0,1.0,2.0,,,,6.0,,3.0,107.0,292.0,6.0,12.0,125.0,33.0,24.0,12.0,3.0,21.0,18.0,,173.0,8.0,299.0,2.0,1.0,29.0,19.0,61.0,,403.0,,0.0,13.0,14.0,4.0,24.0,0.0,599.0,,12.0,8.0,3.0,13.0,0.0
695196,30.0,2014-03-15 15:00:00,45,Norwich,Away,125.0,9.0,,4.0,4.0,2.0,1.0,110.0,5.0,,2.0,8.0,11.0,28.0,231.0,,,20.0,17.0,18.0,2.0,1.0,,,,,,,,,,1.0,4.0,,,,,,1.0,8.0,13.0,4.0,,,,44.0,48.0,,,2.0,1.0,14.0,1.0,16.0,,,1.0,5.0,5.0,,12.0,3.0,66.0,57.0,1.0,20.0,11.0,1.0,1.0,61.0,17.0,11.0,1.0,,1.0,1.0,,138.0,,,,,,,9.0,,,2.0,1.0,,,,1.0,11.0,,9.0,9.0,,2.0,72.0,84.0,43.0,6.0,1.0,2.0,1.0,3.0,305.0,,,3.0,1.0,,37.0,53.0,20.0,,,,,147.0,147.0,,23.0,21.0,36.9,,,,14.0,0.0,,,,71.0,2.0,,2.0,,,,2.0,,3.0,40.0,218.0,9.0,3.0,149.0,25.0,20.0,8.0,1.0,12.0,11.0,,88.0,8.0,188.0,1.0,,31.0,12.0,59.0,1.0,325.0,,0.0,6.0,25.0,,26.0,2.0,508.0,,16.0,3.0,1.0,15.0,0.0
695208,31.0,2014-03-22 15:00:00,45,Norwich,Home,158.0,17.0,2.0,6.0,4.0,4.0,1.0,196.0,1.0,,3.0,4.0,19.0,28.0,348.0,,1.0,18.0,27.0,9.0,8.0,2.0,,,1.0,,,1.0,,,1.0,,11.0,,,,,,1.0,9.0,6.0,3.0,,,,67.0,60.0,3.0,2.0,1.0,2.0,12.0,1.0,8.0,,,8.0,15.0,2.0,,13.0,2.0,68.0,45.0,2.0,23.0,8.0,,,66.0,16.0,18.0,,,7.0,2.0,1.0,157.0,1.0,,1.0,1.0,,,5.0,,,2.0,1.0,,,,1.0,8.0,,11.0,11.0,1.0,3.0,112.0,75.0,31.0,5.0,2.0,4.0,7.0,8.0,411.0,,,3.0,1.0,,62.0,72.0,12.0,,,,,140.0,140.0,4.0,31.0,16.0,54.1,,,,12.0,0.0,,,,100.0,2.0,,2.0,,,,6.0,,3.0,106.0,333.0,6.0,11.0,181.0,33.0,23.0,11.0,6.0,25.0,19.0,,150.0,6.0,280.0,1.0,,33.0,20.0,64.0,,436.0,,0.0,15.0,12.0,3.0,21.0,2.0,628.0,,7.0,6.0,8.0,12.0,0.0
695219,32.0,2014-03-29 15:00:00,45,Norwich,Away,135.0,8.0,,5.0,5.0,3.0,1.0,164.0,1.0,1.0,2.0,3.0,8.0,13.0,294.0,,,8.0,16.0,19.0,6.0,1.0,,,,,,,,,,,6.0,,,,,,1.0,4.0,8.0,8.0,,,,55.0,63.0,,,,2.0,14.0,3.0,10.0,,,4.0,10.0,4.0,,11.0,3.0,49.0,54.0,2.0,24.0,11.0,,,64.0,9.0,15.0,,,6.0,3.0,,137.0,,,,,,,6.0,,,,4.0,,,,,11.0,,16.0,16.0,1.0,2.0,83.0,77.0,38.0,7.0,,1.0,6.0,4.0,346.0,,,4.0,,,43.0,62.0,20.0,,,,,129.0,129.0,4.0,26.0,22.0,41.3,,,,14.0,0.0,,,,97.0,3.0,1.0,4.0,,,,1.0,,3.0,69.0,281.0,8.0,7.0,153.0,24.0,24.0,7.0,4.0,21.0,17.0,,111.0,10.0,240.0,5.0,1.0,14.0,8.0,40.0,2.0,372.0,,0.0,8.0,19.0,,10.0,2.0,553.0,,11.0,3.0,4.0,12.0,0.0
