matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360570,11,2011-11-05 15:00:00,45,Norwich,Away,88.0,12.0,1.0,7.0,6.0,4.0,,192.0,,,5.0,10.0,6.0,30.0,273.0,,,22.0,24.0,20.0,6.0,2.0,,1.0,,,1.0,,,,7.0,,,1.0,12.0,4.0,54.0,58.0,1.0,,1.0,3.0,3.0,9.0,,6.0,15.0,11.0,,17.0,,62.0,54.0,3.0,14.0,6.0,1.0,,78.0,9.0,12.0,1.0,,6.0,4.0,1.0,160.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,13.0,,15.0,14.0,5.0,5.0,80.0,87.0,40.0,6.0,1.0,1.0,8.0,7.0,4.0,2.0,,65.0,78.0,33.0,,,,,,188.0,176.0,1.0,17.0,30.0,52.8,,,0.0,80.0,2.0,,,1.0,,1.0,,3.0,99.0,9.0,109.0,25.0,26.0,9.0,5.0,35.0,30.0,,151.0,8.0,300.0,1.0,,34.0,6.0,58.0,1.0,374.0,,0.0,11.0,16.0,2.0,32.0,5.0,581.0,6.0,6.0,6.0,9.0,0.0
360582,12,2011-11-19 12:45:00,45,Norwich,Home,129.0,13.0,1.0,3.0,2.0,,,168.0,6.0,1.0,9.0,6.0,12.0,25.0,294.0,1.0,,16.0,6.0,13.0,6.0,,1.0,,,1.0,1.0,,,,7.0,,,,18.0,2.0,67.0,65.0,1.0,1.0,1.0,1.0,3.0,10.0,2.0,1.0,10.0,3.0,,18.0,3.0,49.0,50.0,1.0,18.0,8.0,1.0,1.0,76.0,12.0,10.0,1.0,,3.0,1.0,1.0,148.0,,,,,,,13.0,1.0,1.0,,12.0,,21.0,19.0,2.0,9.0,96.0,96.0,32.0,6.0,,4.0,2.0,2.0,5.0,2.0,,58.0,62.0,21.0,,,,,,170.0,158.0,3.0,20.0,28.0,42.6,,,0.0,89.0,8.0,1.0,,,1.0,4.0,,3.0,76.0,6.0,143.0,25.0,30.0,7.0,1.0,15.0,14.0,1.0,127.0,5.0,272.0,1.0,1.0,38.0,12.0,60.0,1.0,400.0,1.0,0.0,9.0,24.0,,18.0,3.0,604.0,6.0,3.0,1.0,16.0,0.0
360594,13,2011-11-26 15:00:00,45,Norwich,Home,93.0,14.0,1.0,6.0,5.0,4.0,,118.0,13.0,,1.0,14.0,6.0,33.0,205.0,,,21.0,12.0,23.0,9.0,1.0,,,1.0,,1.0,,,,8.0,,,2.0,9.0,4.0,50.0,35.0,1.0,1.0,,4.0,3.0,6.0,,6.0,8.0,4.0,1.0,9.0,,46.0,51.0,4.0,20.0,12.0,,,86.0,18.0,7.0,1.0,1.0,2.0,1.0,1.0,122.0,1.0,,1.0,1.0,,,17.0,1.0,1.0,3.0,23.0,,2.0,,,2.0,56.0,89.0,44.0,4.0,,7.0,4.0,5.0,1.0,1.0,,50.0,41.0,16.0,,,,,,159.0,135.0,3.0,9.0,11.0,44.1,,,0.0,62.0,2.0,,,,,9.0,,3.0,68.0,11.0,98.0,35.0,44.0,9.0,3.0,16.0,13.0,,133.0,18.0,208.0,1.0,,33.0,7.0,61.0,2.0,290.0,,0.0,17.0,16.0,1.0,31.0,1.0,495.0,8.0,5.0,6.0,9.0,0.0
360603,14,2011-12-03 15:00:00,45,Norwich,Away,99.0,12.0,1.0,5.0,4.0,1.0,,116.0,7.0,1.0,5.0,10.0,1.0,24.0,210.0,,,19.0,5.0,3.0,2.0,1.0,,,,,,,,,4.0,,,1.0,18.0,8.0,54.0,37.0,,,,3.0,,6.0,,3.0,11.0,2.0,,7.0,1.0,34.0,28.0,3.0,23.0,5.0,2.0,,81.0,10.0,9.0,1.0,,2.0,,,126.0,1.0,,1.0,,1.0,,10.0,,,,13.0,,17.0,10.0,5.0,5.0,60.0,70.0,30.0,12.0,,2.0,2.0,2.0,10.0,,,47.0,40.0,13.0,,,,,,147.0,130.0,,16.0,9.0,31.2,,1.0,0.0,60.0,5.0,,,,,4.0,,3.0,66.0,4.0,120.0,26.0,40.0,8.0,3.0,16.0,13.0,,123.0,8.0,196.0,,1.0,38.0,2.0,58.0,1.0,300.0,,0.0,6.0,14.0,,20.0,1.0,481.0,11.0,2.0,4.0,10.0,0.0
360614,15,2011-12-10 15:00:00,45,Norwich,Home,132.0,24.0,2.0,7.0,5.0,7.0,1.0,191.0,3.0,1.0,4.0,17.0,4.0,49.0,316.0,,,20.0,10.0,7.0,6.0,1.0,,,,,1.0,,,,7.0,,,1.0,3.0,10.0,68.0,38.0,,,,2.0,7.0,6.0,,7.0,19.0,3.0,,7.0,2.0,38.0,35.0,2.0,24.0,10.0,,,106.0,10.0,8.0,3.0,,4.0,1.0,1.0,152.0,2.0,1.0,2.0,1.0,1.0,,6.0,1.0,,,20.0,,8.0,5.0,,4.0,100.0,82.0,45.0,2.0,1.0,,9.0,5.0,5.0,1.0,,79.0,56.0,19.0,,,,,,177.0,157.0,2.0,14.0,13.0,52.5,,2.0,0.0,101.0,,4.0,,,,2.0,2.0,3.0,100.0,9.0,143.0,54.0,44.0,7.0,6.0,29.0,23.0,,173.0,19.0,307.0,,1.0,41.0,5.0,80.0,1.0,421.0,,0.0,14.0,18.0,1.0,24.0,3.0,623.0,9.0,2.0,7.0,13.0,0.0
360621,16,2011-12-17 15:00:00,45,Norwich,Away,84.0,18.0,,5.0,5.0,8.0,1.0,103.0,4.0,1.0,2.0,3.0,16.0,31.0,182.0,,,14.0,10.0,10.0,4.0,1.0,,,,,,,,,5.0,,,2.0,13.0,16.0,32.0,32.0,,,,8.0,,9.0,1.0,,9.0,5.0,,1.0,4.0,37.0,32.0,8.0,18.0,8.0,,,83.0,15.0,10.0,1.0,,3.0,2.0,,147.0,1.0,,1.0,,1.0,,11.0,,3.0,2.0,12.0,,13.0,10.0,2.0,2.0,55.0,90.0,37.0,13.0,,5.0,1.0,1.0,9.0,,,40.0,56.0,20.0,,,,,,164.0,153.0,,10.0,9.0,38.3,,4.0,0.0,54.0,5.0,2.0,,,,6.0,,2.0,51.0,6.0,107.0,49.0,29.0,4.0,,16.0,16.0,,113.0,17.0,197.0,3.0,1.0,15.0,16.0,73.0,2.0,288.0,,0.0,7.0,12.0,,22.0,1.0,463.0,14.0,,,9.0,0.0
360632,17,2011-12-20 19:45:00,45,Norwich,Away,115.0,25.0,4.0,8.0,4.0,1.0,,181.0,8.0,1.0,2.0,9.0,2.0,38.0,288.0,,,22.0,11.0,15.0,13.0,,1.0,,,,,,,,18.0,,,,14.0,7.0,67.0,38.0,1.0,,1.0,2.0,5.0,5.0,,6.0,8.0,6.0,,5.0,3.0,41.0,41.0,2.0,20.0,9.0,,,98.0,12.0,5.0,1.0,,1.0,,,161.0,2.0,,2.0,2.0,,,14.0,2.0,2.0,,25.0,,7.0,5.0,,2.0,89.0,111.0,54.0,4.0,1.0,3.0,12.0,9.0,4.0,,,67.0,53.0,23.0,,,,,,197.0,166.0,1.0,13.0,16.0,45.6,,,0.0,85.0,4.0,,,,1.0,5.0,,3.0,81.0,15.0,134.0,65.0,51.0,9.0,6.0,20.0,14.0,1.0,149.0,13.0,288.0,2.0,1.0,22.0,3.0,71.0,5.0,402.0,,0.0,19.0,20.0,1.0,27.0,2.0,617.0,11.0,1.0,6.0,14.0,0.0
360644,18,2011-12-27 19:30:00,45,Norwich,Home,95.0,16.0,2.0,8.0,6.0,2.0,1.0,208.0,7.0,,4.0,8.0,21.0,30.0,295.0,,,21.0,9.0,9.0,6.0,2.0,1.0,,1.0,,1.0,,,,5.0,,,1.0,11.0,9.0,66.0,48.0,,,,5.0,3.0,4.0,,3.0,10.0,12.0,,13.0,2.0,41.0,38.0,,15.0,8.0,,1.0,78.0,7.0,6.0,,,2.0,1.0,1.0,159.0,,,,,,,11.0,,1.0,,16.0,,10.0,9.0,,4.0,87.0,86.0,43.0,10.0,,3.0,5.0,2.0,3.0,1.0,,80.0,65.0,20.0,,,,,,180.0,163.0,5.0,14.0,20.0,40.4,,,0.0,87.0,2.0,2.0,,,1.0,4.0,1.0,3.0,92.0,8.0,116.0,28.0,27.0,11.0,2.0,25.0,23.0,1.0,145.0,7.0,308.0,1.0,,25.0,27.0,53.0,2.0,399.0,,0.0,9.0,20.0,2.0,23.0,1.0,601.0,12.0,3.0,3.0,14.0,0.0
360654,19,2011-12-31 15:00:00,45,Norwich,Home,159.0,35.0,2.0,5.0,3.0,3.0,,240.0,2.0,1.0,3.0,6.0,6.0,44.0,394.0,1.0,,24.0,3.0,5.0,10.0,4.0,,,,,,,,,14.0,,1.0,2.0,5.0,6.0,76.0,39.0,2.0,1.0,1.0,1.0,8.0,8.0,1.0,4.0,15.0,12.0,,12.0,,38.0,32.0,1.0,13.0,9.0,,,96.0,10.0,7.0,1.0,,2.0,1.0,,154.0,1.0,,1.0,1.0,,,4.0,1.0,,,13.0,1.0,3.0,2.0,,3.0,132.0,75.0,45.0,3.0,,7.0,8.0,4.0,4.0,1.0,,82.0,56.0,37.0,,,,,,152.0,145.0,1.0,12.0,22.0,51.4,1.0,,0.0,112.0,1.0,1.0,,,,8.0,3.0,3.0,123.0,15.0,170.0,62.0,20.0,6.0,4.0,32.0,28.0,,174.0,9.0,336.0,,1.0,11.0,6.0,66.0,5.0,474.0,1.0,0.0,20.0,19.0,1.0,25.0,0.0,648.0,12.0,1.0,4.0,18.0,0.0
360665,20,2012-01-02 15:00:00,45,Norwich,Away,180.0,37.0,1.0,9.0,8.0,2.0,,211.0,9.0,1.0,6.0,4.0,1.0,55.0,382.0,1.0,1.0,23.0,7.0,7.0,10.0,3.0,1.0,,,,,,,,,,,1.0,2.0,6.0,70.0,32.0,,,,2.0,2.0,9.0,,5.0,18.0,5.0,,8.0,2.0,40.0,29.0,2.0,26.0,19.0,,,96.0,13.0,12.0,1.0,,,,,151.0,2.0,,1.0,2.0,,,9.0,,,1.0,32.0,,13.0,11.0,3.0,6.0,137.0,84.0,50.0,2.0,1.0,8.0,7.0,5.0,3.0,,,91.0,55.0,24.0,,,,,,155.0,134.0,,11.0,14.0,60.6,,1.0,0.0,112.0,,2.0,,2.0,1.0,8.0,,3.0,104.0,15.0,190.0,63.0,47.0,6.0,3.0,28.0,25.0,,169.0,9.0,308.0,,1.0,15.0,3.0,78.0,1.0,470.0,2.0,0.0,15.0,8.0,4.0,26.0,1.0,661.0,11.0,2.0,5.0,8.0,0.0
360677,21,2012-01-14 15:00:00,45,Norwich,Away,161.0,19.0,1.0,5.0,4.0,4.0,,159.0,4.0,,2.0,16.0,2.0,40.0,315.0,,,17.0,9.0,7.0,4.0,1.0,2.0,,,,,,,,5.0,,,2.0,11.0,8.0,72.0,47.0,1.0,,1.0,5.0,2.0,4.0,1.0,5.0,10.0,,,12.0,2.0,44.0,38.0,5.0,21.0,9.0,,,83.0,15.0,5.0,1.0,,1.0,,,166.0,2.0,,2.0,2.0,,2.0,8.0,2.0,3.0,,18.0,1.0,9.0,8.0,,2.0,92.0,98.0,52.0,10.0,1.0,3.0,4.0,3.0,3.0,3.0,,58.0,48.0,20.0,1.0,1.0,1.0,,,165.0,144.0,2.0,25.0,8.0,45.3,,2.0,0.0,87.0,3.0,3.0,,1.0,2.0,3.0,,3.0,66.0,7.0,183.0,41.0,42.0,6.0,4.0,14.0,10.0,4.0,126.0,14.0,248.0,3.0,,40.0,2.0,75.0,,417.0,,0.0,8.0,24.0,1.0,22.0,1.0,609.0,5.0,2.0,5.0,17.0,0.0
360684,22,2012-01-21 12:45:00,45,Norwich,Home,156.0,25.0,1.0,4.0,3.0,2.0,,163.0,7.0,,10.0,7.0,7.0,46.0,315.0,,,15.0,3.0,3.0,5.0,1.0,1.0,,,,,,,,,,,,10.0,10.0,69.0,61.0,,,,7.0,1.0,13.0,,1.0,8.0,7.0,,14.0,4.0,39.0,29.0,7.0,18.0,7.0,,,83.0,5.0,5.0,,,,,,152.0,,,,,,,15.0,,1.0,,21.0,,12.0,9.0,2.0,10.0,85.0,89.0,47.0,11.0,,3.0,3.0,2.0,2.0,,,74.0,55.0,21.0,,,,,,162.0,136.0,1.0,27.0,20.0,41.8,,,0.0,93.0,4.0,2.0,,,1.0,3.0,,3.0,56.0,6.0,169.0,43.0,44.0,7.0,1.0,16.0,15.0,,103.0,5.0,246.0,1.0,,20.0,8.0,77.0,,399.0,,0.0,6.0,18.0,,19.0,0.0,596.0,10.0,3.0,1.0,15.0,0.0
