matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987694,11.0,2018-11-03 15:00:00,97,Cardiff,Home,57.0,7.0,3.0,6.0,3.0,5.0,1.0,115.0,1.0,,1.0,9.0,2.0,17.0,166.0,,,11.0,35.0,32.0,5.0,3.0,,,1.0,,1.0,,,,4.0,,,1.0,,,1.0,5.0,10.0,3.0,8.0,3.0,,37.0,46.0,,1.0,,4.0,13.0,1.0,5.0,1.0,,6.0,5.0,4.0,,5.0,1.0,63.0,60.0,4.0,27.0,13.0,,1.0,52.0,13.0,11.0,,,4.0,3.0,1.0,135.0,,,,,,10.0,,,,1.0,,,,1.0,13.0,1.0,16.0,16.0,3.0,1.0,54.0,76.0,25.0,12.0,,5.0,3.0,2.0,245.0,,,5.0,2.0,39.0,55.0,34.0,,,,,,163.0,163.0,3.0,21.0,17.0,40.1,1.0,,,,13.0,0.0,,,,45.0,4.0,,3.0,,,8.0,,3.0,55.0,158.0,4.0,8.0,72.0,23.0,27.0,10.0,6.0,18.0,12.0,,107.0,13.0,217.0,1.0,,40.0,2.0,66.0,4.0,271.0,,0.0,11.0,13.0,,25.0,2.0,465.0,29.0,15.0,4.0,6.0,7.0,0.0
987703,12.0,2018-11-10 12:30:00,97,Cardiff,Home,137.0,9.0,1.0,2.0,1.0,5.0,,227.0,1.0,,3.0,7.0,3.0,20.0,362.0,,,13.0,39.0,30.0,12.0,,,1.0,,,1.0,,,,12.0,,,1.0,,1.0,,2.0,4.0,3.0,9.0,11.0,,71.0,72.0,,,2.0,1.0,10.0,5.0,10.0,,,4.0,10.0,4.0,1.0,9.0,1.0,69.0,68.0,1.0,7.0,6.0,1.0,,93.0,7.0,19.0,1.0,,6.0,3.0,1.0,160.0,,,,,,2.0,,,1.0,,,,,,6.0,3.0,9.0,9.0,,3.0,128.0,77.0,34.0,1.0,,6.0,6.0,6.0,448.0,,,1.0,1.0,75.0,77.0,37.0,,,,,,167.0,167.0,6.0,20.0,39.0,60.6,2.0,,3.0,1.0,10.0,0.0,,,,113.0,1.0,1.0,2.0,,,9.0,1.0,3.0,121.0,349.0,7.0,12.0,146.0,31.0,7.0,12.0,3.0,20.0,17.0,,197.0,15.0,346.0,,,35.0,5.0,65.0,,472.0,,0.0,20.0,12.0,1.0,21.0,2.0,650.0,28.0,16.0,7.0,4.0,7.0,0.0
987715,13.0,2018-11-24 15:00:00,97,Cardiff,Away,48.0,9.0,1.0,2.0,1.0,1.0,1.0,69.0,2.0,,,13.0,4.0,23.0,115.0,,,11.0,28.0,26.0,2.0,4.0,,,,,,,,,2.0,,,,,,3.0,2.0,12.0,4.0,6.0,1.0,,21.0,63.0,1.0,1.0,,2.0,24.0,2.0,12.0,1.0,,3.0,3.0,,,7.0,3.0,62.0,53.0,2.0,35.0,13.0,,1.0,53.0,13.0,12.0,,,2.0,1.0,,125.0,,,,,,12.0,,,,,,,,,13.0,,14.0,14.0,1.0,,29.0,70.0,27.0,7.0,,4.0,2.0,1.0,189.0,,,4.0,6.0,19.0,32.0,26.0,,,,,,151.0,151.0,1.0,32.0,21.0,29.3,,,,1.0,24.0,0.0,,,,45.0,7.0,,6.0,,,4.0,1.0,3.0,32.0,102.0,17.0,6.0,75.0,19.0,35.0,5.0,3.0,7.0,4.0,,84.0,9.0,152.0,,,39.0,4.0,68.0,1.0,220.0,,0.0,7.0,16.0,1.0,21.0,3.0,411.0,18.0,12.0,,3.0,7.0,0.0
987723,14.0,2018-11-30 20:00:00,97,Cardiff,Home,76.0,14.0,1.0,6.0,5.0,4.0,2.0,120.0,2.0,1.0,3.0,7.0,3.0,20.0,190.0,,,18.0,43.0,39.0,3.0,3.0,,,,,,,,,6.0,,,,1.0,,3.0,3.0,7.0,8.0,10.0,7.0,,33.0,65.0,1.0,,1.0,2.0,17.0,6.0,5.0,,,7.0,7.0,4.0,,9.0,1.0,72.0,84.0,2.0,21.0,11.0,,,74.0,3.0,12.0,,,2.0,2.0,,154.0,1.0,,1.0,,1.0,11.0,,,1.0,,,,,,11.0,1.0,12.0,12.0,1.0,3.0,63.0,92.0,36.0,6.0,2.0,2.0,5.0,3.0,283.0,,,2.0,2.0,65.0,43.0,42.0,,,,,,189.0,189.0,,30.0,24.0,47.9,1.0,,3.0,,17.0,0.0,,,,62.0,2.0,1.0,3.0,2.0,,8.0,2.0,2.0,51.0,177.0,10.0,7.0,93.0,35.0,21.0,19.0,7.0,20.0,13.0,,119.0,11.0,239.0,,1.0,37.0,4.0,78.0,2.0,312.0,,0.0,17.0,26.0,,31.0,1.0,543.0,26.0,15.0,7.0,7.0,12.0,0.0
987738,15.0,2018-12-04 19:45:00,97,Cardiff,Away,78.0,14.0,,2.0,2.0,4.0,,127.0,,1.0,1.0,7.0,6.0,22.0,203.0,,,14.0,24.0,25.0,5.0,,,,,1.0,1.0,,,,5.0,,1.0,,,,,5.0,16.0,1.0,5.0,4.0,,46.0,55.0,,1.0,1.0,1.0,18.0,2.0,9.0,,,4.0,5.0,3.0,,6.0,2.0,55.0,61.0,1.0,20.0,9.0,,,48.0,10.0,10.0,,,2.0,,1.0,146.0,,,,,,7.0,,,,,,,,,9.0,,14.0,14.0,2.0,2.0,46.0,70.0,37.0,10.0,,2.0,3.0,5.0,269.0,,,3.0,7.0,51.0,59.0,15.0,,,,,1.0,150.0,150.0,2.0,24.0,19.0,39.0,,,,,18.0,0.0,,,,57.0,8.0,,8.0,1.0,,2.0,,3.0,66.0,188.0,8.0,5.0,107.0,20.0,20.0,18.0,4.0,12.0,8.0,,96.0,12.0,200.0,,1.0,27.0,6.0,57.0,5.0,295.0,1.0,0.0,9.0,14.0,2.0,24.0,2.0,491.0,12.0,13.0,12.0,4.0,7.0,0.0
987745,16.0,2018-12-08 15:00:00,97,Cardiff,Home,56.0,11.0,2.0,5.0,3.0,4.0,1.0,98.0,3.0,,1.0,7.0,1.0,18.0,149.0,,,12.0,21.0,25.0,8.0,2.0,1.0,,,,,,,1.0,7.0,,,,,,2.0,4.0,5.0,7.0,12.0,1.0,,28.0,67.0,1.0,1.0,1.0,,16.0,1.0,4.0,,,7.0,7.0,1.0,,6.0,,50.0,61.0,,28.0,10.0,,,64.0,9.0,10.0,1.0,,2.0,2.0,,111.0,,,,,,11.0,,,1.0,2.0,,,,2.0,10.0,,14.0,14.0,4.0,2.0,58.0,77.0,27.0,7.0,,6.0,4.0,4.0,222.0,,,4.0,,41.0,52.0,28.0,,,,,,158.0,158.0,4.0,26.0,24.0,36.2,,,,,16.0,0.0,,,,51.0,1.0,,1.0,,1.0,8.0,1.0,3.0,55.0,139.0,11.0,10.0,75.0,18.0,28.0,27.0,6.0,16.0,10.0,1.0,103.0,10.0,189.0,2.0,1.0,34.0,2.0,63.0,4.0,248.0,1.0,0.0,13.0,13.0,3.0,25.0,2.0,461.0,32.0,12.0,15.0,7.0,7.0,0.0
987760,17.0,2018-12-15 15:00:00,97,Cardiff,Away,67.0,7.0,,3.0,3.0,6.0,,94.0,5.0,,,14.0,2.0,26.0,158.0,,,9.0,21.0,13.0,5.0,,,,,,,,,,6.0,,,,,,,1.0,9.0,8.0,6.0,4.0,,41.0,65.0,,,,,18.0,3.0,15.0,,,,8.0,3.0,,9.0,5.0,54.0,40.0,,26.0,9.0,,,48.0,5.0,7.0,,,1.0,2.0,,136.0,1.0,,,1.0,,10.0,,,1.0,,,,,,9.0,,12.0,12.0,,,34.0,67.0,25.0,5.0,1.0,4.0,2.0,3.0,232.0,,,3.0,1.0,30.0,65.0,25.0,,,,,,147.0,147.0,1.0,31.0,28.0,28.5,,,,1.0,18.0,0.0,,,,44.0,4.0,1.0,5.0,,,4.0,1.0,3.0,53.0,145.0,11.0,6.0,97.0,13.0,26.0,7.0,,13.0,13.0,,95.0,19.0,171.0,,,46.0,2.0,71.0,1.0,255.0,,0.0,10.0,17.0,2.0,18.0,0.0,438.0,17.0,16.0,3.0,,11.0,0.0
987764,18.0,2018-12-22 17:30:00,97,Cardiff,Home,65.0,5.0,1.0,5.0,4.0,2.0,2.0,77.0,1.0,1.0,,8.0,1.0,13.0,137.0,,,10.0,23.0,11.0,3.0,3.0,1.0,1.0,,,1.0,,,,4.0,1.0,,,,,2.0,6.0,9.0,8.0,8.0,1.0,,31.0,49.0,,,1.0,,18.0,1.0,10.0,,,4.0,8.0,2.0,,9.0,3.0,62.0,45.0,,15.0,6.0,,,43.0,13.0,12.0,,,5.0,2.0,1.0,97.0,,,,,,5.0,,,,,,,,,6.0,1.0,13.0,13.0,1.0,,37.0,53.0,21.0,7.0,1.0,4.0,2.0,3.0,186.0,,,4.0,,38.0,34.0,28.0,1.0,1.0,1.0,,1.0,129.0,129.0,7.0,22.0,14.0,25.7,,,,,18.0,0.0,,,,44.0,2.0,2.0,4.0,1.0,1.0,5.0,,3.0,39.0,124.0,13.0,6.0,82.0,19.0,15.0,13.0,4.0,16.0,12.0,1.0,77.0,6.0,143.0,,1.0,24.0,1.0,46.0,3.0,209.0,,0.0,9.0,17.0,,22.0,2.0,385.0,12.0,14.0,5.0,4.0,11.0,0.0
987774,19.0,2018-12-26 15:00:00,97,Cardiff,Away,68.0,9.0,1.0,4.0,3.0,2.0,,139.0,7.0,,1.0,6.0,3.0,22.0,203.0,,1.0,14.0,22.0,24.0,7.0,,,,,,,,,,8.0,,,,,,,9.0,22.0,9.0,5.0,4.0,,41.0,48.0,1.0,2.0,,2.0,13.0,1.0,14.0,,,1.0,9.0,,,5.0,3.0,57.0,57.0,2.0,47.0,22.0,,,56.0,11.0,9.0,,,,,,138.0,,,,,,18.0,,,,1.0,,,,,22.0,,13.0,13.0,2.0,1.0,61.0,77.0,33.0,12.0,,4.0,3.0,4.0,271.0,,,13.0,,45.0,79.0,20.0,,,,,,140.0,140.0,3.0,24.0,14.0,37.6,,,,,13.0,0.0,,,,63.0,4.0,1.0,5.0,,,4.0,,2.0,73.0,189.0,5.0,7.0,88.0,15.0,47.0,10.0,1.0,10.0,9.0,,118.0,8.0,225.0,2.0,,32.0,4.0,68.0,3.0,303.0,,0.0,9.0,20.0,1.0,20.0,3.0,507.0,15.0,15.0,5.0,1.0,6.0,0.0
987786,20.0,2018-12-29 15:00:00,97,Cardiff,Away,58.0,11.0,,3.0,3.0,5.0,,133.0,3.0,2.0,,8.0,8.0,24.0,188.0,,1.0,6.0,31.0,23.0,5.0,,,,,,1.0,,,,7.0,,,,,,,9.0,6.0,10.0,4.0,8.0,,37.0,58.0,,,,3.0,15.0,6.0,9.0,,,4.0,5.0,5.0,,10.0,6.0,75.0,55.0,3.0,34.0,15.0,,,57.0,16.0,13.0,,,3.0,2.0,1.0,133.0,1.0,,,1.0,,7.0,,,1.0,1.0,,,,,15.0,1.0,17.0,17.0,1.0,,48.0,61.0,30.0,10.0,1.0,2.0,4.0,3.0,248.0,,,6.0,3.0,50.0,61.0,32.0,,1.0,1.0,1.0,,149.0,149.0,9.0,23.0,18.0,37.8,,,,,15.0,0.0,,,,55.0,3.0,4.0,7.0,1.0,,3.0,,3.0,79.0,176.0,9.0,6.0,72.0,22.0,34.0,14.0,4.0,16.0,12.0,,128.0,13.0,217.0,1.0,2.0,24.0,9.0,56.0,1.0,273.0,1.0,0.0,12.0,15.0,2.0,21.0,2.0,488.0,16.0,13.0,5.0,5.0,8.0,0.0
987794,21.0,2019-01-01 17:30:00,97,Cardiff,Home,90.0,16.0,2.0,4.0,2.0,5.0,,130.0,4.0,1.0,1.0,7.0,,27.0,216.0,,,8.0,14.0,14.0,4.0,,,,,,,,,,3.0,,,,,,,5.0,9.0,4.0,3.0,2.0,,45.0,60.0,1.0,1.0,,,20.0,,9.0,,,5.0,6.0,5.0,,6.0,,37.0,40.0,,14.0,5.0,2.0,3.0,44.0,6.0,6.0,,,2.0,2.0,,121.0,,,,,,7.0,,,,,,,,,5.0,,10.0,10.0,2.0,1.0,73.0,48.0,26.0,3.0,,2.0,2.0,3.0,272.0,,,3.0,,57.0,64.0,23.0,,,,,,119.0,119.0,3.0,24.0,30.0,26.9,,,,1.0,20.0,0.0,,,,51.0,1.0,,1.0,,,2.0,,3.0,56.0,202.0,11.0,4.0,111.0,30.0,14.0,9.0,5.0,18.0,13.0,,91.0,9.0,197.0,,1.0,25.0,,58.0,6.0,290.0,,0.0,5.0,14.0,,11.0,1.0,438.0,17.0,13.0,6.0,5.0,8.0,0.0
987804,22.0,2019-01-12 15:00:00,97,Cardiff,Home,52.0,7.0,,2.0,2.0,6.0,,105.0,1.0,2.0,5.0,17.0,3.0,27.0,155.0,,,10.0,45.0,30.0,2.0,,,,,,,,,,2.0,,,,,,,10.0,7.0,7.0,1.0,2.0,,26.0,64.0,1.0,1.0,,1.0,26.0,3.0,8.0,,,3.0,6.0,3.0,,8.0,,78.0,63.0,1.0,26.0,9.0,,,68.0,12.0,12.0,,,2.0,3.0,,155.0,,,,,,9.0,,,,,,,,,9.0,,19.0,19.0,2.0,5.0,41.0,75.0,32.0,10.0,,,2.0,,243.0,,,8.0,2.0,50.0,49.0,26.0,,,,,,171.0,171.0,3.0,25.0,26.0,38.9,,,,1.0,26.0,0.0,,,,48.0,2.0,,3.0,,,,,2.0,49.0,145.0,12.0,3.0,74.0,17.0,26.0,13.0,3.0,15.0,12.0,,109.0,13.0,211.0,1.0,2.0,50.0,4.0,77.0,3.0,270.0,,0.0,3.0,13.0,1.0,18.0,3.0,469.0,12.0,17.0,8.0,3.0,4.0,0.0
987818,23.0,2019-01-19 15:00:00,97,Cardiff,Away,72.0,7.0,3.0,3.0,,6.0,,144.0,3.0,,6.0,15.0,2.0,28.0,213.0,,1.0,20.0,39.0,28.0,3.0,3.0,,,,,,,,,4.0,,,,,,1.0,2.0,12.0,4.0,5.0,4.0,,45.0,63.0,,,,7.0,24.0,3.0,1.0,,,10.0,7.0,3.0,,13.0,2.0,60.0,73.0,7.0,17.0,11.0,,,55.0,6.0,11.0,,,,2.0,,143.0,,,,,,7.0,,,,,,,,1.0,11.0,,10.0,10.0,1.0,7.0,71.0,67.0,32.0,7.0,,3.0,3.0,1.0,298.0,,,5.0,1.0,69.0,60.0,35.0,,,,,,168.0,168.0,1.0,22.0,27.0,46.5,,,,,24.0,0.0,,,,66.0,3.0,,3.0,1.0,,5.0,,3.0,73.0,202.0,11.0,6.0,98.0,18.0,17.0,13.0,10.0,22.0,12.0,,122.0,21.0,249.0,1.0,,41.0,2.0,70.0,,325.0,1.0,0.0,9.0,25.0,1.0,27.0,1.0,539.0,19.0,11.0,9.0,10.0,19.0,0.0
987823,24.0,2019-01-29 19:45:00,97,Cardiff,Away,62.0,12.0,3.0,7.0,4.0,4.0,1.0,105.0,3.0,,1.0,15.0,3.0,30.0,160.0,,,11.0,9.0,21.0,10.0,3.0,,,,,1.0,,,,14.0,,,,,,1.0,6.0,11.0,4.0,7.0,12.0,,34.0,55.0,,,,2.0,13.0,8.0,7.0,,,7.0,3.0,2.0,,9.0,1.0,41.0,50.0,2.0,25.0,11.0,,,45.0,12.0,10.0,,,3.0,4.0,1.0,111.0,1.0,,,1.0,,6.0,,,1.0,1.0,,,,,11.0,,11.0,11.0,4.0,1.0,41.0,63.0,37.0,4.0,,7.0,7.0,2.0,212.0,,,6.0,,30.0,46.0,26.0,1.0,1.0,1.0,,,116.0,116.0,4.0,35.0,12.0,29.1,,,,,13.0,0.0,,,,46.0,2.0,,2.0,,,9.0,,3.0,50.0,147.0,10.0,14.0,75.0,18.0,25.0,8.0,7.0,16.0,9.0,,92.0,10.0,173.0,1.0,,35.0,3.0,60.0,1.0,232.0,1.0,0.0,19.0,16.0,,20.0,3.0,430.0,20.0,12.0,4.0,7.0,9.0,0.0
987834,25.0,2019-02-02 17:30:00,97,Cardiff,Home,51.0,12.0,,2.0,2.0,3.0,1.0,85.0,3.0,,,13.0,2.0,31.0,134.0,,2.0,5.0,20.0,27.0,7.0,1.0,2.0,,,,,,,,8.0,1.0,,,,,1.0,10.0,6.0,3.0,9.0,3.0,,29.0,56.0,2.0,1.0,2.0,3.0,22.0,7.0,21.0,,,6.0,7.0,4.0,,8.0,1.0,70.0,60.0,3.0,30.0,15.0,,,42.0,17.0,12.0,,1.0,3.0,1.0,,114.0,1.0,,1.0,1.0,,10.0,,,1.0,,,,,,15.0,,18.0,18.0,3.0,,35.0,71.0,30.0,7.0,2.0,,9.0,5.0,191.0,,,2.0,1.0,28.0,42.0,21.0,,,,,1.0,135.0,135.0,2.0,32.0,17.0,26.9,,,,,22.0,0.0,,,,40.0,1.0,1.0,2.0,2.0,2.0,,,3.0,46.0,122.0,15.0,9.0,68.0,21.0,30.0,10.0,5.0,17.0,12.0,2.0,83.0,11.0,167.0,,,38.0,3.0,71.0,2.0,218.0,,0.0,12.0,17.0,3.0,10.0,1.0,407.0,20.0,14.0,5.0,6.0,9.0,0.0
987848,26.0,2019-02-09 15:00:00,97,Cardiff,Away,68.0,11.0,1.0,3.0,2.0,4.0,,91.0,1.0,,1.0,12.0,,23.0,156.0,,,18.0,21.0,35.0,1.0,1.0,,,,,,,,,3.0,,,,,,1.0,7.0,10.0,4.0,4.0,2.0,,36.0,69.0,1.0,,1.0,3.0,16.0,,14.0,1.0,,2.0,10.0,1.0,1.0,15.0,4.0,65.0,70.0,3.0,25.0,11.0,,,58.0,12.0,15.0,,,1.0,1.0,,149.0,2.0,,1.0,1.0,1.0,5.0,,,1.0,1.0,,,,1.0,11.0,,9.0,9.0,2.0,1.0,42.0,72.0,27.0,8.0,,2.0,2.0,3.0,238.0,,,3.0,2.0,46.0,40.0,21.0,,,,,,166.0,166.0,2.0,33.0,23.0,33.3,,,,1.0,16.0,0.0,,,,40.0,3.0,3.0,6.0,,,3.0,,3.0,50.0,144.0,8.0,4.0,94.0,26.0,25.0,8.0,2.0,14.0,12.0,,100.0,14.0,187.0,1.0,,41.0,,72.0,3.0,267.0,1.0,0.0,6.0,17.0,2.0,22.0,3.0,461.0,21.0,15.0,3.0,2.0,10.0,0.0
987855,27.0,2019-02-22 19:45:00,97,Cardiff,Home,81.0,10.0,2.0,3.0,1.0,6.0,,129.0,2.0,,1.0,13.0,2.0,29.0,207.0,,1.0,15.0,21.0,28.0,6.0,2.0,,,,,1.0,,,1.0,8.0,,,,,1.0,,4.0,7.0,5.0,7.0,8.0,,47.0,69.0,1.0,3.0,1.0,2.0,23.0,4.0,8.0,,1.0,3.0,5.0,3.0,1.0,6.0,1.0,53.0,72.0,2.0,16.0,8.0,2.0,,62.0,10.0,11.0,,,2.0,1.0,1.0,155.0,,,,,,7.0,,,,,,,,,8.0,1.0,17.0,17.0,,1.0,63.0,74.0,33.0,3.0,,4.0,4.0,6.0,288.0,,,1.0,3.0,62.0,38.0,28.0,,,,,,158.0,158.0,4.0,28.0,33.0,35.4,1.0,,,,23.0,0.0,,,,48.0,,2.0,2.0,,,5.0,,3.0,68.0,191.0,14.0,8.0,104.0,25.0,16.0,19.0,3.0,12.0,9.0,,116.0,20.0,221.0,,1.0,46.0,2.0,74.0,3.0,313.0,1.0,0.0,15.0,23.0,3.0,23.0,1.0,520.0,21.0,15.0,11.0,3.0,10.0,0.0
987863,28.0,2019-02-26 19:45:00,97,Cardiff,Home,61.0,10.0,2.0,4.0,2.0,5.0,,88.0,1.0,,,12.0,4.0,16.0,145.0,,,15.0,37.0,41.0,4.0,,,,,,,,,,5.0,,,,,,,7.0,8.0,4.0,4.0,2.0,,36.0,61.0,,,,,18.0,1.0,8.0,,,3.0,3.0,5.0,,8.0,,66.0,82.0,,28.0,12.0,,,59.0,12.0,11.0,,1.0,1.0,2.0,,129.0,,,,,,4.0,,,,1.0,,,,1.0,12.0,,13.0,13.0,,,43.0,69.0,22.0,4.0,,3.0,1.0,,235.0,,,3.0,1.0,53.0,50.0,27.0,,,,,,161.0,161.0,3.0,32.0,19.0,32.8,,,,,18.0,0.0,,,,49.0,1.0,,1.0,,,5.0,,3.0,47.0,136.0,12.0,4.0,82.0,33.0,28.0,9.0,2.0,12.0,10.0,,103.0,17.0,187.0,1.0,,34.0,5.0,63.0,3.0,257.0,1.0,0.0,6.0,23.0,,29.0,3.0,441.0,22.0,12.0,7.0,3.0,17.0,0.0
987881,29.0,2019-03-02 15:00:00,97,Cardiff,Away,76.0,9.0,5.0,8.0,3.0,3.0,,174.0,2.0,1.0,4.0,6.0,7.0,17.0,242.0,,,12.0,41.0,20.0,5.0,3.0,,,,,,,,,5.0,,,,,,2.0,4.0,11.0,2.0,6.0,6.0,,54.0,65.0,1.0,1.0,,1.0,32.0,4.0,16.0,,1.0,8.0,9.0,2.0,,10.0,3.0,83.0,53.0,1.0,11.0,3.0,1.0,,77.0,6.0,9.0,,,2.0,2.0,,144.0,,,,,,6.0,,,,,,,,,3.0,,17.0,17.0,,4.0,75.0,76.0,34.0,7.0,,2.0,6.0,4.0,333.0,,,2.0,2.0,81.0,61.0,39.0,,,,,,180.0,180.0,7.0,14.0,38.0,43.7,,,,,32.0,0.0,,,,81.0,4.0,,4.0,,,4.0,,3.0,94.0,231.0,8.0,8.0,87.0,25.0,11.0,17.0,7.0,20.0,13.0,,164.0,9.0,287.0,,1.0,29.0,9.0,58.0,,354.0,1.0,0.0,12.0,17.0,,27.0,2.0,552.0,24.0,19.0,7.0,8.0,10.0,0.0
987883,30.0,2019-03-09 15:00:00,97,Cardiff,Home,45.0,5.0,2.0,5.0,3.0,2.0,,106.0,,,,5.0,,13.0,146.0,,1.0,10.0,17.0,17.0,8.0,1.0,2.0,,,,,,1.0,1.0,12.0,,,,,,1.0,6.0,5.0,4.0,11.0,5.0,,32.0,73.0,4.0,4.0,2.0,1.0,17.0,3.0,8.0,,,7.0,7.0,,,13.0,2.0,53.0,47.0,1.0,17.0,8.0,,,61.0,7.0,11.0,,,3.0,3.0,,124.0,1.0,,1.0,1.0,,5.0,,,2.0,1.0,,,,,8.0,,16.0,16.0,3.0,,33.0,57.0,16.0,5.0,2.0,4.0,6.0,7.0,205.0,,,2.0,1.0,38.0,38.0,33.0,,,,,,142.0,142.0,9.0,28.0,28.0,29.3,,,,,17.0,0.0,,,,37.0,2.0,,2.0,,2.0,6.0,,3.0,64.0,140.0,10.0,10.0,63.0,15.0,17.0,15.0,6.0,16.0,10.0,2.0,104.0,4.0,179.0,1.0,,31.0,,60.0,2.0,226.0,,0.0,16.0,13.0,3.0,18.0,2.0,424.0,27.0,19.0,7.0,7.0,9.0,0.0
987893,31.0,2019-04-16 19:45:00,97,Cardiff,Away,84.0,6.0,2.0,2.0,,2.0,,103.0,1.0,2.0,,8.0,1.0,16.0,185.0,,,11.0,41.0,34.0,4.0,3.0,,,,,,,,,5.0,,,,,,1.0,6.0,7.0,7.0,6.0,4.0,,46.0,66.0,1.0,,1.0,,14.0,4.0,10.0,,,4.0,3.0,1.0,1.0,13.0,1.0,80.0,85.0,,32.0,24.0,,,67.0,13.0,11.0,,,1.0,,,157.0,2.0,1.0,1.0,1.0,1.0,11.0,,,1.0,1.0,,,,1.0,24.0,,24.0,24.0,1.0,,42.0,83.0,26.0,5.0,1.0,2.0,7.0,3.0,266.0,,,4.0,2.0,55.0,52.0,13.0,,,,,,160.0,160.0,2.0,34.0,19.0,36.1,,,,1.0,14.0,0.0,,,,57.0,2.0,,2.0,2.0,,3.0,1.0,3.0,43.0,176.0,6.0,9.0,105.0,19.0,32.0,16.0,3.0,7.0,4.0,,96.0,10.0,204.0,1.0,2.0,35.0,1.0,76.0,,302.0,1.0,0.0,10.0,29.0,4.0,19.0,1.0,522.0,18.0,10.0,11.0,4.0,17.0,0.0
987905,32.0,2019-03-31 14:05:00,97,Cardiff,Home,58.0,10.0,1.0,3.0,2.0,2.0,,77.0,2.0,1.0,1.0,10.0,2.0,21.0,132.0,,,8.0,25.0,21.0,5.0,,,,,1.0,2.0,,,,3.0,,,,,,,4.0,11.0,10.0,4.0,4.0,,32.0,63.0,,,,1.0,12.0,1.0,17.0,,3.0,2.0,5.0,2.0,,6.0,,60.0,72.0,1.0,23.0,12.0,,,72.0,8.0,14.0,,,3.0,,2.0,127.0,1.0,,1.0,,1.0,11.0,,,,,,,,,12.0,,14.0,14.0,3.0,1.0,42.0,80.0,20.0,7.0,1.0,4.0,2.0,3.0,208.0,,,9.0,4.0,35.0,38.0,24.0,,,,,,149.0,149.0,4.0,29.0,22.0,28.9,,3.0,,,12.0,0.0,,,,38.0,,1.0,1.0,,,4.0,,3.0,44.0,120.0,7.0,6.0,68.0,24.0,23.0,14.0,2.0,9.0,7.0,,102.0,10.0,180.0,,1.0,42.0,2.0,79.0,2.0,239.0,1.0,0.0,8.0,27.0,,19.0,2.0,423.0,20.0,9.0,10.0,2.0,12.0,0.0
