season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576190,3,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,2.0,6.0,9.0,15.0,,2.0,7.0,1.0,,1.0,1.0,,1.0,3.0,5.0,,,1.0,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,14.0,,7.3,,,,,4.0,,,,6.0,,11.0,13.0,24.0,1,3.0,44.0,,,,2.0
2021-22,9576190,3,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,1.0,5.0,12.0,17.0,2.0,5.0,5.0,,,1.0,,,,2.0,5.0,,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,11.0,,6.9,,,,,7.0,,,,5.0,,13.0,14.0,27.0,1,,40.0,1.0,,,
2021-22,9576190,3,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,4.0,12.0,16.0,1.0,3.0,5.0,,,,,,1.0,3.0,5.0,,,1.0,,,,,1.0,,,,90.0,1.0,2.0,,,,,,8.0,,7.2,,,,,5.0,,,,6.0,,9.0,14.0,23.0,1,2.0,34.0,,,,2.0
2021-22,9576190,3,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,6.0,9.0,8.0,17.0,2.0,2.0,9.0,,,,1.0,,1.0,4.0,10.0,,,,,,,,,2.0,,,90.0,,1.0,,,,,,9.0,,7.4,,,,,3.0,2.0,1.0,,8.0,,13.0,10.0,22.0,0,4.0,54.0,,2.0,2.0,2.0
2021-22,9576190,3,90,Burnley,Home,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576190,3,90,Burnley,Home,1033352,461102,Bobby Thomas,bobby-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576114,4,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576114,4,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576114,4,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,3.0,12.0,14.0,25.0,,1.0,4.0,,,,,,,,2.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,11.0,,6.5,,,,,1.0,,2.0,,7.0,,22.0,15.0,35.0,0,,54.0,,1.0,,
2021-22,9576114,4,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,5.0,12.0,21.0,33.0,6.0,5.0,8.0,,1.0,,,,,6.0,5.0,,,,,1.0,,,,4.0,,,90.0,1.0,1.0,,,,,,18.0,,6.9,,,1.0,,3.0,,,,16.0,,23.0,27.0,50.0,2,,63.0,1.0,,,
2021-22,9576114,4,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,6.0,7.0,25.0,32.0,2.0,4.0,8.0,,,,,,,2.0,6.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,19.0,,6.5,,,,,4.0,,,,16.0,,21.0,30.0,51.0,0,2.0,61.0,,,,2.0
2021-22,9576114,4,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,1.0,,2.0,12.0,14.0,25.0,,3.0,4.0,,,,,,,1.0,5.0,,,,,,,,,3.0,3.0,,90.0,,,,,,,,19.0,,6.6,,,,,,2.0,3.0,,7.0,,20.0,18.0,35.0,0,,68.0,2.0,1.0,1.0,
2021-22,9576114,4,90,Burnley,Away,1033352,461102,Bobby Thomas,bobby-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576406,5,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576406,5,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576406,5,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,2.0,13.0,10.0,22.0,,,4.0,,,,,,2.0,3.0,2.0,,,1.0,,,,,,2.0,2.0,,90.0,,1.0,,,,,,18.0,,7.1,,,,,4.0,,6.0,,4.0,,24.0,11.0,29.0,0,2.0,58.0,1.0,,,
2021-22,9576406,5,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,6.0,17.0,27.0,44.0,4.0,3.0,7.0,,,,,,,4.0,3.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,15.0,,6.7,,,2.0,,1.0,,1.0,,15.0,,29.0,30.0,58.0,2,,66.0,,,,
2021-22,9576406,5,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,5.0,16.0,15.0,31.0,1.0,5.0,7.0,,,,1.0,,,2.0,6.0,,,,,,,,,5.0,,,90.0,,1.0,,,,,,13.0,,7.3,,,1.0,,4.0,,,,9.0,,27.0,17.0,44.0,1,1.0,58.0,,,,1.0
2021-22,9576406,5,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,1.0,,1.0,16.0,11.0,26.0,3.0,4.0,5.0,,,,2.0,,1.0,7.0,7.0,,,1.0,,,,,,2.0,1.0,,90.0,,,,,,,,26.0,,6.7,,,,,1.0,,7.0,,3.0,,31.0,15.0,39.0,0,2.0,72.0,1.0,1.0,,1.0
2021-22,9576406,5,90,Burnley,Home,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,5.0,14.0,3.0,16.0,1.0,,10.0,,,,1.0,1.0,,3.0,,,,,,,,,,1.0,2.0,,90.0,,3.0,,,,,,13.0,,7.4,,,,,5.0,1.0,2.0,,12.0,,22.0,4.0,24.0,0,,50.0,1.0,,,
2021-22,9576195,6,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,7.0,13.0,20.0,1.0,2.0,3.0,,,,1.0,,,2.0,4.0,,,,,,,,,,,,90.0,,1.0,,,,,,7.0,,6.5,,,,,4.0,,,,7.0,,13.0,14.0,27.0,0,1.0,38.0,,1.0,,
2021-22,9576195,6,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,9.0,7.0,16.0,,4.0,2.0,,,,,,,1.0,5.0,,,1.0,,,,,,1.0,,,90.0,,2.0,,,,,,11.0,,6.9,,,,,4.0,,,,6.0,1.0,15.0,10.0,25.0,0,1.0,35.0,2.0,,,
2021-22,9576195,6,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,2.0,10.0,11.0,21.0,2.0,3.0,4.0,,,,,,,4.0,5.0,,,1.0,,,,,,4.0,,,90.0,,1.0,,,,,,13.0,,6.7,,,,,2.0,1.0,,,6.0,,19.0,12.0,31.0,0,2.0,61.0,2.0,,,
2021-22,9576195,6,90,Burnley,Away,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,1033352,461102,Bobby Thomas,bobby-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,5.0,26.0,16.0,42.0,1.0,1.0,9.0,,,1.0,,,,3.0,6.0,,,,,,,,,1.0,,,90.0,,,,,,,,37.0,,7.4,,,1.0,,3.0,3.0,5.0,,13.0,,53.0,21.0,69.0,2,4.0,109.0,2.0,,1.0,3.0
2021-22,9576411,7,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,4.0,12.0,14.0,26.0,3.0,6.0,5.0,,,,,,1.0,5.0,6.0,,,1.0,,,,,,,,,90.0,,3.0,,,,,,10.0,,7.3,,,,,8.0,,,,7.0,,18.0,17.0,35.0,0,,47.0,,,,
2021-22,9576411,7,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,2.0,,3.0,29.0,14.0,41.0,,2.0,8.0,,,,1.0,,1.0,3.0,5.0,,,1.0,,,,,,2.0,3.0,,90.0,,,,,,,,21.0,,7.5,,,,,2.0,2.0,12.0,,8.0,,46.0,15.0,49.0,0,1.0,81.0,1.0,,2.0,1.0
2021-22,9576411,7,90,Burnley,Home,958916,432830,Nathan Collins,nathan-collins,D,False,,,2.0,7.0,21.0,28.0,4.0,5.0,9.0,,,1.0,1.0,,,7.0,7.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,,8.0,,7.0,,,,,2.0,1.0,,,4.0,1.0,13.0,22.0,35.0,1,1.0,46.0,1.0,,1.0,
2021-22,9576230,8,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,4.0,13.0,13.0,26.0,,,6.0,,,,2.0,,,3.0,4.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,,11.0,,6.7,,,,,2.0,,2.0,,6.0,,18.0,17.0,33.0,0,4.0,54.0,1.0,,,2.0
2021-22,9576230,8,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,3.0,13.0,8.0,20.0,,2.0,6.0,,,,2.0,,,3.0,6.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,15.0,,6.6,,,,,2.0,1.0,2.0,,11.0,,24.0,10.0,32.0,0,3.0,55.0,,1.0,,3.0
2021-22,9576230,8,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,9.0,12.0,14.0,26.0,,3.0,3.0,,,,,,,1.0,6.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,8.0,,7.2,,,,,7.0,1.0,,,12.0,,18.0,16.0,34.0,0,2.0,47.0,,,1.0,2.0
2021-22,9576230,8,90,Burnley,Away,804613,192290,Connor Roberts,connor-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,958916,432830,Nathan Collins,nathan-collins,D,False,,,2.0,8.0,14.0,22.0,1.0,4.0,7.0,1.0,,,1.0,,,3.0,9.0,,1.0,1.0,,,,,,4.0,1.0,,90.0,,1.0,,,,,,10.0,,7.2,,,,,5.0,,,,7.0,,16.0,15.0,31.0,0,4.0,49.0,1.0,2.0,,3.0
2021-22,9576115,9,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,4.0,9.0,5.0,13.0,2.0,1.0,5.0,1.0,,,1.0,,1.0,4.0,5.0,,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,15.0,,7.2,,,,,2.0,,4.0,,6.0,,18.0,7.0,21.0,0,3.0,52.0,1.0,1.0,,2.0
2021-22,9576115,9,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,9.0,4.0,13.0,1.0,4.0,7.0,,,,,,,1.0,6.0,,,,,,,,,3.0,,,90.0,,2.0,,,,,,16.0,,7.0,,,,,4.0,,,,9.0,,19.0,10.0,29.0,0,2.0,42.0,,,,1.0
2021-22,9576115,9,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,2.0,15.0,5.0,20.0,1.0,2.0,6.0,,,,,,,1.0,5.0,,,,,,,,,4.0,,,90.0,,1.0,,,,,,12.0,,7.0,,,,,3.0,2.0,2.0,,6.0,,24.0,7.0,29.0,0,,61.0,1.0,1.0,2.0,
2021-22,9576115,9,90,Burnley,Away,958916,432830,Nathan Collins,nathan-collins,D,False,,,6.0,7.0,14.0,21.0,1.0,4.0,9.0,,,,1.0,,,2.0,6.0,,,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,9.0,,7.0,,,,,5.0,,,,8.0,,11.0,19.0,30.0,0,2.0,43.0,,,,
2021-22,9576098,10,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576098,10,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576098,10,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,4.0,19.0,9.0,27.0,1.0,2.0,8.0,,,,,,1.0,2.0,3.0,,,,,1.0,,,,2.0,1.0,,90.0,1.0,1.0,,,,,,17.0,,8.1,,,1.0,,7.0,,3.0,,10.0,,30.0,11.0,38.0,2,1.0,72.0,1.0,,,
2021-22,9576098,10,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,5.0,9.0,24.0,33.0,2.0,5.0,7.0,,,,,1.0,,3.0,6.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,15.0,,7.4,,,1.0,,5.0,,,,10.0,,20.0,28.0,48.0,1,,58.0,,1.0,,
2021-22,9576098,10,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,7.0,17.0,24.0,2.0,4.0,9.0,,1.0,,,,,4.0,5.0,,,1.0,,,,,,2.0,,,90.0,,2.0,,,,,,14.0,,6.9,,,1.0,,8.0,1.0,,,4.0,,18.0,19.0,37.0,1,,52.0,,1.0,,
2021-22,9576098,10,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,2.0,,2.0,10.0,12.0,20.0,,1.0,7.0,1.0,,,,,,3.0,6.0,,,,1.0,,,,,5.0,1.0,,90.0,,,,,,,,19.0,,7.4,,,1.0,,3.0,3.0,4.0,,7.0,,19.0,17.0,32.0,1,1.0,67.0,,4.0,,1.0
2021-22,9576098,10,90,Burnley,Home,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576137,11,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,0,,3.0,,,,
2021-22,9576137,11,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,1.0,8.0,12.0,20.0,1.0,,7.0,,,,,,,2.0,1.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,9.0,,6.8,,,,,2.0,,1.0,,4.0,,14.0,15.0,28.0,0,1.0,42.0,,,,
2021-22,9576137,11,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576137,11,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,4.0,17.0,21.0,1.0,1.0,6.0,,,,1.0,,,2.0,4.0,,,,,,,,,1.0,,,90.0,,2.0,,,,,,9.0,,7.0,,,,,4.0,,,,7.0,,8.0,22.0,30.0,0,2.0,42.0,,1.0,,1.0
2021-22,9576137,11,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,4.0,11.0,15.0,26.0,3.0,3.0,,,,,1.0,,,5.0,6.0,,,1.0,,,,,,2.0,,,90.0,,3.0,,,,,,3.0,,7.2,,,,,3.0,,,,5.0,,13.0,16.0,29.0,0,2.0,41.0,,1.0,,1.0
2021-22,9576137,11,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,1.0,,5.0,16.0,10.0,25.0,3.0,,5.0,,,,1.0,,1.0,5.0,2.0,,,,,,,,,5.0,,,90.0,,3.0,,,,,,9.0,,7.4,,,,,6.0,,2.0,,7.0,,23.0,10.0,31.0,0,,59.0,,2.0,,
2021-22,9576137,11,90,Burnley,Away,804613,192290,Connor Roberts,connor-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576137,11,90,Burnley,Away,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576399,12,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576399,12,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576399,12,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,4.0,13.0,9.0,22.0,1.0,1.0,5.0,,,,,,,3.0,3.0,,,2.0,,,,,,1.0,,,90.0,1.0,,,,,,,14.0,,6.4,,,,,,,1.0,,14.0,,25.0,9.0,33.0,1,2.0,51.0,,,,1.0
2021-22,9576399,12,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576399,12,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,7.0,17.0,16.0,33.0,4.0,4.0,11.0,,,,,,,5.0,5.0,,,,,1.0,,,,,,,90.0,1.0,1.0,,,,,,12.0,,7.2,,,1.0,,3.0,1.0,,,12.0,,25.0,18.0,43.0,2,1.0,55.0,1.0,,,
