season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576162,1,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576162,1,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576162,1,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,2.0,13.0,6.0,19.0,1.0,1.0,7.0,,,,1.0,,1.0,5.0,6.0,,,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,17.0,,6.6,,,,,1.0,2.0,5.0,,7.0,,23.0,9.0,27.0,0,3.0,53.0,,1.0,1.0,2.0
2021-22,9576162,1,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,9.0,19.0,28.0,1.0,8.0,5.0,,1.0,,,,,2.0,10.0,,,1.0,,,,,1.0,1.0,,,90.0,,,,,,,,10.0,,6.7,,,1.0,,3.0,,,,5.0,,14.0,24.0,38.0,1,1.0,46.0,,1.0,,1.0
2021-22,9576162,1,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,8.0,11.0,19.0,2.0,3.0,5.0,,1.0,,,1.0,1.0,5.0,8.0,,,2.0,,1.0,,,,1.0,,,90.0,1.0,2.0,,,,,,9.0,,7.9,,,2.0,,2.0,1.0,,,5.0,,13.0,13.0,26.0,3,3.0,43.0,1.0,1.0,1.0,2.0
2021-22,9576162,1,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,1.0,,3.0,14.0,10.0,23.0,1.0,2.0,6.0,,,,,,1.0,2.0,7.0,,,,,,,,,3.0,1.0,,90.0,,,,,,,,21.0,,6.7,,,,,,1.0,5.0,,12.0,,25.0,16.0,36.0,0,1.0,71.0,1.0,3.0,1.0,1.0
2021-22,9576162,1,90,Burnley,Home,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576162,1,90,Burnley,Home,1033352,461102,Bobby Thomas,bobby-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576069,2,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576069,2,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,5.0,,5.0,1.0,1.0,4.0,,,,,,1.0,3.0,1.0,,,1.0,,,,,,,,,11.0,,,,,,,,5.0,,6.2,,,,,,,,,1.0,,5.0,2.0,7.0,0,,11.0,2.0,,,
2021-22,9576069,2,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,4.0,16.0,8.0,24.0,3.0,1.0,1.0,1.0,,,,,,5.0,3.0,,,,,,,,,,1.0,,90.0,,,,,,,,19.0,,6.6,,,,,2.0,3.0,2.0,,7.0,,25.0,10.0,33.0,0,1.0,59.0,2.0,,1.0,1.0
2021-22,9576069,2,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,6.0,12.0,18.0,1.0,1.0,5.0,,,,1.0,,,4.0,5.0,,,2.0,,,,,,1.0,,,90.0,,2.0,,,,,,6.0,,6.9,,,1.0,,2.0,1.0,,,5.0,1.0,10.0,14.0,24.0,1,3.0,35.0,,,1.0,1.0
2021-22,9576069,2,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,8.0,13.0,5.0,18.0,3.0,5.0,2.0,,1.0,,,,,4.0,6.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,7.0,,7.0,,,2.0,,7.0,,,,11.0,,17.0,7.0,24.0,2,1.0,40.0,1.0,,,1.0
2021-22,9576069,2,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,2.0,7.0,7.0,14.0,,2.0,3.0,,,,1.0,,,2.0,7.0,,,,,,,,,2.0,,,90.0,,2.0,,,,,,18.0,,7.0,,,,,2.0,1.0,3.0,,5.0,,20.0,9.0,26.0,0,4.0,61.0,,1.0,,1.0
2021-22,9576069,2,90,Burnley,Away,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576069,2,90,Burnley,Away,1033352,461102,Bobby Thomas,bobby-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576190,3,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576190,3,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
