season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,9258868,1,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,9258868,1,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,1.0,5.0,15.0,20.0,,,1.0,,,,4.0,,,3.0,9.0,2.0,,,2.0,,,,,1.0,,,90.0,,,,,,,15.0,,5.7,,,,,3.0,,,,2.0,,7.0,20.0,27.0,0,1.0,57.0,2.0,1.0,,1.0
2020-21,9258868,1,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,3.0,10.0,7.0,17.0,,2.0,4.0,,,,,,,,2.0,3.0,,,,,,,,,1.0,,90.0,,1.0,,,,,22.0,,6.8,,,,,2.0,3.0,5.0,,8.0,,24.0,12.0,31.0,0,,55.0,1.0,,1.0,
2020-21,9258868,1,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,9258868,1,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,4.0,5.0,19.0,24.0,4.0,2.0,6.0,1.0,,,,,,,4.0,4.0,,,,,,,,1.0,1.0,,90.0,,2.0,,,,,14.0,,7.2,,,1.0,,3.0,1.0,,,12.0,1.0,17.0,21.0,38.0,1,,52.0,,1.0,1.0,
2020-21,9258868,1,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,4.0,7.0,12.0,19.0,2.0,1.0,6.0,,1.0,1.0,,,,,4.0,4.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,8.0,,6.7,,,,,3.0,,,,8.0,,12.0,14.0,26.0,1,2.0,38.0,1.0,1.0,,1.0
2020-21,8896919,2,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,,,,7.0,6.0,13.0,,3.0,2.0,,,,,,,,2.0,8.0,,,2.0,,,,,1.0,,,90.0,,,,,,,11.0,,6.6,,,3.0,,6.0,1.0,1.0,,3.0,,14.0,7.0,20.0,3,3.0,47.0,,2.0,1.0,2.0
2020-21,8896919,2,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,4.0,1.0,5.0,,3.0,2.0,,,,1.0,,,1.0,3.0,4.0,,,1.0,,,,,,,,50.0,1.0,,1.0,,,,6.0,,5.8,,,,,2.0,,,,1.0,,8.0,1.0,9.0,1,,21.0,1.0,1.0,,
2020-21,8896919,2,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896919,2,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,False,,,,3.0,6.0,9.0,3.0,2.0,3.0,,,,,,,,3.0,4.0,,,,,,,,,1.0,,90.0,,2.0,,,,,9.0,,6.4,,,,,4.0,,,,6.0,,10.0,8.0,18.0,0,2.0,29.0,,,,1.0
2020-21,8896919,2,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,2.0,,3.0,14.0,6.0,18.0,1.0,4.0,4.0,,,,,,,,1.0,8.0,,,,,,,,2.0,2.0,,90.0,,2.0,,,,,25.0,,7.2,,,,,2.0,,5.0,,12.0,,31.0,9.0,35.0,0,2.0,70.0,1.0,2.0,,1.0
2020-21,8896919,2,90,Burnley,Away,914891,218023,Jimmy Dunne,jimmy-dunne,D,False,,,2.0,5.0,11.0,16.0,,7.0,3.0,,,,,,,1.0,2.0,9.0,,,1.0,,1.0,,,2.0,1.0,,90.0,1.0,2.0,,,,,10.0,,7.5,,,1.0,,8.0,,,,5.0,,12.0,13.0,25.0,2,,43.0,,2.0,,
2020-21,8896919,2,90,Burnley,Away,982139,195471,Anthony Driscoll-Glennon,anthony-driscoll-glennon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896919,2,90,Burnley,Away,1033352,461102,Bobby Thomas,bobby-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896923,3,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,2.0,,2.0,15.0,15.0,28.0,2.0,4.0,7.0,,,,1.0,,,1.0,5.0,7.0,,,1.0,,,,,4.0,,,90.0,,,,,,,29.0,,6.8,,,,,3.0,,6.0,,12.0,,33.0,21.0,48.0,0,1.0,90.0,1.0,2.0,,1.0
2020-21,8896923,3,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896923,3,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896923,3,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,False,,,4.0,7.0,39.0,46.0,3.0,6.0,6.0,,,,,,,,3.0,7.0,,,,,,,,2.0,,,90.0,,2.0,,,,,20.0,,7.2,,,,,6.0,,,,10.0,,22.0,44.0,66.0,0,1.0,81.0,,,,
2020-21,8896923,3,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,2.0,21.0,29.0,50.0,,,4.0,,,,,,,,,4.0,,,,,,,,,,,90.0,1.0,,,,,,23.0,,6.8,,,,,,,6.0,,8.0,,39.0,32.0,65.0,1,1.0,90.0,,3.0,,
2020-21,8896923,3,90,Burnley,Home,914891,218023,Jimmy Dunne,jimmy-dunne,D,False,,,5.0,6.0,37.0,43.0,1.0,1.0,11.0,,,,,,,,1.0,1.0,,,,,,,,2.0,1.0,,90.0,,,,,,,19.0,,6.7,,,1.0,,2.0,,,,11.0,,22.0,40.0,62.0,1,,69.0,,,,
