season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437735,4,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,2.0,9.0,6.0,15.0,,1.0,4.0,,,,1.0,1.0,,,2.0,3.0,,,1.0,,,,,1.0,1.0,,90.0,,3.0,,,,,18.0,,7.7,,,,,4.0,,,,6.0,1.0,17.0,6.0,23.0,0,2.0,54.0,1.0,,,
2017-18,7437735,4,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,1.0,7.0,12.0,19.0,6.0,3.0,3.0,,,,1.0,,,,7.0,8.0,,,,,,,,1.0,,,90.0,,1.0,,,,,13.0,,7.0,,,,,9.0,1.0,,,5.0,1.0,16.0,15.0,31.0,0,1.0,50.0,1.0,3.0,1.0,
2017-18,7437735,4,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,1.0,3.0,4.0,2.0,5.0,2.0,,,,3.0,,,1.0,7.0,9.0,,,1.0,,,,,1.0,,,90.0,,4.0,,,,,9.0,,7.7,,,,,17.0,,,,7.0,,8.0,4.0,12.0,0,1.0,39.0,,3.0,,
2017-18,7437764,5,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,,3.0,12.0,15.0,,1.0,6.0,,,,1.0,,,,1.0,2.0,,,,,,,,2.0,,,90.0,,2.0,,,,,13.0,,6.9,,,,,6.0,,1.0,,5.0,,9.0,14.0,22.0,0,1.0,48.0,1.0,,,
2017-18,7437764,5,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,1.0,5.0,6.0,11.0,,,2.0,,,,1.0,,,,4.0,1.0,,,4.0,,,,,,,,90.0,,,,,,,13.0,,6.6,,,,,6.0,,,,4.0,,13.0,8.0,21.0,0,1.0,36.0,,,,
2017-18,7437764,5,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,4.0,17.0,21.0,,2.0,7.0,,1.0,,,,,,,2.0,,,,,,,,1.0,,,90.0,2.0,2.0,,,,,7.0,,7.3,,,1.0,,7.0,,,,6.0,1.0,7.0,21.0,28.0,3,,43.0,,,,
2017-18,7437764,5,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,3.0,10.0,13.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,90.0,,4.0,,,,,10.0,,7.1,,,,,8.0,,,,6.0,,11.0,10.0,21.0,0,,38.0,1.0,,,
2017-18,7437740,6,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437740,6,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,1.0,,7.0,20.0,15.0,34.0,2.0,3.0,6.0,1.0,,,,,,,3.0,6.0,,,,,,,,3.0,1.0,,90.0,,,,,,,17.0,,7.7,,,,,3.0,1.0,4.0,,12.0,1.0,30.0,18.0,44.0,0,2.0,76.0,1.0,1.0,,
2017-18,7437740,6,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,4.0,11.0,12.0,23.0,,1.0,3.0,,,,2.0,,,,3.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,17.0,,7.0,,,,,3.0,1.0,,,7.0,,22.0,14.0,36.0,0,3.0,64.0,,2.0,,
2017-18,7437740,6,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437740,6,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,7.0,21.0,27.0,48.0,2.0,2.0,10.0,,,,,,,,3.0,7.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,15.0,,7.4,,,,,2.0,,,,12.0,,28.0,33.0,61.0,0,1.0,72.0,,4.0,,
2017-18,7437740,6,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,7.0,13.0,25.0,38.0,1.0,6.0,6.0,,,,,,,,2.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,11.0,,7.0,,,,,6.0,,,,15.0,1.0,23.0,26.0,49.0,0,,56.0,,,,
2017-18,7437754,7,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,2.0,,4.0,11.0,7.0,16.0,5.0,1.0,6.0,,,,1.0,,,,6.0,6.0,,,,1.0,,,,2.0,2.0,,90.0,,,,,,,20.0,,7.5,,,,,4.0,,5.0,,11.0,,22.0,10.0,27.0,0,2.0,64.0,,3.0,,
2017-18,7437754,7,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,1.0,3.0,6.0,9.0,3.0,2.0,3.0,,,,,,,1.0,5.0,3.0,,,,,,,,4.0,,,90.0,,2.0,,,,,11.0,,7.3,,,,,6.0,1.0,3.0,,3.0,,10.0,7.0,14.0,0,1.0,40.0,1.0,,,
2017-18,7437754,7,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,4.0,8.0,12.0,3.0,10.0,3.0,,,,,,,,3.0,14.0,,,,,,,,,,,90.0,,,,,,,8.0,,7.7,,,,,19.0,,,,9.0,,9.0,10.0,19.0,0,3.0,45.0,1.0,1.0,,
2017-18,7437754,7,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,8.0,10.0,7.0,17.0,3.0,2.0,3.0,,,,,,,,3.0,7.0,,,,,,,,,,,90.0,,3.0,,,,,8.0,,8.2,,,,,12.0,,,,11.0,,15.0,8.0,23.0,0,4.0,46.0,1.0,1.0,,
2017-18,7437736,8,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,1.0,,1.0,25.0,13.0,37.0,1.0,4.0,1.0,,,,,,,1.0,2.0,7.0,,,,,,,,1.0,,,81.0,,,,,,,15.0,,6.9,,,,,3.0,,5.0,,3.0,,33.0,17.0,45.0,0,2.0,74.0,1.0,1.0,,
2017-18,7437736,8,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,,13.0,9.0,21.0,,1.0,7.0,,,,,,,,,1.0,,,,,,,,,,,90.0,1.0,,,,,,10.0,,6.6,,,,,1.0,,1.0,,5.0,,19.0,11.0,29.0,1,,39.0,,,,
2017-18,7437736,8,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437736,8,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,4.0,11.0,27.0,38.0,1.0,6.0,9.0,,,1.0,,,,,3.0,10.0,1.0,,2.0,,,,,1.0,,,90.0,,,,,,,9.0,,6.7,,,,,4.0,,,,6.0,,14.0,32.0,46.0,1,3.0,59.0,,2.0,,
2017-18,7437736,8,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,15.0,21.0,36.0,1.0,7.0,4.0,,,,1.0,,,,2.0,9.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,9.0,,7.0,,,,,3.0,,,,6.0,1.0,22.0,23.0,45.0,0,1.0,54.0,,2.0,,
2017-18,7437736,8,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437845,9,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437845,9,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,3.0,6.0,7.0,13.0,,2.0,4.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,8.0,,,90.0,,,,,,,12.0,,6.5,,,,,3.0,,2.0,,4.0,1.0,16.0,8.0,22.0,0,,46.0,,,,
2017-18,7437845,9,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,4.0,5.0,7.0,12.0,,,4.0,,,,2.0,,,1.0,3.0,7.0,,,,,,,,3.0,,,90.0,,,,,,,13.0,,6.6,,,,,2.0,2.0,,,7.0,,10.0,9.0,19.0,0,4.0,43.0,1.0,1.0,2.0,
2017-18,7437845,9,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437845,9,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,3.0,9.0,12.0,1.0,,,,,1.0,,,,,1.0,2.0,,,,,,,,3.0,,,90.0,,1.0,,,,,7.0,,6.8,,,1.0,,6.0,,,,6.0,,8.0,9.0,17.0,2,1.0,35.0,1.0,1.0,,
2017-18,7437845,9,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,3.0,7.0,10.0,,1.0,1.0,,,,2.0,,,1.0,3.0,2.0,,,,,,,,2.0,,,90.0,,,,,,,9.0,,5.9,,,,,7.0,,,,9.0,,10.0,8.0,18.0,0,1.0,30.0,,,,
2017-18,7437845,9,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437739,10,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437739,10,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,,,1.0,18.0,13.0,31.0,1.0,1.0,2.0,,,,,,,,1.0,3.0,,,,,,,,2.0,1.0,,90.0,,,,,,,13.0,,7.0,,,,,3.0,,2.0,,5.0,,29.0,13.0,40.0,0,1.0,57.0,,1.0,,
2017-18,7437739,10,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,2.0,14.0,16.0,29.0,3.0,4.0,6.0,,,,1.0,,,,4.0,9.0,,,,,,,,2.0,,,90.0,,1.0,,,,,21.0,,7.6,,,,,5.0,,6.0,,8.0,,29.0,17.0,40.0,0,4.0,76.0,1.0,1.0,,
2017-18,7437739,10,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437739,10,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,11.0,26.0,37.0,3.0,7.0,6.0,,,,,,,,3.0,8.0,,,,,,,,3.0,1.0,,90.0,,2.0,,,,,13.0,,7.8,,,,,11.0,,,,7.0,,22.0,27.0,49.0,0,1.0,69.0,,,,
2017-18,7437739,10,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,9.0,14.0,22.0,36.0,3.0,4.0,2.0,,,,,,,,5.0,8.0,,,1.0,,,,,2.0,1.0,,90.0,1.0,1.0,,,,,7.0,,7.7,,,1.0,,5.0,3.0,,,11.0,,18.0,23.0,41.0,2,2.0,58.0,,,2.0,
2017-18,7437881,11,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437881,11,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,,11.0,7.0,18.0,,1.0,3.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,1.0,,,90.0,,,,,,,20.0,,6.8,,,,,3.0,,2.0,,1.0,,22.0,11.0,31.0,0,,58.0,,,,
2017-18,7437881,11,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,,13.0,3.0,16.0,2.0,1.0,4.0,,,,2.0,,,,4.0,3.0,,,,,,,,2.0,,,90.0,,,,,,,12.0,,6.9,,,,,5.0,1.0,1.0,,3.0,,21.0,4.0,24.0,0,1.0,50.0,,,1.0,
2017-18,7437881,11,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437881,11,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,7.0,11.0,25.0,36.0,1.0,5.0,5.0,,,,,,,,1.0,7.0,,,,,,,,,,,90.0,,,,,,,7.0,,7.6,,,,,9.0,,,,10.0,,17.0,26.0,43.0,0,1.0,56.0,,1.0,,
2017-18,7437881,11,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,5.0,6.0,16.0,22.0,3.0,4.0,5.0,,,,,,,,4.0,7.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,,16.0,,7.5,,,,,8.0,2.0,,,14.0,,18.0,18.0,36.0,0,1.0,54.0,1.0,1.0,1.0,
2017-18,7437809,12,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,,,1.0,8.0,8.0,16.0,,2.0,3.0,,,,1.0,,,,2.0,4.0,,,1.0,,,,,4.0,,,90.0,,,,,,,12.0,,7.0,,,1.0,,1.0,,3.0,,2.0,,14.0,11.0,22.0,1,1.0,50.0,1.0,2.0,,
2017-18,7437809,12,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,2.0,,3.0,7.0,6.0,11.0,,1.0,2.0,,,,1.0,,,,2.0,4.0,,,1.0,,,,,,2.0,,90.0,,2.0,,,,,10.0,,7.6,,,,,4.0,,3.0,,6.0,,14.0,7.0,18.0,0,3.0,34.0,,1.0,,
2017-18,7437809,12,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437809,12,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,5.0,19.0,24.0,2.0,1.0,4.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,9.0,,6.8,,,,,1.0,,,,6.0,,10.0,23.0,33.0,0,3.0,38.0,,,,
2017-18,7437809,12,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,3.0,11.0,14.0,2.0,4.0,1.0,,,1.0,,,,,4.0,9.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,7.0,,7.7,,,1.0,,7.0,1.0,2.0,,4.0,1.0,9.0,12.0,19.0,2,4.0,39.0,,,1.0,
2017-18,7437809,12,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437829,13,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437829,13,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,,,1.0,13.0,15.0,28.0,,1.0,2.0,,,,1.0,,,,1.0,3.0,,,,,,,,1.0,1.0,,90.0,,,,,,,9.0,,6.5,,,,,2.0,1.0,1.0,,7.0,,19.0,16.0,34.0,0,,46.0,,1.0,1.0,
2017-18,7437829,13,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,4.0,14.0,4.0,18.0,3.0,1.0,3.0,,,,1.0,,,2.0,8.0,2.0,,,2.0,,,,,,1.0,,90.0,,,,,,,14.0,,6.2,,,,,5.0,,3.0,,8.0,,23.0,5.0,25.0,0,1.0,45.0,1.0,,,
2017-18,7437829,13,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437829,13,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,2.0,21.0,23.0,,3.0,5.0,,,,1.0,,,,1.0,3.0,,,,,,,,,,,90.0,,4.0,,,,,7.0,,7.1,,,1.0,,6.0,,,,8.0,,8.0,21.0,29.0,1,,43.0,,,,
2017-18,7437829,13,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,5.0,13.0,18.0,2.0,5.0,7.0,,,,1.0,,,,4.0,8.0,,,1.0,,,,,5.0,,,90.0,,2.0,,1.0,,,12.0,,7.0,,,,,8.0,,,,9.0,,15.0,15.0,30.0,0,3.0,48.0,,,,
2017-18,7437916,14,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,1.0,,,12.0,11.0,22.0,2.0,2.0,4.0,,,,,,,2.0,5.0,6.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,16.0,,7.0,,,,,8.0,,2.0,,4.0,,20.0,13.0,31.0,0,3.0,59.0,1.0,1.0,,
2017-18,7437916,14,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,7.0,10.0,11.0,21.0,,,5.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,4.0,,,90.0,,2.0,,,,,18.0,,7.0,,,,,4.0,,2.0,,12.0,,21.0,11.0,30.0,0,2.0,57.0,,,,
2017-18,7437916,14,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437916,14,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,8.0,17.0,25.0,3.0,3.0,4.0,,,,1.0,,,,5.0,6.0,,,1.0,,,,,2.0,1.0,1.0,90.0,,1.0,,,,,6.0,,7.0,,,,,6.0,,,,7.0,,13.0,17.0,30.0,0,3.0,49.0,1.0,,,
2017-18,7437916,14,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,2.0,20.0,22.0,2.0,3.0,2.0,,,,,,,,2.0,4.0,,,,,,,,2.0,,,90.0,,2.0,,,,,13.0,,6.9,,,,,5.0,,,,11.0,,13.0,22.0,35.0,0,,47.0,,1.0,,
