season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243395,1,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243395,1,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,5.0,12.0,19.0,30.0,,1.0,5.0,1.0,,,1.0,,,,1.0,9.0,,,,2.0,,,,2.0,2.0,,90.0,,,,,,,,35.0,,8.3,,,1.0,,2.0,,2.0,,15.0,,33.0,25.0,56.0,1,7.0,97.0,1.0,1.0,,4.0
2019-20,8243395,1,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,,9.0,7.0,15.0,,1.0,5.0,,,,,,,,1.0,6.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,19.0,,7.3,,,,,1.0,2.0,3.0,,4.0,,18.0,9.0,24.0,0,2.0,55.0,1.0,1.0,2.0,
2019-20,8243395,1,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243395,1,90,Burnley,Home,115432,83312,Ben Gibson,ben-gibson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243395,1,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,7.0,20.0,27.0,3.0,8.0,4.0,,,,1.0,,,,4.0,11.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,21.0,,7.2,,,,,4.0,,,,10.0,,20.0,28.0,48.0,0,2.0,64.0,,1.0,,2.0
2019-20,8243395,1,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,7.0,16.0,23.0,,2.0,7.0,,,2.0,,,,,1.0,7.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,18.0,,7.1,,,,,2.0,1.0,,,10.0,,17.0,22.0,39.0,2,2.0,61.0,2.0,3.0,1.0,2.0
2019-20,8243414,2,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243414,2,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,1.0,8.0,3.0,10.0,,,5.0,,,,1.0,,,,4.0,7.0,,,1.0,,,,,,,,90.0,,,,,,,,11.0,,6.8,,,1.0,,4.0,2.0,2.0,,4.0,,15.0,4.0,17.0,1,6.0,50.0,1.0,1.0,,6.0
2019-20,8243414,2,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,1.0,7.0,6.0,12.0,,,3.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,18.0,,6.4,,,1.0,,2.0,,8.0,,9.0,,21.0,9.0,22.0,1,2.0,47.0,,,,2.0
2019-20,8243414,2,90,Burnley,Away,115432,83312,Ben Gibson,ben-gibson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243414,2,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,1.0,9.0,10.0,19.0,3.0,4.0,2.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,1.0,2.0,,90.0,1.0,1.0,,,,,,8.0,,6.8,,,1.0,,8.0,,,,4.0,,14.0,12.0,26.0,2,,43.0,1.0,,,
2019-20,8243414,2,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,3.0,10.0,13.0,2.0,2.0,1.0,,,1.0,,,,,2.0,6.0,,,,,,,,,,,90.0,,,,,,,,8.0,,6.5,,,,,2.0,,,,4.0,,9.0,10.0,19.0,1,3.0,29.0,1.0,1.0,,
2019-20,8243414,2,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
