season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352303,1,90,Burnley,Home,804613,192290,Connor Roberts,connor-roberts,D,False,,,3.0,13.0,20.0,33.0,,1.0,3.0,,,,,,,,1.0,3.0,,,0.0105804,0.0,0.0,1.0,,,,,,,,,90.0,,,,,,,,8.0,,6.4,,,,,1.0,,,,4.0,,15.0,23.0,38.0,0,2.0,51.0,1.0,,,1.0
2023-24,11352303,1,90,Burnley,Home,856719,216616,Dara O'Shea,dara-oshea,D,False,,,5.0,5.0,37.0,42.0,2.0,2.0,6.0,,,,,,,,2.0,3.0,,,0.00303523,0.0,0.0,,,,,,,1.0,,,90.0,,2.0,,,,,,15.0,,6.4,,,,,1.0,,,,10.0,,12.0,44.0,56.0,0,,63.0,1.0,1.0,,
2023-24,11352303,1,90,Burnley,Home,875360,478969,Hjalmar Ekdal,hjalmar-ekdal,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352303,1,90,Burnley,Home,914477,441455,Vitinho,vitinho,D,False,,,,8.0,9.0,17.0,,,2.0,,,,,,,,2.0,1.0,,,0.0309642,0.0,0.0,1.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,6.0,,6.3,,,,,1.0,1.0,,,,,12.0,10.0,22.0,0,,32.0,,1.0,,
2023-24,11352303,1,90,Burnley,Home,927175,241231,Jordan Beyer,jordan-beyer,D,False,,,1.0,5.0,23.0,28.0,,1.0,2.0,,,,,,,,2.0,5.0,,,0.00242955,0.0,0.0,1.0,,,,,,4.0,,,74.0,,,,,,,,8.0,,6.8,,,,,4.0,1.0,,,6.0,,10.0,25.0,35.0,0,4.0,50.0,,,,4.0
2023-24,11352303,1,90,Burnley,Home,1979970,487968,Ameen Al-Dakhil,al-dhakil,D,False,,,3.0,10.0,20.0,30.0,3.0,2.0,4.0,,,,1.0,,,1.0,6.0,5.0,,,0.00539492,0.0,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,7.0,,6.5,,,,,4.0,,,,4.0,,15.0,21.0,36.0,0,2.0,51.0,,1.0,,1.0
2023-24,11626262,2,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,4.0,18.0,17.0,35.0,1.0,6.0,8.0,,,,3.0,,,,5.0,10.0,,,0.071139,0.0,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,,22.0,,7.3,,,,,5.0,1.0,3.0,,10.0,,31.0,21.0,49.0,0,2.0,78.0,2.0,1.0,1.0,1.0
2023-24,11626262,2,90,Burnley,Away,804613,192290,Connor Roberts,connor-roberts,D,False,,,1.0,15.0,6.0,21.0,2.0,1.0,4.0,,,,1.0,,,,3.0,2.0,,,0.0242687,0.0,0.0,,1.0,,,,,,2.0,,90.0,,1.0,,,,,,18.0,,7.0,,,,,6.0,,,,8.0,,21.0,10.0,31.0,0,1.0,57.0,1.0,1.0,,1.0
2023-24,11626262,2,90,Burnley,Away,826169,247245,Hannes Delcroix,hannes-delcroix,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,6.59e-06,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2023-24,11626262,2,90,Burnley,Away,914477,441455,Vitinho,vitinho,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11626262,2,90,Burnley,Away,927175,241231,Jordan Beyer,jordan-beyer,D,False,,,3.0,7.0,19.0,26.0,5.0,7.0,3.0,,,,,,,,5.0,9.0,,,0.00991175,0.0,0.0,,,,,,,2.0,,,90.0,,1.0,,,,,,6.0,,7.3,,,,,8.0,,,,4.0,,10.0,22.0,32.0,0,2.0,48.0,,1.0,,1.0
2023-24,11626262,2,90,Burnley,Away,1979970,487968,Ameen Al-Dakhil,al-dhakil,D,False,,,1.0,1.0,20.0,21.0,2.0,1.0,3.0,,,,,,,,2.0,2.0,,,0.00074243,0.0,0.0,,,,,,,,,,90.0,,,,,,,,5.0,,6.5,,,,,5.0,,,,3.0,,5.0,21.0,26.0,0,1.0,34.0,,,,
2023-24,11352475,3,90,Burnley,Home,804613,192290,Connor Roberts,connor-roberts,D,False,1.0,,1.0,39.0,32.0,70.0,,,5.0,,,,1.0,,,,1.0,1.0,,1.0,0.116529,0.0,0.0,,,,,,,1.0,,,90.0,,2.0,,,,,,8.0,,6.5,,,,,1.0,,3.0,,2.0,,43.0,35.0,75.0,0,1.0,87.0,,,,
2023-24,11352475,3,90,Burnley,Home,826169,247245,Hannes Delcroix,hannes-delcroix,D,False,,,3.0,42.0,40.0,82.0,2.0,1.0,6.0,,,,,,,,2.0,1.0,,,0.0368083,0.0625,0.0785,,,,,,,3.0,2.0,,90.0,1.0,,,,,,,7.0,,7.1,,,1.0,,3.0,,,,4.0,,47.0,41.0,88.0,2,,102.0,1.0,,,
