season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025047,1,90,Burnley,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,4.0,8.0,15.0,23.0,1.0,2.0,,4.0,,,,1.0,,1.0,3.0,4.0,,,0.0229866,0.0135,,,0.0,,,,,1.0,,,0.46,4.28,1.07,0.28,3.31,90.0,,,,,,,10.0,,,6.3,,,1.0,,,4.0,,,,6.0,,12.0,17.0,29.0,,,1,,48.0,,2.0,,
2025-26,14025047,1,90,Burnley,Away,838399,208912,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025047,1,90,Burnley,Away,875360,478969,Hjalmar Ekdal,hjalmar-ekdal,D,False,,,,6.0,11.0,17.0,2.0,3.0,,1.0,,,,1.0,,,4.0,3.0,,,0.00368624,,,1.0,0.0,,,,,,,,0.61,4.87,1.27,0.17,2.73,90.0,,,,,,,4.0,,,5.8,,,,,,5.0,,,,,,10.0,11.0,21.0,,,0,,27.0,,,,
2025-26,14025047,1,90,Burnley,Away,1008456,,Oliver Sonne,oliver-sonne,D,False,1.0,,,9.0,1.0,10.0,,1.0,,1.0,,,,,,,,2.0,,,0.0761605,0.0306,,,0.0,,,,,,1.0,,0.6,4.2,1.46,0.3,2.2,74.0,,,,,,,5.0,,,6.0,,,1.0,,,,1.0,3.0,,1.0,,12.0,1.0,13.0,,,1,,22.0,,,1.0,
2025-26,14025047,1,90,Burnley,Away,1117223,477717,Maxime Estève,maxime-esteve,D,False,,,1.0,6.0,12.0,18.0,1.0,3.0,,2.0,,,,2.0,,,4.0,4.0,,,0.00311414,0.0463,0.0811,1.0,0.0,,,,,1.0,,,0.59,4.81,1.36,0.19,3.03,90.0,1.0,1.0,,,,,7.0,,,6.1,,,,,,6.0,,,,3.0,,8.0,15.0,23.0,,,1,,36.0,2.0,1.0,,
2025-26,14025047,1,90,Burnley,Away,1136896,549329,Lucas Pires,lucas-pires,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025047,1,90,Burnley,Away,1392044,494960,Quilindschy Hartman,quilindschy-hartman,D,False,,,1.0,11.0,5.0,16.0,,2.0,,2.0,,,,2.0,,,3.0,3.0,,,0.0401577,,,1.0,0.0,,,,,2.0,1.0,,0.45,4.54,1.23,0.1,3.22,90.0,,,,,,,14.0,,,6.0,,,,,,3.0,,7.0,,4.0,,14.0,6.0,20.0,,,0,1.0,43.0,1.0,,,1.0
2025-26,14025071,2,90,Burnley,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,19.0,18.0,37.0,1.0,1.0,,6.0,,,,,,,2.0,2.0,,,0.017562,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,11.0,,,7.2,,,,,,5.0,,,,6.0,,25.0,19.0,44.0,,,0,1.0,61.0,1.0,,,
2025-26,14025071,2,90,Burnley,Home,838399,208912,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,1.0,,,,,,8.0,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,,0,1.0,3.0,,,,1.0
2025-26,14025071,2,90,Burnley,Home,875360,478969,Hjalmar Ekdal,hjalmar-ekdal,D,False,,,1.0,14.0,25.0,39.0,1.0,2.0,,3.0,,,,,,,1.0,4.0,,,0.00921065,,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,3.0,,,7.5,,,,,,10.0,,1.0,,3.0,,16.0,25.0,41.0,,,0,2.0,57.0,,,,1.0
2025-26,14025071,2,90,Burnley,Home,1008456,,Oliver Sonne,oliver-sonne,D,True,,,,3.0,4.0,7.0,,,,2.0,,,,,,,2.0,,,,0.00315326,,,1.0,0.0,,,,,,,,,,,,,21.0,,,,,,,4.0,,,6.6,,,,,,,1.0,,,1.0,,5.0,5.0,10.0,,,0,,12.0,,,,
2025-26,14025071,2,90,Burnley,Home,1117223,477717,Maxime Estève,maxime-esteve,D,False,,,2.0,20.0,36.0,56.0,,4.0,,1.0,,,,,,,,5.0,,,0.00995936,,,,0.0,,,,,1.0,,,,,,,,83.0,,1.0,,,,,5.0,,,7.5,,,,,,4.0,,,,6.0,,23.0,38.0,61.0,,,0,1.0,72.0,,,,1.0
2025-26,14025071,2,90,Burnley,Home,1136896,549329,Lucas Pires,lucas-pires,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
