season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827869,1,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,1.0,20.0,12.0,32.0,,2.0,5.0,,,,1.0,,,,1.0,5.0,,,,,,,,2.0,,,90.0,1.0,,,,,,,14.0,,7.4,,,,,7.0,1.0,1.0,,2.0,,33.0,13.0,45.0,1,,70.0,,2.0,1.0,
2018-19,7827869,1,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,2.0,17.0,12.0,29.0,,4.0,10.0,,,,2.0,,,1.0,4.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,14.0,,6.8,,,1.0,,4.0,,2.0,,5.0,,26.0,16.0,40.0,1,2.0,59.0,,,,2.0
2018-19,7827869,1,90,Burnley,Away,115432,83312,Ben Gibson,ben-gibson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,11.0,22.0,25.0,47.0,3.0,1.0,7.0,1.0,,,,,,,3.0,1.0,,,,,,,,,1.0,,90.0,,4.0,,,,,,6.0,,8.0,,,1.0,,4.0,,,,14.0,,27.0,26.0,53.0,1,,64.0,,,,
2018-19,7827869,1,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,18.0,16.0,34.0,2.0,10.0,4.0,,,,,,,1.0,3.0,12.0,,,,,,,,,1.0,,90.0,,4.0,,,,,,14.0,,8.2,,,1.0,,14.0,,,,8.0,,29.0,17.0,46.0,1,2.0,70.0,,,,
2018-19,7827869,1,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,3.0,,,,,,,,,,6.4,,,,,,,,,,,,,,0,,,,,,
2018-19,7827897,2,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827897,2,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,,,1.0,21.0,19.0,40.0,,2.0,7.0,,,,1.0,,,,4.0,4.0,,,2.0,,,,,1.0,1.0,,74.0,,1.0,,,,,,20.0,,6.4,,,,,1.0,2.0,5.0,,7.0,,35.0,22.0,52.0,0,1.0,71.0,,,1.0,1.0
2018-19,7827897,2,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,5.0,23.0,11.0,34.0,,,12.0,,,,2.0,,,,4.0,8.0,1.0,,1.0,,,,,,,,90.0,,,,,,,,23.0,,6.3,,,,,3.0,1.0,8.0,,12.0,,35.0,17.0,44.0,0,6.0,78.0,,2.0,,6.0
