season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385502,1,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385502,1,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,False,,,11.0,8.0,4.0,12.0,,1.0,11.0,,,,,,,,,1.0,,,0.00105929,0.0,0.0,,,,-0.0932,1.0,,,,,90.0,,,,,,,,,19.0,,6.2,1.0,1.0,,,,,,,30.0,,26.0,5.0,31.0,0,,35.0,,,,
2022-23,10385527,2,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,False,,1.0,6.0,6.0,8.0,14.0,,,7.0,,,,,,,,,,,1.0,0.00097467,0.0,0.0,,,,0.1153,,,,,,90.0,,,,,,,,,14.0,1.0,7.0,1.0,1.0,,,2.0,,,1.0,18.0,,16.0,11.0,27.0,0,,34.0,1.0,,,
2022-23,10385539,3,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,3.0,6.0,6.0,8.0,14.0,,,6.0,,,,,,,,,,,,0.0018396,0.0,0.0,,,,-0.4799,,,,,,90.0,,,,,,,,,11.0,1.0,6.6,2.0,3.0,,,3.0,,,3.0,14.0,,12.0,11.0,23.0,0,,34.0,,,,
2022-23,10385539,3,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385742,4,54,Fulham,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,,5.0,4.0,10.0,14.0,,1.0,13.0,,,,,,1.0,,,1.0,,,0.00158234,0.0,0.0,,,,0.0116,3.0,,,,,90.0,,,,,,,,,6.0,1.0,7.5,5.0,6.0,,,1.0,,,,11.0,,10.0,10.0,20.0,0,,37.0,,,,
2022-23,10385742,4,54,Fulham,Away,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,54,Fulham,Home,103335,80201,Bernd Leno,bernd-leno,G,False,,1.0,7.0,2.0,20.0,22.0,,,6.0,,,,,,,,,,,,0.00085511,0.0,0.0,,,,0.1768,2.0,,,1.0,,90.0,,,,,1.0,,,,7.0,,6.7,1.0,2.0,,,1.0,,,1.0,14.0,,9.0,20.0,29.0,0,,39.0,,,,
2022-23,10385559,5,54,Fulham,Home,358694,155529,Marek Rodák,marek-rodak,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
