playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,totalRedCards,rightsidePasses,savesMade,winningGoal,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,substituteOn,totalLossesOfPossession,gkUnsuccessfulDistribution,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,catches,totalTackles,unsuccessfulShortPasses,starts,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,punches,penaltyGoalsConceded,keyPassesAttemptAssists,goalsConceded,groundDuelsLost,totalFoulsWon,duels,putthroughBlockedDistributionWon,goalkeeperSmother,drops,tacklesLost,lastPlayerTackle,goalsConcededInsideBox,groundDuels,aerialDuelsWon,tacklesWon,successfulDribbles,savesMadeParried,leftsidePasses,substituteOff,savesMadeFromInsideBox,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,shotsBlockedInBox,homeGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,interceptions,backwardPasses,foulAttemptedTackle,expectedGoals,throughBalls,successfulLayoffs,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,oboxTarget,throwInsToOwnPlayer,goalAssists,penaltiesConceded,ownGoalScored,leftFootGoals,clearancesOffTheLine,rightFootGoals,handballsConceded,oboxBlocked,shotsBlockedOutsideBox,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,setPiecesGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
88894,Ross Barkley,Midfielder,Aston Villa U21,15986,England,2023-24,59.4941,1.0,2.6528,48.0,0.0,452.0,,0.0,442.0,201.0,32.0,,32.0,665.0,218.0,1409.0,,0.0,,1319.0,2.0,375.0,,88.0,2622.0,1958.0,13.0,540.0,1103.0,6.0,58.0,65.0,186.0,,47.0,160.0,30.0,,78.0,1.0,,195.0,3.0,47.0,151.0,,3.0,40.0,66.0,152.0,40.0,381.0,16.0,,,28.0,,63.0,303.0,44.0,19.0,66.0,,326.0,6.0,,1.0,19.0,19.0,2.0,5.1543,47.0,9.0,5.0,,3.0,14.0,34.0,44.0,4.0,2.0,34.0,1.0,31.0,90.0,4.0,28.0,9.0,9.0,25.0,25.0,189.0,14.0,4.1235,4.0,24.0,13.0,1.0,1.0,1.0,13.0,13.0,4.0,,,2.0,,2.0,,15.0,15.0,6.0,6.0,6.0,10.0,3.0,2.0,0.2992,16.0,,,,,
82738,Luke Berry,Midfielder,Charlton Athletic,33,England,2023-24,8.3376,,0.1469,1.0,0.0,24.0,,0.0,29.0,8.0,17.0,,17.0,34.0,27.0,89.0,,0.0,,83.0,15.0,44.0,,3.0,311.0,155.0,7.0,29.0,59.0,1.0,7.0,7.0,18.0,,7.0,20.0,2.0,,15.0,,,23.0,,8.0,16.0,,1.0,1.0,8.0,10.0,7.0,41.0,5.0,,,5.0,,8.0,26.0,7.0,2.0,2.0,,17.0,2.0,,,2.0,4.0,,1.3403,6.0,,2.0,,0.0,1.0,8.0,14.0,2.0,2.0,,,7.0,4.0,2.0,2.0,2.0,1.0,6.0,,19.0,2.0,1.0086,,1.0,,2.0,2.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,5.0,,,,6.0,,,,,
184704,Marvelous Nakamba,Midfielder,Luton Town,102,Zimbabwe,2023-24,27.1093,2.0,0.491,11.0,0.0,114.0,,0.0,128.0,90.0,13.0,,13.0,191.0,63.0,415.0,,0.0,,400.0,,86.0,,19.0,1133.0,571.0,7.0,162.0,333.0,5.0,16.0,21.0,57.0,,40.0,47.0,13.0,,11.0,,,56.0,1.0,27.0,52.0,,1.0,7.0,24.0,50.0,9.0,113.0,17.0,,,16.0,,23.0,102.0,4.0,24.0,3.0,,120.0,3.0,,1.0,1.0,,,,4.0,3.0,,,,1.0,7.0,3.0,,,5.0,,3.0,9.0,,4.0,1.0,6.0,24.0,11.0,53.0,18.0,0.1869,,2.0,,,,,,3.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
222677,Tahith Chong,Midfielder,Luton Town,102,Netherlands,2023-24,43.8565,1.0,1.3822,10.0,0.0,110.0,,0.0,142.0,104.0,33.0,,33.0,276.0,91.0,500.0,,0.0,,480.0,13.0,256.0,,15.0,1986.0,931.0,9.0,141.0,394.0,4.0,18.0,23.0,130.0,,36.0,73.0,20.0,,32.0,,,134.0,6.0,45.0,124.0,,3.0,10.0,51.0,108.0,64.0,264.0,24.0,,,14.0,,45.0,232.0,10.0,22.0,25.0,,122.0,14.0,,8.0,16.0,7.0,3.0,2.6504,15.0,27.0,4.0,4.0,2.0,8.0,22.0,60.0,10.0,2.0,32.0,1.0,27.0,72.0,10.0,8.0,16.0,6.0,21.0,8.0,126.0,11.0,2.7301,5.0,14.0,1.0,2.0,2.0,,1.0,11.0,,,,3.0,,,2.0,6.0,6.0,,,,,,1.0,,,1.0,,,,
104047,Pelly Mpanzu,Midfielder,Cambridge United,101,DR Congo,2023-24,28.69,5.0,1.3638,16.0,0.0,89.0,,0.0,95.0,54.0,27.0,,27.0,131.0,86.0,343.0,,0.0,,327.0,16.0,130.0,,16.0,1094.0,518.0,6.0,129.0,241.0,1.0,21.0,21.0,54.0,,13.0,65.0,11.0,,31.0,,,48.0,2.0,21.0,36.0,,1.0,6.0,29.0,35.0,14.0,102.0,8.0,,,8.0,,27.0,71.0,12.0,5.0,9.0,,86.0,8.0,,3.0,4.0,1.0,,0.2278,7.0,8.0,,,,3.0,19.0,17.0,2.0,,6.0,,8.0,22.0,2.0,6.0,7.0,7.0,9.0,9.0,73.0,6.0,0.6353,,7.0,,1.0,1.0,,,8.0,,,,,,,,2.0,2.0,,,,,,,,2.0,,,,,
96784,Jordan Clark,Midfielder,Luton Town,102,England,2023-24,32.5916,4.0,1.1695,14.0,0.0,121.0,,0.0,144.0,59.0,23.0,,23.0,198.0,125.0,483.0,,0.0,,452.0,9.0,216.0,,25.0,1306.0,753.0,9.0,167.0,333.0,4.0,24.0,35.0,100.0,,30.0,101.0,14.0,,33.0,,,86.0,5.0,39.0,68.0,,2.0,11.0,41.0,85.0,26.0,186.0,21.0,,,13.0,,36.0,153.0,18.0,17.0,12.0,,117.0,10.0,,7.0,8.0,4.0,2.0,1.0345,9.0,16.0,1.0,5.0,0.0,7.0,15.0,46.0,6.0,1.0,24.0,,16.0,45.0,6.0,5.0,12.0,3.0,14.0,11.0,101.0,12.0,1.0019,1.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,,,,
193195,Allan Campbell,Midfielder,Charlton Athletic,33,Scotland,2023-24,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437742,Albert Sambi Lokonga,Midfielder,Arsenal,3,Belgium,2023-24,26.2336,3.0,0.7775,14.0,0.0,170.0,,0.0,208.0,64.0,17.0,,17.0,335.0,80.0,740.0,,0.0,,686.0,1.0,128.0,,41.0,1308.0,952.0,10.0,326.0,619.0,4.0,21.0,28.0,52.0,,29.0,59.0,16.0,,25.0,,,82.0,5.0,13.0,66.0,,2.0,6.0,31.0,43.0,27.0,134.0,10.0,,,11.0,,26.0,109.0,16.0,18.0,11.0,,241.0,8.0,,1.0,4.0,2.0,1.0,0.5892,4.0,7.0,1.0,,1.0,1.0,9.0,11.0,1.0,0.0,7.0,1.0,12.0,18.0,1.0,2.0,1.0,13.0,18.0,11.0,121.0,14.0,0.6187,5.0,3.0,1.0,,,,1.0,8.0,3.0,,,,3.0,,,3.0,3.0,,,,2.0,,,,2.0,,,,,
60252,Andros Townsend,Midfielder,Luton Town U21,20354,England,2023-24,24.8897,1.0,1.8105,9.0,0.0,53.0,,1.0,77.0,68.0,27.0,,27.0,206.0,69.0,349.0,,0.0,,337.0,13.0,203.0,,15.0,1209.0,631.0,10.0,91.0,265.0,1.0,20.0,18.0,76.0,,21.0,49.0,14.0,,10.0,,,49.0,1.0,34.0,49.0,,,15.0,27.0,66.0,12.0,125.0,12.0,,,8.0,,26.0,115.0,,13.0,16.0,,113.0,13.0,,13.0,9.0,7.0,,1.8086,11.0,52.0,1.0,2.0,0.0,17.0,10.0,21.0,2.0,1.0,14.0,1.0,57.0,40.0,2.0,4.0,10.0,,13.0,5.0,106.0,8.0,1.2179,1.0,9.0,5.0,1.0,1.0,,5.0,7.0,3.0,,,,,,1.0,7.0,7.0,3.0,2.0,2.0,4.0,,,0.1255,8.0,1.0,,,,
589114,Zack Nelson,Midfielder,AFC Wimbledon,2623,England,2023-24,0.9509,,0.0001,,0.0,,,0.0,,,2.0,,2.0,,,4.0,,0.0,,2.0,2.0,1.0,,,5.0,6.0,,4.0,4.0,0.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
