playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cleanSheets,throwInsToOppositionPlayer,clearancesOffTheLine,throwInsToOwnPlayer,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,hitWoodwork,cornersTakenInclShortCorners,successfulCornersIntoBox,penaltiesTaken,leftFootGoals,redCards2ndYellow,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltyGoals,lastPlayerTackle,foulWonPenalty,ownGoalScored
5246,Aliaksandr Hleb,Midfielder,Birmingham,41,Belarus,2010-11,0.0,0.0,0.0,78.0,2.0,2.0,1.0,3.0,22.0,4.0,15.0,88.0,19.0,2.0,43.0,13.0,91.0,5.0,542.0,1.0,1.0,1.0,6.0,8.0,2.0,1092.0,1.0,6.0,68.0,1.0,66.0,439.0,23.0,1.0,23.0,1.0,4.0,22.0,72.0,145.0,31.0,0.0,146.0,0.0,152.0,72.0,19.0,1.0,5.0,20.0,332.0,21.0,5.0,51.0,138.0,2.0,542.0,3.0,4.0,172.0,17.0,13.0,1.0,121.0,9.0,21.0,12.0,124.0,734.0,11.0,1.0,121.0,1.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,Barry Ferguson,Midfielder,Birmingham,41,Scotland,2010-11,0.0,0.0,1.0,111.0,3.0,3.0,,,51.0,2.0,13.0,281.0,35.0,,27.0,35.0,398.0,12.0,2150.0,,,,,57.0,3.0,3150.0,2.0,23.0,129.0,9.0,95.0,1523.0,,,22.0,6.0,39.0,49.0,88.0,,37.0,,240.0,,,219.0,35.0,,22.0,,928.0,40.0,12.0,,183.0,34.0,,2.0,5.0,,29.0,7.0,14.0,,37.0,72.0,229.0,,2448.0,,50.0,827.0,1.0,117.0,67.0,9.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28468,Craig Gardner,Midfielder,Birmingham,41,England,2010-11,1.0,2.0,6.0,171.0,7.0,15.0,22.0,5.0,89.0,51.0,10.0,155.0,29.0,,17.0,25.0,200.0,26.0,782.0,8.0,2.0,2.0,4.0,57.0,8.0,2219.0,1.0,35.0,157.0,8.0,135.0,511.0,35.0,2.0,24.0,6.0,39.0,34.0,136.0,203.0,29.0,0.0,328.0,6.0,272.0,125.0,29.0,5.0,24.0,11.0,341.0,26.0,29.0,54.0,271.0,22.0,778.0,29.0,10.0,326.0,65.0,17.0,14.0,199.0,53.0,43.0,71.0,108.0,1254.0,3.0,27.0,249.0,4.0,45.0,29.0,5.0,,1.0,8.0,,,,,,,,,,,,,,,,,,1.0,,3.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,,,
15440,David Bentley,Midfielder,Birmingham,41,England,2010-11,0.0,0.0,1.0,69.0,16.0,11.0,6.0,6.0,17.0,21.0,3.0,53.0,15.0,1.0,18.0,10.0,74.0,61.0,364.0,,1.0,,5.0,15.0,27.0,920.0,,9.0,66.0,5.0,60.0,268.0,17.0,,20.0,1.0,6.0,21.0,60.0,71.0,23.0,0.0,135.0,,115.0,45.0,15.0,,2.0,31.0,225.0,16.0,82.0,49.0,120.0,6.0,348.0,15.0,15.0,236.0,15.0,20.0,,88.0,9.0,11.0,22.0,90.0,696.0,2.0,10.0,92.0,1.0,21.0,15.0,2.0,1.0,,19.0,,,,,,,,,,,,,,,,,,,,32.0,10.0,,,,5.0,15.0,,,,
56430,Enric Vallès,Midfielder,Birmingham,41,Spain,2010-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,James McFadden,Midfielder,Birmingham,41,Scotland,2010-11,0.0,0.0,0.0,33.0,5.0,,1.0,1.0,5.0,2.0,1.0,19.0,4.0,1.0,3.0,3.0,24.0,10.0,78.0,,,,1.0,8.0,9.0,280.0,,7.0,18.0,,17.0,51.0,7.0,,8.0,1.0,2.0,2.0,26.0,17.0,8.0,0.0,51.0,,29.0,18.0,4.0,,3.0,10.0,52.0,2.0,12.0,16.0,43.0,1.0,76.0,1.0,1.0,60.0,2.0,4.0,,12.0,4.0,2.0,3.0,20.0,153.0,3.0,,11.0,1.0,5.0,2.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,1.0,3.0,,,,
33298,Jean Beausejour,Midfielder,Birmingham,41,Chile,2010-11,0.0,0.0,0.0,60.0,7.0,4.0,2.0,2.0,19.0,6.0,,67.0,17.0,,11.0,9.0,76.0,34.0,269.0,2.0,1.0,1.0,8.0,20.0,9.0,895.0,,15.0,45.0,5.0,40.0,183.0,22.0,1.0,9.0,1.0,8.0,13.0,45.0,93.0,12.0,0.0,105.0,1.0,82.0,53.0,17.0,,8.0,8.0,139.0,8.0,36.0,25.0,85.0,5.0,269.0,4.0,2.0,158.0,11.0,9.0,,29.0,10.0,21.0,10.0,65.0,465.0,6.0,7.0,63.0,1.0,9.0,18.0,,1.0,,9.0,,,,,,,,,,,,,,,,,,1.0,,4.0,2.0,,1.0,,,2.0,,,,
49438,Jordon Mutch,Midfielder,Birmingham,41,England,2010-11,0.0,0.0,1.0,15.0,,,1.0,1.0,5.0,4.0,2.0,20.0,3.0,1.0,4.0,3.0,21.0,,104.0,,,,,9.0,,244.0,,6.0,12.0,2.0,9.0,81.0,1.0,,1.0,,6.0,7.0,9.0,23.0,2.0,0.0,27.0,,42.0,9.0,3.0,,1.0,,50.0,5.0,,1.0,18.0,3.0,104.0,3.0,,26.0,4.0,2.0,4.0,21.0,6.0,3.0,2.0,18.0,139.0,1.0,,33.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18129,Keith Fahey,Midfielder,Birmingham,41,Ireland,2010-11,0.0,0.0,2.0,57.0,8.0,11.0,8.0,6.0,17.0,19.0,2.0,105.0,24.0,1.0,22.0,19.0,130.0,32.0,629.0,1.0,2.0,1.0,5.0,24.0,9.0,1521.0,,12.0,51.0,6.0,39.0,471.0,18.0,3.0,6.0,4.0,22.0,33.0,45.0,183.0,12.0,0.0,108.0,0.0,185.0,65.0,24.0,1.0,5.0,8.0,288.0,27.0,37.0,27.0,84.0,12.0,625.0,11.0,13.0,225.0,12.0,10.0,2.0,110.0,7.0,42.0,28.0,151.0,902.0,11.0,19.0,220.0,,25.0,28.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,8.0,1.0,,,,,5.0,,,,
153,Lee Bowyer,Midfielder,Birmingham,41,England,2010-11,0.0,0.0,7.0,115.0,4.0,5.0,7.0,1.0,40.0,17.0,9.0,127.0,29.0,1.0,31.0,24.0,176.0,22.0,728.0,4.0,2.0,2.0,5.0,31.0,5.0,2048.0,1.0,24.0,87.0,5.0,80.0,473.0,38.0,5.0,23.0,6.0,32.0,34.0,91.0,223.0,36.0,2.0,202.0,2.0,230.0,107.0,29.0,1.0,15.0,11.0,293.0,29.0,25.0,41.0,171.0,7.0,720.0,10.0,9.0,288.0,25.0,4.0,7.0,127.0,33.0,38.0,79.0,148.0,1062.0,9.0,18.0,264.0,3.0,49.0,39.0,4.0,,,9.0,,,,,,,,,,,,,,,,,,1.0,,5.0,1.0,,2.0,,,3.0,,,,
