season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352255,1,7,Aston_Villa,Away,26025,111782,Robin Olsen,robin-olsen,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352255,1,7,Aston_Villa,Away,96538,101188,Lucas Digne,lucas-digne,D,False,3.0,,,20.0,12.0,29.0,,1.0,3.0,,,,1.0,,,1.0,6.0,,,0.153836,0.0,0.0,1.0,,,,,,1.0,3.0,,90.0,,,,,,,,13.0,,6.5,,,,2.0,,8.0,,,,27.0,18.0,37.0,0,2.0,61.0,,3.0,,2.0
2023-24,11352255,1,7,Aston_Villa,Away,119159,84583,Philippe Coutinho,philippe-coutinho,M,True,,,,4.0,3.0,7.0,,,1.0,,,,,,,,1.0,,,0.00620805,0.0763,0.0,,,,,,,,,,10.0,,,,,,,,3.0,,6.7,,,1.0,,1.0,,,,,6.0,3.0,9.0,1,,12.0,1.0,,1.0,
2023-24,11352255,1,7,Aston_Villa,Away,158263,98980,Emiliano Martínez,emiliano-martinez,G,False,,4.0,2.0,1.0,17.0,18.0,,,7.0,,,,,,,1.0,,,,0.00016987,0.0,0.0,1.0,,,0.8025,1.0,,,,,90.0,,,,,,,,4.0,,7.6,4.0,7.0,,1.0,,,5.0,5.0,,4.0,18.0,22.0,0,,36.0,,,,
2023-24,11352255,1,7,Aston_Villa,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352255,1,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,1.0,,1.0,9.0,4.0,12.0,,,1.0,,,,1.0,,,3.0,1.0,,,0.0341243,0.0,0.0,1.0,,,,,,,1.0,,64.0,,,,,,,,8.0,,6.3,,,,,1.0,3.0,,2.0,,14.0,4.0,15.0,0,,22.0,2.0,1.0,,
2023-24,11352255,1,7,Aston_Villa,Away,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,1.0,1.0,4.0,5.0,,1.0,2.0,,,1.0,,,,,1.0,,,0.158618,0.0075,0.0,,,,,,,1.0,1.0,,31.0,,,,,,,,1.0,,6.6,,,,1.0,,,,1.0,,1.0,4.0,5.0,1,,9.0,1.0,,,
2023-24,11352255,1,7,Aston_Villa,Away,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,2.0,13.0,7.0,20.0,,,1.0,,,,,,,1.0,,,,0.0901236,0.0,0.0,,,,,,,,1.0,,45.0,,,,,,,,4.0,,6.4,,,,,1.0,,,2.0,,15.0,8.0,23.0,0,,25.0,,,,
2023-24,11352255,1,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,7.0,7.0,14.0,1.0,,1.0,,,,,1.0,2.0,4.0,3.0,,,0.0960037,0.3173,0.3891,,1.0,,,,,,2.0,,90.0,1.0,1.0,,,,,,6.0,,7.8,,,1.0,2.0,3.0,,,,,10.0,7.0,17.0,2,1.0,31.0,,,2.0,1.0
2023-24,11352255,1,7,Aston_Villa,Away,604232,165659,Diego Carlos,diego-carlos,D,True,,,,7.0,8.0,15.0,,1.0,2.0,,,,,,,,3.0,,,0.00305872,0.2704,0.2448,,,,,,,,,,26.0,1.0,,,,,,,,,6.8,,,1.0,1.0,,,,,,7.0,8.0,15.0,2,2.0,20.0,,,,2.0
2023-24,11352255,1,7,Aston_Villa,Away,808590,215711,Leon Bailey,leon-bailey,M,False,,,1.0,4.0,1.0,5.0,,1.0,2.0,,,,,,4.0,4.0,2.0,,,0.00543241,0.0,0.0,,,,,,,1.0,,,45.0,,,,,,,,16.0,,6.2,,,,,,3.0,,2.0,,12.0,5.0,14.0,0,,27.0,,1.0,,
2023-24,11352255,1,7,Aston_Villa,Away,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,,30.0,21.0,51.0,1.0,1.0,6.0,,,,1.0,,1.0,7.0,5.0,,,0.0230343,0.025,0.0,4.0,,,,,,1.0,1.0,,90.0,,,,,,,,13.0,,6.5,,,1.0,1.0,2.0,,,2.0,,37.0,23.0,60.0,1,,73.0,2.0,2.0,2.0,
2023-24,11352255,1,7,Aston_Villa,Away,827679,199798,Ezri Konsa,ezri-konsa,D,False,,,2.0,19.0,24.0,43.0,,,3.0,,,,,,,2.0,7.0,1.0,,0.00679614,0.0,0.0,2.0,,,,,,,,1.0,90.0,,,,,,,,7.0,,6.0,,,,2.0,1.0,,,3.0,,21.0,26.0,47.0,0,5.0,60.0,3.0,1.0,1.0,4.0
