season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243441,5,7,Aston_Villa,Home,192266,108156,Björn Engels,bjorn-engels,D,False,,,1.0,10.0,26.0,36.0,3.0,2.0,3.0,,,,,,,3.0,2.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,,7.0,,7.1,,,,3.0,,,,3.0,,14.0,28.0,42.0,0,,52.0,,,,
2019-20,8243441,5,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,,,2.0,19.0,7.0,26.0,2.0,,8.0,,,,2.0,,1.0,10.0,4.0,,,3.0,,,,,,1.0,,90.0,2.0,,,,,,,,15.0,,6.9,,,1.0,,2.0,1.0,,2.0,,25.0,11.0,35.0,3,3.0,51.0,1.0,1.0,,3.0
2019-20,8243441,5,7,Aston_Villa,Home,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,3.0,13.0,29.0,42.0,4.0,5.0,12.0,,,,,,,5.0,6.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,7.0,,7.2,,,,3.0,1.0,,,6.0,,17.0,31.0,48.0,0,,61.0,,,1.0,
2019-20,8243441,5,7,Aston_Villa,Home,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,1.0,,,16.0,3.0,18.0,2.0,1.0,4.0,,,,1.0,,2.0,7.0,5.0,,,,,,,,1.0,3.0,,90.0,1.0,,,,,,,,18.0,,7.1,,,,1.0,4.0,5.0,,1.0,1.0,28.0,4.0,27.0,1,1.0,48.0,1.0,1.0,2.0,1.0
2019-20,8243441,5,7,Aston_Villa,Home,372430,203368,Frédéric Guilbert,frederic-guilbert,D,False,,,1.0,10.0,17.0,27.0,,3.0,3.0,,,,,,,4.0,8.0,,,2.0,,,,,5.0,1.0,,85.0,1.0,,,,,,,,13.0,,7.3,,,,3.0,2.0,,,3.0,1.0,16.0,19.0,35.0,1,4.0,68.0,2.0,1.0,,1.0
2019-20,8243441,5,7,Aston_Villa,Home,556904,184704,Marvelous Nakamba,marvelous-nakamba,M,False,,,,12.0,22.0,34.0,,1.0,6.0,,,,2.0,,,3.0,10.0,,,1.0,,,,,1.0,,,81.0,,,,,,,,,10.0,,6.9,,,,1.0,3.0,,,2.0,,19.0,24.0,43.0,0,5.0,59.0,1.0,1.0,3.0,2.0
2019-20,8243441,5,7,Aston_Villa,Home,798314,213345,Wesley Moraes,wesley-moraes,F,False,,,1.0,12.0,1.0,13.0,3.0,,3.0,,1.0,,,,1.0,7.0,5.0,,,2.0,,,,,,,,90.0,1.0,,,,,,,,11.0,,6.6,,,1.0,1.0,2.0,1.0,,1.0,1.0,16.0,2.0,17.0,2,2.0,33.0,4.0,2.0,1.0,1.0
2019-20,8243441,5,7,Aston_Villa,Home,827679,199798,Ezri Konsa,ezri-konsa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243441,5,7,Aston_Villa,Home,830858,221239,Keinan Davis,keinan-davis,F,True,,,,2.0,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,9.0,,,,,,,,,1.0,,6.5,,,1.0,,,,,,,2.0,,2.0,1,,4.0,1.0,,,
2019-20,8243441,5,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,True,1.0,,,10.0,3.0,12.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,9.0,,,,,,,,,1.0,,7.0,,,,,,1.0,,,,11.0,3.0,13.0,0,,14.0,,,,
2019-20,8243449,6,7,Aston_Villa,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,5.0,5.0,5.0,10.0,,,7.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,1.0,,,,12.0,1.0,6.1,2.0,3.0,,1.0,,,,17.0,,16.0,6.0,22.0,0,,34.0,,,,
2019-20,8243449,6,7,Aston_Villa,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,1.0,19.0,15.0,34.0,,,6.0,,,,3.0,,,5.0,2.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,,7.0,,6.0,,,,3.0,,1.0,,2.0,,23.0,17.0,39.0,0,,53.0,,2.0,,
2019-20,8243449,6,7,Aston_Villa,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,2.0,1.0,3.0,,1.0,,,,,1.0,,1.0,3.0,1.0,,,1.0,,,,,,2.0,,22.0,,,,,,,,,4.0,,6.0,,,,,,1.0,,,,5.0,1.0,5.0,0,,9.0,,,,
2019-20,8243449,6,7,Aston_Villa,Away,44326,40564,Henri Lansbury,henri-lansbury,M,True,,,,2.0,1.0,3.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,10.0,,,,,,,,,,,6.4,,,,,,,,,,2.0,1.0,3.0,0,,3.0,,,,
2019-20,8243449,6,7,Aston_Villa,Away,100574,85242,Conor Hourihane,conor-hourihane,M,True,,,,5.0,4.0,9.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,11.0,,,,,,,,,1.0,,6.7,,,,,,1.0,,,,6.0,4.0,9.0,1,1.0,12.0,,,,1.0
2019-20,8243449,6,7,Aston_Villa,Away,101999,79852,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243449,6,7,Aston_Villa,Away,146518,89274,Jota Peleteiro,jota-peleteiro,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243449,6,7,Aston_Villa,Away,189061,114283,Jack Grealish,jack-grealish,M,False,,,2.0,18.0,17.0,35.0,,,7.0,1.0,,,1.0,,,2.0,8.0,,,1.0,1.0,,,,1.0,4.0,,90.0,,1.0,,,,,,,11.0,,7.9,,,,1.0,1.0,3.0,,3.0,,24.0,21.0,42.0,0,2.0,61.0,,5.0,1.0,1.0
2019-20,8243449,6,7,Aston_Villa,Away,192266,108156,Björn Engels,bjorn-engels,D,False,,,3.0,7.0,15.0,22.0,2.0,2.0,3.0,,,,,,,4.0,4.0,,,2.0,,,,,1.0,,,90.0,,,,1.0,,,,,7.0,,6.1,,,,6.0,,1.0,,4.0,,9.0,20.0,28.0,0,2.0,39.0,,,,
2019-20,8243449,6,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,,,3.0,13.0,5.0,18.0,3.0,,7.0,1.0,,,2.0,,2.0,7.0,9.0,,,2.0,,1.0,,,1.0,1.0,,90.0,4.0,,,,,,,,10.0,,8.0,,,2.0,1.0,5.0,2.0,,3.0,,15.0,5.0,18.0,6,1.0,48.0,5.0,3.0,5.0,1.0
2019-20,8243449,6,7,Aston_Villa,Away,295361,148508,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,,,,18.0,3.0,21.0,,,1.0,,,1.0,,,1.0,5.0,8.0,,,1.0,,,,,1.0,2.0,,68.0,1.0,,,,,,,,9.0,,7.2,,,,1.0,6.0,3.0,,1.0,,23.0,3.0,23.0,2,4.0,46.0,,1.0,3.0,2.0
2019-20,8243449,6,7,Aston_Villa,Away,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,5.0,11.0,23.0,34.0,1.0,1.0,8.0,,1.0,,,,,2.0,3.0,1.0,,1.0,,,,,1.0,,,90.0,,2.0,,,,,,,8.0,,6.2,,,1.0,6.0,2.0,1.0,,9.0,,16.0,26.0,41.0,1,,55.0,,,2.0,
2019-20,8243449,6,7,Aston_Villa,Away,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,2.0,,1.0,15.0,4.0,17.0,1.0,,4.0,1.0,,,1.0,,2.0,5.0,2.0,,,,1.0,,,,1.0,2.0,,86.0,1.0,1.0,,,,,,,14.0,,7.2,,,,1.0,1.0,6.0,,2.0,,23.0,6.0,23.0,1,1.0,43.0,1.0,1.0,,
2019-20,8243449,6,7,Aston_Villa,Away,372430,203368,Frédéric Guilbert,frederic-guilbert,D,False,1.0,,2.0,14.0,6.0,19.0,,,3.0,,,,1.0,,,4.0,5.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,,13.0,,6.2,,,,,5.0,6.0,,3.0,,22.0,9.0,25.0,0,2.0,46.0,,,3.0,1.0
2019-20,8243449,6,7,Aston_Villa,Away,556904,184704,Marvelous Nakamba,marvelous-nakamba,M,False,,,2.0,13.0,15.0,28.0,,,4.0,,,,2.0,,,2.0,7.0,,,,,,,,1.0,,,85.0,1.0,1.0,,,,,,,4.0,,6.9,,,,1.0,,,,5.0,,15.0,16.0,31.0,1,6.0,47.0,,1.0,,2.0
2019-20,8243449,6,7,Aston_Villa,Away,798314,213345,Wesley Moraes,wesley-moraes,F,False,,,,10.0,2.0,12.0,2.0,,,,,,1.0,,,7.0,2.0,,,4.0,,1.0,,,,,,90.0,2.0,,,,,,,,7.0,,7.2,,,,,1.0,,,,,15.0,2.0,17.0,2,1.0,25.0,2.0,,1.0,1.0
2019-20,8243449,6,7,Aston_Villa,Away,827679,199798,Ezri Konsa,ezri-konsa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243449,6,7,Aston_Villa,Away,830858,221239,Keinan Davis,keinan-davis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,7,Aston_Villa,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,2.0,1.0,,7.0,7.0,,,3.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,14.0,,6.1,,1.0,,1.0,,,2.0,15.0,,13.0,8.0,21.0,0,,26.0,,,,
2019-20,8243461,7,7,Aston_Villa,Home,30243,47390,Neil Taylor,neil-taylor,M,True,,,,6.0,5.0,11.0,3.0,1.0,1.0,,,,,,,3.0,1.0,,,,,,,,,,,28.0,,,,,,,,,3.0,,6.1,,,,,,,,1.0,,9.0,5.0,14.0,0,,18.0,,,,
2019-20,8243461,7,7,Aston_Villa,Home,100574,85242,Conor Hourihane,conor-hourihane,M,False,,,2.0,25.0,9.0,34.0,,1.0,,,,3.0,1.0,,,1.0,1.0,,,,,,,1.0,,1.0,,90.0,,,,,,,,,10.0,,6.8,,,1.0,,,6.0,,2.0,1.0,34.0,9.0,37.0,4,,52.0,1.0,1.0,,
2019-20,8243461,7,7,Aston_Villa,Home,101999,79852,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,7,Aston_Villa,Home,146518,89274,Jota Peleteiro,jota-peleteiro,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,7,Aston_Villa,Home,189061,114283,Jack Grealish,jack-grealish,M,False,,,2.0,31.0,5.0,36.0,,,6.0,,,1.0,,,2.0,4.0,8.0,,,,,,,,1.0,3.0,,90.0,1.0,,,,,,,,14.0,,7.2,,,2.0,,5.0,1.0,,2.0,,37.0,6.0,42.0,4,,67.0,2.0,5.0,3.0,
2019-20,8243461,7,7,Aston_Villa,Home,192266,108156,Björn Engels,bjorn-engels,D,False,,,,10.0,35.0,45.0,1.0,8.0,6.0,,,,,,,1.0,9.0,,,,,,,,,,,90.0,,,,,,,,,12.0,,6.4,,,,2.0,,,,7.0,,17.0,39.0,56.0,0,,60.0,1.0,1.0,,
2019-20,8243461,7,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,,,3.0,19.0,7.0,26.0,2.0,,4.0,,1.0,1.0,1.0,,2.0,6.0,10.0,,,,,1.0,,,,2.0,,90.0,1.0,,,,,,,,15.0,,7.4,,,2.0,,5.0,2.0,,4.0,,29.0,8.0,35.0,4,2.0,62.0,1.0,4.0,4.0,1.0
2019-20,8243461,7,7,Aston_Villa,Home,295361,148508,Mahmoud Trézéguet,mahmoud-trezeguet,M,True,1.0,,,3.0,,2.0,,,1.0,,,,,,,1.0,5.0,,,,1.0,,,,,1.0,,20.0,,,,,,,,,4.0,,7.0,,,,,1.0,3.0,,,,5.0,,2.0,0,2.0,13.0,1.0,3.0,,
2019-20,8243461,7,7,Aston_Villa,Home,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,1.0,6.0,35.0,41.0,1.0,4.0,15.0,,,,,,,3.0,4.0,,,2.0,,,,,2.0,,,90.0,,3.0,,,,,,,18.0,,6.8,,,,6.0,,,,12.0,,19.0,39.0,58.0,0,,75.0,1.0,,,
2019-20,8243461,7,7,Aston_Villa,Home,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,,,,10.0,4.0,14.0,2.0,,5.0,,,1.0,,,1.0,4.0,4.0,,,,,1.0,,,,,,70.0,1.0,,,,,,,,11.0,,7.3,,,2.0,1.0,2.0,3.0,,1.0,,15.0,6.0,18.0,4,3.0,37.0,2.0,,1.0,
2019-20,8243461,7,7,Aston_Villa,Home,368134,169359,Matt Targett,matt-targett,D,False,1.0,,1.0,19.0,11.0,29.0,2.0,,3.0,1.0,,,,,,3.0,2.0,,,,,,,,2.0,1.0,,62.0,,,,,,,,,11.0,,7.2,,,,1.0,1.0,3.0,,3.0,,24.0,15.0,36.0,0,1.0,53.0,,1.0,,1.0
2019-20,8243461,7,7,Aston_Villa,Home,372430,203368,Frédéric Guilbert,frederic-guilbert,D,False,1.0,,1.0,14.0,11.0,24.0,2.0,3.0,2.0,,,,,,,6.0,6.0,,,3.0,1.0,,,,2.0,1.0,,90.0,,,,,,,,,23.0,,6.7,,,,1.0,1.0,9.0,,5.0,,30.0,13.0,34.0,0,3.0,65.0,1.0,,,1.0
2019-20,8243461,7,7,Aston_Villa,Home,556904,184704,Marvelous Nakamba,marvelous-nakamba,M,False,,,5.0,27.0,20.0,47.0,1.0,1.0,5.0,,,,1.0,,,2.0,4.0,,,,,,,,2.0,3.0,,90.0,,,,,,,,,7.0,,7.3,,,,1.0,,,,6.0,,32.0,21.0,53.0,0,3.0,62.0,1.0,,,2.0
2019-20,8243461,7,7,Aston_Villa,Home,798314,213345,Wesley Moraes,wesley-moraes,F,False,,,,7.0,,7.0,6.0,1.0,1.0,,,,1.0,,,10.0,2.0,,,4.0,,,,,,1.0,,88.0,,,,,,,,,5.0,,6.4,,,,,,,,,1.0,8.0,1.0,9.0,0,,18.0,3.0,1.0,,
2019-20,8243461,7,7,Aston_Villa,Home,827679,199798,Ezri Konsa,ezri-konsa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,7,Aston_Villa,Home,830858,221239,Keinan Davis,keinan-davis,F,True,,,,1.0,,1.0,1.0,,,,,,,,,3.0,,,,1.0,,,,,,1.0,,10.0,,,,,,,,,1.0,,6.4,,,,,1.0,,,,,1.0,,1.0,0,,2.0,,,,
2019-20,8243461,7,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243485,8,7,Aston_Villa,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,10.0,6.0,5.0,11.0,,,7.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,,16.0,,7.0,2.0,4.0,,,,,,26.0,,22.0,5.0,27.0,0,1.0,37.0,,,,
2019-20,8243485,8,7,Aston_Villa,Away,30243,47390,Neil Taylor,neil-taylor,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243485,8,7,Aston_Villa,Away,100574,85242,Conor Hourihane,conor-hourihane,M,False,1.0,,1.0,14.0,5.0,18.0,,,1.0,1.0,,,1.0,,,7.0,2.0,,,4.0,1.0,1.0,,,,3.0,,78.0,1.0,,,,,,,1.0,9.0,,8.3,,,,2.0,2.0,3.0,,2.0,,18.0,6.0,21.0,1,1.0,38.0,2.0,1.0,,1.0
2019-20,8243485,8,7,Aston_Villa,Away,101999,79852,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243485,8,7,Aston_Villa,Away,146518,89274,Jota Peleteiro,jota-peleteiro,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243485,8,7,Aston_Villa,Away,189061,114283,Jack Grealish,jack-grealish,M,False,,,5.0,30.0,9.0,39.0,,1.0,5.0,,,,,,3.0,7.0,8.0,,,1.0,,1.0,,,1.0,2.0,,90.0,3.0,,,,,,,,14.0,,8.0,,,1.0,,4.0,2.0,,5.0,,36.0,10.0,44.0,4,2.0,71.0,1.0,4.0,1.0,1.0
2019-20,8243485,8,7,Aston_Villa,Away,192266,108156,Björn Engels,bjorn-engels,D,False,,,1.0,5.0,16.0,21.0,,2.0,3.0,,,,,,,,3.0,,,,,,,,2.0,,,75.0,,1.0,,,,,,,2.0,,7.4,,,1.0,8.0,,,,1.0,,6.0,17.0,23.0,1,1.0,36.0,,,,
2019-20,8243485,8,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,1.0,,8.0,27.0,15.0,41.0,,2.0,10.0,,,1.0,5.0,,2.0,10.0,8.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,,10.0,,6.9,,,2.0,1.0,3.0,2.0,,9.0,,32.0,16.0,46.0,3,3.0,68.0,1.0,1.0,2.0,3.0
2019-20,8243485,8,7,Aston_Villa,Away,295361,148508,Mahmoud Trézéguet,mahmoud-trezeguet,M,True,,,,2.0,,2.0,,,2.0,,,,2.0,,,4.0,,,,1.0,,,,,,,,26.0,,,,,,,,,2.0,,6.2,,,1.0,1.0,1.0,,,,,3.0,,3.0,1,,8.0,,,,
2019-20,8243485,8,7,Aston_Villa,Away,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,3.0,6.0,7.0,13.0,1.0,3.0,3.0,,,,,,1.0,2.0,3.0,1.0,,,,,,,,,,90.0,,4.0,,,,,,,11.0,,6.4,,,,6.0,,,,6.0,1.0,12.0,10.0,22.0,0,,35.0,1.0,,,
2019-20,8243485,8,7,Aston_Villa,Away,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,1.0,,,11.0,6.0,16.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,2.0,3.0,,,1.0,2.0,,,1.0,,3.0,,64.0,2.0,,,,,,,,9.0,,8.2,,,1.0,1.0,,2.0,,1.0,,18.0,7.0,23.0,5,2.0,35.0,,,,1.0
2019-20,8243485,8,7,Aston_Villa,Away,368134,169359,Matt Targett,matt-targett,D,False,,,5.0,22.0,9.0,31.0,2.0,,5.0,,,,1.0,,,3.0,3.0,,,,1.0,,,,,3.0,,90.0,,,,,,,,,17.0,,7.1,,,,4.0,1.0,3.0,,10.0,,31.0,12.0,40.0,0,1.0,67.0,2.0,1.0,1.0,
2019-20,8243485,8,7,Aston_Villa,Away,372430,203368,Frédéric Guilbert,frederic-guilbert,D,False,,,4.0,16.0,10.0,26.0,,1.0,5.0,,,,5.0,,,9.0,2.0,,,3.0,,,,,1.0,1.0,,90.0,,2.0,,,,,,,18.0,,6.4,,,,1.0,1.0,5.0,,6.0,,25.0,14.0,34.0,0,,62.0,1.0,1.0,,
2019-20,8243485,8,7,Aston_Villa,Away,556904,184704,Marvelous Nakamba,marvelous-nakamba,M,False,,,1.0,11.0,14.0,25.0,,1.0,10.0,,,,3.0,,,5.0,4.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,9.0,,6.9,,,,6.0,1.0,,,2.0,,15.0,18.0,33.0,0,2.0,52.0,,1.0,,2.0
2019-20,8243485,8,7,Aston_Villa,Away,798314,213345,Wesley Moraes,wesley-moraes,F,False,,,,8.0,7.0,15.0,6.0,3.0,3.0,,2.0,,,,4.0,14.0,7.0,,,3.0,1.0,2.0,,,2.0,1.0,,90.0,5.0,,,,,1.0,,,7.0,,8.0,,,1.0,4.0,1.0,,,,,9.0,7.0,16.0,6,1.0,41.0,1.0,3.0,,
2019-20,8243485,8,7,Aston_Villa,Away,827679,199798,Ezri Konsa,ezri-konsa,D,True,,,1.0,1.0,4.0,5.0,,,3.0,,,,,,,,3.0,,,,,,,,2.0,,,15.0,,,,,,,,,1.0,,6.8,,,,,,,,2.0,,2.0,4.0,6.0,0,2.0,11.0,,1.0,,1.0
2019-20,8243485,8,7,Aston_Villa,Away,830858,221239,Keinan Davis,keinan-davis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243485,8,7,Aston_Villa,Away,867887,230046,Douglas Luiz,douglas-luiz,M,True,,,,4.0,1.0,5.0,,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,12.0,1.0,,,,,,,,2.0,,7.1,,,,,,,,1.0,,6.0,1.0,7.0,1,,9.0,,,,
2019-20,8243478,9,7,Aston_Villa,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,1.0,1.0,10.0,11.0,,,8.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,,8.0,,7.2,3.0,4.0,,,,,,9.0,,8.0,11.0,19.0,0,,32.0,,1.0,,
2019-20,8243478,9,7,Aston_Villa,Home,30243,47390,Neil Taylor,neil-taylor,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243478,9,7,Aston_Villa,Home,44326,40564,Henri Lansbury,henri-lansbury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243478,9,7,Aston_Villa,Home,100574,85242,Conor Hourihane,conor-hourihane,M,False,2.0,,,15.0,9.0,22.0,2.0,,2.0,,1.0,,,,,3.0,1.0,,,1.0,,,,,,2.0,,63.0,3.0,,,,,,,,12.0,,6.8,,,,1.0,,6.0,,2.0,,26.0,10.0,30.0,3,,41.0,,1.0,,
2019-20,8243478,9,7,Aston_Villa,Home,101999,79852,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243478,9,7,Aston_Villa,Home,189061,114283,Jack Grealish,jack-grealish,M,False,,,2.0,45.0,8.0,53.0,1.0,,9.0,,,1.0,,,2.0,4.0,11.0,,,1.0,1.0,1.0,,,,6.0,,90.0,2.0,1.0,,,,,,,14.0,,9.5,,,,,5.0,1.0,,2.0,,56.0,8.0,63.0,3,,87.0,,6.0,5.0,
2019-20,8243478,9,7,Aston_Villa,Home,192266,108156,Björn Engels,bjorn-engels,D,False,,,5.0,21.0,26.0,47.0,3.0,1.0,3.0,,,,,,,3.0,2.0,,,,,,,,,,,90.0,,1.0,,,,,,,5.0,,6.9,,,1.0,2.0,,,,7.0,,25.0,27.0,52.0,1,1.0,58.0,,,,1.0
2019-20,8243478,9,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,1.0,,4.0,20.0,7.0,26.0,2.0,,6.0,,1.0,3.0,,,2.0,7.0,8.0,,,,,,,,2.0,3.0,,90.0,1.0,,,,,,,,20.0,,7.3,,,2.0,,9.0,8.0,,5.0,,32.0,8.0,32.0,6,,69.0,1.0,2.0,6.0,
2019-20,8243478,9,7,Aston_Villa,Home,295361,148508,Mahmoud Trézéguet,mahmoud-trezeguet,M,True,1.0,,,14.0,3.0,16.0,,,1.0,,,1.0,,,,,4.0,,,,,,,,,1.0,,27.0,,,,,,,,,3.0,,7.0,,,,,3.0,2.0,,1.0,,17.0,3.0,18.0,1,,25.0,,1.0,3.0,
2019-20,8243478,9,7,Aston_Villa,Home,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,2.0,23.0,29.0,52.0,1.0,,12.0,,,,,,,1.0,1.0,,,,,,,,,,,90.0,,,,,,,,,6.0,,6.7,,,,5.0,,,,7.0,,27.0,31.0,58.0,0,,66.0,,1.0,,
2019-20,8243478,9,7,Aston_Villa,Home,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,,,1.0,9.0,7.0,16.0,1.0,1.0,3.0,,1.0,1.0,,,1.0,3.0,3.0,,,1.0,,,,,1.0,,,76.0,,,,,,,,,9.0,,6.6,,,2.0,,2.0,2.0,,1.0,1.0,13.0,7.0,18.0,3,,33.0,4.0,,2.0,
2019-20,8243478,9,7,Aston_Villa,Home,368134,169359,Matt Targett,matt-targett,D,False,2.0,,,34.0,16.0,48.0,,2.0,8.0,1.0,,,3.0,,,3.0,4.0,,,,,1.0,,,5.0,3.0,,90.0,1.0,1.0,,,,,,,10.0,,8.2,,,1.0,4.0,,3.0,,2.0,,40.0,20.0,57.0,2,1.0,81.0,,1.0,,1.0
2019-20,8243478,9,7,Aston_Villa,Home,372430,203368,Frédéric Guilbert,frederic-guilbert,D,False,1.0,,1.0,17.0,12.0,28.0,2.0,4.0,4.0,1.0,,,1.0,,,5.0,7.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,1.0,,,,,,,20.0,,7.5,,,,2.0,3.0,9.0,,6.0,,33.0,14.0,38.0,0,1.0,66.0,,1.0,2.0,
2019-20,8243478,9,7,Aston_Villa,Home,556904,184704,Marvelous Nakamba,marvelous-nakamba,M,False,,,,19.0,12.0,31.0,2.0,,1.0,,,,4.0,,,8.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,,3.0,,,,,,,2.0,,6.8,,,,1.0,1.0,,,,,20.0,12.0,32.0,0,2.0,49.0,,3.0,,
2019-20,8243478,9,7,Aston_Villa,Home,798314,213345,Wesley Moraes,wesley-moraes,F,False,,,,5.0,,5.0,3.0,1.0,1.0,,,1.0,,,,6.0,2.0,,,4.0,,,,,,,,76.0,,,,,,,,,7.0,,6.6,,,1.0,,1.0,,,,,7.0,,7.0,2,,19.0,5.0,,1.0,
2019-20,8243478,9,7,Aston_Villa,Home,827679,199798,Ezri Konsa,ezri-konsa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243478,9,7,Aston_Villa,Home,830858,221239,Keinan Davis,keinan-davis,F,True,,,1.0,2.0,1.0,3.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,14.0,1.0,,,,,,,,1.0,,6.9,,,,,1.0,,,1.0,,2.0,1.0,3.0,1,,6.0,1.0,,1.0,
