season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896913,5,7,Aston_Villa,Away,192266,108156.0,Björn Engels,bjorn-engels,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896913,5,7,Aston_Villa,Away,218160,110504.0,Bertrand Traoré,bertrand-traore,F,True,,,1.0,4.0,4.0,8.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,9.0,1.0,,,,,,,,3.0,,6.6,,,,,1.0,1.0,,1.0,,6.0,4.0,9.0,1,,12.0,,,,
2020-21,8896913,5,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,3.0,,3.0,14.0,10.0,21.0,2.0,1.0,6.0,,,,1.0,,,1.0,8.0,4.0,,,2.0,1.0,,,,1.0,2.0,,90.0,,,,,,,,,15.0,,7.0,,,1.0,,3.0,7.0,,4.0,,24.0,11.0,28.0,1,1.0,44.0,,1.0,1.0,1.0
2020-21,8896913,5,7,Aston_Villa,Away,295361,148508.0,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,,,,6.0,4.0,10.0,5.0,1.0,9.0,,,,3.0,,,1.0,13.0,9.0,,,3.0,,,,,4.0,,,81.0,,,,,,,,,16.0,,7.0,,,1.0,3.0,4.0,3.0,,2.0,,15.0,6.0,18.0,1,3.0,47.0,1.0,2.0,3.0,1.0
2020-21,8896913,5,7,Aston_Villa,Away,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,3.0,7.0,30.0,37.0,,1.0,4.0,,,,,,,,,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,,15.0,,7.2,,,,2.0,1.0,,,12.0,,15.0,36.0,51.0,0,1.0,62.0,1.0,1.0,1.0,1.0
2020-21,8896913,5,7,Aston_Villa,Away,362470,193488.0,Anwar El Ghazi,anwar-el-ghazi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896913,5,7,Aston_Villa,Away,368134,169359.0,Matt Targett,matt-targett,D,False,3.0,,,19.0,9.0,25.0,,3.0,6.0,,,,1.0,,,,1.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,,,19.0,,7.3,,,2.0,,,7.0,,3.0,,33.0,12.0,38.0,2,2.0,64.0,1.0,,,1.0
2020-21,8896913,5,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,1.0,,,13.0,3.0,15.0,10.0,2.0,3.0,,,,1.0,,,3.0,15.0,5.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,,,10.0,,6.5,,,,,1.0,1.0,,,3.0,15.0,4.0,18.0,1,2.0,35.0,3.0,1.0,,1.0
2020-21,8896913,5,7,Aston_Villa,Away,556904,184704.0,Marvelous Nakamba,marvelous-nakamba,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896913,5,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,4.0,5.0,34.0,39.0,2.0,4.0,9.0,,1.0,,,,,,3.0,9.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,,8.0,,7.4,,,1.0,3.0,,1.0,,5.0,,11.0,36.0,46.0,1,,60.0,,5.0,,
2020-21,8896913,5,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,,,2.0,7.0,24.0,31.0,1.0,3.0,4.0,,,,,,,,3.0,8.0,,,2.0,,,,,6.0,,,90.0,,,,,,,,,13.0,,7.9,,,,3.0,,2.0,,3.0,,16.0,25.0,39.0,0,4.0,68.0,2.0,2.0,,3.0
2020-21,8896913,5,7,Aston_Villa,Away,867887,230046.0,Douglas Luiz,douglas-luiz,M,False,,,1.0,12.0,16.0,28.0,,,4.0,,,,1.0,,,,3.0,,,,2.0,,,,,2.0,,,90.0,1.0,2.0,,,,,,,10.0,,6.8,,,,,,1.0,,3.0,,19.0,17.0,35.0,1,,46.0,2.0,,,
2020-21,8896882,6,7,Aston_Villa,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896882,6,7,Aston_Villa,Home,98435,88894.0,Ross Barkley,ross-barkley,M,False,1.0,,2.0,18.0,10.0,27.0,1.0,,3.0,1.0,,1.0,1.0,,,2.0,7.0,3.0,,,3.0,,,,,,4.0,,90.0,1.0,1.0,,,,,,,13.0,,7.2,,,1.0,1.0,2.0,3.0,,2.0,,26.0,12.0,35.0,3,1.0,53.0,,,2.0,
2020-21,8896882,6,7,Aston_Villa,Home,100574,85242.0,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896882,6,7,Aston_Villa,Home,101999,79852.0,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896882,6,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,10.0,9.0,11.0,20.0,,,13.0,,,,,,,,,,,,,,,3.0,,,,,90.0,,,,,,,,,22.0,,6.9,4.0,6.0,,,,,,30.0,,27.0,13.0,40.0,0,,57.0,,,,
2020-21,8896882,6,7,Aston_Villa,Home,189061,114283.0,Jack Grealish,jack-grealish,M,False,1.0,,,16.0,3.0,18.0,2.0,1.0,3.0,,2.0,,1.0,,,5.0,10.0,8.0,,,1.0,,,,,,1.0,,90.0,2.0,,,,,,,,19.0,,5.6,,,,,6.0,5.0,,,,25.0,4.0,24.0,2,,52.0,1.0,3.0,4.0,
2020-21,8896882,6,7,Aston_Villa,Home,192266,108156.0,Björn Engels,bjorn-engels,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896882,6,7,Aston_Villa,Home,218160,110504.0,Bertrand Traoré,bertrand-traore,F,True,,,1.0,4.0,4.0,8.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,24.0,,,,,,,,,1.0,,6.5,,,,,,,,1.0,,4.0,5.0,9.0,0,,10.0,,,,
2020-21,8896882,6,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,,,2.0,9.0,7.0,16.0,,,5.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,90.0,,,,,,,,,14.0,,6.5,,,2.0,2.0,2.0,1.0,,2.0,,15.0,9.0,23.0,2,,39.0,4.0,,2.0,
2020-21,8896882,6,7,Aston_Villa,Home,295361,148508.0,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,,,,6.0,1.0,7.0,2.0,1.0,2.0,1.0,,,1.0,,,1.0,9.0,5.0,,,5.0,,,,,1.0,1.0,,66.0,,,,,,,,,8.0,,6.8,,,1.0,1.0,1.0,1.0,,,,7.0,2.0,8.0,1,3.0,25.0,5.0,,1.0,
2020-21,8896882,6,7,Aston_Villa,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,5.0,10.0,18.0,28.0,2.0,,7.0,,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,7.0,,6.2,,,,3.0,1.0,,,11.0,,16.0,19.0,35.0,0,,41.0,,,1.0,
2020-21,8896882,6,7,Aston_Villa,Home,368134,169359.0,Matt Targett,matt-targett,D,False,,,2.0,10.0,7.0,17.0,,3.0,7.0,,,1.0,2.0,,,,4.0,4.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,,16.0,,6.3,,,,2.0,1.0,3.0,,3.0,,18.0,11.0,26.0,1,1.0,44.0,1.0,,,
2020-21,8896882,6,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,17.0,6.0,23.0,5.0,9.0,2.0,,1.0,1.0,,,,1.0,6.0,12.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,,16.0,,6.8,,,1.0,1.0,1.0,,,,,30.0,8.0,38.0,2,,47.0,,2.0,1.0,
2020-21,8896882,6,7,Aston_Villa,Home,556904,184704.0,Marvelous Nakamba,marvelous-nakamba,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896882,6,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,1.0,1.0,11.0,12.0,1.0,1.0,2.0,,,,,,,,1.0,5.0,,,,,,,,,,,90.0,1.0,2.0,,,,,,,4.0,,6.9,,,,9.0,,,,4.0,,4.0,12.0,16.0,1,,35.0,,4.0,,
2020-21,8896882,6,7,Aston_Villa,Home,830858,221239.0,Keinan Davis,keinan-davis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896882,6,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,,,3.0,9.0,9.0,18.0,,1.0,4.0,,,,1.0,,,,3.0,8.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,,6.0,,6.9,,,,3.0,,,,5.0,,13.0,10.0,23.0,0,5.0,49.0,,2.0,,2.0
2020-21,8896882,6,7,Aston_Villa,Home,867887,230046.0,Douglas Luiz,douglas-luiz,M,False,,,,11.0,12.0,23.0,,,7.0,,,,,,,,1.0,11.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,,6.0,,7.4,,,,,1.0,1.0,,4.0,,16.0,13.0,28.0,0,4.0,44.0,,6.0,1.0,1.0
2020-21,8896885,7,7,Aston_Villa,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,1.0,,1.0,5.0,8.0,12.0,,1.0,3.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,,,23.0,,,,,,,,,6.0,,6.6,,,,,,2.0,,1.0,,7.0,10.0,15.0,0,1.0,28.0,,,,
2020-21,8896885,7,7,Aston_Villa,Home,98435,88894.0,Ross Barkley,ross-barkley,M,False,5.0,,1.0,27.0,8.0,30.0,,4.0,5.0,,,1.0,1.0,,,3.0,5.0,6.0,,,,,,,,,4.0,,90.0,,,,,,,,,16.0,,6.9,,,1.0,,3.0,8.0,,1.0,,34.0,10.0,36.0,2,,58.0,2.0,,2.0,
2020-21,8896885,7,7,Aston_Villa,Home,100574,85242.0,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896885,7,7,Aston_Villa,Home,101999,79852.0,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896885,7,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,11.0,6.0,16.0,22.0,,,1.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,4.0,,5.2,,,,,,,,15.0,,9.0,17.0,26.0,0,,26.0,,,,
2020-21,8896885,7,7,Aston_Villa,Home,189061,114283.0,Jack Grealish,jack-grealish,M,False,3.0,,,20.0,2.0,19.0,,4.0,2.0,2.0,1.0,4.0,,,,2.0,6.0,13.0,,,3.0,1.0,1.0,,,1.0,2.0,,90.0,2.0,,,,,,,1.0,19.0,,8.6,,,,,2.0,8.0,,1.0,1.0,34.0,3.0,29.0,6,1.0,60.0,,7.0,1.0,
2020-21,8896885,7,7,Aston_Villa,Home,192266,108156.0,Björn Engels,bjorn-engels,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896885,7,7,Aston_Villa,Home,218160,110504.0,Bertrand Traoré,bertrand-traore,F,False,,,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,3.0,1.0,,,,,,,,,,,29.0,,,,,,,,,4.0,,6.2,,,,,,1.0,,,,3.0,2.0,4.0,1,,9.0,,1.0,,
2020-21,8896885,7,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,,,3.0,15.0,8.0,23.0,2.0,,5.0,,,,,,,3.0,7.0,2.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,12.0,,6.1,,,,,1.0,2.0,,5.0,,20.0,8.0,26.0,0,1.0,42.0,3.0,1.0,,1.0
2020-21,8896885,7,7,Aston_Villa,Home,295361,148508.0,Mahmoud Trézéguet,mahmoud-trezeguet,M,True,,,1.0,7.0,1.0,8.0,2.0,2.0,3.0,,1.0,1.0,2.0,,,1.0,11.0,5.0,,,3.0,,,,,,,,61.0,3.0,,,,,,,,13.0,,6.0,,,,,5.0,2.0,,2.0,,13.0,2.0,13.0,4,1.0,30.0,1.0,,2.0,
2020-21,8896885,7,7,Aston_Villa,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,7.0,13.0,26.0,39.0,1.0,4.0,12.0,,,,,,,,1.0,9.0,,,,,1.0,,,,,1.0,90.0,2.0,,,,,,,,16.0,,7.5,,,1.0,1.0,,,,17.0,,23.0,31.0,54.0,3,3.0,67.0,,2.0,,2.0
2020-21,8896885,7,7,Aston_Villa,Home,368134,169359.0,Matt Targett,matt-targett,D,False,1.0,,2.0,25.0,9.0,33.0,1.0,3.0,1.0,,,,,,,,2.0,6.0,,,1.0,,,,,,4.0,,90.0,,,,,,,,,19.0,,6.6,,,,1.0,1.0,2.0,,6.0,,34.0,13.0,45.0,0,2.0,67.0,3.0,,1.0,1.0
2020-21,8896885,7,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,1.0,14.0,4.0,18.0,4.0,2.0,,,,,,,,2.0,6.0,7.0,,,,,1.0,,,,2.0,,90.0,2.0,,,,,,,,11.0,,7.6,,,,,3.0,2.0,,1.0,1.0,20.0,4.0,22.0,2,2.0,41.0,2.0,,3.0,1.0
2020-21,8896885,7,7,Aston_Villa,Home,556904,184704.0,Marvelous Nakamba,marvelous-nakamba,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896885,7,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,2.0,3.0,21.0,24.0,2.0,3.0,4.0,,,,,,,,2.0,7.0,,,,,,,,,,,90.0,,,,,,,,,14.0,,6.1,,,,1.0,,,,6.0,,9.0,27.0,36.0,0,1.0,45.0,1.0,3.0,,1.0
2020-21,8896885,7,7,Aston_Villa,Home,830858,221239.0,Keinan Davis,keinan-davis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896885,7,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,,,1.0,7.0,9.0,16.0,2.0,1.0,3.0,,,,,,,,4.0,3.0,,,2.0,,,,,1.0,,,67.0,,,,,,,,,11.0,,5.8,,,,,1.0,1.0,,3.0,,11.0,14.0,24.0,0,2.0,35.0,,,,2.0
2020-21,8896885,7,7,Aston_Villa,Home,867887,230046.0,Douglas Luiz,douglas-luiz,M,False,1.0,,6.0,16.0,14.0,29.0,,,10.0,1.0,,,,,,2.0,3.0,5.0,,,1.0,1.0,,,,3.0,2.0,,90.0,1.0,1.0,,,,,,,14.0,,7.4,,,,,1.0,3.0,,10.0,,25.0,15.0,37.0,1,1.0,55.0,1.0,3.0,1.0,1.0
2020-21,8896873,8,7,Aston_Villa,Away,30243,47390.0,Neil Taylor,neil-taylor,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896873,8,7,Aston_Villa,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896873,8,7,Aston_Villa,Away,98435,88894.0,Ross Barkley,ross-barkley,M,False,3.0,,,35.0,4.0,36.0,2.0,1.0,4.0,1.0,,3.0,1.0,,,2.0,5.0,5.0,,,,1.0,,,,,6.0,,90.0,1.0,,,,,,,,22.0,,7.9,,,,,3.0,7.0,,2.0,1.0,47.0,4.0,44.0,4,,72.0,8.0,1.0,3.0,
2020-21,8896873,8,7,Aston_Villa,Away,100574,85242.0,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896873,8,7,Aston_Villa,Away,101999,79852.0,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896873,8,7,Aston_Villa,Away,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,15.0,11.0,9.0,20.0,,,7.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,,18.0,,7.3,2.0,2.0,,1.0,,,,33.0,,26.0,12.0,38.0,0,,47.0,,,,
2020-21,8896873,8,7,Aston_Villa,Away,189061,114283.0,Jack Grealish,jack-grealish,M,False,,,1.0,22.0,5.0,27.0,3.0,,6.0,1.0,,3.0,1.0,,,,7.0,6.0,,,2.0,1.0,,,,1.0,2.0,,90.0,2.0,,,,,,,,10.0,,7.6,,,,,3.0,,,1.0,,28.0,5.0,33.0,5,,49.0,3.0,4.0,2.0,
2020-21,8896873,8,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,1.0,,3.0,15.0,13.0,27.0,,,6.0,,,,3.0,,,,4.0,6.0,,1.0,1.0,,,,,,3.0,,90.0,,,,,,,,,8.0,,6.9,,,,2.0,4.0,1.0,,6.0,,19.0,15.0,33.0,0,1.0,44.0,1.0,1.0,4.0,
2020-21,8896873,8,7,Aston_Villa,Away,295361,148508.0,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,,,1.0,17.0,6.0,23.0,1.0,3.0,8.0,,,1.0,1.0,,,,6.0,9.0,,,3.0,,,,,1.0,,,88.0,1.0,1.0,,,,,,,7.0,,7.5,,,,2.0,1.0,2.0,,2.0,,22.0,6.0,26.0,2,6.0,45.0,1.0,,,2.0
2020-21,8896873,8,7,Aston_Villa,Away,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,1.0,8.0,20.0,28.0,,,5.0,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,,9.0,,7.0,,,,2.0,,,,7.0,,14.0,22.0,36.0,0,1.0,45.0,,,,
2020-21,8896873,8,7,Aston_Villa,Away,362470,193488.0,Anwar El Ghazi,anwar-el-ghazi,F,True,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,2.0,0,1.0,3.0,,,,1.0
2020-21,8896873,8,7,Aston_Villa,Away,368134,169359.0,Matt Targett,matt-targett,D,False,,,6.0,18.0,14.0,32.0,,,6.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,12.0,,7.4,,,,4.0,,1.0,,9.0,,27.0,17.0,43.0,0,1.0,59.0,,1.0,,
2020-21,8896873,8,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,14.0,5.0,19.0,1.0,4.0,3.0,,,1.0,1.0,,,,3.0,10.0,,,1.0,,2.0,,,,,,90.0,2.0,,,,,,,,15.0,,8.7,,,,1.0,3.0,1.0,,,,24.0,6.0,29.0,3,1.0,45.0,4.0,2.0,3.0,1.0
2020-21,8896873,8,7,Aston_Villa,Away,556904,184704.0,Marvelous Nakamba,marvelous-nakamba,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896873,8,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,1.0,7.0,19.0,26.0,1.0,2.0,6.0,,,1.0,,,,,1.0,3.0,,,,,,,,,,,90.0,,,,,,,,,4.0,,7.0,,,,6.0,,,,3.0,,8.0,22.0,30.0,1,,39.0,,1.0,,
2020-21,8896873,8,7,Aston_Villa,Away,830858,221239.0,Keinan Davis,keinan-davis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896873,8,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,,,2.0,17.0,9.0,26.0,2.0,3.0,,,,,,,,1.0,4.0,6.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,,9.0,,7.6,,,,6.0,,2.0,,3.0,,24.0,10.0,32.0,0,3.0,58.0,,,,2.0
2020-21,8896873,8,7,Aston_Villa,Away,867887,230046.0,Douglas Luiz,douglas-luiz,M,False,1.0,,1.0,20.0,9.0,28.0,1.0,1.0,5.0,,,,,,,,5.0,2.0,,,3.0,,,,,,2.0,,90.0,,,,,,,,,7.0,,6.8,,,,2.0,1.0,1.0,,3.0,,22.0,11.0,32.0,0,,44.0,2.0,1.0,,
2020-21,8896994,9,7,Aston_Villa,Home,30243,47390.0,Neil Taylor,neil-taylor,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896994,9,7,Aston_Villa,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896994,9,7,Aston_Villa,Home,98435,88894.0,Ross Barkley,ross-barkley,M,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,0,,1.0,,,,
2020-21,8896994,9,7,Aston_Villa,Home,100574,85242.0,Conor Hourihane,conor-hourihane,M,True,,,,12.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,6.0,,6.6,,,,,,5.0,,1.0,,18.0,1.0,14.0,0,,20.0,,,,
2020-21,8896994,9,7,Aston_Villa,Home,101999,79852.0,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896994,9,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,4.0,2.0,10.0,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,1.0,,6.1,,1.0,,,,,,5.0,,3.0,10.0,13.0,0,,23.0,,,,
2020-21,8896994,9,7,Aston_Villa,Home,189061,114283.0,Jack Grealish,jack-grealish,M,False,1.0,,,37.0,6.0,42.0,1.0,1.0,8.0,1.0,,1.0,,,,2.0,4.0,12.0,,1.0,,,,,1.0,,2.0,,90.0,,,,,,,,,18.0,,7.3,,,,,2.0,5.0,,1.0,,49.0,7.0,51.0,1,3.0,80.0,2.0,7.0,1.0,1.0
2020-21,8896994,9,7,Aston_Villa,Home,218160,110504.0,Bertrand Traoré,bertrand-traore,F,True,3.0,,1.0,21.0,6.0,24.0,,1.0,1.0,1.0,,,1.0,,,1.0,3.0,5.0,,,1.0,1.0,,,,,2.0,,69.0,1.0,,,,,,,,12.0,,7.6,,,,,,10.0,,3.0,1.0,31.0,7.0,28.0,1,1.0,45.0,,3.0,,1.0
2020-21,8896994,9,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,,,4.0,29.0,16.0,45.0,2.0,,13.0,,,,,,,1.0,4.0,4.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,16.0,,6.9,,,1.0,1.0,1.0,2.0,,7.0,,38.0,19.0,55.0,1,,69.0,1.0,3.0,1.0,
2020-21,8896994,9,7,Aston_Villa,Home,295361,148508.0,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,,,,20.0,1.0,21.0,2.0,2.0,4.0,,2.0,3.0,,,,2.0,6.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,18.0,,6.3,,,4.0,,3.0,4.0,,1.0,1.0,32.0,1.0,29.0,7,1.0,52.0,3.0,,2.0,1.0
2020-21,8896994,9,7,Aston_Villa,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,3.0,22.0,28.0,50.0,2.0,1.0,4.0,,1.0,,,,,,3.0,3.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,,12.0,,6.2,,,,1.0,,,,10.0,,27.0,33.0,60.0,1,1.0,67.0,2.0,1.0,,1.0
2020-21,8896994,9,7,Aston_Villa,Home,362470,193488.0,Anwar El Ghazi,anwar-el-ghazi,F,True,1.0,,,8.0,,7.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,16.0,,,,,,,,,6.0,,6.8,,,,,2.0,4.0,,,,13.0,,9.0,0,,16.0,,,1.0,
2020-21,8896994,9,7,Aston_Villa,Home,368134,169359.0,Matt Targett,matt-targett,D,False,,,,27.0,14.0,41.0,,,4.0,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,12.0,,6.6,,,,3.0,1.0,3.0,,4.0,,37.0,15.0,49.0,0,1.0,68.0,,1.0,,1.0
2020-21,8896994,9,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,10.0,3.0,13.0,2.0,3.0,,,,,,,,4.0,6.0,5.0,,,,,,,,,2.0,,90.0,,,,,,,,,14.0,,6.6,,,,,2.0,1.0,,,,17.0,3.0,19.0,0,,33.0,3.0,,2.0,
2020-21,8896994,9,7,Aston_Villa,Home,556904,184704.0,Marvelous Nakamba,marvelous-nakamba,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896994,9,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,1.0,13.0,27.0,40.0,1.0,1.0,5.0,,,,,,,1.0,2.0,2.0,,,,,1.0,,,1.0,,,90.0,1.0,,,,,,,,2.0,,7.1,,,,4.0,,,,1.0,,13.0,28.0,41.0,1,,49.0,,1.0,,
