season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2009-10,1062464,1,7,Aston_Villa,Home,579,1765,Emile Heskey,emile-heskey,F,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,597,1803,Brad Friedel,brad-friedel,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,791,15157,James Milner,james-milner,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,3537,6808,Habib Beye,habib-beye,D,False,0.0,0.0,68.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,4574,17468,Carlos Cuellar,carlos-cuellar,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,9041,2160,Stiliyan Petrov,stiliyan-petrov,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,9740,14668,Nigel Reo-Coker,nigel-reo-coker,M,True,,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,10281,19115,Curtis Davies,curtis-davies,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,10467,5750,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,10468,11735,Steve Sidwell,steve-sidwell,M,True,0.0,0.0,29.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,10589,18892,Ashley Young,ashley-young,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,False,0.0,0.0,77.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,14889,41705,Brad Guzan,brad-guzan,G,True,,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,24048,41823,Fabian Delph,fabian-delph,M,False,0.0,0.0,61.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,39276,51484,Nathan Delfouneso,nathan-delfouneso,F,True,0.0,0.0,13.0,0.0,,0.0
2009-10,1062464,1,7,Aston_Villa,Home,45680,58845,Ciaran Clark,ciaran-clark,D,True,,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,0.0,0.0,22.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,579,1765,Emile Heskey,emile-heskey,F,False,0.0,0.0,46.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,597,1803,Brad Friedel,brad-friedel,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,727,13310,Stephen Warnock,stephen-warnock,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,1089,1764,Richard Dunne,richard-dunne,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,1272,1930,Luke Young,luke-young,D,True,0.0,0.0,4.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,3537,6808,Habib Beye,habib-beye,D,False,0.0,0.0,85.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,9041,2160,Stiliyan Petrov,stiliyan-petrov,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,9415,4101,John Carew,john-carew,F,False,0.0,0.0,86.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,9729,8380,James Collins,james-collins,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,9740,14668,Nigel Reo-Coker,nigel-reo-coker,M,True,0.0,0.0,44.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,10467,5750,Nicky Shorey,nicky-shorey,D,True,,,,,,
2009-10,1062480,2,7,Aston_Villa,Away,10468,11735,Steve Sidwell,steve-sidwell,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,10589,18892,Ashley Young,ashley-young,D,False,0.0,1.0,90.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,False,1.0,0.0,90.0,0.0,,0.0
2009-10,1062480,2,7,Aston_Villa,Away,14889,41705,Brad Guzan,brad-guzan,G,True,,,,,,
2009-10,1062480,2,7,Aston_Villa,Away,24048,41823,Fabian Delph,fabian-delph,M,True,,,,,,
2009-10,1062480,2,7,Aston_Villa,Away,39276,51484,Nathan Delfouneso,nathan-delfouneso,F,True,,,,,,
2009-10,1062480,2,7,Aston_Villa,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,
2009-10,1062489,3,7,Aston_Villa,Away,579,1765,Emile Heskey,emile-heskey,F,True,0.0,0.0,9.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,597,1803,Brad Friedel,brad-friedel,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,791,15157,James Milner,james-milner,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,3537,6808,Habib Beye,habib-beye,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,4574,17468,Carlos Cuellar,carlos-cuellar,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,9041,2160,Stiliyan Petrov,stiliyan-petrov,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,9740,14668,Nigel Reo-Coker,nigel-reo-coker,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,10281,19115,Curtis Davies,curtis-davies,D,False,0.0,1.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,10467,5750,Nicky Shorey,nicky-shorey,D,False,1.0,0.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,10468,11735,Steve Sidwell,steve-sidwell,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062489,3,7,Aston_Villa,Away,10589,18892,Ashley Young,ashley-young,D,False,0.0,1.0,81.0,0.0,,0.0
