season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025129,14,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,5.0,5.0,10.0,1.0,1.0,7.0,1.0,1.0,,1.0,,,,1.0,3.0,5.0,,,0.265965,1.0274,1.4848,1.0,0.0,2.0,,,,1.0,2.0,,,,,,,86.0,3.0,,,,,,7.0,,,8.7,,,,41.434722401337,1.0,,,,,1.0,6.0,7.0,13.0,-37.695,,4,1.0,29.0,3.0,3.0,,1.0
2025-26,14025129,14,7,Aston_Villa,Away,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,True,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,2.0,1.0,,,4.28e-06,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,,,6.6,,,,,,,,,,,,1.0,1.0,,,0,1.0,2.0,,,,
2025-26,14025129,14,7,Aston_Villa,Away,803039,204646.0,Donyell Malen,donyell-malen,F,True,,,,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,,0.00013834,0.3746,0.8188,,0.0,1.0,,,,,,,,,,,,13.0,2.0,,,,,,1.0,,,6.9,,,,6.9533668082192,,,,,,,1.0,1.0,2.0,-6.93,,2,,5.0,1.0,,,
2025-26,14025129,14,7,Aston_Villa,Away,826204,226944.0,Boubacar Kamara,boubacar-kamara,M,False,,,,6.0,10.0,16.0,1.0,,6.0,,,,,2.0,,,,4.0,4.0,,,0.0125206,,,,0.0,,,,,2.0,1.0,,,,,,,70.0,,,,,,,5.0,,,6.4,,,,57.068048647373,,2.0,1.0,,,,9.0,10.0,19.0,-27.51,,0,1.0,30.0,,2.0,1.0,1.0
2025-26,14025129,14,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,1.0,6.0,38.0,44.0,,2.0,16.0,3.0,,,1.0,,,,,,6.0,,,0.0145977,0.27,0.6091,,0.0,,,,1.0,1.0,,,,,,,,90.0,1.0,,,,,,5.0,,,6.9,,,,154.05294427236,3.0,1.0,,,3.0,,8.0,41.0,49.0,-128.205,,2,1.0,61.0,,2.0,1.0,
2025-26,14025129,14,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,2.0,,2.0,9.0,17.0,26.0,,1.0,12.0,1.0,1.0,,,1.0,,,,2.0,4.0,,,0.342936,,,1.0,1.0,,,,,,2.0,,,,,,,90.0,,,,,,,17.0,,,7.2,,,,94.277653154909,6.0,1.0,6.0,,4.0,,11.0,22.0,33.0,31.08,,0,2.0,57.0,,,1.0,1.0
2025-26,14025129,14,7,Aston_Villa,Away,851100,209243.0,Jadon Sancho,jadon-sancho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025129,14,7,Aston_Villa,Away,864169,244954.0,Pau Torres,pau-torres,D,False,,,3.0,13.0,47.0,60.0,,1.0,37.0,3.0,,,,,,,,1.0,6.0,,,0.00666376,,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,1.0,,,,9.0,,,5.9,,,,362.63756486912,4.0,1.0,,,9.0,,21.0,48.0,69.0,-205.38,,0,3.0,81.0,,1.0,1.0,2.0
2025-26,14025129,14,7,Aston_Villa,Away,923973,449871.0,Amadou Onana,amadou-onana,M,False,,,1.0,9.0,21.0,30.0,2.0,2.0,21.0,7.0,,,,2.0,,,1.0,5.0,6.0,,,0.00648502,0.1724,0.6901,,0.0,1.0,,,,2.0,,,,,,,,90.0,1.0,,,,,,8.0,,,7.3,,,1.0,197.32040979197,4.0,,,,3.0,,15.0,22.0,37.0,-65.835,,2,4.0,51.0,,,,4.0
2025-26,14025129,14,7,Aston_Villa,Away,930245,485337.0,Evann Guessand,evann-guessand,F,False,,,,,7.0,7.0,1.0,,5.0,2.0,1.0,2.0,,,,,2.0,5.0,2.0,,,5.386e-05,0.5912,0.5323,2.0,1.0,,,,,,1.0,,,,,,,86.0,2.0,,,,,,8.0,,,5.3,,,,53.223707551112,,1.0,,,1.0,,2.0,9.0,11.0,44.205,,2,1.0,21.0,1.0,,1.0,
2025-26,14025129,14,7,Aston_Villa,Away,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,2.0,15.0,9.0,24.0,2.0,1.0,17.0,4.0,1.0,,,,1.0,,2.0,10.0,5.0,,,0.263438,,,2.0,1.0,,,,,1.0,3.0,,,,,,,90.0,,1.0,,,,,20.0,,,7.3,,,,169.22963893953,1.0,6.0,1.0,,4.0,,21.0,12.0,33.0,-94.395,,0,1.0,54.0,3.0,1.0,2.0,
2025-26,14025129,14,7,Aston_Villa,Away,976263,441302.0,Ian Maatsen,ian-maatsen,D,False,1.0,,,7.0,14.0,21.0,,1.0,8.0,4.0,1.0,,,3.0,,,5.0,9.0,10.0,,,0.496596,0.0601,0.3105,,0.0,,,,,,2.0,,,,,,,70.0,1.0,,,,,,15.0,,,6.9,,,,96.407154218783,4.0,6.0,2.0,,,,7.0,18.0,25.0,-29.82,,1,4.0,55.0,,,5.0,3.0
2025-26,14025129,14,7,Aston_Villa,Away,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,7.801e-05,,,,0.0,,,,,,,,,,,,,11.0,,1.0,,,,,,,,6.7,,,,,,,,,,,1.0,,1.0,,,0,,4.0,,1.0,,
2025-26,14025129,14,7,Aston_Villa,Away,1135876,516875.0,Ronnie Hollingshead,ronnie-hollingshead,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025129,14,7,Aston_Villa,Away,1457536,606798.0,Andrés García,andres-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025156,15,7,Aston_Villa,Home,96538,101188.0,Lucas Digne,lucas-digne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025156,15,7,Aston_Villa,Home,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025156,15,7,Aston_Villa,Home,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,1.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,,,,0.0016235,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,1.0,,,6.7,,,,20.797266034711,,,,,1.0,,3.0,1.0,4.0,12.6,,0,,4.0,,,,
2025-26,14025156,15,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,1.0,13.0,10.0,18.0,28.0,,,10.0,9.0,,,,,,,,,1.0,,1.0,0.0041494,,,,0.0,,1.0719,,,,,,,,,,,90.0,,,,,,,15.0,,,7.6,2.0,7.0,,52.861664122398,1.0,,,1.0,28.0,,23.0,20.0,43.0,8.82,,0,,57.0,,1.0,,
2025-26,14025156,15,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,,,3.0,9.0,5.0,14.0,3.0,1.0,11.0,1.0,1.0,,,1.0,,,2.0,7.0,3.0,,,0.0177207,,,1.0,0.0,,,,,1.0,1.0,,,,,,,75.0,,,,,,,11.0,,,6.6,,,,123.63104512723,1.0,,3.0,,3.0,,11.0,8.0,19.0,31.92,,0,1.0,30.0,1.0,1.0,,1.0
2025-26,14025156,15,7,Aston_Villa,Home,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,,,1.0,17.0,11.0,28.0,1.0,,10.0,6.0,,1.0,1.0,1.0,,,2.0,6.0,4.0,,,0.142757,0.3449,0.4433,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,13.0,,,6.5,,,,52.848855879313,,1.0,2.0,,3.0,,23.0,12.0,35.0,16.8,,2,3.0,52.0,1.0,1.0,,2.0
2025-26,14025156,15,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,2.0,4.0,6.0,,,6.0,2.0,,1.0,2.0,,,,4.0,4.0,4.0,,,0.00154331,0.8279,0.933,,0.0,,,,,,,,,,,,,66.0,2.0,,,,,,14.0,,,6.8,,,,110.44393834272,1.0,3.0,,,,,7.0,6.0,13.0,43.155,,4,1.0,31.0,3.0,,3.0,1.0
2025-26,14025156,15,7,Aston_Villa,Home,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,True,,,,3.0,1.0,4.0,1.0,,,,,1.0,2.0,,,,2.0,3.0,,,,0.17312,0.4849,0.3292,,0.0,1.0,,,,,1.0,,,,,,,9.0,1.0,,,,,,4.0,,,7.7,,,,,,,,,,,5.0,1.0,6.0,,,3,,11.0,,,,
2025-26,14025156,15,7,Aston_Villa,Home,803039,204646.0,Donyell Malen,donyell-malen,F,True,,,,2.0,,2.0,,,1.0,,,1.0,,,,,1.0,2.0,,,,0.00425218,0.1931,,,0.0,,,,,,,,,,,,,24.0,,,,,,,5.0,,,6.0,,,1.0,5.3130364199768,,1.0,,,,,4.0,,4.0,5.25,,1,,8.0,1.0,,,
2025-26,14025156,15,7,Aston_Villa,Home,826204,226944.0,Boubacar Kamara,boubacar-kamara,M,False,,,2.0,25.0,17.0,42.0,,,15.0,6.0,,,1.0,1.0,1.0,,,3.0,5.0,,,0.0404365,0.0884,,,1.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,6.0,,,7.6,,,,114.52830339283,,3.0,,,2.0,,29.0,17.0,46.0,42.63,,1,4.0,60.0,,,1.0,2.0
2025-26,14025156,15,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,1.0,16.0,28.0,44.0,1.0,,18.0,4.0,,,,,,,,2.0,1.0,,,0.00542661,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,,,6.6,,,,126.55663977762,5.0,,,,1.0,,16.0,28.0,44.0,17.955,,0,,51.0,,1.0,,
2025-26,14025156,15,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,,,1.0,14.0,14.0,28.0,,2.0,10.0,1.0,,,1.0,1.0,,,,2.0,3.0,,,0.0506842,0.2512,0.1326,1.0,0.0,1.0,,,,1.0,1.0,,,,,,,87.0,1.0,,,,,,11.0,,,7.8,,,,58.120323268013,4.0,,4.0,,4.0,,17.0,15.0,32.0,-20.37,,2,1.0,51.0,,,,1.0
2025-26,14025156,15,7,Aston_Villa,Home,851100,209243.0,Jadon Sancho,jadon-sancho,M,True,,,,6.0,1.0,7.0,,,2.0,,1.0,,,,,,,,1.0,,,0.395588,,,,0.0,,,,,,2.0,,,,,,,15.0,,,,,,,1.0,,,7.5,,,,16.353621707467,,1.0,,,,,7.0,1.0,8.0,10.395,,0,,10.0,,,1.0,
2025-26,14025156,15,7,Aston_Villa,Home,864169,244954.0,Pau Torres,pau-torres,D,False,,,5.0,17.0,24.0,41.0,,1.0,20.0,5.0,,,,,,,2.0,2.0,4.0,,1.0,0.0152423,,,,0.0,,,,,1.0,,,,,,,,86.0,,1.0,,,,,10.0,,,6.9,,,,167.93209129512,2.0,1.0,1.0,,7.0,,19.0,29.0,48.0,74.76,,0,1.0,58.0,,1.0,1.0,
2025-26,14025156,15,7,Aston_Villa,Home,923973,449871.0,Amadou Onana,amadou-onana,M,False,,,2.0,15.0,11.0,26.0,,1.0,12.0,4.0,,,,,,,,1.0,3.0,1.0,1.0,0.0158333,,,1.0,0.0,,,,,,,,,,,,,75.0,,,,,,,3.0,,,6.3,,,,86.110582303797,3.0,,,,3.0,,17.0,11.0,28.0,29.295,,0,2.0,37.0,1.0,,,1.0
2025-26,14025156,15,7,Aston_Villa,Home,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,1.0,,1.0,19.0,6.0,25.0,5.0,1.0,20.0,3.0,,,,,,,,11.0,4.0,,1.0,0.172794,0.0398,0.1553,3.0,0.0,,,,,1.0,2.0,,,,,,,90.0,1.0,,,,,,19.0,,,6.8,,,,213.92231296962,2.0,4.0,3.0,,3.0,,27.0,7.0,34.0,165.375,,1,1.0,56.0,5.0,1.0,1.0,1.0
2025-26,14025156,15,7,Aston_Villa,Home,976263,441302.0,Ian Maatsen,ian-maatsen,D,False,,,1.0,11.0,9.0,20.0,1.0,1.0,14.0,2.0,,,,2.0,,,,5.0,7.0,,,0.0274219,0.048,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,16.0,,,6.4,,,1.0,168.60620578018,3.0,3.0,1.0,,1.0,,15.0,11.0,26.0,121.8,,1,1.0,53.0,5.0,2.0,3.0,1.0
2025-26,14025156,15,7,Aston_Villa,Home,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,4.0,3.0,7.0,,,3.0,1.0,,,,,,,,,,,,0.00673116,,,,0.0,,,,,,,,,,,,,15.0,,,,,,,1.0,,,6.7,,,,39.59566930793,1.0,,,,,,4.0,3.0,7.0,8.82,,0,,9.0,1.0,,,
2025-26,14025156,15,7,Aston_Villa,Home,1398204,577285.0,George Hemmings,george-hemmings,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025156,15,7,Aston_Villa,Home,1457536,606798.0,Andrés García,andres-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025210,16,7,Aston_Villa,Away,96538,101188.0,Lucas Digne,lucas-digne,D,True,,,,8.0,5.0,13.0,,1.0,5.0,3.0,,,,,,,,,2.0,,,0.00169737,0.0436,0.0418,,0.0,,,,,,,,,,,,,15.0,1.0,,,,,,4.0,0.0,,6.8,,,,40.777475183958,,,1.0,,2.0,,11.0,5.0,16.0,23.741546807922,,1,1.0,22.0,,,,1.0
2025-26,14025210,16,7,Aston_Villa,Away,100390,72147.0,Marco Bizot,marco-bizot,G,False,,,6.0,1.0,33.0,34.0,,1.0,10.0,7.0,,,,,,,,,2.0,,,0.00019801,,,,0.0,,-1.2732,2.0,,,,,,,,,,90.0,,,,,,,5.0,0.0,1.0,6.2,,1.0,,49.993364544324,1.0,,,,11.0,,3.0,36.0,39.0,9.4885891080497,,0,,47.0,,1.0,,
2025-26,14025210,16,7,Aston_Villa,Away,143334,184667.0,Victor Lindelöf,victor-lindelof,D,False,,,2.0,14.0,48.0,62.0,,3.0,32.0,3.0,,,,1.0,,,,1.0,4.0,,,0.0150064,,,,1.0,,,,,,1.0,,,,,,,90.0,,,,,,,7.0,5.0,,6.8,,,,298.99025230745,3.0,,,,3.0,,17.0,52.0,69.0,184.36573218526,97.964308988563,0,1.0,73.0,,,,
2025-26,14025210,16,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,2.0,,2.0,12.0,10.0,22.0,1.0,,12.0,6.0,,,,,,,4.0,5.0,7.0,,,0.334486,,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,10.0,2.0,,7.0,,,,144.52677165455,2.0,,4.0,,3.0,,14.0,10.0,24.0,57.306204303462,84.128778578355,0,3.0,46.0,2.0,4.0,,2.0
2025-26,14025210,16,7,Aston_Villa,Away,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,1.0,,3.0,20.0,24.0,44.0,1.0,2.0,13.0,3.0,1.0,,,,,,1.0,6.0,9.0,,,0.0875607,,,3.0,1.0,,,,,1.0,1.0,,,,,,,90.0,,2.0,,,,,7.0,0.0,,7.2,,,,86.916904956288,,2.0,1.0,,3.0,,23.0,25.0,48.0,15.366609294518,,0,2.0,64.0,1.0,4.0,1.0,2.0
2025-26,14025210,16,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,2.0,4.0,6.0,,2.0,6.0,,,,,1.0,,,1.0,3.0,3.0,,,0.00501385,,,1.0,0.0,,,,,,,,,,,,,75.0,,,,,,,6.0,1.0,,6.4,,,,52.399216073814,,,1.0,,,1.0,4.0,5.0,9.0,24.305499995787,16.194005835494,0,,17.0,1.0,1.0,,
2025-26,14025210,16,7,Aston_Villa,Away,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,True,,,,5.0,4.0,9.0,2.0,,2.0,2.0,,,,,,,2.0,4.0,3.0,,,0.00409188,,,,0.0,,,,,,2.0,,,,,,,15.0,,,,,,,3.0,0.0,,6.6,,,,10.654772530203,,1.0,,,,,6.0,4.0,10.0,3.9339759193199,,0,2.0,15.0,,,1.0,2.0
2025-26,14025210,16,7,Aston_Villa,Away,803039,204646.0,Donyell Malen,donyell-malen,F,True,,,,1.0,,1.0,,,4.0,1.0,,,,,,,,2.0,2.0,,,0.00610101,0.0543,0.0306,1.0,0.0,,,,,,1.0,,,,,,,26.0,1.0,,,,,,4.0,1.0,,6.5,,,,34.821249338957,,2.0,1.0,,,,1.0,,1.0,21.625922358731,12.7533832374,1,,8.0,2.0,1.0,1.0,
2025-26,14025210,16,7,Aston_Villa,Away,826204,226944.0,Boubacar Kamara,boubacar-kamara,M,False,,,,22.0,34.0,56.0,3.0,2.0,20.0,7.0,,,,1.0,,,,6.0,6.0,,,0.0358376,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,9.0,3.0,,6.5,,,,172.46251587764,1.0,1.0,,,1.0,,26.0,37.0,63.0,87.418192308249,66.482507420296,0,1.0,74.0,2.0,2.0,1.0,
2025-26,14025210,16,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,2.0,25.0,59.0,84.0,,,44.0,4.0,,,,,,,,1.0,,1.0,,0.0210086,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,3.0,5.0,,6.0,,,,417.47545996932,1.0,,,,4.0,,27.0,59.0,86.0,300.01218440629,108.55850454832,0,,89.0,1.0,,,
2025-26,14025210,16,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,,,1.0,18.0,25.0,43.0,,2.0,20.0,4.0,,,,1.0,,,,3.0,6.0,,,0.0137215,,,2.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,10.0,2.0,,6.5,,,,213.22641185223,2.0,,1.0,,5.0,,23.0,26.0,49.0,50.675781794398,57.802572282355,0,3.0,62.0,,1.0,,3.0
2025-26,14025210,16,7,Aston_Villa,Away,851100,209243.0,Jadon Sancho,jadon-sancho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025210,16,7,Aston_Villa,Away,923973,449871.0,Amadou Onana,amadou-onana,M,False,,,1.0,25.0,24.0,49.0,1.0,5.0,21.0,,,,,,,,,3.0,8.0,,,0.0233496,,,1.0,0.0,,,,,1.0,,,,,,,,64.0,,,,,,,13.0,0.0,,6.6,,,,138.61491230637,1.0,1.0,,,2.0,,29.0,28.0,57.0,53.997696478862,,0,2.0,72.0,4.0,2.0,,2.0
2025-26,14025210,16,7,Aston_Villa,Away,930245,485337.0,Evann Guessand,evann-guessand,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025210,16,7,Aston_Villa,Away,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,4.0,26.0,6.0,32.0,1.0,1.0,28.0,,,,1.0,1.0,,,1.0,7.0,7.0,,,0.0961274,0.5356,0.8999,2.0,0.0,2.0,,,,1.0,,,,,,,,90.0,2.0,,,,,,12.0,5.0,,9.3,,,2.0,209.62240076898,1.0,5.0,1.0,,4.0,,29.0,10.0,39.0,82.698046918456,61.789205302355,5,3.0,61.0,1.0,,3.0,2.0
2025-26,14025210,16,7,Aston_Villa,Away,976263,441302.0,Ian Maatsen,ian-maatsen,D,False,,,6.0,22.0,26.0,48.0,,,25.0,7.0,,,,1.0,,,1.0,4.0,7.0,,1.0,0.0213345,,,,0.0,,,,,,,,,,,,,75.0,,,,,,,16.0,1.0,,6.7,,,,234.53901925201,1.0,5.0,1.0,,6.0,,28.0,28.0,56.0,74.594930549373,24.289386344657,0,4.0,81.0,1.0,,3.0,3.0
2025-26,14025210,16,7,Aston_Villa,Away,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025210,16,7,Aston_Villa,Away,1138445,481283.0,James Wright,wright-james,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025210,16,7,Aston_Villa,Away,1398204,577285.0,George Hemmings,george-hemmings,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025210,16,7,Aston_Villa,Away,1457536,606798.0,Andrés García,andres-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025216,17,7,Aston_Villa,Home,96538,101188.0,Lucas Digne,lucas-digne,D,True,,,,1.0,3.0,4.0,,,1.0,,,,,,,,,1.0,1.0,,,0.00124414,,,,0.0,,,,,,,,,,,,,15.0,,,,,,,3.0,,,6.7,,,,3.675,1.0,1.0,,,,,1.0,4.0,5.0,3.675,,0,1.0,9.0,,,,1.0
2025-26,14025216,17,7,Aston_Villa,Home,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025216,17,7,Aston_Villa,Home,143334,184667.0,Victor Lindelöf,victor-lindelof,D,False,,,2.0,2.0,45.0,47.0,1.0,,14.0,3.0,,,,,,,1.0,3.0,1.0,,,0.00276879,,,1.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,6.0,,,6.4,,,,94.901878058611,4.0,,,,5.0,,5.0,46.0,51.0,40.95,,0,1.0,63.0,,,,1.0
2025-26,14025216,17,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,8.0,5.0,25.0,30.0,,1.0,12.0,13.0,,,,,,,,,2.0,,,0.00151121,,,,0.0,,-0.1495,7.0,,,,,,,,,,90.0,,,,,,,20.0,,1.0,6.6,1.0,5.0,,66.69606322939,1.0,,,,27.0,,20.0,29.0,49.0,50.82,,0,,69.0,,1.0,,
2025-26,14025216,17,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,,,1.0,9.0,11.0,20.0,,,14.0,5.0,,,,,,,7.0,8.0,3.0,,,0.01895,0.1098,0.3698,1.0,1.0,,,,,,3.0,,,,,,,84.0,1.0,,,,,,19.0,1.0,,6.6,,,,130.73245800606,,1.0,3.0,,1.0,,14.0,14.0,28.0,44.415,13.453926713046,1,1.0,47.0,1.0,1.0,1.0,1.0
2025-26,14025216,17,7,Aston_Villa,Home,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,1.0,,1.0,7.0,12.0,19.0,3.0,3.0,11.0,4.0,,,,2.0,,,1.0,7.0,11.0,,,0.0921435,0.0276,,1.0,0.0,,,,,,2.0,,,,,,,90.0,,,,,,,14.0,,,7.0,,,1.0,86.644140981026,,,3.0,,1.0,1.0,11.0,16.0,27.0,20.37,,1,4.0,51.0,2.0,4.0,,1.0
2025-26,14025216,17,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,5.0,1.0,6.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,3.0,5.0,1.0,,,0.0230882,0.1531,,,1.0,,,,,,1.0,,,,,,,75.0,,,,,,,9.0,,,6.4,,,,8.7494402106649,,,,,1.0,1.0,7.0,2.0,9.0,8.4,,1,,19.0,3.0,,,
2025-26,14025216,17,7,Aston_Villa,Home,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,True,,,,1.0,2.0,3.0,,,1.0,2.0,,,,1.0,,,,1.0,1.0,,,0.00172339,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,2.0,,,6.6,,,,4.0813508793045,,,,,,,2.0,3.0,5.0,0.10500000000002,,0,,6.0,,1.0,,
2025-26,14025216,17,7,Aston_Villa,Home,803039,204646.0,Donyell Malen,donyell-malen,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,0.00172248,,,,0.0,,,,,,1.0,,,,,,,15.0,,,,,,,1.0,,,6.5,,,,6.4051932055169,,,,,1.0,,2.0,,2.0,1.89,,0,,2.0,,,,
2025-26,14025216,17,7,Aston_Villa,Home,826204,226944.0,Boubacar Kamara,boubacar-kamara,M,False,,,1.0,12.0,15.0,27.0,,1.0,12.0,2.0,,,,3.0,,,1.0,9.0,6.0,,1.0,0.0118933,,,2.0,0.0,,,,,,,,,,,,,88.0,,,,,,,7.0,1.0,,6.9,,,,131.63389036593,2.0,3.0,,,2.0,,13.0,16.0,29.0,73.395,29.610702727223,0,3.0,44.0,1.0,2.0,,
2025-26,14025216,17,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,,6.0,24.0,30.0,1.0,,19.0,2.0,,,,,,,,2.0,,,,0.00242551,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,5.0,1.0,,6.4,,,,168.02166210068,4.0,,,,,,7.0,27.0,34.0,110.04,24.150861599537,0,,44.0,,,,
2025-26,14025216,17,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,,,1.0,9.0,16.0,25.0,2.0,,12.0,2.0,,,1.0,,,,1.0,5.0,1.0,1.0,,0.00554317,0.067,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,11.0,,,5.8,,,,104.7803757291,1.0,1.0,1.0,,5.0,,12.0,18.0,30.0,-19.005,,1,1.0,48.0,1.0,,,
