playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,foulWonPenalty,throwInsToOppositionPlayer,successfulCornersIntoBox,penaltiesConceded,lastPlayerTackle,redCards2ndYellow,leftFootGoals,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,headedGoals,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,drops,penaltiesSaved,savesFromPenalty,ownGoalScored,otherGoals
98980,Emiliano Martínez,Goalkeeper,Arsenal,3,Argentina,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,Arsenal,3,Poland,2012-13,,,0.0139,0.0,,,,,,,,6.0,4.0,,,4.0,53.0,,116.0,,,,,,,1.0,,,,360.0,,,,,,,21.0,,1.0,3.1033,,17.0,3.0,3.0,,,8.0,,0.0,,,103.0,40.0,4.0,,,,,36.0,3.0,,,,,,0.0,61.0,,,54.0,,,,5.0,,,,,42.0,,152.0,,,,,31.0,27.0,,,0.0,47.0,7.0,,,,,,,,,,,,,,,2.0,4.0,7.0,1.0,2.0,2.0,34.0,37.0,5.0,17.0,1.0,2.0,5.0,,,,,,,
20487,Vito Mannone,Goalkeeper,Arsenal,3,Italy,2012-13,1.0,,0.0281,0.0,,,,,,,,5.0,9.0,,,9.0,95.0,,224.0,,,,,,5.0,3.0,,,,810.0,,,1.0,5.0,1.0,1.0,53.0,,1.0,10.1192,,39.0,4.0,10.0,,,23.0,1.0,0.0,6.0,,186.0,70.0,9.0,,,,,61.0,9.0,,,,1.0,4.0,0.0,122.0,,,95.0,,,,15.0,,,,,76.0,,308.0,,,,,43.0,68.0,,,0.0,90.0,13.0,,,,,,,,,,,,,,,4.0,7.0,23.0,4.0,9.0,2.0,71.0,76.0,6.0,37.0,2.0,9.0,14.0,,,1.0,,,,
59936,Wojciech Szczesny,Goalkeeper,Arsenal,3,Poland,2012-13,4.0,,0.05,0.0,,,,,,,,5.0,25.0,,,25.0,224.0,,611.0,,,,,,5.0,10.0,,,,2250.0,,,,7.0,6.0,2.0,181.0,,2.0,28.0502,,98.0,27.0,24.0,,4.0,86.0,1.0,0.0,11.0,,484.0,219.0,25.0,,,,,152.0,18.0,,,,6.0,5.0,0.0,371.0,,,233.0,,,,41.0,2.0,1.0,,,206.0,,882.0,,,,,130.0,235.0,1.0,,1.0,219.0,25.0,,,,,1.0,,,,,,,,,,14.0,17.0,72.0,13.0,37.0,2.0,171.0,222.0,22.0,81.0,3.0,24.0,34.0,,,2.0,1.0,1.0,,
37634,Henrique Hilário,Goalkeeper,Chelsea,8,Portugal,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Chelsea,8,Czech Republic,2012-13,,,0.1789,0.0,,,,,1.0,,,15.0,36.0,,,36.0,414.0,,966.0,,,,,,3.0,14.0,,,,3195.0,,,,8.0,6.0,5.0,280.0,,,40.7321,1.0,101.0,31.0,36.0,,,134.0,4.0,0.0,8.0,,700.0,323.0,36.0,,,1.0,,175.0,30.0,,,,5.0,3.0,0.0,544.0,,1.0,425.0,,,,132.0,1.0,,,,272.0,,1380.0,,1.0,,,226.0,377.0,1.0,,2.0,399.0,44.0,,,,,,,,,,,,,,,28.0,49.0,122.0,4.0,48.0,3.0,268.0,338.0,43.0,123.0,1.0,19.0,70.0,,,1.0,,,,
17694,Ross Turnbull,Goalkeeper,Chelsea,8,England,2012-13,,,0.0024,0.0,,,,,,,,1.0,3.0,,,2.0,22.0,,58.0,,,,1.0,,1.0,,,,,225.0,,,,1.0,1.0,,23.0,,,2.032,,5.0,1.0,3.0,,,10.0,,0.0,1.0,,41.0,23.0,3.0,,,,,8.0,2.0,,,,,1.0,0.0,33.0,,,23.0,,,,7.0,,,,,13.0,,83.0,,,,,12.0,28.0,,,0.0,21.0,1.0,,,,,,,,,,,,,,,1.0,3.0,5.0,1.0,2.0,,15.0,23.0,3.0,7.0,,,3.0,,,,,,,
41080,Ján Mucha,Goalkeeper,Everton,11,Slovakia,2012-13,,,0.0084,0.0,,,,,,,,,2.0,,,2.0,31.0,,58.0,,,,,,,1.0,,,,180.0,,,,,,,9.0,,,3.504,,13.0,6.0,1.0,,,2.0,,0.0,,,55.0,26.0,2.0,,,,,18.0,1.0,,,,,,0.0,33.0,,,32.0,,,,1.0,,,,,18.0,,94.0,,,,,19.0,9.0,,,0.0,31.0,6.0,,,,,,,,,,,,,,,5.0,3.0,12.0,,7.0,,18.0,21.0,1.0,11.0,,3.0,5.0,,,,,,,
94064,Mason Springthorpe,Goalkeeper,Everton,11,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15337,Tim Howard,Goalkeeper,Everton,11,United States,2012-13,5.0,,0.1304,0.0,,,,,2.0,,,15.0,36.0,,,36.0,396.0,,925.0,,,,,,10.0,10.0,,,,3240.0,,,,18.0,7.0,8.0,201.0,,2.0,38.3524,1.0,145.0,40.0,39.0,,5.0,64.0,5.0,0.0,23.0,,788.0,392.0,36.0,,,2.0,,269.0,32.0,,,,13.0,10.0,0.0,487.0,,,404.0,,1.0,,73.0,,,,,328.0,,1367.0,,,,,236.0,260.0,,,0.0,381.0,35.0,,,,,,,,,,,,,,,23.0,55.0,90.0,4.0,39.0,5.0,306.0,413.0,9.0,129.0,2.0,27.0,50.0,,,3.0,,,,
