playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,penaltiesSaved,totalTackles,unsuccessfulShortPasses,savesMadeCaught,aerialDuels,penaltiesFaced,aerialDuelsLost,savesFromPenalty,punches,penaltyGoalsConceded,goalkeeperSmother,crossesNotClaimed,aerialDuelsWon,tacklesWon,savesMadeParried,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,blockedShots,throughBalls,goalAssists,goals,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,penaltiesConceded,shotsBlockedInBox,homeGoals,lastPlayerTackle,headedGoals,iboxBlocked,blocks,shotsBlockedOutsideBox,handballsConceded,overruns,offsides,rightFootGoals,leftFootGoals,ownGoalScored,clearancesOffTheLine,unsuccessfulLayoffs,secondGoalAssists,redCards2ndYellow,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,penaltyGoals,hitWoodwork,setPiecesGoals,otherGoals
481283,James Wright,Goalkeeper,Aston Villa U21,15986,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69752,Neto,Goalkeeper,Bournemouth,91,Brazil,2023-24,58.3344,61.0,0.0431,38.0,55.0,0.0,20.0,152.0,115.0,,0.0,13.0,578.0,282.0,32.0,6.0,33.0,32.0,125.0,32.0,49.0,359.0,902.0,223.0,4.0,0.0,282.0,534.0,368.0,95.0,7.0,172.0,188.0,2880.0,1254.0,12.0,6.0,3.0,3.0,144.0,418.0,355.0,78.0,5.0,344.0,72.0,1.0,1.0,,15.0,4.0,9.0,6.0,,1.0,26.0,5.0,7.0,1.0,9.0,,31.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32259,Darren Randolph,Goalkeeper,Bournemouth,91,Ireland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215531,Ionut Radu,Goalkeeper,Celta de Vigo,176,Romania,2023-24,2.932,2.0,0.0005,1.0,7.0,0.0,2.0,15.0,5.0,,0.0,,22.0,15.0,2.0,,2.0,2.0,4.0,2.0,6.0,12.0,58.0,11.0,,0.0,19.0,41.0,12.0,2.0,,21.0,8.0,180.0,76.0,,1.0,,,6.0,42.0,38.0,2.0,0.0,12.0,7.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229600,Mark Travers,Goalkeeper,Everton,11,Ireland,2023-24,5.0702,14.0,0.0053,4.0,5.0,0.0,3.0,14.0,13.0,1.0,0.0,4.0,74.0,27.0,4.0,,4.0,4.0,21.0,4.0,5.0,51.0,105.0,26.0,2.0,0.0,24.0,56.0,51.0,15.0,2.0,17.0,23.0,360.0,139.0,3.0,,,1.0,26.0,33.0,31.0,9.0,0.0,51.0,4.0,1.0,,,,,2.0,1.0,,,2.0,1.0,,,2.0,,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
568791,Callan McKenna,Goalkeeper,Bournemouth,91,Scotland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235448,Ellery Balcombe,Goalkeeper,Brentford,94,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154561,David Raya,Goalkeeper,Arsenal,3,Spain,2023-24,20.7262,59.0,0.0742,13.0,24.0,0.0,35.0,161.0,46.0,4.0,0.0,12.0,544.0,271.0,32.0,5.0,20.0,32.0,114.0,32.0,21.0,265.0,906.0,96.0,6.0,0.0,218.0,708.0,269.0,37.0,16.0,201.0,143.0,2880.0,1176.0,11.0,3.0,2.0,6.0,148.0,527.0,498.0,26.0,2.0,260.0,49.0,1.0,1.0,1.0,5.0,4.0,6.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118342,Mark Flekken,Goalkeeper,Brentford,94,Netherlands,2023-24,56.6911,88.0,0.1806,40.0,63.0,0.0,40.0,305.0,115.0,4.0,0.0,26.0,813.0,299.0,37.0,4.0,50.0,37.0,197.0,37.0,57.0,443.0,1446.0,289.0,15.0,0.0,308.0,948.0,450.0,112.0,7.0,328.0,321.0,3285.0,1795.0,18.0,6.0,1.0,8.0,232.0,806.0,682.0,63.0,3.0,437.0,70.0,8.0,,1.0,6.0,1.0,11.0,2.0,1.0,,23.0,2.0,3.0,1.0,10.0,1.0,32.0,,,,,,,,,,,,,3.0,7.0,1.0,,,1.0,,1.0,,1.0,3.0,2.0,,,,,1.0,2.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
507433,Hákon Valdimarsson,Goalkeeper,Brentford,94,Iceland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140200,Thomas Strakosha,Goalkeeper,AEK Athens,234,Albania,2023-24,1.5723,2.0,0.009,1.0,2.0,0.0,2.0,10.0,6.0,1.0,0.0,1.0,36.0,11.0,2.0,,3.0,2.0,5.0,1.0,2.0,19.0,66.0,15.0,,0.0,18.0,37.0,19.0,2.0,,20.0,16.0,135.0,81.0,1.0,,,,4.0,42.0,31.0,3.0,0.0,19.0,5.0,,,,,,1.0,,,,1.0,,,,1.0,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563883,Vincent Angelini,Goalkeeper,Brentford,94,Scotland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489639,Bart Verbruggen,Goalkeeper,Brighton and Hove Albion,36,Netherlands,2023-24,25.2098,20.0,0.01,17.0,28.0,0.0,17.0,165.0,65.0,2.0,0.0,11.0,353.0,205.0,21.0,,21.0,21.0,29.0,21.0,26.0,107.0,743.0,72.0,5.0,0.0,185.0,647.0,109.0,4.0,4.0,225.0,91.0,1890.0,976.0,9.0,2.0,1.0,3.0,48.0,607.0,545.0,42.0,3.0,98.0,41.0,2.0,,1.0,9.0,5.0,6.0,3.0,,,6.0,3.0,7.0,,6.0,1.0,12.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49262,Jason Steele,Goalkeeper,Brighton and Hove Albion U21,12947,England,2023-24,27.2936,15.0,0.0078,10.0,34.0,0.0,7.0,137.0,43.0,1.0,0.0,5.0,310.0,147.0,17.0,,14.0,17.0,17.0,17.0,28.0,101.0,602.0,54.0,4.0,0.0,117.0,527.0,103.0,6.0,2.0,155.0,80.0,1530.0,743.0,2.0,6.0,,1.0,53.0,484.0,421.0,28.0,0.0,94.0,30.0,3.0,,,7.0,1.0,1.0,3.0,,,2.0,3.0,3.0,,1.0,,10.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432720,James Trafford,Goalkeeper,Manchester City,43,England,2023-24,55.0437,59.0,0.0619,38.0,62.0,0.0,25.0,227.0,106.0,5.0,0.0,26.0,837.0,295.0,28.0,5.0,28.0,28.0,108.0,28.0,50.0,519.0,1368.0,198.0,6.0,0.0,241.0,1004.0,533.0,119.0,2.0,304.0,182.0,2520.0,1735.0,23.0,12.0,5.0,6.0,251.0,741.0,667.0,78.0,2.0,503.0,72.0,3.0,,2.0,16.0,2.0,20.0,5.0,3.0,,20.0,5.0,6.0,3.0,17.0,1.0,41.0,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133085,Lawrence Vigouroux,Goalkeeper,Swansea City,80,Chile,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232917,Arijanet Muric,Goalkeeper,Ipswich Town,40,Kosovo,2023-24,22.0913,21.0,0.0507,14.0,16.0,0.0,19.0,66.0,64.0,3.0,0.0,7.0,354.0,106.0,10.0,1.0,21.0,10.0,74.0,10.0,15.0,171.0,526.0,33.0,3.0,0.0,72.0,440.0,181.0,15.0,,106.0,106.0,900.0,688.0,7.0,1.0,,3.0,101.0,281.0,249.0,42.0,0.0,162.0,40.0,,1.0,1.0,9.0,,4.0,2.0,,1.0,4.0,1.0,,,4.0,1.0,19.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
215059,Robert Sánchez,Goalkeeper,Chelsea,8,Spain,2023-24,24.4373,11.0,0.0118,13.0,25.0,0.0,17.0,110.0,53.0,1.0,0.0,4.0,250.0,133.0,16.0,2.0,17.0,16.0,30.0,16.0,23.0,106.0,520.0,91.0,1.0,0.0,156.0,386.0,110.0,22.0,3.0,160.0,85.0,1434.0,698.0,4.0,2.0,,1.0,37.0,384.0,329.0,36.0,2.0,99.0,45.0,,1.0,,7.0,2.0,3.0,3.0,,1.0,2.0,2.0,,1.0,3.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122074,Marcus Bettinelli,Goalkeeper,Manchester City,43,England,2023-24,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457569,Djordje Petrovic,Goalkeeper,Bournemouth,91,Serbia,2023-24,30.2749,19.0,0.0103,20.0,38.0,0.0,18.0,172.0,75.0,1.0,0.0,6.0,302.0,152.0,23.0,2.0,29.0,23.0,45.0,22.0,35.0,167.0,707.0,149.0,,0.0,204.0,519.0,172.0,42.0,5.0,233.0,93.0,1986.0,926.0,6.0,3.0,,,96.0,495.0,447.0,44.0,2.0,166.0,49.0,,,,1.0,2.0,6.0,2.0,,,8.0,1.0,2.0,2.0,6.0,,18.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499857,Teddy Sharman-Lowe,Goalkeeper,Chelsea U21,12943,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518892,Ted Curd,Goalkeeper,Chelsea U21,12943,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482158,Lucas Bergström,Goalkeeper,Chelsea,8,Finland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474803,Eddie Beach,Goalkeeper,Chelsea,8,Wales,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172649,Dean Henderson,Goalkeeper,Crystal Palace,31,England,2023-24,28.7483,32.0,0.0254,22.0,30.0,0.0,2.0,65.0,58.0,2.0,0.0,8.0,287.0,121.0,18.0,3.0,15.0,18.0,48.0,18.0,28.0,199.0,430.0,105.0,3.0,0.0,98.0,262.0,206.0,59.0,4.0,78.0,65.0,1620.0,577.0,7.0,2.0,,2.0,115.0,183.0,166.0,42.0,2.0,195.0,36.0,1.0,,1.0,4.0,1.0,5.0,1.0,,,14.0,1.0,,,5.0,1.0,26.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
169593,Remi Matthews,Goalkeeper,Crystal Palace U21,18257,England,2023-24,0.1468,,,1.0,1.0,0.0,1.0,,,,0.0,1.0,5.0,1.0,1.0,,,1.0,,,,5.0,5.0,1.0,,0.0,,2.0,5.0,1.0,,,,3.0,7.0,1.0,1.0,,,4.0,,,,0.0,5.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101982,Sam Johnstone,Goalkeeper,Wolverhampton Wanderers,39,England,2023-24,19.1529,26.0,0.0195,13.0,27.0,0.0,23.0,48.0,41.0,,0.0,5.0,383.0,131.0,20.0,1.0,15.0,20.0,81.0,20.0,26.0,250.0,531.0,141.0,2.0,0.0,136.0,310.0,256.0,68.0,6.0,100.0,138.0,1797.0,681.0,3.0,1.0,,1.0,98.0,200.0,143.0,26.0,1.0,247.0,43.0,2.0,,1.0,3.0,2.0,3.0,2.0,1.0,,8.0,2.0,,1.0,2.0,,17.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
487818,Joe Whitworth,Goalkeeper,Crystal Palace,31,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111234,Jordan Pickford,Goalkeeper,Everton,11,England,2023-24,55.944,140.0,0.4421,34.0,51.0,0.0,26.0,224.0,121.0,6.0,0.0,10.0,1031.0,354.0,38.0,4.0,37.0,38.0,315.0,38.0,45.0,580.0,1429.0,273.0,9.0,0.0,308.0,806.0,590.0,106.0,13.0,174.0,400.0,3420.0,1784.0,9.0,6.0,3.0,8.0,265.0,534.0,449.0,80.0,5.0,568.0,71.0,1.0,,1.0,12.0,6.0,1.0,8.0,,,15.0,8.0,6.0,,1.0,,40.0,,,,,,,,,,,,,4.0,1.0,3.0,,1.0,,,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
222627,João Virgínia,Goalkeeper,Everton,11,Portugal,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11948,Andy Lonergan,Goalkeeper,Wigan Athletic,111,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438405,Billy Crellin,Goalkeeper,Everton,11,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80201,Bernd Leno,Goalkeeper,Fulham,54,Germany,2023-24,56.3325,51.0,0.039,32.0,61.0,0.0,16.0,380.0,134.0,3.0,0.0,14.0,605.0,328.0,38.0,3.0,47.0,38.0,121.0,38.0,49.0,320.0,1406.0,201.0,1.0,0.0,295.0,1102.0,328.0,73.0,10.0,421.0,176.0,3420.0,1774.0,13.0,12.0,,1.0,170.0,965.0,910.0,86.0,3.0,317.0,48.0,1.0,,,3.0,8.0,13.0,8.0,1.0,,18.0,8.0,2.0,2.0,12.0,,26.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
155529,Marek Rodák,Goalkeeper,Fulham,54,Slovakia,2023-24,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116535,Alisson Becker,Goalkeeper,Liverpool,14,Brazil,2023-24,28.8205,12.0,0.0173,21.0,30.0,0.0,11.0,247.0,83.0,5.0,0.0,15.0,397.0,221.0,28.0,2.0,31.0,28.0,51.0,28.0,27.0,149.0,997.0,116.0,4.0,0.0,229.0,811.0,161.0,27.0,8.0,353.0,83.0,2520.0,1271.0,11.0,3.0,3.0,2.0,38.0,797.0,765.0,49.0,1.0,136.0,42.0,4.0,,,13.0,4.0,11.0,1.0,2.0,,10.0,1.0,1.0,,9.0,,19.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
