playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cornersTakenInclShortCorners,throwInsToOppositionPlayer,headedGoals,secondGoalAssists,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,setPiecesGoals,leftFootGoals,otherGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,penaltyGoals,penaltiesConceded,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesFaced,goalkeeperSmother,punches,ownGoalScored,drops,crossesNotClaimed,clearancesOffTheLine,redCards2ndYellow,penaltiesSaved,savesFromPenalty
48844,David Ospina,Goalkeeper,Arsenal,3,Colombia,2016-17,2.0,,0.0017,0.0,,,,,,,,2.0,,,1.0,10.0,,44.0,,,,,1.0,1.0,,,,,142.0,,,,1.0,,,,20.0,,,2.7931,,8.0,3.0,4.0,,2.0,5.0,1.0,0.0,3.0,,,32.0,9.0,2.0,,,,,6.0,4.0,,,,2.0,1.0,0.0,25.0,,,10.0,,,,7.0,,,14.0,,59.0,,,,8.0,28.0,,,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,11.0,16.0,1.0,1.0,3.0,3.0,,,,,,,,,,
98980,Emiliano Martínez,Goalkeeper,Arsenal,3,Argentina,2016-17,1.0,,0.0003,0.0,,,,,,,,2.0,,,2.0,11.0,,43.0,,,,,,,1.0,,,,180.0,,,,,,,,26.0,,1.0,2.5208,,2.0,,3.0,,1.0,8.0,,0.0,1.0,,,25.0,16.0,2.0,,,,,2.0,3.0,,,,1.0,,0.0,24.0,,,11.0,,,,10.0,1.0,,6.0,,63.0,,,,4.0,30.0,1.0,,0.0,11.0,2.0,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,2.0,11.0,17.0,1.0,4.0,1.0,3.0,1.0,1.0,,,,,,,,
113534,Matt Macey,Goalkeeper,Arsenal,3,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Arsenal,3,Czech Republic,2016-17,2.0,,0.0485,0.0,,,,,,,3.0,35.0,,,35.0,372.0,,844.0,,,,,,5.0,12.0,,,,3098.0,,,,12.0,4.0,,7.0,255.0,,9.0,45.3933,,77.0,18.0,37.0,,2.0,121.0,2.0,0.0,14.0,,,653.0,321.0,35.0,,,,,158.0,33.0,,,,9.0,5.0,0.0,413.0,,,381.0,,3.0,,70.0,3.0,1.0,217.0,,1228.0,,1.0,,188.0,314.0,2.0,,2.0,369.0,52.0,,,,,,,,,,,,,,,,,,2.0,28.0,115.0,39.0,252.0,312.0,14.0,131.0,37.0,75.0,9.0,10.0,9.0,1.0,3.0,1.0,,,,
225321,Aaron Ramsdale,Goalkeeper,Bournemouth,91,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15885,Adam Federici,Goalkeeper,Bournemouth,91,Australia,2016-17,,,0.0015,0.0,,,,,,,,2.0,,,2.0,25.0,,54.0,,,,,,,1.0,,,,180.0,,,,,,,,13.0,,,3.4651,,1.0,1.0,3.0,,,3.0,,0.0,,,,44.0,21.0,2.0,,,,,14.0,3.0,,,,,,0.0,18.0,,,25.0,,,,7.0,,,16.0,,73.0,,,,9.0,15.0,,,1.0,25.0,3.0,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,26.0,23.0,,14.0,,3.0,1.0,,1.0,,,,,,,
18726,Artur Boruc,Goalkeeper,Bournemouth,91,Poland,2016-17,4.0,,0.027,0.0,,,,,,,5.0,35.0,,,35.0,398.0,,888.0,,,,,,10.0,9.0,,,,3150.0,,,,15.0,9.0,3.0,5.0,255.0,,2.0,57.9499,1.0,105.0,25.0,63.0,,4.0,98.0,6.0,0.0,19.0,3.0,,684.0,280.0,35.0,,,,,145.0,54.0,,,,9.0,10.0,0.0,390.0,,,407.0,,1.0,,106.0,,1.0,235.0,,1265.0,,,,204.0,345.0,,,2.0,393.0,75.0,,,,,,,,,,,,,,,,,,,32.0,114.0,48.0,297.0,316.0,13.0,162.0,30.0,66.0,4.0,2.0,19.0,,3.0,2.0,,,2.0,2.0
61302,Ryan Allsop,Goalkeeper,Bournemouth,91,England,2016-17,,,0.0002,0.0,,,,,,,1.0,1.0,,,1.0,16.0,,26.0,,,,,,,,,,,90.0,,,,,,,,6.0,,,1.5887,,1.0,1.0,1.0,,,4.0,,0.0,,,,22.0,10.0,1.0,,,,,3.0,1.0,,,,,,0.0,11.0,,,16.0,,,,,,,4.0,,38.0,,,,9.0,7.0,,,0.0,15.0,5.0,,,,,,,,,,,,,,,,,,,,4.0,,11.0,13.0,,5.0,,3.0,,,,,,,,,,
98747,Nick Pope,Goalkeeper,Burnley,90,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Paul Robinson,Goalkeeper,Burnley,90,England,2016-17,,,0.0337,0.0,,,,,,,,3.0,,,3.0,60.0,,102.0,,,,,,,,,,,270.0,,,,1.0,,,1.0,2.0,,,4.7167,,26.0,2.0,7.0,,,,1.0,0.0,1.0,,,99.0,24.0,3.0,,,,,35.0,7.0,,,,1.0,,0.0,44.0,,,61.0,,,,3.0,,,40.0,,120.0,,,,35.0,7.0,,,0.0,60.0,2.0,,,,,,,,,,,,,,,,,,,2.0,10.0,6.0,26.0,11.0,1.0,16.0,5.0,4.0,,1.0,2.0,,,,,,,
