playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cornersTakenInclShortCorners,throwInsToOppositionPlayer,headedGoals,secondGoalAssists,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,setPiecesGoals,leftFootGoals,otherGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,penaltyGoals,penaltiesConceded,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesFaced,goalkeeperSmother,punches,ownGoalScored,drops,crossesNotClaimed,clearancesOffTheLine,redCards2ndYellow,penaltiesSaved,savesFromPenalty
21205,Tom Heaton,Goalkeeper,Burnley,90,England,2016-17,1.0,,0.3809,0.0,,,,,,,2.0,35.0,,,35.0,665.0,,1127.0,,,,,,7.0,10.0,,,,3150.0,,1.0,1.0,9.0,5.0,,3.0,84.0,,4.0,49.733,3.0,219.0,14.0,48.0,,,20.0,1.0,0.0,10.0,,,1069.0,357.0,35.0,,,,,346.0,43.0,,,,3.0,6.0,0.0,447.0,,,686.0,,,,38.0,,1.0,378.0,,1467.0,,,,406.0,116.0,,,1.0,663.0,40.0,,,,,,,,,,,,,,,,,,,26.0,141.0,57.0,317.0,249.0,33.0,185.0,26.0,84.0,5.0,11.0,11.0,,1.0,1.0,,,1.0,1.0
40349,Asmir Begovic,Goalkeeper,Chelsea,8,Bosnia & Herzegovina,2016-17,,,0.0006,0.0,,,,,,,,2.0,,,2.0,11.0,,46.0,,,,,,,,,,,180.0,,,,,,,,26.0,,,2.3416,,2.0,1.0,5.0,,,8.0,,0.0,,,,27.0,11.0,2.0,,,,,4.0,5.0,,,,,,0.0,27.0,,,11.0,,,,11.0,,,9.0,,57.0,,,,6.0,31.0,,,0.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,16.0,21.0,,4.0,1.0,1.0,,,,,,,,,,
41251,Eduardo,Goalkeeper,Chelsea,8,Portugal,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60772,Thibaut Courtois,Goalkeeper,Chelsea,8,Belgium,2016-17,2.0,,0.0124,0.0,,,,,,,1.0,36.0,,,36.0,268.0,,792.0,,,,,,7.0,16.0,,,,3240.0,,,,8.0,4.0,,1.0,352.0,,2.0,28.2815,,48.0,23.0,28.0,,2.0,189.0,2.0,0.0,10.0,,,496.0,248.0,36.0,,,,,60.0,24.0,,,,3.0,7.0,0.0,484.0,,,272.0,,,,107.0,1.0,,172.0,,1097.0,,,,155.0,464.0,1.0,,1.0,267.0,66.0,,,,,,,,,,,,,,,,,,1.0,36.0,68.0,24.0,224.0,306.0,5.0,83.0,31.0,43.0,2.0,3.0,17.0,,1.0,2.0,,,,
78315,Joel Robles,Goalkeeper,Everton,11,Spain,2016-17,1.0,,0.0638,0.0,,,,1.0,,,,20.0,1.0,,19.0,280.0,,570.0,,,,,1.0,3.0,10.0,,,,1736.0,,,,9.0,4.0,,6.0,128.0,,2.0,24.3305,,72.0,16.0,20.0,,1.0,33.0,4.0,0.0,10.0,,,471.0,178.0,20.0,,,1.0,,130.0,16.0,,,,7.0,3.0,0.0,293.0,,,284.0,,1.0,,66.0,1.0,,162.0,,761.0,,,,158.0,160.0,1.0,,2.0,280.0,31.0,,,,,,,,,,,,,,,,,,1.0,37.0,54.0,14.0,147.0,146.0,9.0,72.0,21.0,40.0,2.0,2.0,8.0,,1.0,,,,,
10318,Maarten Stekelenburg,Goalkeeper,Everton,11,Netherlands,2016-17,1.0,,0.0255,0.0,,,,,,,1.0,19.0,,,19.0,220.0,,472.0,,,,,,4.0,3.0,,,,1684.0,,,,8.0,4.0,,4.0,104.0,,1.0,22.1003,,76.0,18.0,24.0,,1.0,23.0,3.0,0.0,9.0,,,397.0,164.0,19.0,,,,,119.0,20.0,,,,5.0,4.0,0.0,257.0,,,226.0,,1.0,,52.0,,,148.0,,639.0,,1.0,,127.0,133.0,,,2.0,219.0,21.0,,,,,,,,,,,,,,,,,,,17.0,42.0,15.0,127.0,129.0,7.0,69.0,11.0,27.0,3.0,6.0,9.0,1.0,,,,,2.0,2.0
185056,Mateusz Hewelt,Goalkeeper,Everton,11,Poland,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15144,David Marshall,Goalkeeper,Hull,88,Scotland,2016-17,2.0,,0.0255,0.0,,,,,,,2.0,16.0,,,16.0,234.0,,411.0,,,,,,3.0,,,,,1440.0,,,1.0,3.0,5.0,,1.0,62.0,,7.0,34.2991,,54.0,9.0,44.0,,1.0,25.0,1.0,0.0,5.0,,,366.0,145.0,16.0,,,,,85.0,39.0,,,,2.0,2.0,0.0,172.0,,,244.0,,,,20.0,,,115.0,,583.0,,,,101.0,92.0,,,0.0,232.0,33.0,,,,,,,,,,,,,,,,,,,20.0,63.0,28.0,149.0,115.0,7.0,96.0,20.0,35.0,7.0,1.0,7.0,1.0,3.0,2.0,,,,
11974,Eldin Jakupovic,Goalkeeper,Hull,88,Switzerland,2016-17,2.0,,0.0242,0.0,,,,,,,2.0,22.0,,,22.0,341.0,,636.0,,,,,,6.0,5.0,,,,1980.0,,,,7.0,4.0,,1.0,142.0,,4.0,40.0111,,61.0,20.0,36.0,,2.0,63.0,2.0,0.0,9.0,,,527.0,198.0,22.0,,,,,116.0,32.0,,,,3.0,6.0,0.0,287.0,,,346.0,,1.0,,46.0,,1.0,153.0,,855.0,,,,173.0,179.0,,,0.0,339.0,49.0,,,,,,,,,,,,,,,,,,,16.0,74.0,28.0,228.0,193.0,6.0,125.0,20.0,43.0,6.0,3.0,11.0,,2.0,2.0,,,2.0,2.0
38038,Ben Hamer,Goalkeeper,Leicester,13,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17745,Kasper Schmeichel,Goalkeeper,Leicester,13,Denmark,2016-17,3.0,,0.0739,0.0,,,,2.0,,,4.0,30.0,,,30.0,534.0,,888.0,,,,,,11.0,8.0,,,,2667.0,,1.0,,15.0,4.0,2.0,4.0,44.0,,4.0,45.3631,,120.0,28.0,47.0,,3.0,21.0,3.0,0.0,18.0,1.0,,819.0,273.0,30.0,,,,,244.0,43.0,,,,7.0,11.0,0.0,345.0,,,548.0,2.0,2.0,,48.0,,1.0,310.0,,1171.0,,1.0,,253.0,110.0,,,1.0,530.0,52.0,,,,,,,,,,,,,,,,,,,36.0,113.0,51.0,278.0,155.0,7.0,194.0,39.0,59.0,4.0,8.0,12.0,,2.0,2.0,,,,
51934,Ron-Robert Zieler,Goalkeeper,Leicester,13,Germany,2016-17,1.0,,0.0384,0.0,,,,,,,2.0,9.0,,,8.0,171.0,,269.0,,,,,1.0,2.0,1.0,,,,753.0,,,1.0,1.0,1.0,1.0,,28.0,,,10.2075,,40.0,10.0,16.0,,,15.0,,0.0,2.0,,,241.0,64.0,9.0,,,,,51.0,15.0,,,,,1.0,0.0,126.0,,,171.0,,,,13.0,,,70.0,,318.0,,,,91.0,47.0,,,0.0,169.0,22.0,,,,,,,,,,,,,,,,,,,6.0,18.0,7.0,77.0,37.0,2.0,53.0,6.0,11.0,,1.0,4.0,,,,,,,
1616,Alexander Manninger,Goalkeeper,Liverpool,14,Austria,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104542,Loris Karius,Goalkeeper,Liverpool,14,Germany,2016-17,,,0.0066,0.0,,,,,,,2.0,10.0,,,10.0,94.0,,268.0,,,,,,1.0,3.0,,,,900.0,,,,3.0,1.0,,2.0,127.0,,1.0,10.35,,18.0,7.0,12.0,,,37.0,1.0,0.0,3.0,,,166.0,68.0,10.0,,,,,28.0,11.0,,,,2.0,1.0,0.0,181.0,,,94.0,,,,65.0,,1.0,47.0,,343.0,,,,57.0,146.0,,,0.0,92.0,23.0,,,,,,,,,,,,,,,,,,,5.0,20.0,8.0,47.0,66.0,4.0,19.0,7.0,12.0,1.0,2.0,4.0,,,1.0,,,,
66797,Simon Mignolet,Goalkeeper,Liverpool,14,Belgium,2016-17,1.0,,0.044,0.0,,,,,,,3.0,28.0,,,28.0,310.0,,806.0,,,,,,20.0,9.0,,,,2520.0,,,1.0,25.0,4.0,,6.0,349.0,,2.0,29.0162,,82.0,28.0,30.0,,,94.0,5.0,0.0,26.0,,,572.0,280.0,28.0,,,,,96.0,26.0,,,,6.0,19.0,0.0,505.0,,,315.0,,3.0,,140.0,,1.0,147.0,,1078.0,,,,188.0,400.0,,,0.0,307.0,48.0,,,,,,,,,,,,,,,,,,,31.0,53.0,20.0,173.0,230.0,6.0,82.0,17.0,33.0,4.0,6.0,22.0,,1.0,1.0,,,2.0,2.0
107265,Angus Gunn,Goalkeeper,Man City,43,Scotland,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33148,Claudio Bravo,Goalkeeper,Man City,43,Chile,2016-17,5.0,,0.0141,0.0,,,,,,,3.0,22.0,,,22.0,182.0,,664.0,,,,,,6.0,5.0,,,,1969.0,,,1.0,10.0,2.0,,5.0,382.0,,,18.3081,,25.0,18.0,26.0,,4.0,111.0,3.0,0.0,15.0,,,375.0,180.0,22.0,,,,,38.0,24.0,,,,9.0,5.0,0.0,473.0,,1.0,186.0,,3.0,,178.0,,,100.0,,829.0,,1.0,,109.0,444.0,,,0.0,179.0,44.0,,,,,,,,,,,,,,,,,,,11.0,33.0,15.0,121.0,164.0,5.0,49.0,5.0,18.0,1.0,,10.0,,3.0,,,,1.0,1.0
15749,Joe Hart,Goalkeeper,Man City,43,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20310,Willy Caballero,Goalkeeper,Man City,43,Argentina,2016-17,,,0.0045,0.0,,,,1.0,,,3.0,17.0,,,16.0,92.0,,391.0,,,,,1.0,5.0,6.0,,,,1451.0,,,,8.0,1.0,,3.0,227.0,,2.0,12.3184,,19.0,15.0,13.0,,,70.0,2.0,0.0,8.0,,,229.0,119.0,17.0,,,,,20.0,12.0,,,,3.0,5.0,0.0,270.0,,,94.0,1.0,,,92.0,,,72.0,,532.0,,,,51.0,279.0,,,0.0,89.0,41.0,,,,,,,,,,,,,,,,,,,11.0,31.0,12.0,79.0,127.0,4.0,28.0,11.0,19.0,4.0,3.0,7.0,,,2.0,,,1.0,1.0
51940,David de Gea,Goalkeeper,Man Utd,1,Spain,2016-17,2.0,,0.0588,0.0,,,,,,,5.0,35.0,,,35.0,340.0,,849.0,,,,,,2.0,14.0,,,,3150.0,,,1.0,3.0,5.0,,2.0,188.0,,4.0,33.0937,,137.0,11.0,29.0,,1.0,50.0,2.0,0.0,5.0,,,714.0,219.0,35.0,,,,,217.0,24.0,,,,3.0,1.0,0.0,444.0,,1.0,344.0,,,,85.0,,,321.0,,1079.0,,,,206.0,292.0,,,2.0,335.0,56.0,,,,,,,,,,,,,,,,,,,25.0,74.0,32.0,235.0,257.0,14.0,85.0,19.0,42.0,4.0,3.0,3.0,,1.0,2.0,,,,
168196,Joel Pereira,Goalkeeper,Man Utd,1,Portugal,2016-17,,,0.0002,0.0,,,,,,,,1.0,,,1.0,14.0,,27.0,,,,,,,1.0,,,,90.0,,,,,,,,11.0,,,0.3544,,2.0,1.0,,,,4.0,,0.0,,,,21.0,10.0,1.0,,,,,2.0,,,,,,,0.0,15.0,,,14.0,,,,2.0,,,2.0,,33.0,,,,5.0,11.0,,,0.0,14.0,5.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,9.0,4.0,1.0,8.0,,,,,,,,,,,,
192182,Kieran O'Hara,Goalkeeper,Man Utd,1,Ireland,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42899,Sergio Romero,Goalkeeper,Man Utd,1,Argentina,2016-17,,,0.0079,0.0,,,,,,,,2.0,,,2.0,13.0,,46.0,,,,,,,2.0,,,,180.0,,,,,,,,7.0,,,2.9825,,11.0,2.0,,,,,,0.0,,,,44.0,20.0,2.0,,,,,21.0,,,,,,,0.0,21.0,,,13.0,,,,2.0,,,26.0,,73.0,,,,8.0,12.0,,,0.0,13.0,2.0,,,,,,,,,,,,,,,,,,,4.0,10.0,7.0,14.0,21.0,,3.0,4.0,3.0,1.0,,1.0,,,,,,1.0,1.0
41705,Brad Guzan,Goalkeeper,Middlesbrough,25,United States,2016-17,1.0,,0.0182,0.0,,,,,,,,10.0,,,10.0,163.0,,297.0,,,,,,,3.0,,,,900.0,,,,2.0,2.0,,2.0,24.0,,1.0,15.679,,45.0,6.0,17.0,,1.0,11.0,1.0,0.0,3.0,,,271.0,106.0,10.0,,,,,92.0,15.0,,,,3.0,,0.0,113.0,,,165.0,,,,15.0,1.0,1.0,110.0,,398.0,,,,86.0,42.0,1.0,,0.0,163.0,21.0,,,,,,,,,,,,,,,,,,1.0,9.0,37.0,19.0,97.0,92.0,5.0,45.0,11.0,18.0,2.0,5.0,3.0,,,1.0,,,,
19101,Dimitrios Konstantopoulos,Goalkeeper,Middlesbrough,25,Greece,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12496,Víctor Valdés,Goalkeeper,Middlesbrough,25,Spain,2016-17,1.0,,0.0525,0.0,,,,1.0,,,,28.0,,,28.0,416.0,,888.0,,,,,,6.0,8.0,,,,2520.0,,,,9.0,5.0,,3.0,177.0,1.0,3.0,39.0369,,163.0,29.0,36.0,,1.0,52.0,4.0,0.0,10.0,,,750.0,239.0,28.0,,,,,223.0,31.0,,,,4.0,6.0,0.0,416.0,,,421.0,1.0,,,85.0,,3.0,295.0,1.0,1126.0,,,,204.0,249.0,,,1.0,416.0,78.0,,,,,,,,,,,,,,,,,,,26.0,80.0,30.0,258.0,196.0,12.0,140.0,21.0,50.0,3.0,7.0,14.0,,3.0,3.0,,,,
11554,Julian Speroni,Goalkeeper,C Palace,31,Argentina,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44413,Steve Mandanda,Goalkeeper,C Palace,31,France,2016-17,1.0,,0.0254,0.0,,,,,,,,9.0,,,9.0,107.0,,262.0,,,,,,2.0,,,,,810.0,,,,3.0,6.0,,1.0,68.0,,,11.0304,,46.0,5.0,17.0,,1.0,23.0,1.0,0.0,4.0,,,208.0,76.0,9.0,,,,,65.0,11.0,,1.0,,2.0,2.0,0.0,144.0,,,112.0,,1.0,,31.0,,,87.0,,349.0,,,,69.0,90.0,,,0.0,107.0,17.0,,,,,,,,,,,,,,,,,,,6.0,24.0,6.0,70.0,84.0,4.0,28.0,5.0,18.0,,2.0,5.0,,,,,,,
20066,Wayne Hennessey,Goalkeeper,C Palace,31,Wales,2016-17,1.0,,0.2003,0.0,,,,,,,,29.0,,,29.0,427.0,,809.0,,,,,,6.0,7.0,,,,2610.0,,,,7.0,5.0,,1.0,76.0,,2.0,39.1492,3.0,159.0,15.0,46.0,,1.0,16.0,3.0,0.0,8.0,,,753.0,242.0,29.0,,,,,294.0,41.0,,,,2.0,6.0,0.0,287.0,,,431.0,,,,40.0,,,306.0,,1062.0,,,,235.0,88.0,,,1.0,427.0,25.0,,,,,,,,,,,,,,,,,,,46.0,83.0,32.0,267.0,223.0,5.0,137.0,24.0,51.0,2.0,4.0,6.0,,4.0,1.0,,,,
58376,Alex McCarthy,Goalkeeper,Southampton,20,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40383,Fraser Forster,Goalkeeper,Southampton,20,England,2016-17,2.0,,0.0516,0.0,,,,,,,1.0,38.0,,,38.0,441.0,,859.0,,,,,,5.0,14.0,,,,3420.0,,,1.0,6.0,6.0,1.0,2.0,167.0,,6.0,37.2943,1.0,84.0,18.0,48.0,,1.0,52.0,,0.0,8.0,,,741.0,233.0,38.0,,,,,198.0,42.0,,,,3.0,4.0,0.0,403.0,,,447.0,,1.0,,66.0,,,251.0,,1100.0,,,,224.0,220.0,,,3.0,440.0,63.0,,,,,,,,,,,,,,,,,,,20.0,76.0,34.0,311.0,251.0,14.0,168.0,25.0,42.0,9.0,5.0,12.0,,5.0,2.0,,,1.0,1.0
