playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCornersIntoBox,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,setPiecesGoals,penaltyGoalsConceded,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,headedGoals,lastPlayerTackle,redCards2ndYellow,penaltiesConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,ownGoalScored,penaltyGoals,penaltiesSaved,savesFromPenalty,otherGoals
48844,David Ospina,Goalkeeper,Arsenal,3,Colombia,2014-15,,,0.0385,0.0,,,,,1.0,,,,18.0,,,18.0,205.0,,482.0,,,0.0,,,,2.0,8.0,,,,1620.0,,,,5.0,1.0,,3.0,94.0,,16.0445,2.0,79.0,18.0,11.0,,,37.0,2.0,0.0,5.0,,0.0,417.0,154.0,18.0,,,,,,143.0,10.0,,,,3.0,2.0,0.0,204.0,,,206.0,1.0,,,28.0,,,183.0,,634.0,,,,,110.0,134.0,,,,0.0,205.0,40.0,,,,,,1.0,,,,,,,,,,38.0,18.0,131.0,6.0,1.0,10.0,47.0,3.0,4.0,4.0,117.0,50.0,14.0,28.0,,,,,,
98980,Emiliano Martínez,Goalkeeper,Arsenal,3,Argentina,2014-15,,,0.0042,0.0,,,,,,,,,4.0,,,3.0,37.0,,81.0,,,0.0,,1.0,,,2.0,,,,301.0,,,,2.0,,,2.0,22.0,,3.3355,,10.0,2.0,4.0,,,4.0,1.0,0.0,2.0,,0.0,72.0,31.0,4.0,,,,,,19.0,4.0,,,,2.0,,0.0,36.0,,,38.0,,,,5.0,,,22.0,,120.0,,,,,17.0,25.0,,,,0.0,37.0,3.0,,,,,,,,,,,,,,,,9.0,4.0,28.0,1.0,,1.0,4.0,2.0,,1.0,36.0,12.0,1.0,,,,,,,
113534,Matt Macey,Goalkeeper,Arsenal,3,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59936,Wojciech Szczesny,Goalkeeper,Arsenal,3,Poland,2014-15,1.0,,0.0164,0.0,,,,,,,,1.0,17.0,,,17.0,146.0,,387.0,,,0.0,,,,5.0,3.0,,,,1499.0,,,,6.0,2.0,,1.0,158.0,,22.5113,,39.0,10.0,21.0,,1.0,47.0,3.0,0.0,7.0,,0.0,290.0,152.0,17.0,,,,,,62.0,19.0,,,,2.0,5.0,0.0,217.0,,,148.0,,,,50.0,,,83.0,,547.0,,1.0,,,78.0,179.0,,,,1.0,145.0,17.0,,,,,,2.0,,,,,,,,,,24.0,18.0,103.0,13.0,2.0,2.0,45.0,3.0,1.0,4.0,126.0,51.0,14.0,25.0,,,,,,
8437,Matthew Gilks,Goalkeeper,Burnley,90,Scotland,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21205,Tom Heaton,Goalkeeper,Burnley,90,England,2014-15,2.0,,0.139,0.0,,,,,,,,1.0,38.0,,,38.0,542.0,,1001.0,,,,,,,12.0,10.0,,,,3420.0,,,1.0,15.0,6.0,1.0,4.0,110.0,,51.7784,2.0,187.0,25.0,53.0,,1.0,44.0,3.0,0.0,17.0,,,912.0,375.0,38.0,,,,,,282.0,47.0,,,,5.0,11.0,0.0,475.0,,,550.0,,2.0,,45.0,,,349.0,,1384.0,,,,,329.0,177.0,,,,1.0,541.0,45.0,,,,,,3.0,,,,,,,,,,51.0,56.0,307.0,24.0,5.0,15.0,128.0,4.0,2.0,2.0,300.0,160.0,34.0,70.0,,1.0,,2.0,2.0,
108132,Jamal Blackman,Goalkeeper,Chelsea,8,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126190,Mitchell Beeney,Goalkeeper,Chelsea,8,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Chelsea,8,Czech Republic,2014-15,,,0.0124,0.0,,,,,,,,,7.0,,,6.0,61.0,,147.0,,,,,1.0,,,4.0,,,,606.0,,,,,,1.0,,40.0,,4.5671,,19.0,4.0,2.0,,,22.0,,0.0,,,,112.0,39.0,7.0,,,,,,32.0,2.0,,,,,,0.0,76.0,,,64.0,,,,13.0,,,46.0,,194.0,,,,,31.0,54.0,,,,0.0,61.0,7.0,,,,,,,,,,,,,,,,2.0,9.0,48.0,2.0,,2.0,16.0,1.0,,,47.0,21.0,3.0,7.0,,,,,,
60772,Thibaut Courtois,Goalkeeper,Chelsea,8,Belgium,2014-15,,,0.046,0.0,,,,,,,,,32.0,,,32.0,373.0,,741.0,,,,,,,9.0,12.0,,,,2814.0,,,,17.0,5.0,,8.0,138.0,,28.8763,3.0,102.0,21.0,30.0,,,52.0,8.0,0.0,17.0,,,650.0,267.0,32.0,,,,,,188.0,25.0,,,,8.0,9.0,0.0,316.0,,,386.0,,1.0,,39.0,,,230.0,,1064.0,,1.0,,,213.0,180.0,,,,1.0,373.0,45.0,,,,,,3.0,,,,,,,,,,69.0,33.0,236.0,12.0,3.0,11.0,74.0,4.0,2.0,,258.0,108.0,23.0,41.0,,,,,,
