playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,offsides,penaltyGoalsConceded,tacklesLost,aerialDuelsWon,unsuccessfulLayoffs,successfulLaunches,leftFootGoals,redCards2ndYellow,headedGoals,attemptsFromSetPieces,unsuccessfulLaunches,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,hitWoodwork,foulWonPenalty,clearancesOffTheLine,penaltiesConceded,catches,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle,savesMadeFromOutsideBox,penaltiesFaced,punches,drops,crossesNotClaimed,penaltiesSaved,savesFromPenalty,setPiecesGoals,ownGoalScored,goalkeeperSmother,otherGoals
1801,Paul Robinson,Goalkeeper,Blackburn,5,England,2010-11,4.0,,0.0,,,,2.0,,,18.0,36.0,,36.0,738.0,,1155.0,,,,,2.0,8.0,,3195.0,,8.0,5.0,6.0,42.0,,,10.0,42.0,55.0,4.0,15.0,113.0,2.0,0.0,12.0,,1112.0,308.0,36.0,,,358.0,50.0,,,10.0,0.0,377.0,,4.0,747.0,1.0,1.0,,28.0,2.0,,,375.0,,1431.0,,1.0,59.0,,0.0,720.0,42.0,1.0,,6.0,1.0,2.0,2.0,194.0,,,,,371.0,,,,,,,2.0,42.0,359.0,189.0,20.0,231.0,49.0,64.0,,49.0,7.0,23.0,1.0,6.0,,,,,1.0,
93856,Chris Kettings,Goalkeeper,Blackpool,92,Scotland,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59968,Mark Halstead,Goalkeeper,Blackpool,92,England,2010-11,,,0.0,,,,,,,,1.0,,,5.0,,9.0,,,1.0,,,,,24.0,,,,,,,,,1.0,,,,4.0,,0.0,,,9.0,4.0,1.0,,,4.0,,,,,0.0,2.0,,,5.0,,,,,,,,4.0,,15.0,,,,,0.0,5.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,4.0,3.0,1.0,2.0,1.0,3.0,,1.0,,,,,,,,,,
8437,Matthew Gilks,Goalkeeper,Blackpool,92,Scotland,2010-11,3.0,,0.0,,,,,,,9.0,18.0,,18.0,314.0,,591.0,,,,,3.0,3.0,,1575.0,1.0,8.0,3.0,6.0,99.0,,,,13.0,35.0,2.0,32.0,64.0,4.0,0.0,11.0,,504.0,200.0,18.0,,,129.0,32.0,,,8.0,0.0,302.0,,,323.0,,1.0,,55.0,,,,178.0,,818.0,,1.0,148.0,,0.0,305.0,29.0,,,1.0,,2.0,,81.0,,,,,160.0,,,,,,,,26.0,185.0,180.0,18.0,115.0,12.0,35.0,,28.0,1.0,8.0,4.0,1.0,,,,,1.0,
8379,Paul Rachubka,Goalkeeper,Blackpool,92,United States,2010-11,2.0,,0.0,,,1.0,,,,1.0,2.0,,1.0,32.0,,53.0,,,1.0,,1.0,,,124.0,1.0,1.0,,1.0,7.0,,,,2.0,5.0,1.0,2.0,6.0,1.0,0.0,3.0,,50.0,17.0,2.0,,,12.0,5.0,,,2.0,0.0,27.0,,,33.0,,,,1.0,,,,14.0,,68.0,,,9.0,,0.0,31.0,4.0,,,,,,,9.0,,,,,16.0,,,,,,,,1.0,15.0,7.0,3.0,12.0,,2.0,,4.0,,1.0,,1.0,,,,,,
33268,Richard Kingson,Goalkeeper,Blackpool,92,Ghana,2010-11,4.0,,0.0,,,,2.0,,,18.0,20.0,,19.0,352.0,,684.0,,,1.0,,5.0,2.0,,1697.0,2.0,11.0,6.0,8.0,134.0,,,,30.0,38.0,2.0,52.0,76.0,2.0,0.0,15.0,,590.0,220.0,20.0,,,157.0,32.0,,,10.0,0.0,314.0,,,359.0,2.0,4.0,,42.0,,,,198.0,,911.0,,2.0,175.0,,0.0,334.0,43.0,,,1.0,,3.0,,83.0,,,,,163.0,,,,,,,,17.0,233.0,185.0,14.0,134.0,17.0,46.0,,29.0,2.0,20.0,1.0,1.0,,,,,,
28491,Ali Al Habsi,Goalkeeper,Bolton,30,Oman,2010-11,,,0.0,,,,,,,12.0,34.0,,34.0,491.0,,883.0,,,,,,7.0,,3060.0,,5.0,4.0,5.0,168.0,,,1.0,36.0,49.0,,67.0,114.0,2.0,0.0,5.0,,754.0,363.0,34.0,,,163.0,45.0,,,5.0,0.0,358.0,,2.0,502.0,,,,62.0,,,,224.0,,1257.0,,,229.0,,0.0,479.0,50.0,1.0,,4.0,,,,76.0,,,,,203.0,,,,,,,,42.0,315.0,295.0,17.0,186.0,23.0,75.0,,38.0,6.0,24.0,3.0,3.0,1.0,1.0,,,3.0,
1344,Jussi Jääskeläinen,Goalkeeper,Bolton,30,Finland,2010-11,2.0,,1.0,,,,,,,21.0,35.0,,35.0,581.0,,1213.0,,,,,1.0,5.0,,3096.0,1.0,6.0,6.0,6.0,64.0,,,1.0,32.0,49.0,1.0,21.0,122.0,5.0,0.0,8.0,,1153.0,423.0,35.0,,,531.0,43.0,,,7.0,1.0,563.0,,4.0,588.0,,1.0,,39.0,,2.0,,568.0,,1540.0,,,101.0,,1.0,560.0,45.0,,,3.0,,,,315.0,,,,,313.0,,,,,,,,29.0,340.0,307.0,19.0,159.0,23.0,67.0,,54.0,6.0,20.0,5.0,7.0,2.0,2.0,,,,
88731,Rob Lainton,Goalkeeper,Bolton,30,England,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45175,Ádám Bogdán,Goalkeeper,Bolton,30,Hungary,2010-11,1.0,,0.0,,,,,,,2.0,4.0,,3.0,72.0,,166.0,,,1.0,,3.0,,,321.0,1.0,3.0,2.0,1.0,5.0,,,,2.0,7.0,,1.0,13.0,1.0,0.0,4.0,,160.0,55.0,4.0,,,86.0,5.0,,,1.0,0.0,74.0,,1.0,73.0,,,,5.0,,,,89.0,,205.0,,,8.0,,0.0,70.0,7.0,,,,,2.0,,46.0,,,,,33.0,,,,,,,,12.0,51.0,38.0,2.0,23.0,5.0,8.0,,5.0,,2.0,,1.0,,,,,,
37634,Henrique Hilário,Goalkeeper,Chelsea,8,Portugal,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Chelsea,8,Czech Republic,2010-11,1.0,,0.0,,,,,,,12.0,38.0,,38.0,467.0,,989.0,,,,,7.0,15.0,,3420.0,,11.0,6.0,4.0,245.0,,,1.0,33.0,33.0,1.0,99.0,98.0,1.0,0.0,12.0,,807.0,449.0,38.0,,,198.0,27.0,,,5.0,0.0,497.0,,2.0,482.0,,2.0,,83.0,,1.0,,277.0,,1448.0,1.0,,324.0,,0.0,455.0,35.0,1.0,,2.0,,7.0,,88.0,,,,,208.0,,,,,,,,75.0,294.0,356.0,26.0,164.0,24.0,47.0,,51.0,3.0,22.0,9.0,3.0,1.0,1.0,,,1.0,
17694,Ross Turnbull,Goalkeeper,Chelsea,8,England,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41080,Ján Mucha,Goalkeeper,Everton,11,Slovakia,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15337,Tim Howard,Goalkeeper,Everton,11,United States,2010-11,4.0,,0.0,,,,1.0,,,12.0,38.0,,38.0,522.0,,1036.0,,,,,3.0,9.0,,3420.0,,12.0,5.0,9.0,126.0,,,,46.0,45.0,4.0,50.0,99.0,7.0,0.0,16.0,,950.0,455.0,38.0,,,362.0,40.0,,,13.0,0.0,498.0,,,530.0,1.0,,,36.0,3.0,,,388.0,,1506.0,,,152.0,,3.0,510.0,33.0,,,2.0,,3.0,,182.0,,,,,291.0,,,,,,,2.0,47.0,377.0,453.0,14.0,179.0,31.0,51.0,,46.0,2.0,30.0,4.0,2.0,,,,,1.0,
15903,David Stockdale,Goalkeeper,Fulham,54,England,2010-11,,,0.0,,,,,,,1.0,7.0,,7.0,127.0,,210.0,,,,,,3.0,,630.0,,1.0,1.0,1.0,33.0,,,,6.0,6.0,,8.0,26.0,1.0,0.0,1.0,,193.0,85.0,7.0,,,46.0,5.0,,,1.0,0.0,89.0,,,128.0,,,,9.0,,,,50.0,,286.0,,,37.0,,0.0,126.0,10.0,,,,,,,21.0,,,,,47.0,,,,,,,,9.0,76.0,52.0,6.0,54.0,8.0,15.0,,11.0,1.0,5.0,2.0,,1.0,1.0,,,,
1827,Mark Schwarzer,Goalkeeper,Fulham,54,Australia,2010-11,4.0,,0.0,,,,,,,19.0,31.0,,31.0,359.0,,650.0,,,,,4.0,11.0,,2790.0,1.0,15.0,6.0,12.0,107.0,,,2.0,50.0,37.0,3.0,,92.0,11.0,,19.0,,,407.0,31.0,,,156.0,31.0,,,15.0,0.0,,,1.0,,,,,,1.0,,,184.0,,1468.0,,,135.0,,0.0,340.0,54.0,,,,,3.0,,138.0,,,,,244.0,,,,,,,,67.0,,292.0,28.0,160.0,18.0,45.0,,45.0,,32.0,4.0,2.0,,,,,1.0,
88734,Neil Etheridge,Goalkeeper,Fulham,54,Philippines,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14471,Pascal Zuberbühler,Goalkeeper,Fulham,54,Switzerland,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9631,Brad Jones,Goalkeeper,Liverpool,14,Australia,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44564,Martin Hansen,Goalkeeper,Liverpool,14,Denmark,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,Pepe Reina,Goalkeeper,Liverpool,14,Spain,2010-11,3.0,,0.0,,,,,,,22.0,38.0,,38.0,531.0,,1185.0,,,,,7.0,14.0,,3420.0,1.0,17.0,5.0,11.0,280.0,,,2.0,35.0,44.0,2.0,109.0,96.0,10.0,0.0,20.0,,957.0,437.0,38.0,,,246.0,39.0,,1.0,13.0,0.0,560.0,,,545.0,,,,119.0,1.0,1.0,,374.0,,1644.0,,,408.0,,4.0,509.0,56.0,,,7.0,,6.0,,130.0,,,,,262.0,,,,,,,1.0,71.0,380.0,427.0,31.0,186.0,22.0,51.0,,44.0,8.0,26.0,3.0,7.0,,,,1.0,1.0,
46506,Péter Gulácsi,Goalkeeper,Liverpool,14,Hungary,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15749,Joe Hart,Goalkeeper,Man City,43,England,2010-11,2.0,,0.0,,,,,,,13.0,38.0,,38.0,514.0,,917.0,,,,,6.0,18.0,,3420.0,2.0,9.0,2.0,5.0,167.0,,,2.0,44.0,33.0,,61.0,108.0,4.0,0.0,11.0,,783.0,372.0,38.0,,,185.0,31.0,,,5.0,0.0,395.0,,,526.0,,,,73.0,,,,236.0,,1364.0,,,218.0,,1.0,501.0,53.0,,,3.0,,4.0,,74.0,,,,,205.0,,,,,,,,62.0,365.0,344.0,31.0,234.0,25.0,57.0,,50.0,4.0,27.0,4.0,2.0,1.0,1.0,,,1.0,
1822,Shay Given,Goalkeeper,Man City,43,Ireland,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,Stuart Taylor,Goalkeeper,Man City,43,England,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39725,Anders Lindegaard,Goalkeeper,Man Utd,1,Denmark,2010-11,,,0.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51922,Ben Amos,Goalkeeper,Man Utd,1,England,2010-11,,,0.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,Edwin van der Sar,Goalkeeper,Man Utd,1,Netherlands,2010-11,,,0.0,,,,,,1.0,24.0,33.0,,33.0,411.0,,993.0,,,,,1.0,14.0,,2970.0,,6.0,2.0,5.0,340.0,,,1.0,21.0,32.0,,94.0,82.0,4.0,0.0,6.0,,771.0,382.0,33.0,,,140.0,30.0,,,5.0,0.0,607.0,,,416.0,,1.0,,128.0,,,,242.0,,1338.0,,,442.0,,1.0,387.0,59.0,1.0,,3.0,,1.0,,94.0,,,,,239.0,,,,,,,,35.0,275.0,352.0,31.0,118.0,14.0,38.0,,43.0,3.0,14.0,2.0,,,,,,,
10135,Tomasz Kuszczak,Goalkeeper,Man Utd,1,Poland,2010-11,1.0,,0.0,,,,,,,5.0,5.0,,5.0,57.0,,115.0,,,,,,1.0,,450.0,,,1.0,,39.0,,,,3.0,5.0,1.0,11.0,6.0,,0.0,1.0,,99.0,57.0,5.0,,,12.0,4.0,,1.0,1.0,0.0,49.0,,,58.0,,,,5.0,,,,19.0,,161.0,,,46.0,,0.0,52.0,10.0,,,2.0,,,,8.0,,,,,22.0,,,,,,,,6.0,48.0,49.0,2.0,27.0,1.0,,,6.0,3.0,2.0,2.0,,,,,,,
73439,Ole Söderberg,Goalkeeper,Newcastle,4,Sweden,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Steve Harper,Goalkeeper,Newcastle,4,England,2010-11,2.0,,0.0,,,,,,,4.0,18.0,,18.0,303.0,,544.0,,,,,1.0,5.0,,1565.0,,3.0,3.0,2.0,31.0,,,1.0,20.0,22.0,2.0,12.0,45.0,2.0,0.0,5.0,,517.0,190.0,18.0,,,198.0,19.0,,,4.0,0.0,248.0,,1.0,307.0,,,,15.0,1.0,,,210.0,,693.0,,1.0,43.0,,0.0,299.0,30.0,,,1.0,,1.0,,110.0,,,,,168.0,,,,,,,1.0,22.0,164.0,130.0,2.0,90.0,17.0,28.0,,17.0,2.0,14.0,1.0,3.0,,,,,,
20480,Tim Krul,Goalkeeper,Newcastle,4,Netherlands,2010-11,5.0,,0.0,,,,,,,12.0,21.0,,20.0,340.0,,652.0,,,1.0,,4.0,3.0,,1855.0,2.0,12.0,,10.0,53.0,,,2.0,23.0,35.0,3.0,12.0,47.0,8.0,0.0,17.0,,624.0,237.0,21.0,,,240.0,35.0,,,13.0,0.0,309.0,,1.0,345.0,,1.0,,16.0,,,,259.0,,849.0,,,72.0,,0.0,328.0,28.0,,,4.0,,2.0,,141.0,,,,,182.0,,,,,,,,26.0,195.0,166.0,9.0,107.0,13.0,33.0,,14.0,4.0,12.0,7.0,3.0,,,,,1.0,
11662,Ben Alnwick,Goalkeeper,Spurs,6,England,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Carlo Cudicini,Goalkeeper,Spurs,6,Italy,2010-11,,,0.0,,,,,,,,8.0,,8.0,45.0,,187.0,,,,,,1.0,,720.0,,2.0,1.0,2.0,86.0,,,,3.0,7.0,,32.0,22.0,2.0,0.0,2.0,,126.0,80.0,8.0,,,30.0,6.0,,,2.0,0.0,90.0,,,48.0,,,,29.0,,,,56.0,,277.0,,,112.0,,0.0,45.0,4.0,,,,,,,15.0,,,,,13.0,,,,,,,,10.0,79.0,108.0,5.0,22.0,5.0,11.0,,11.0,,2.0,1.0,1.0,,,,,,
18656,Heurelho Gomes,Goalkeeper,Spurs,6,Brazil,2010-11,4.0,,0.0,,,,,,,12.0,30.0,,30.0,314.0,,687.0,,,,,1.0,7.0,,2700.0,,11.0,9.0,10.0,146.0,,,2.0,62.0,39.0,4.0,50.0,113.0,9.0,0.0,15.0,,575.0,369.0,30.0,,,184.0,30.0,,,14.0,0.0,248.0,,,339.0,,,,62.0,3.0,3.0,,227.0,,1175.0,,,189.0,,4.0,302.0,30.0,,,4.0,,1.0,,63.0,,,,,110.0,,,,,,,2.0,53.0,312.0,378.0,26.0,173.0,16.0,56.0,,56.0,6.0,48.0,4.0,3.0,2.0,2.0,,,1.0,
7810,Stipe Pletikosa,Goalkeeper,Spurs,6,Croatia,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Stoke,110,Bosnia & Herzegovina,2010-11,3.0,,0.0,,,,,,,9.0,28.0,,28.0,514.0,,933.0,,,,,3.0,8.0,,2520.0,1.0,10.0,3.0,8.0,31.0,,,2.0,21.0,32.0,2.0,15.0,94.0,7.0,0.0,13.0,,906.0,315.0,28.0,,,371.0,29.0,,,10.0,0.0,332.0,,3.0,518.0,,,1.0,12.0,1.0,,,388.0,,1162.0,,,48.0,,3.0,505.0,35.0,,,1.0,,2.0,,158.0,,,,,240.0,,,,,,,,43.0,319.0,212.0,21.0,165.0,25.0,55.0,,39.0,2.0,9.0,1.0,7.0,1.0,1.0,,,1.0,
