season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089879,1,57,Watford,Away,15038,41945,Sebastian Prödl,sebastian-prodl,D,False,,,3.0,5.0,13.0,18.0,,,4.0,,,,3.0,,,,3.0,4.0,,,,,,,,1.0,,90.0,,2.0,,,,,,9.0,,6.9,,,,,9.0,,,,7.0,,12.0,15.0,27.0,0,3.0,45.0,,1.0,,2.0
2016-17,7089879,1,57,Watford,Away,16779,40868,José Holebas,jose-holebas,D,False,,,1.0,14.0,8.0,22.0,,1.0,7.0,,,,,,,3.0,3.0,3.0,,,,,,,,1.0,1.0,90.0,,2.0,,,,,,20.0,,7.0,,,1.0,,3.0,1.0,5.0,,1.0,,22.0,10.0,27.0,1,,56.0,1.0,1.0,1.0,
2016-17,7089879,1,57,Watford,Away,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,1.0,2.0,16.0,18.0,1.0,2.0,6.0,,,,,,,,1.0,3.0,,,,,,,,1.0,,90.0,,1.0,,,,,,7.0,,6.9,,,,,5.0,,,,5.0,,6.0,19.0,25.0,0,1.0,35.0,,,,1.0
2016-17,7089879,1,57,Watford,Away,33302,52153,Miguel Britos,miguel-britos,D,False,,,3.0,5.0,15.0,20.0,1.0,3.0,8.0,,,,1.0,,,1.0,4.0,5.0,,,1.0,,,,,3.0,,90.0,,2.0,,,,,,14.0,,7.1,,,,,10.0,,1.0,,8.0,,13.0,19.0,31.0,0,2.0,53.0,1.0,,,2.0
2016-17,7089879,1,57,Watford,Away,128637,67527,Allan Nyom,allan-nyom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,57,Watford,Home,15038,41945,Sebastian Prödl,sebastian-prodl,D,False,,,2.0,3.0,17.0,20.0,1.0,3.0,1.0,,,,1.0,,,,4.0,4.0,,,2.0,,,,,1.0,,90.0,,1.0,,,,,,4.0,,6.5,,,,,5.0,,,,3.0,,4.0,20.0,24.0,0,1.0,32.0,,,,
2016-17,7090019,2,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,False,,,,10.0,4.0,14.0,,,3.0,,,1.0,,,,4.0,4.0,4.0,,,,,,,,1.0,1.0,89.0,1.0,,,,,,,22.0,,6.7,,,,,4.0,2.0,2.0,,1.0,,17.0,7.0,22.0,2,2.0,53.0,1.0,,2.0,
2016-17,7090019,2,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,6.0,7.0,18.0,25.0,,1.0,3.0,,,,2.0,,,,2.0,4.0,,,,,,,,2.0,,90.0,,1.0,,,,,,4.0,,7.1,,,,,9.0,,,,6.0,,8.0,21.0,29.0,0,2.0,48.0,,1.0,,1.0
2016-17,7090019,2,57,Watford,Home,33302,52153,Miguel Britos,miguel-britos,D,False,,,4.0,18.0,20.0,38.0,,3.0,3.0,,,,1.0,,,,4.0,7.0,,,3.0,,,,,,1.0,90.0,,,,,,,,14.0,,6.7,,,,,9.0,,,,14.0,,29.0,23.0,52.0,0,4.0,65.0,,,,4.0
2016-17,7090019,2,57,Watford,Home,128637,67527,Allan Nyom,allan-nyom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
