season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827867,1,57,Watford,Home,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827867,1,57,Watford,Home,15038,41945,Sebastian Prödl,sebastian-prodl,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827867,1,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,False,5.0,,2.0,19.0,13.0,27.0,,,6.0,1.0,,1.0,,,,1.0,4.0,2.0,,,1.0,2.0,,,,,5.0,,90.0,,,,,,,,18.0,,8.2,,,,,1.0,2.0,11.0,,6.0,,27.0,15.0,31.0,1,1.0,58.0,,1.0,,1.0
2018-19,7827867,1,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,6.0,9.0,30.0,39.0,3.0,,5.0,,,,1.0,,,,5.0,2.0,,,1.0,,,,,,,,90.0,,,,,,,,11.0,,6.7,,,,,3.0,,,,12.0,,18.0,32.0,50.0,0,2.0,57.0,,,,2.0
2018-19,7827867,1,57,Watford,Home,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,1.0,,2.0,10.0,14.0,23.0,,1.0,6.0,,,1.0,,,,,2.0,4.0,,,1.0,,,,,5.0,,,90.0,,,,,,,,20.0,,7.1,,,1.0,,3.0,3.0,4.0,,8.0,,22.0,18.0,36.0,2,1.0,66.0,2.0,,2.0,1.0
2018-19,7827867,1,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,True,,,,2.0,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,2.0,,6.7,,,,,,,1.0,,,,4.0,,3.0,0,1.0,5.0,,,,1.0
2018-19,7827867,1,57,Watford,Home,58351,85624,Christian Kabasele,christian-kabasele,D,False,,,5.0,8.0,27.0,35.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,,4.0,2.0,,,,,,,,,,,90.0,,1.0,,,,,,12.0,,6.7,,,1.0,,1.0,,,,11.0,,19.0,28.0,47.0,2,,54.0,,1.0,,
2018-19,7827867,1,57,Watford,Home,259995,155651,Adam Masina,adam-masina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827897,2,57,Watford,Away,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827897,2,57,Watford,Away,15038,41945,Sebastian Prödl,sebastian-prodl,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827897,2,57,Watford,Away,16779,40868,José Holebas,jose-holebas,D,False,,,1.0,14.0,6.0,20.0,1.0,2.0,3.0,,,,,,,2.0,7.0,5.0,,,3.0,,,,,1.0,1.0,,90.0,,,,,,,,20.0,,6.5,,,,,8.0,2.0,1.0,,6.0,,20.0,9.0,28.0,0,1.0,65.0,1.0,2.0,,1.0
2018-19,7827897,2,57,Watford,Away,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,4.0,7.0,9.0,16.0,3.0,5.0,6.0,,,,,,,,3.0,7.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.0,,,,,7.0,,,,10.0,,17.0,9.0,26.0,0,2.0,39.0,,,,
2018-19,7827897,2,57,Watford,Away,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,1.0,,1.0,9.0,11.0,19.0,2.0,6.0,9.0,,,,,,,,3.0,9.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,15.0,,6.9,,,,,4.0,,2.0,,6.0,,14.0,18.0,30.0,0,3.0,54.0,,,,2.0
2018-19,7827897,2,57,Watford,Away,53739,54484,Kiko Femenía,kiko-femenia,D,True,,,,5.0,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,6.5,,,,,,,,,,,5.0,,5.0,0,,5.0,,,,
2018-19,7827897,2,57,Watford,Away,58351,85624,Christian Kabasele,christian-kabasele,D,False,,,1.0,2.0,12.0,14.0,2.0,3.0,2.0,,,,,,,,4.0,4.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,9.0,,6.5,,,,,3.0,,,,3.0,,7.0,14.0,21.0,0,1.0,32.0,2.0,,,1.0
2018-19,7827897,2,57,Watford,Away,259995,155651,Adam Masina,adam-masina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827913,3,57,Watford,Home,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827913,3,57,Watford,Home,15038,41945,Sebastian Prödl,sebastian-prodl,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827913,3,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,False,2.0,,,13.0,5.0,16.0,3.0,2.0,8.0,,,,1.0,,,2.0,9.0,6.0,,,1.0,,1.0,,,1.0,1.0,1.0,90.0,1.0,,,,,,,32.0,,7.0,,,,,1.0,3.0,10.0,,6.0,,30.0,7.0,27.0,1,2.0,68.0,2.0,1.0,1.0,2.0
2018-19,7827913,3,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,1.0,6.0,20.0,26.0,2.0,,9.0,,,,,,,,2.0,1.0,,,,,,,,4.0,,,90.0,,,,,,,,3.0,,6.7,,,,,3.0,,,,3.0,,8.0,20.0,28.0,0,1.0,37.0,1.0,,,
2018-19,7827913,3,57,Watford,Home,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,3.0,,4.0,21.0,8.0,26.0,2.0,,8.0,,,,,,,,4.0,5.0,,,2.0,1.0,,,,3.0,2.0,,90.0,,,,,,,,13.0,,7.6,,,1.0,,3.0,1.0,4.0,,6.0,,29.0,9.0,34.0,1,4.0,62.0,2.0,,1.0,3.0
2018-19,7827913,3,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827913,3,57,Watford,Home,58351,85624,Christian Kabasele,christian-kabasele,D,False,,,2.0,7.0,11.0,18.0,3.0,9.0,3.0,,,,,,,,4.0,16.0,,,1.0,,,,,6.0,,,90.0,,1.0,,,,,,11.0,,7.6,,,1.0,,6.0,,,,4.0,,9.0,19.0,28.0,1,5.0,52.0,1.0,2.0,,2.0
2018-19,7827913,3,57,Watford,Home,259995,155651,Adam Masina,adam-masina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827923,4,57,Watford,Home,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827923,4,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,False,2.0,,4.0,16.0,8.0,22.0,,,7.0,,,1.0,1.0,,,,3.0,3.0,,,1.0,2.0,,,,2.0,2.0,,90.0,,,,,,,,14.0,,7.7,,,,,5.0,2.0,4.0,,8.0,,23.0,10.0,29.0,1,2.0,55.0,1.0,,1.0,1.0
2018-19,7827923,4,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,4.0,4.0,6.0,10.0,3.0,4.0,4.0,,,,,,,,3.0,6.0,,,,,1.0,,,3.0,,,90.0,1.0,1.0,,,,,,10.0,,7.8,,,,,11.0,,,,9.0,,10.0,10.0,20.0,1,2.0,39.0,,,,2.0
2018-19,7827923,4,57,Watford,Home,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,3.0,,6.0,15.0,9.0,21.0,,2.0,6.0,,,,1.0,,,1.0,3.0,5.0,,,1.0,,,,,2.0,3.0,,90.0,,,,,,,,11.0,,7.6,,,,,6.0,2.0,4.0,,9.0,,19.0,13.0,28.0,0,1.0,54.0,1.0,,2.0,1.0
2018-19,7827923,4,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827923,4,57,Watford,Home,58351,85624,Christian Kabasele,christian-kabasele,D,False,,,3.0,3.0,7.0,10.0,2.0,6.0,3.0,,,,2.0,,,,6.0,8.0,,,2.0,,,,,4.0,,,90.0,,1.0,,,,,,6.0,,7.1,,,,,15.0,,,,6.0,,6.0,9.0,15.0,0,,43.0,1.0,2.0,,
2018-19,7827923,4,57,Watford,Home,259995,155651,Adam Masina,adam-masina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827943,5,57,Watford,Home,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827943,5,57,Watford,Home,16779,40868,José Holebas,jose-holebas,D,False,1.0,,,10.0,3.0,12.0,1.0,2.0,8.0,,,,,,,,1.0,8.0,,,,,,,,1.0,2.0,,84.0,,1.0,,,,,,26.0,,7.3,,,,,3.0,2.0,10.0,,5.0,,29.0,7.0,26.0,0,4.0,61.0,,,2.0,3.0
2018-19,7827943,5,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,5.0,9.0,18.0,27.0,3.0,,7.0,,,,,,,,3.0,2.0,,,,,,,,1.0,,,88.0,,,,,,,,7.0,,6.7,,,,,5.0,,,,11.0,,16.0,18.0,34.0,0,2.0,43.0,,,,2.0
2018-19,7827943,5,57,Watford,Home,32213,52940,Daryl Janmaat,daryl-janmaat,D,False,,,3.0,5.0,8.0,13.0,,1.0,5.0,,,,,,,,,4.0,,,,,,,,,,,72.0,,,,,,,,11.0,,6.6,,,,,,,4.0,,6.0,,14.0,9.0,19.0,0,3.0,29.0,,,,2.0
2018-19,7827943,5,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,True,,,1.0,9.0,1.0,10.0,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,2.0,,18.0,,,,,,,,2.0,,7.1,,,,,2.0,,1.0,,1.0,,11.0,1.0,11.0,0,1.0,19.0,,,,1.0
