season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090056,6,25,Middlesbrough,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,1.0,4.0,24.0,28.0,,2.0,7.0,,,,2.0,,,,4.0,7.0,,2.0,1.0,,,,,5.0,,,90.0,,4.0,,,,16.0,,7.0,,,,,8.0,2.0,,,13.0,,13.0,30.0,43.0,0,4.0,67.0,,,1.0,3.0
2016-17,7090062,7,25,Middlesbrough,Away,9645,20399,Antonio Barragán,antonio-barragan,D,False,1.0,,2.0,16.0,24.0,39.0,,1.0,5.0,,,,2.0,,,,5.0,7.0,,,3.0,,,,,1.0,,,90.0,,,,,,15.0,,6.8,,,,,3.0,1.0,2.0,,6.0,,22.0,26.0,46.0,0,4.0,77.0,,1.0,1.0,4.0
2016-17,7090062,7,25,Middlesbrough,Away,37254,40202,George Friend,george-friend,D,False,,,4.0,16.0,14.0,30.0,1.0,3.0,1.0,,,,,,,1.0,6.0,7.0,,,1.0,,,,,7.0,,,90.0,,1.0,,,,18.0,,6.8,,,,,5.0,3.0,4.0,,7.0,,26.0,15.0,37.0,0,2.0,73.0,1.0,2.0,,1.0
2016-17,7090062,7,25,Middlesbrough,Away,76343,75880,Daniel Ayala,daniel-ayala,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090062,7,25,Middlesbrough,Away,115432,83312,Ben Gibson,ben-gibson,D,False,,,4.0,12.0,41.0,53.0,,1.0,4.0,,,,,,,,,1.0,,,,,,,,1.0,,,90.0,,1.0,,,,5.0,,7.0,,,,,7.0,,,,6.0,,14.0,44.0,58.0,0,,68.0,,,,
2016-17,7090062,7,25,Middlesbrough,Away,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090062,7,25,Middlesbrough,Away,227942,101184,Calum Chambers,calum-chambers,D,False,,,2.0,10.0,36.0,46.0,2.0,2.0,4.0,,,,1.0,,,,3.0,6.0,,,,,,,,1.0,,,90.0,,1.0,,,,16.0,,7.2,,,,,8.0,,,,12.0,,20.0,40.0,60.0,0,4.0,76.0,2.0,,,1.0
2016-17,7090076,8,25,Middlesbrough,Home,9645,20399,Antonio Barragán,antonio-barragan,D,False,2.0,,,11.0,15.0,24.0,1.0,2.0,1.0,,,,,,,,3.0,5.0,,,2.0,,,,,1.0,,,69.0,,,,,,15.0,,6.6,,,,,1.0,,8.0,,1.0,,20.0,18.0,30.0,0,3.0,57.0,,,,1.0
2016-17,7090076,8,25,Middlesbrough,Home,37254,40202,George Friend,george-friend,D,False,2.0,,1.0,13.0,18.0,29.0,2.0,1.0,8.0,,,,,,,,6.0,8.0,,,2.0,,,,,4.0,2.0,,90.0,,1.0,,,,9.0,,7.5,,,,,2.0,3.0,5.0,,2.0,,19.0,18.0,32.0,0,5.0,61.0,,1.0,1.0,5.0
2016-17,7090076,8,25,Middlesbrough,Home,76343,75880,Daniel Ayala,daniel-ayala,D,True,,,2.0,4.0,5.0,9.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,21.0,,,,,,3.0,,6.6,,,,,1.0,,1.0,,3.0,,6.0,6.0,11.0,0,,13.0,,,,
2016-17,7090076,8,25,Middlesbrough,Home,115432,83312,Ben Gibson,ben-gibson,D,False,,,2.0,14.0,32.0,46.0,,,6.0,,,,,,,1.0,2.0,,,,1.0,,,,,3.0,,,90.0,,,,,,8.0,,6.9,,,1.0,,9.0,,,,4.0,,19.0,33.0,52.0,1,,70.0,1.0,,,
2016-17,7090076,8,25,Middlesbrough,Home,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090076,8,25,Middlesbrough,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,4.0,18.0,32.0,50.0,2.0,1.0,9.0,,,,1.0,,,1.0,5.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,16.0,,6.6,,,,,5.0,,4.0,,11.0,,29.0,34.0,59.0,0,2.0,80.0,1.0,2.0,,2.0
2016-17,7090116,9,25,Middlesbrough,Away,9645,20399,Antonio Barragán,antonio-barragan,D,False,,,,6.0,6.0,12.0,1.0,1.0,4.0,,,,,,,,3.0,5.0,,,2.0,,,,,1.0,,,90.0,,,,,,15.0,,7.2,,,,,5.0,,3.0,,3.0,,12.0,10.0,19.0,0,4.0,51.0,,,,1.0
2016-17,7090116,9,25,Middlesbrough,Away,37254,40202,George Friend,george-friend,D,False,,,,3.0,4.0,7.0,3.0,2.0,1.0,,,,4.0,,,1.0,8.0,4.0,,,,,,,,1.0,,,90.0,,,,,,10.0,,6.3,,,,,1.0,,,,4.0,,7.0,6.0,13.0,0,1.0,29.0,1.0,1.0,,1.0
2016-17,7090116,9,25,Middlesbrough,Away,40677,54771,Fábio,fabio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090116,9,25,Middlesbrough,Away,76343,75880,Daniel Ayala,daniel-ayala,D,False,,,1.0,2.0,6.0,8.0,,1.0,3.0,,,,,,,,2.0,2.0,,,2.0,,,,,1.0,,,90.0,,,,,,6.0,,6.9,,,,,7.0,,,,5.0,,7.0,7.0,14.0,0,,24.0,,1.0,,
2016-17,7090116,9,25,Middlesbrough,Away,115432,83312,Ben Gibson,ben-gibson,D,False,,,1.0,5.0,5.0,10.0,,1.0,2.0,,,,1.0,,,,1.0,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,7.0,,7.3,,,,,5.0,2.0,,,6.0,,11.0,6.0,17.0,0,1.0,28.0,,,2.0,
2016-17,7090116,9,25,Middlesbrough,Away,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090087,10,25,Middlesbrough,Home,9645,20399,Antonio Barragán,antonio-barragan,D,False,,,2.0,12.0,12.0,24.0,,,8.0,,,,2.0,,,,5.0,4.0,,,1.0,,,,,7.0,1.0,,90.0,,,,,,18.0,,7.2,,,1.0,,2.0,4.0,2.0,,7.0,,22.0,15.0,35.0,1,1.0,70.0,3.0,1.0,2.0,1.0
2016-17,7090087,10,25,Middlesbrough,Home,37254,40202,George Friend,george-friend,D,False,,,2.0,12.0,12.0,24.0,2.0,1.0,4.0,,,,1.0,,,1.0,5.0,9.0,,,,,,,,,,,90.0,,1.0,,,,13.0,,7.5,,,2.0,,7.0,3.0,,,6.0,,15.0,16.0,31.0,2,4.0,62.0,1.0,2.0,2.0,3.0
2016-17,7090087,10,25,Middlesbrough,Home,40677,54771,Fábio,fabio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090087,10,25,Middlesbrough,Home,115432,83312,Ben Gibson,ben-gibson,D,False,,,1.0,4.0,17.0,21.0,1.0,,3.0,,,,1.0,,,,3.0,1.0,,,1.0,,,,,1.0,,1.0,90.0,,2.0,,,,4.0,,7.1,,,,,4.0,,,,4.0,,6.0,18.0,24.0,0,1.0,34.0,1.0,,,
2016-17,7090087,10,25,Middlesbrough,Home,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090087,10,25,Middlesbrough,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,3.0,6.0,15.0,21.0,1.0,2.0,3.0,,,,1.0,,,,3.0,4.0,,,1.0,,,,,4.0,,,90.0,,2.0,,,,3.0,,7.7,,,,,9.0,,,,6.0,,9.0,15.0,24.0,0,2.0,44.0,,,,2.0
2016-17,7090083,11,25,Middlesbrough,Away,9645,20399,Antonio Barragán,antonio-barragan,D,False,,,,5.0,11.0,16.0,,2.0,2.0,,,,3.0,,,,5.0,5.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,17.0,,6.6,,,,,8.0,1.0,,,1.0,,16.0,12.0,28.0,0,2.0,54.0,,,1.0,1.0
2016-17,7090083,11,25,Middlesbrough,Away,37254,40202,George Friend,george-friend,D,False,1.0,,4.0,11.0,14.0,24.0,,1.0,5.0,,,,,,,,1.0,8.0,,,,1.0,,,,2.0,1.0,,90.0,,1.0,,,,10.0,,7.9,,,,,5.0,3.0,1.0,,8.0,,15.0,17.0,31.0,0,5.0,57.0,,,2.0,3.0
2016-17,7090083,11,25,Middlesbrough,Away,40677,54771,Fábio,fabio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090083,11,25,Middlesbrough,Away,115432,83312,Ben Gibson,ben-gibson,D,False,,,1.0,3.0,12.0,15.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,90.0,,,,,,3.0,,6.8,,,,,9.0,,,,2.0,,5.0,13.0,18.0,0,,29.0,,,,
2016-17,7090083,11,25,Middlesbrough,Away,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090083,11,25,Middlesbrough,Away,227942,101184,Calum Chambers,calum-chambers,D,False,,,,2.0,11.0,13.0,1.0,,7.0,,,,1.0,,,,3.0,1.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,7.0,,6.7,,,,,13.0,1.0,,,5.0,1.0,7.0,13.0,20.0,0,,37.0,,,1.0,
2016-17,7090131,12,25,Middlesbrough,Home,9645,20399,Antonio Barragán,antonio-barragan,D,False,1.0,,3.0,23.0,25.0,47.0,,,8.0,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,20.0,,7.0,,,,,2.0,,4.0,,7.0,,39.0,27.0,62.0,0,,87.0,,1.0,,
2016-17,7090131,12,25,Middlesbrough,Home,40677,54771,Fábio,fabio,D,False,1.0,,2.0,8.0,16.0,23.0,,2.0,3.0,,,,,,,,,2.0,,,,,,,,2.0,,,71.0,,1.0,,,,11.0,,6.9,,,,,2.0,,2.0,,7.0,,12.0,22.0,32.0,0,,46.0,,,,
2016-17,7090131,12,25,Middlesbrough,Home,115432,83312,Ben Gibson,ben-gibson,D,False,,,4.0,13.0,36.0,49.0,,1.0,4.0,,,,,,,,,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,6.0,,7.4,,,,,10.0,2.0,,,7.0,,16.0,39.0,55.0,0,,71.0,,1.0,2.0,
2016-17,7090131,12,25,Middlesbrough,Home,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090131,12,25,Middlesbrough,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,2.0,13.0,25.0,38.0,3.0,,9.0,,,,1.0,,,,5.0,4.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,7.0,,6.8,,,,,2.0,,,,6.0,,15.0,30.0,45.0,0,2.0,54.0,,2.0,,2.0
2016-17,7090117,13,25,Middlesbrough,Away,9645,20399,Antonio Barragán,antonio-barragan,D,False,,,2.0,15.0,31.0,46.0,1.0,2.0,2.0,,,,,,,,5.0,5.0,,,2.0,,,,,2.0,,,90.0,,,,,,15.0,,6.7,,,,,4.0,3.0,1.0,,4.0,,19.0,36.0,54.0,0,2.0,78.0,,,1.0,2.0
2016-17,7090117,13,25,Middlesbrough,Away,40677,54771,Fábio,fabio,D,False,,,2.0,13.0,21.0,34.0,2.0,4.0,5.0,,,,1.0,,,,5.0,7.0,,,2.0,,,,,3.0,,,90.0,,1.0,,,,17.0,,6.6,,,,,3.0,1.0,3.0,,7.0,,26.0,22.0,45.0,0,1.0,69.0,,1.0,1.0,1.0
2016-17,7090117,13,25,Middlesbrough,Away,115432,83312,Ben Gibson,ben-gibson,D,False,,,4.0,11.0,42.0,53.0,2.0,1.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,90.0,,,,,,10.0,,6.4,,,,,4.0,,,,11.0,,17.0,46.0,63.0,0,,68.0,,,,
2016-17,7090117,13,25,Middlesbrough,Away,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090117,13,25,Middlesbrough,Away,227942,101184,Calum Chambers,calum-chambers,D,False,,,7.0,12.0,36.0,48.0,,6.0,2.0,,,,1.0,,,,3.0,8.0,,,3.0,,,,,2.0,,,90.0,,,1.0,,,9.0,,6.3,,,,,13.0,,,,14.0,,19.0,38.0,57.0,0,,75.0,,3.0,,
2016-17,7090093,14,25,Middlesbrough,Home,9645,20399,Antonio Barragán,antonio-barragan,D,False,3.0,,3.0,35.0,19.0,51.0,1.0,2.0,2.0,,,,,,,1.0,2.0,3.0,,,,,,,,2.0,,,90.0,,,,,,12.0,,7.2,,,,,,,7.0,,3.0,,42.0,20.0,55.0,0,1.0,73.0,2.0,,,1.0
2016-17,7090093,14,25,Middlesbrough,Home,40677,54771,Fábio,fabio,D,False,1.0,,,19.0,18.0,36.0,3.0,,8.0,,,,,,,3.0,8.0,6.0,,,3.0,,,,,3.0,3.0,,90.0,,1.0,,,,18.0,,7.3,,,,,1.0,1.0,7.0,,2.0,,29.0,21.0,43.0,0,4.0,73.0,1.0,1.0,1.0,3.0
2016-17,7090093,14,25,Middlesbrough,Home,115432,83312,Ben Gibson,ben-gibson,D,False,,,7.0,28.0,45.0,73.0,1.0,4.0,5.0,,,,,,,1.0,2.0,7.0,,,,,,,,2.0,1.0,1.0,90.0,,,,,,9.0,,7.9,,,,,3.0,,,,10.0,,34.0,47.0,81.0,0,3.0,92.0,,,,3.0
2016-17,7090093,14,25,Middlesbrough,Home,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090093,14,25,Middlesbrough,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,10.0,28.0,41.0,69.0,1.0,5.0,5.0,,,,,,,,1.0,7.0,,,,,,,,,,,90.0,,,,,,11.0,,7.5,,,,,5.0,,,,15.0,,36.0,44.0,80.0,0,2.0,90.0,,,,2.0
2016-17,7090149,15,25,Middlesbrough,Away,9645,20399,Antonio Barragán,antonio-barragan,D,False,1.0,,4.0,22.0,25.0,46.0,3.0,,13.0,,,,,,,,3.0,6.0,,,,,,,,2.0,,,90.0,,,,,,18.0,,7.2,,,,,3.0,,4.0,,10.0,,31.0,29.0,56.0,0,4.0,86.0,2.0,2.0,,3.0
2016-17,7090149,15,25,Middlesbrough,Away,40677,54771,Fábio,fabio,D,False,,,1.0,15.0,5.0,20.0,1.0,1.0,2.0,,,,1.0,,,,5.0,10.0,,,3.0,,,,,3.0,,,90.0,,1.0,,,,14.0,,7.2,,,,,1.0,2.0,2.0,,6.0,1.0,25.0,5.0,28.0,0,4.0,57.0,,3.0,2.0,2.0
2016-17,7090149,15,25,Middlesbrough,Away,115432,83312,Ben Gibson,ben-gibson,D,False,,,2.0,15.0,23.0,38.0,2.0,1.0,5.0,,,,,,,1.0,4.0,1.0,,,1.0,,,,,2.0,,,90.0,,,,,,12.0,,6.6,,,,,8.0,,,,7.0,,21.0,27.0,48.0,0,,61.0,,,,
2016-17,7090149,15,25,Middlesbrough,Away,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090149,15,25,Middlesbrough,Away,227942,101184,Calum Chambers,calum-chambers,D,False,,,6.0,12.0,29.0,41.0,3.0,5.0,7.0,,,,,,,1.0,4.0,6.0,,,,,,,,2.0,,,90.0,,1.0,,,,13.0,,7.2,,,,,10.0,,,,11.0,,17.0,35.0,52.0,0,,69.0,1.0,1.0,,
2016-17,7090136,16,25,Middlesbrough,Home,9645,20399,Antonio Barragán,antonio-barragan,D,False,,,2.0,23.0,20.0,43.0,,3.0,9.0,,,,1.0,,,1.0,5.0,6.0,,,2.0,,,,,5.0,,,90.0,,2.0,,,,15.0,,6.8,,,,,3.0,1.0,,,6.0,,28.0,25.0,53.0,0,2.0,79.0,1.0,1.0,,1.0
