season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089880,1,25,Middlesbrough,Home,9645,20399,Antonio Barragán,antonio-barragan,D,False,,,4.0,7.0,25.0,32.0,3.0,1.0,8.0,,,,,,,1.0,5.0,3.0,,,3.0,,,,,3.0,,,90.0,,,,,,10.0,,6.7,,,,,8.0,,,,11.0,,14.0,26.0,40.0,0,1.0,56.0,,1.0,,1.0
2016-17,7089880,1,25,Middlesbrough,Home,19979,15633,Alex Baptiste,alex-baptiste,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089880,1,25,Middlesbrough,Home,37254,40202,George Friend,george-friend,D,False,,,4.0,18.0,16.0,34.0,,3.0,10.0,,,1.0,,,,,1.0,9.0,,,,,,,,4.0,,,90.0,,,,,,15.0,,7.3,,,,,2.0,6.0,1.0,,8.0,,28.0,19.0,46.0,1,1.0,76.0,,,5.0,1.0
2016-17,7089880,1,25,Middlesbrough,Home,115432,83312,Ben Gibson,ben-gibson,D,False,,,2.0,3.0,13.0,16.0,1.0,2.0,,,,,,,,,1.0,5.0,,,,,,,,,,,90.0,,1.0,,,,6.0,,6.9,,,1.0,,2.0,,,,6.0,,6.0,16.0,22.0,1,2.0,32.0,,2.0,,1.0
2016-17,7090017,2,25,Middlesbrough,Away,9645,20399,Antonio Barragán,antonio-barragan,D,False,1.0,,4.0,10.0,26.0,35.0,1.0,,1.0,,,,1.0,,,,3.0,2.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,8.0,,7.3,,,,,7.0,,1.0,,5.0,,13.0,28.0,40.0,0,2.0,59.0,1.0,,,1.0
2016-17,7090017,2,25,Middlesbrough,Away,19979,15633,Alex Baptiste,alex-baptiste,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090017,2,25,Middlesbrough,Away,37254,40202,George Friend,george-friend,D,False,,,2.0,11.0,21.0,32.0,3.0,4.0,5.0,,,1.0,2.0,,,,9.0,10.0,,,2.0,,,,,3.0,1.0,,90.0,,1.0,,,,17.0,,7.2,,,,,7.0,3.0,,,8.0,,15.0,28.0,43.0,1,5.0,83.0,1.0,1.0,1.0,4.0
2016-17,7090017,2,25,Middlesbrough,Away,76343,75880,Daniel Ayala,daniel-ayala,D,True,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,2.0,0,,4.0,,,,
2016-17,7090017,2,25,Middlesbrough,Away,115432,83312,Ben Gibson,ben-gibson,D,False,,,3.0,6.0,27.0,33.0,1.0,,,,,,,,,,1.0,3.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,4.0,,7.0,,,,,3.0,1.0,,,4.0,,10.0,27.0,37.0,0,2.0,47.0,,,1.0,2.0
2016-17,7090020,3,25,Middlesbrough,Away,9645,20399,Antonio Barragán,antonio-barragan,D,False,,,5.0,16.0,29.0,45.0,1.0,1.0,5.0,,,,2.0,,,,5.0,5.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,11.0,,7.2,,,,,2.0,1.0,2.0,,7.0,,21.0,31.0,50.0,0,3.0,66.0,2.0,,1.0,3.0
2016-17,7090020,3,25,Middlesbrough,Away,76343,75880,Daniel Ayala,daniel-ayala,D,False,1.0,,5.0,12.0,18.0,29.0,2.0,7.0,4.0,,,,1.0,,,,4.0,9.0,,,1.0,,,,,3.0,,,90.0,1.0,1.0,,,,5.0,,7.9,,,1.0,,13.0,,1.0,,9.0,1.0,16.0,18.0,33.0,2,2.0,57.0,,,,
2016-17,7090020,3,25,Middlesbrough,Away,115432,83312,Ben Gibson,ben-gibson,D,False,,,6.0,10.0,30.0,40.0,,4.0,3.0,,,,,,,,,8.0,,,,,,,,2.0,,,90.0,,3.0,,,,4.0,,8.1,,,,,7.0,,,,7.0,,11.0,31.0,42.0,0,2.0,61.0,2.0,2.0,,2.0
2016-17,7090020,3,25,Middlesbrough,Away,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,25,Middlesbrough,Away,151174,,Adam Reach,adam-reach,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090034,4,25,Middlesbrough,Home,9645,20399,Antonio Barragán,antonio-barragan,D,False,2.0,,5.0,21.0,27.0,46.0,2.0,,10.0,,,,,,,4.0,7.0,12.0,,,,,,,,2.0,2.0,,90.0,,,,,,17.0,,7.3,,,,,,5.0,6.0,,9.0,1.0,30.0,29.0,53.0,0,8.0,92.0,,,4.0,7.0
2016-17,7090034,4,25,Middlesbrough,Home,37254,40202,George Friend,george-friend,D,False,,,,21.0,21.0,42.0,6.0,2.0,1.0,,,1.0,1.0,,,1.0,13.0,9.0,1.0,,1.0,,,,,3.0,1.0,,90.0,,1.0,,,,15.0,,6.0,,,,,5.0,6.0,2.0,,3.0,,26.0,22.0,46.0,1,4.0,86.0,2.0,1.0,2.0,3.0
2016-17,7090034,4,25,Middlesbrough,Home,76343,75880,Daniel Ayala,daniel-ayala,D,False,,,1.0,14.0,32.0,46.0,3.0,5.0,10.0,,,,2.0,,,1.0,7.0,5.0,,,1.0,,1.0,,,5.0,,,90.0,1.0,1.0,,,,16.0,,7.5,,,1.0,,6.0,,2.0,,6.0,,27.0,33.0,58.0,2,,78.0,,,,
2016-17,7090034,4,25,Middlesbrough,Home,115432,83312,Ben Gibson,ben-gibson,D,False,,,2.0,23.0,44.0,67.0,4.0,1.0,5.0,,,,,,,1.0,5.0,1.0,,,,,,,,,,,90.0,1.0,2.0,,,,6.0,,6.7,,,,,4.0,,,,4.0,,26.0,46.0,72.0,1,,83.0,,,,
2016-17,7090034,4,25,Middlesbrough,Home,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090049,5,25,Middlesbrough,Away,9645,20399,Antonio Barragán,antonio-barragan,D,False,1.0,,,14.0,11.0,24.0,,,3.0,,,,1.0,,,,3.0,2.0,,,1.0,,,,,3.0,,,90.0,,,,,,10.0,,6.1,,,1.0,,2.0,1.0,5.0,,1.0,,20.0,12.0,27.0,1,2.0,51.0,1.0,,,2.0
2016-17,7090049,5,25,Middlesbrough,Away,37254,40202,George Friend,george-friend,D,False,,,4.0,18.0,20.0,38.0,,2.0,7.0,,,,3.0,,,1.0,6.0,9.0,,,,,,,,6.0,1.0,,90.0,,,,,,19.0,,6.7,,,,,3.0,2.0,2.0,,6.0,,26.0,24.0,48.0,0,5.0,83.0,,2.0,,5.0
2016-17,7090049,5,25,Middlesbrough,Away,76343,75880,Daniel Ayala,daniel-ayala,D,False,,,4.0,7.0,36.0,43.0,1.0,2.0,3.0,,,,3.0,,,,6.0,3.0,,,2.0,,,,,5.0,,,90.0,,,,,,8.0,,6.2,,,,,8.0,,1.0,,7.0,,13.0,38.0,50.0,0,1.0,65.0,,,,
2016-17,7090049,5,25,Middlesbrough,Away,115432,83312,Ben Gibson,ben-gibson,D,False,,,4.0,13.0,31.0,44.0,,2.0,7.0,,,,1.0,,,,1.0,5.0,,,,,,,,3.0,,,90.0,,1.0,,,,6.0,,7.0,,,,,7.0,,,,8.0,,17.0,33.0,50.0,0,3.0,66.0,,,,2.0
2016-17,7090049,5,25,Middlesbrough,Away,139919,55317,Bernardo Espinosa,bernardo-espinosa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090049,5,25,Middlesbrough,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090056,6,25,Middlesbrough,Home,9645,20399,Antonio Barragán,antonio-barragan,D,False,1.0,,,13.0,19.0,31.0,1.0,1.0,4.0,,,,3.0,,,,4.0,13.0,,,,,,,,4.0,,,90.0,,,,,,12.0,,7.8,,,,,4.0,1.0,2.0,,2.0,,22.0,20.0,40.0,0,8.0,72.0,1.0,3.0,1.0,5.0
2016-17,7090056,6,25,Middlesbrough,Home,37254,40202,George Friend,george-friend,D,False,,,,11.0,15.0,26.0,,3.0,3.0,,,,2.0,,,1.0,7.0,7.0,,,4.0,,,,,5.0,,,90.0,,,,,,14.0,,6.4,,,,,2.0,1.0,,,8.0,,22.0,15.0,37.0,0,3.0,64.0,1.0,1.0,,2.0
2016-17,7090056,6,25,Middlesbrough,Home,76343,75880,Daniel Ayala,daniel-ayala,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090056,6,25,Middlesbrough,Home,115432,83312,Ben Gibson,ben-gibson,D,False,,,4.0,12.0,26.0,38.0,,,3.0,,,,,,,,,2.0,,,,,1.0,,,3.0,,,90.0,1.0,1.0,,,,3.0,,7.7,,,,,4.0,,,,6.0,,14.0,27.0,41.0,1,2.0,52.0,,,,1.0
