season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243390,1,21,West_Ham_United,Home,9127,18987,Robert Snodgrass,robert-snodgrass,M,True,1.0,,,11.0,3.0,13.0,1.0,1.0,3.0,1.0,,,1.0,,1.0,4.0,2.0,,,1.0,,,,,,1.0,,34.0,,,,,,,,5.0,,6.4,,,,,,,3.0,,1.0,,15.0,3.0,15.0,0,,22.0,,1.0,,
2019-20,8243390,1,21,West_Ham_United,Home,38094,54102,Jack Wilshere,jack-wilshere,M,False,,,1.0,12.0,9.0,21.0,,3.0,5.0,,,,1.0,,1.0,2.0,7.0,,,,,,,,,,,56.0,,,,,,,,5.0,,6.5,,,,,,,,,1.0,,15.0,9.0,24.0,0,1.0,36.0,1.0,3.0,,
2019-20,8243390,1,21,West_Ham_United,Home,152276,101537,Felipe Anderson,felipe-anderson,M,False,,,1.0,9.0,9.0,18.0,1.0,,1.0,,,,2.0,,2.0,7.0,2.0,,,1.0,,,,,,,,66.0,,,,,,,,12.0,,5.8,,,,,1.0,2.0,2.0,,2.0,,16.0,10.0,24.0,0,,33.0,,1.0,1.0,
2019-20,8243390,1,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,2.0,32.0,7.0,39.0,,1.0,6.0,,,,2.0,,1.0,3.0,6.0,,,,,,,,,,,90.0,1.0,,,,,,,15.0,,6.5,,,,,,3.0,1.0,,2.0,,40.0,9.0,48.0,1,1.0,62.0,4.0,1.0,3.0,1.0
2019-20,8243390,1,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,True,,,,7.0,4.0,11.0,1.0,,4.0,,,,,,3.0,4.0,5.0,,,,,,,,,,,45.0,,,,,,,,7.0,,6.2,,,,,,,1.0,,,,10.0,4.0,13.0,0,3.0,23.0,1.0,2.0,,2.0
2019-20,8243390,1,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,3.0,18.0,22.0,40.0,,,8.0,,,,2.0,,,3.0,7.0,,,,,,,,2.0,,,90.0,,,,,,,,8.0,,6.5,,,,,,3.0,,,5.0,,21.0,24.0,45.0,0,4.0,57.0,2.0,1.0,2.0,2.0
2019-20,8243411,2,21,West_Ham_United,Away,9127,18987,Robert Snodgrass,robert-snodgrass,M,False,1.0,,,11.0,4.0,14.0,2.0,3.0,6.0,,,,,,4.0,7.0,12.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,,21.0,,7.0,,,,,,4.0,8.0,,,,24.0,7.0,23.0,1,2.0,53.0,,3.0,4.0,2.0
2019-20,8243411,2,21,West_Ham_United,Away,38094,54102,Jack Wilshere,jack-wilshere,M,False,,,,6.0,3.0,9.0,,1.0,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,45.0,,,,,,,,3.0,,6.3,,,,,,,,,,,6.0,4.0,10.0,0,,15.0,,,,
2019-20,8243411,2,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,2.0,1.0,3.0,2.0,,,,,,1.0,,,3.0,,,,,,,,,,,,13.0,,,,,,,,1.0,,6.3,,,,,,,,,,1.0,2.0,1.0,3.0,0,,5.0,1.0,,,
2019-20,8243411,2,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,,26.0,18.0,44.0,2.0,,12.0,1.0,,,1.0,,1.0,5.0,7.0,,,,1.0,,,,3.0,4.0,,90.0,,,,,,,,16.0,,7.6,,,1.0,,,6.0,2.0,,1.0,,34.0,18.0,50.0,1,1.0,78.0,2.0,1.0,5.0,1.0
