season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896960,3,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,4.0,1.0,5.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,4.0,1.0,5.0,0,1.0,8.0,1.0,1.0,,
2020-21,8896960,3,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896960,3,21,West_Ham_United,Home,152276,101537,Felipe Anderson,felipe-anderson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896960,3,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896960,3,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,3.0,8.0,5.0,13.0,2.0,,3.0,,1.0,,,,1.0,5.0,6.0,,,,,2.0,,,,,88.0,2.0,,,,,,,,12.0,,8.2,,,1.0,,,3.0,,,4.0,,14.0,6.0,20.0,3,2.0,34.0,1.0,3.0,1.0,2.0
2020-21,8896960,3,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,2.0,8.0,19.0,27.0,4.0,7.0,3.0,,,1.0,2.0,,2.0,11.0,9.0,,,3.0,,,,,3.0,,90.0,2.0,1.0,,,,,,,8.0,,7.5,,,2.0,,,,,,2.0,,13.0,19.0,32.0,5,1.0,49.0,,1.0,,1.0
2020-21,8896960,3,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,1.0,7.0,13.0,20.0,1.0,,5.0,,1.0,,5.0,,1.0,8.0,4.0,,,1.0,1.0,,,1.0,,1.0,90.0,,,,,,,,,9.0,,6.6,,,2.0,,,1.0,,,2.0,1.0,12.0,15.0,27.0,2,2.0,40.0,1.0,1.0,1.0,
2020-21,8896960,3,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,23.0,18.0,41.0,,1.0,12.0,,,,2.0,,2.0,4.0,10.0,,,,,,,,3.0,,90.0,,,,,,,,,12.0,,7.5,,,,,,5.0,,,5.0,,29.0,22.0,51.0,0,4.0,67.0,,,5.0,3.0
2020-21,8896896,4,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2020-21,8896896,4,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896896,4,21,West_Ham_United,Away,152276,101537,Felipe Anderson,felipe-anderson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896896,4,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896896,4,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,2.0,,1.0,8.0,6.0,12.0,,,8.0,,,2.0,,,,,5.0,,,,,1.0,,,,1.0,88.0,1.0,1.0,,,,,,,11.0,,8.0,,,,,1.0,2.0,5.0,,1.0,,18.0,7.0,20.0,3,1.0,37.0,,2.0,2.0,1.0
2020-21,8896896,4,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,5.0,16.0,21.0,3.0,7.0,5.0,,,,1.0,,,7.0,12.0,,,2.0,,,,,4.0,,90.0,,,,,,,,,9.0,,7.4,,,2.0,,4.0,1.0,,,1.0,,11.0,17.0,28.0,2,4.0,48.0,1.0,1.0,,1.0
2020-21,8896896,4,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,,13.0,7.0,20.0,1.0,2.0,2.0,1.0,,1.0,3.0,,,7.0,4.0,,,1.0,1.0,1.0,,,3.0,3.0,90.0,1.0,,,,,,,,8.0,,8.2,,,,,,2.0,,,,,14.0,8.0,22.0,2,1.0,41.0,3.0,1.0,,1.0
2020-21,8896896,4,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,,15.0,14.0,29.0,,,9.0,,,,,,1.0,2.0,2.0,,,1.0,,,,1.0,2.0,1.0,90.0,,,,,,,,,5.0,,7.1,,,1.0,,2.0,1.0,,,1.0,,17.0,16.0,33.0,1,1.0,43.0,,,1.0,1.0
2020-21,8896878,5,21,West_Ham_United,Away,9127,18987,Robert Snodgrass,robert-snodgrass,M,True,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,1.0,,
2020-21,8896878,5,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896878,5,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,6.5,,,,,,,,,,,2.0,1.0,3.0,0,,3.0,,,,
2020-21,8896878,5,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,4.0,2.0,6.0,,1.0,2.0,,,,,,,,5.0,,,,,1.0,,,,,13.0,1.0,,,,,,,,2.0,,7.7,,,,,,,,,1.0,1.0,5.0,3.0,8.0,1,1.0,14.0,,3.0,,1.0
2020-21,8896878,5,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,2.0,,1.0,21.0,2.0,21.0,,,2.0,,,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,1.0,90.0,,,,,,,,,13.0,,6.4,,,,,,1.0,7.0,,1.0,,27.0,4.0,24.0,1,,41.0,2.0,1.0,,
2020-21,8896878,5,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,3.0,20.0,10.0,30.0,4.0,8.0,4.0,,,1.0,,,1.0,8.0,11.0,,,3.0,,,,,,1.0,90.0,1.0,,,,,,,,13.0,,6.9,,,,,1.0,,,,3.0,,28.0,12.0,40.0,2,1.0,52.0,2.0,2.0,,
2020-21,8896878,5,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,1.0,16.0,9.0,25.0,,1.0,4.0,,1.0,,,,1.0,2.0,3.0,,,,,,,,,,77.0,1.0,,,,,,,,10.0,,6.3,,,1.0,,,2.0,2.0,,1.0,,24.0,9.0,31.0,2,,39.0,,1.0,1.0,
2020-21,8896878,5,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,3.0,33.0,18.0,51.0,2.0,1.0,7.0,,,,3.0,,1.0,7.0,3.0,,,1.0,,,,,2.0,,90.0,,,,,,,,,22.0,,6.2,,,,,,,1.0,,5.0,,45.0,22.0,66.0,0,1.0,81.0,4.0,1.0,,
2020-21,8896890,6,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896890,6,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,1.0,3.0,5.0,8.0,,,6.0,,,,2.0,,,5.0,1.0,,,2.0,,,,,,1.0,38.0,,,,,,,,,10.0,,6.4,,,1.0,,,1.0,,,2.0,1.0,7.0,8.0,15.0,1,,23.0,2.0,1.0,,
2020-21,8896890,6,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896890,6,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,4.0,2.0,6.0,2.0,,2.0,,,,,,,4.0,2.0,,,,,,,,,,69.0,,,,,,,,,11.0,,6.3,,,,,1.0,3.0,1.0,,5.0,,11.0,3.0,13.0,0,,21.0,1.0,1.0,1.0,
2020-21,8896890,6,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,2.0,10.0,13.0,23.0,4.0,7.0,6.0,,,1.0,,,,4.0,8.0,,,2.0,,,,,,,90.0,,1.0,,,,,,,20.0,,6.7,,,,,4.0,,1.0,,5.0,,24.0,19.0,42.0,1,1.0,50.0,,,,
2020-21,8896890,6,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,,12.0,16.0,28.0,3.0,1.0,6.0,,,,2.0,,,7.0,4.0,,,2.0,,,,,1.0,1.0,90.0,1.0,,,,,,,,9.0,,6.7,,,1.0,,,2.0,1.0,,1.0,,17.0,17.0,33.0,2,,45.0,2.0,2.0,1.0,
2020-21,8896890,6,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,4.0,11.0,18.0,29.0,1.0,1.0,5.0,,,,,,,1.0,5.0,,,,,,,,4.0,1.0,90.0,,,,,,,,,2.0,,7.6,,,,,1.0,2.0,1.0,,4.0,,12.0,18.0,29.0,0,2.0,44.0,1.0,,2.0,1.0
2020-21,8896865,7,21,West_Ham_United,Away,9127,18987,Robert Snodgrass,robert-snodgrass,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896865,7,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,1.0,2.0,2.0,4.0,,1.0,2.0,,,,,,2.0,3.0,2.0,,,1.0,,,,,,,16.0,,,,,,,,,4.0,,6.6,,,,,,1.0,2.0,,1.0,,4.0,2.0,4.0,0,,11.0,,1.0,1.0,
2020-21,8896865,7,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,1.0,2.0,1.0,3.0,1.0,,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,8.0,,,,,,,,,3.0,,6.5,,,,,,,,,1.0,,2.0,2.0,4.0,0,,7.0,,,,
2020-21,8896865,7,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,2.0,3.0,0,1.0,4.0,,,,1.0
2020-21,8896865,7,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,2.0,8.0,7.0,15.0,2.0,,4.0,,,,2.0,,1.0,6.0,2.0,,,1.0,,,,,,,89.0,,,,,,,,,8.0,,6.1,,,,,,1.0,4.0,,2.0,,12.0,8.0,16.0,0,,28.0,2.0,1.0,1.0,
2020-21,8896865,7,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,8.0,9.0,17.0,6.0,5.0,5.0,,,,3.0,,1.0,11.0,9.0,,,1.0,,,,,1.0,,90.0,1.0,,,,,,,,13.0,,6.6,,,,,2.0,,,,2.0,,17.0,10.0,27.0,1,4.0,40.0,2.0,,,1.0
2020-21,8896865,7,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,,16.0,12.0,28.0,2.0,1.0,7.0,,,1.0,3.0,,1.0,6.0,3.0,,,1.0,,1.0,,,,,90.0,2.0,,,,,,,,12.0,,7.0,,,,,1.0,1.0,,,2.0,,25.0,14.0,39.0,3,,52.0,,1.0,1.0,
2020-21,8896865,7,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,9.0,19.0,28.0,1.0,1.0,10.0,,,,1.0,,,4.0,3.0,,,2.0,,,,,2.0,,90.0,,,,,,,,,5.0,,6.6,,,,,1.0,,,,3.0,,14.0,19.0,33.0,0,1.0,40.0,,1.0,,1.0
2020-21,8896847,8,21,West_Ham_United,Home,9127,18987,Robert Snodgrass,robert-snodgrass,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896847,8,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896847,8,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,7.0,3.0,10.0,,,2.0,,,,,,,1.0,2.0,,,,,,,,1.0,,18.0,,,,,,,,,1.0,,6.8,,,,,,1.0,,,,,7.0,3.0,10.0,0,2.0,16.0,,,,
2020-21,8896847,8,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,1.0,8.0,2.0,10.0,,,1.0,,,,,,1.0,4.0,1.0,,,1.0,1.0,,,,,1.0,18.0,2.0,,,1.0,,,,,4.0,,6.6,,,,,,2.0,,,2.0,,9.0,2.0,11.0,2,,17.0,,1.0,,
2020-21,8896847,8,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,13.0,5.0,17.0,,,5.0,1.0,,1.0,1.0,,,2.0,2.0,,,1.0,,,,,,1.0,72.0,1.0,,,,,,,,9.0,,7.1,,,2.0,,,1.0,4.0,,,1.0,16.0,6.0,18.0,4,1.0,33.0,4.0,1.0,,
2020-21,8896847,8,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,4.0,11.0,8.0,19.0,7.0,7.0,1.0,,,,3.0,,,10.0,10.0,,,,,1.0,,,3.0,1.0,90.0,1.0,2.0,,,,,,,9.0,,7.8,,,1.0,,3.0,,,,4.0,,16.0,10.0,26.0,2,1.0,46.0,2.0,3.0,,
2020-21,8896847,8,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,,15.0,6.0,21.0,1.0,,6.0,,,,1.0,,2.0,4.0,1.0,,,,,,,,1.0,,72.0,,,,,,,,,12.0,,6.6,,,1.0,,,1.0,1.0,,1.0,,23.0,7.0,29.0,1,,40.0,,,1.0,
2020-21,8896847,8,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,3.0,39.0,24.0,63.0,4.0,2.0,5.0,,,,2.0,,1.0,9.0,4.0,,,2.0,,,,,3.0,,90.0,,2.0,,,,,,,9.0,,6.9,,,,,,1.0,,,5.0,,45.0,24.0,69.0,0,1.0,81.0,2.0,,1.0,1.0
2020-21,8896852,9,21,West_Ham_United,Away,9127,18987,Robert Snodgrass,robert-snodgrass,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896852,9,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2020-21,8896852,9,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,5.0,2.0,7.0,,,2.0,,,,,,1.0,2.0,1.0,,,,,,,,,,14.0,,,,,,,,,6.0,,6.4,,,,,,2.0,,,,,8.0,3.0,11.0,0,,14.0,,,1.0,
2020-21,8896852,9,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896852,9,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,4.0,18.0,14.0,31.0,4.0,2.0,6.0,,,4.0,,,5.0,12.0,7.0,,,,,,,,1.0,3.0,89.0,,,,,,,,,22.0,,6.8,,,,,,5.0,5.0,,6.0,,29.0,14.0,38.0,4,1.0,66.0,3.0,2.0,2.0,
2020-21,8896852,9,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,3.0,24.0,19.0,43.0,3.0,5.0,6.0,,1.0,,,,,6.0,7.0,,,1.0,,,,,,,90.0,,,,,,,,,9.0,,6.7,,,2.0,,2.0,2.0,,,4.0,,27.0,23.0,50.0,2,2.0,64.0,,,,1.0
2020-21,8896852,9,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,1.0,,1.0,19.0,8.0,26.0,,,2.0,,,1.0,1.0,,1.0,4.0,2.0,,,,,,,,,1.0,76.0,,,,,,,,,8.0,,6.6,,,,,,2.0,1.0,,1.0,,22.0,8.0,29.0,1,2.0,42.0,2.0,,,1.0
2020-21,8896852,9,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,6.0,39.0,19.0,58.0,,1.0,9.0,,,1.0,1.0,,1.0,4.0,3.0,,,1.0,,,,1.0,2.0,2.0,90.0,,,,,,,,,13.0,,7.2,,,1.0,,,1.0,1.0,,7.0,,48.0,19.0,66.0,2,1.0,78.0,2.0,1.0,,1.0
2020-21,8896995,10,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,2.0,,6.5,,,,,,,,,,,1.0,2.0,3.0,0,,5.0,1.0,,,
2020-21,8896995,10,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896995,10,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,2.0,6.0,8.0,1.0,1.0,6.0,,,1.0,,,1.0,3.0,2.0,,,1.0,1.0,,,,,1.0,45.0,,,,,,,,,6.0,,6.8,,,,,,1.0,,,,,2.0,8.0,10.0,1,,20.0,3.0,,1.0,
2020-21,8896995,10,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,10.0,6.0,15.0,3.0,1.0,7.0,1.0,,1.0,1.0,,1.0,5.0,1.0,,,2.0,1.0,1.0,,,,2.0,79.0,1.0,,,,,,,,9.0,,8.1,,,,,,,4.0,,,,16.0,6.0,18.0,2,,30.0,2.0,,,
2020-21,8896995,10,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,4.0,8.0,12.0,5.0,5.0,4.0,,,1.0,1.0,,,8.0,6.0,,,2.0,,,,,3.0,,90.0,,,,,,,,,12.0,,6.6,,,,,4.0,,,,1.0,,9.0,15.0,24.0,1,1.0,38.0,,1.0,,
2020-21,8896995,10,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,,5.0,8.0,13.0,3.0,1.0,2.0,,,,4.0,,,10.0,2.0,,,2.0,,,,,,,90.0,,,,,,,,,8.0,,6.2,,,,,,1.0,1.0,,,,10.0,10.0,19.0,0,,23.0,,1.0,,
2020-21,8896995,10,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,,5.0,18.0,23.0,2.0,1.0,7.0,,,,1.0,,,4.0,3.0,,,1.0,,,,,1.0,1.0,90.0,,1.0,,1.0,,,,,10.0,,6.4,,,,,2.0,,2.0,,4.0,,12.0,21.0,31.0,0,2.0,41.0,,,,1.0
2020-21,8897000,11,21,West_Ham_United,Home,9127,18987,Robert Snodgrass,robert-snodgrass,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897000,11,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897000,11,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,3.0,3.0,6.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,14.0,1.0,,,,,,,,2.0,,6.5,,,,,,,,,,,4.0,3.0,7.0,1,,10.0,,,,
2020-21,8897000,11,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,1.0,1.0,15.0,1.0,,,,,,,,4.0,,6.9,,,1.0,,,,,,1.0,,9.0,,9.0,2,,15.0,1.0,,,
